Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
SRR26260995_2	(2.0, 2765.0)	(3.0, 3355.0)	(4.0, 1639.0)	(5.0, 866.0)	(6.0, 744.0)	(7.0, 645.0)	(8.0, 697.0)	(9.0, 723.0)	(10.0, 732.0)	(11.0, 680.0)	(12.0, 758.0)	(13.0, 752.0)	(14.0, 1153.0)	(15.0, 3143.0)	(16.0, 8615.0)	(17.0, 24391.0)	(18.0, 42997.0)	(19.0, 59368.0)	(20.0, 80081.0)	(21.0, 102155.0)	(22.0, 129492.0)	(23.0, 166580.0)	(24.0, 223004.0)	(25.0, 297775.0)	(26.0, 400406.0)	(27.0, 530967.0)	(28.0, 691817.0)	(29.0, 895144.0)	(30.0, 1165168.0)	(31.0, 1571431.0)	(32.0, 2267351.0)	(33.0, 3694049.0)	(34.0, 6960884.0)	(35.0, 10682946.0)
SRR26260996_1	(2.0, 2785.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 3.0)	(9.0, 4.0)	(10.0, 33.0)	(11.0, 53.0)	(12.0, 57.0)	(13.0, 74.0)	(14.0, 67.0)	(15.0, 81.0)	(16.0, 451.0)	(17.0, 3477.0)	(18.0, 15241.0)	(19.0, 39588.0)	(20.0, 67255.0)	(21.0, 98301.0)	(22.0, 149100.0)	(23.0, 228633.0)	(24.0, 349846.0)	(25.0, 519570.0)	(26.0, 741393.0)	(27.0, 1022436.0)	(28.0, 1359731.0)	(29.0, 1771495.0)	(30.0, 2301654.0)	(31.0, 3087150.0)	(32.0, 4459221.0)	(33.0, 7312854.0)	(34.0, 14277590.0)	(35.0, 19042410.0)
SRR26260996_2	(2.0, 3555.0)	(3.0, 6248.0)	(4.0, 2990.0)	(5.0, 1589.0)	(6.0, 1317.0)	(7.0, 1265.0)	(8.0, 1331.0)	(9.0, 1370.0)	(10.0, 1363.0)	(11.0, 1329.0)	(12.0, 1379.0)	(13.0, 1442.0)	(14.0, 2232.0)	(15.0, 5672.0)	(16.0, 14666.0)	(17.0, 39574.0)	(18.0, 72926.0)	(19.0, 105363.0)	(20.0, 143331.0)	(21.0, 188200.0)	(22.0, 244347.0)	(23.0, 325525.0)	(24.0, 442047.0)	(25.0, 603612.0)	(26.0, 812969.0)	(27.0, 1073637.0)	(28.0, 1396358.0)	(29.0, 1789158.0)	(30.0, 2318740.0)	(31.0, 3104930.0)	(32.0, 4455732.0)	(33.0, 7188734.0)	(34.0, 13272015.0)	(35.0, 19225608.0)
SRR26260997_1	(2.0, 7483.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 1.0)	(9.0, 11.0)	(10.0, 18.0)	(11.0, 33.0)	(12.0, 32.0)	(13.0, 51.0)	(14.0, 42.0)	(15.0, 59.0)	(16.0, 227.0)	(17.0, 1616.0)	(18.0, 7828.0)	(19.0, 22577.0)	(20.0, 40990.0)	(21.0, 62288.0)	(22.0, 94076.0)	(23.0, 143483.0)	(24.0, 218515.0)	(25.0, 326169.0)	(26.0, 474011.0)	(27.0, 667758.0)	(28.0, 914030.0)	(29.0, 1220288.0)	(30.0, 1624447.0)	(31.0, 2230398.0)	(32.0, 3265353.0)	(33.0, 5414035.0)	(34.0, 10547384.0)	(35.0, 13423213.0)
SRR26260997_2	(2.0, 7620.0)	(3.0, 4540.0)	(4.0, 2246.0)	(5.0, 1126.0)	(6.0, 941.0)	(7.0, 936.0)	(8.0, 897.0)	(9.0, 935.0)	(10.0, 975.0)	(11.0, 967.0)	(12.0, 972.0)	(13.0, 1010.0)	(14.0, 1516.0)	(15.0, 3783.0)	(16.0, 8259.0)	(17.0, 20189.0)	(18.0, 40008.0)	(19.0, 61232.0)	(20.0, 83073.0)	(21.0, 107372.0)	(22.0, 138345.0)	(23.0, 183177.0)	(24.0, 252493.0)	(25.0, 352080.0)	(26.0, 488581.0)	(27.0, 669091.0)	(28.0, 900222.0)	(29.0, 1193040.0)	(30.0, 1592936.0)	(31.0, 2188177.0)	(32.0, 3210920.0)	(33.0, 5275402.0)	(34.0, 9844684.0)	(35.0, 14068671.0)
SRR26260998_1	(2.0, 3914.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 2.0)	(9.0, 8.0)	(10.0, 20.0)	(11.0, 33.0)	(12.0, 35.0)	(13.0, 49.0)	(14.0, 44.0)	(15.0, 49.0)	(16.0, 275.0)	(17.0, 1847.0)	(18.0, 8639.0)	(19.0, 24850.0)	(20.0, 44453.0)	(21.0, 66177.0)	(22.0, 98580.0)	(23.0, 150628.0)	(24.0, 227483.0)	(25.0, 338173.0)	(26.0, 484065.0)	(27.0, 670362.0)	(28.0, 897520.0)	(29.0, 1172868.0)	(30.0, 1531873.0)	(31.0, 2057560.0)	(32.0, 2967185.0)	(33.0, 4870715.0)	(34.0, 9579062.0)	(35.0, 13252330.0)
SRR26260998_2	(2.0, 4324.0)	(3.0, 4370.0)	(4.0, 2136.0)	(5.0, 1058.0)	(6.0, 873.0)	(7.0, 857.0)	(8.0, 859.0)	(9.0, 954.0)	(10.0, 899.0)	(11.0, 911.0)	(12.0, 922.0)	(13.0, 986.0)	(14.0, 1467.0)	(15.0, 3877.0)	(16.0, 10782.0)	(17.0, 29145.0)	(18.0, 51862.0)	(19.0, 73777.0)	(20.0, 99690.0)	(21.0, 129396.0)	(22.0, 165592.0)	(23.0, 214057.0)	(24.0, 283622.0)	(25.0, 385469.0)	(26.0, 519325.0)	(27.0, 690615.0)	(28.0, 903467.0)	(29.0, 1172140.0)	(30.0, 1523383.0)	(31.0, 2043291.0)	(32.0, 2934291.0)	(33.0, 4756399.0)	(34.0, 8935851.0)	(35.0, 13502152.0)
SRR26260999_1	(2.0, 6238.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 2.0)	(9.0, 13.0)	(10.0, 22.0)	(11.0, 33.0)	(12.0, 46.0)	(13.0, 59.0)	(14.0, 69.0)	(15.0, 91.0)	(16.0, 361.0)	(17.0, 2379.0)	(18.0, 10588.0)	(19.0, 29860.0)	(20.0, 54214.0)	(21.0, 82942.0)	(22.0, 125083.0)	(23.0, 189964.0)	(24.0, 288341.0)	(25.0, 425826.0)	(26.0, 610611.0)	(27.0, 846410.0)	(28.0, 1139902.0)	(29.0, 1499784.0)	(30.0, 1972869.0)	(31.0, 2668784.0)	(32.0, 3883232.0)	(33.0, 6422346.0)	(34.0, 12650447.0)	(35.0, 17454235.0)
SRR26260999_2	(2.0, 6801.0)	(3.0, 5748.0)	(4.0, 2739.0)	(5.0, 1452.0)	(6.0, 1160.0)	(7.0, 1109.0)	(8.0, 1150.0)	(9.0, 1174.0)	(10.0, 1206.0)	(11.0, 1218.0)	(12.0, 1229.0)	(13.0, 1249.0)	(14.0, 1941.0)	(15.0, 5199.0)	(16.0, 13076.0)	(17.0, 34231.0)	(18.0, 63048.0)	(19.0, 91392.0)	(20.0, 125950.0)	(21.0, 164748.0)	(22.0, 211330.0)	(23.0, 277904.0)	(24.0, 372663.0)	(25.0, 504438.0)	(26.0, 678986.0)	(27.0, 903974.0)	(28.0, 1185009.0)	(29.0, 1539929.0)	(30.0, 2018862.0)	(31.0, 2720486.0)	(32.0, 3931268.0)	(33.0, 6383841.0)	(34.0, 11832070.0)	(35.0, 17278171.0)
SRR26261000_1	(2.0, 12402.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 3.0)	(9.0, 12.0)	(10.0, 20.0)	(11.0, 41.0)	(12.0, 36.0)	(13.0, 47.0)	(14.0, 53.0)	(15.0, 58.0)	(16.0, 339.0)	(17.0, 2230.0)	(18.0, 9607.0)	(19.0, 26242.0)	(20.0, 45315.0)	(21.0, 66457.0)	(22.0, 99551.0)	(23.0, 150981.0)	(24.0, 227001.0)	(25.0, 335995.0)	(26.0, 480220.0)	(27.0, 663022.0)	(28.0, 888505.0)	(29.0, 1165450.0)	(30.0, 1526640.0)	(31.0, 2057708.0)	(32.0, 2984849.0)	(33.0, 4921713.0)	(34.0, 9702910.0)	(35.0, 13537841.0)
SRR26261000_2	(2.0, 12358.0)	(3.0, 4466.0)	(4.0, 2152.0)	(5.0, 1082.0)	(6.0, 924.0)	(7.0, 909.0)	(8.0, 897.0)	(9.0, 982.0)	(10.0, 960.0)	(11.0, 925.0)	(12.0, 982.0)	(13.0, 1016.0)	(14.0, 1480.0)	(15.0, 3929.0)	(16.0, 10649.0)	(17.0, 27752.0)	(18.0, 49115.0)	(19.0, 71078.0)	(20.0, 96625.0)	(21.0, 127024.0)	(22.0, 166120.0)	(23.0, 227139.0)	(24.0, 312503.0)	(25.0, 431632.0)	(26.0, 581248.0)	(27.0, 765413.0)	(28.0, 987511.0)	(29.0, 1262897.0)	(30.0, 1624516.0)	(31.0, 2168482.0)	(32.0, 3102292.0)	(33.0, 4967288.0)	(34.0, 9029126.0)	(35.0, 12863776.0)
SRR26261001_1	(2.0, 2451.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 2.0)	(9.0, 5.0)	(10.0, 17.0)	(11.0, 22.0)	(12.0, 42.0)	(13.0, 45.0)	(14.0, 35.0)	(15.0, 61.0)	(16.0, 307.0)	(17.0, 2334.0)	(18.0, 9680.0)	(19.0, 26634.0)	(20.0, 47815.0)	(21.0, 71322.0)	(22.0, 108469.0)	(23.0, 166659.0)	(24.0, 253449.0)	(25.0, 374080.0)	(26.0, 530189.0)	(27.0, 722140.0)	(28.0, 956094.0)	(29.0, 1232553.0)	(30.0, 1590061.0)	(31.0, 2130194.0)	(32.0, 3066746.0)	(33.0, 5052668.0)	(34.0, 9983743.0)	(35.0, 13985006.0)
SRR26261001_2	(2.0, 3099.0)	(3.0, 4577.0)	(4.0, 2176.0)	(5.0, 1184.0)	(6.0, 918.0)	(7.0, 945.0)	(8.0, 931.0)	(9.0, 938.0)	(10.0, 991.0)	(11.0, 977.0)	(12.0, 1013.0)	(13.0, 1036.0)	(14.0, 1516.0)	(15.0, 4067.0)	(16.0, 11348.0)	(17.0, 31658.0)	(18.0, 56446.0)	(19.0, 78856.0)	(20.0, 107415.0)	(21.0, 141054.0)	(22.0, 186791.0)	(23.0, 250375.0)	(24.0, 338100.0)	(25.0, 455393.0)	(26.0, 602475.0)	(27.0, 781925.0)	(28.0, 1000418.0)	(29.0, 1269465.0)	(30.0, 1623239.0)	(31.0, 2159904.0)	(32.0, 3088785.0)	(33.0, 4994533.0)	(34.0, 9296039.0)	(35.0, 13814236.0)
SRR26261002_1	(2.0, 6493.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 1.0)	(9.0, 8.0)	(10.0, 13.0)	(11.0, 23.0)	(12.0, 28.0)	(13.0, 31.0)	(14.0, 37.0)	(15.0, 46.0)	(16.0, 225.0)	(17.0, 1652.0)	(18.0, 7163.0)	(19.0, 20174.0)	(20.0, 35425.0)	(21.0, 50585.0)	(22.0, 74950.0)	(23.0, 112264.0)	(24.0, 169039.0)	(25.0, 253413.0)	(26.0, 361495.0)	(27.0, 500991.0)	(28.0, 673070.0)	(29.0, 884337.0)	(30.0, 1151188.0)	(31.0, 1551676.0)	(32.0, 2236715.0)	(33.0, 3692831.0)	(34.0, 7372202.0)	(35.0, 10344793.0)
SRR26261002_2	(2.0, 6591.0)	(3.0, 3428.0)	(4.0, 1618.0)	(5.0, 823.0)	(6.0, 710.0)	(7.0, 647.0)	(8.0, 692.0)	(9.0, 690.0)	(10.0, 745.0)	(11.0, 719.0)	(12.0, 697.0)	(13.0, 799.0)	(14.0, 1129.0)	(15.0, 3051.0)	(16.0, 8256.0)	(17.0, 22135.0)	(18.0, 40179.0)	(19.0, 56320.0)	(20.0, 74950.0)	(21.0, 96576.0)	(22.0, 123516.0)	(23.0, 163231.0)	(24.0, 221448.0)	(25.0, 301485.0)	(26.0, 408705.0)	(27.0, 544296.0)	(28.0, 708361.0)	(29.0, 916994.0)	(30.0, 1190571.0)	(31.0, 1593922.0)	(32.0, 2290003.0)	(33.0, 3702160.0)	(34.0, 6868422.0)	(35.0, 10146999.0)
SRR26261003_1	(2.0, 10414.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 4.0)	(10.0, 22.0)	(11.0, 35.0)	(12.0, 44.0)	(13.0, 47.0)	(14.0, 58.0)	(15.0, 70.0)	(16.0, 292.0)	(17.0, 2002.0)	(18.0, 8470.0)	(19.0, 24010.0)	(20.0, 43314.0)	(21.0, 64608.0)	(22.0, 96399.0)	(23.0, 145311.0)	(24.0, 218790.0)	(25.0, 323391.0)	(26.0, 464731.0)	(27.0, 647076.0)	(28.0, 871728.0)	(29.0, 1149366.0)	(30.0, 1517067.0)	(31.0, 2056077.0)	(32.0, 2991493.0)	(33.0, 4958981.0)	(34.0, 9916422.0)	(35.0, 14157071.0)
SRR26261003_2	(2.0, 10661.0)	(3.0, 4568.0)	(4.0, 2234.0)	(5.0, 1211.0)	(6.0, 947.0)	(7.0, 930.0)	(8.0, 912.0)	(9.0, 933.0)	(10.0, 925.0)	(11.0, 971.0)	(12.0, 978.0)	(13.0, 1028.0)	(14.0, 1552.0)	(15.0, 4158.0)	(16.0, 11102.0)	(17.0, 28996.0)	(18.0, 51268.0)	(19.0, 71244.0)	(20.0, 94853.0)	(21.0, 119432.0)	(22.0, 150484.0)	(23.0, 200385.0)	(24.0, 275068.0)	(25.0, 380762.0)	(26.0, 519905.0)	(27.0, 698378.0)	(28.0, 915826.0)	(29.0, 1192181.0)	(30.0, 1555348.0)	(31.0, 2101443.0)	(32.0, 3041076.0)	(33.0, 4953923.0)	(34.0, 9288138.0)	(35.0, 13985473.0)
SRR26261004_1	(2.0, 1068.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 4.0)	(10.0, 9.0)	(11.0, 24.0)	(12.0, 25.0)	(13.0, 36.0)	(14.0, 30.0)	(15.0, 31.0)	(16.0, 140.0)	(17.0, 1319.0)	(18.0, 6480.0)	(19.0, 18050.0)	(20.0, 32253.0)	(21.0, 47625.0)	(22.0, 70425.0)	(23.0, 106377.0)	(24.0, 162006.0)	(25.0, 239277.0)	(26.0, 347416.0)	(27.0, 489941.0)	(28.0, 668682.0)	(29.0, 890294.0)	(30.0, 1179266.0)	(31.0, 1606338.0)	(32.0, 2337759.0)	(33.0, 3853370.0)	(34.0, 7551798.0)	(35.0, 10226943.0)
SRR26261004_2	(2.0, 1446.0)	(3.0, 3249.0)	(4.0, 1678.0)	(5.0, 843.0)	(6.0, 670.0)	(7.0, 639.0)	(8.0, 672.0)	(9.0, 708.0)	(10.0, 731.0)	(11.0, 646.0)	(12.0, 698.0)	(13.0, 768.0)	(14.0, 1120.0)	(15.0, 2875.0)	(16.0, 6917.0)	(17.0, 17907.0)	(18.0, 33973.0)	(19.0, 51436.0)	(20.0, 68846.0)	(21.0, 89058.0)	(22.0, 114935.0)	(23.0, 149963.0)	(24.0, 200815.0)	(25.0, 276559.0)	(26.0, 378511.0)	(27.0, 511493.0)	(28.0, 680493.0)	(29.0, 893288.0)	(30.0, 1177154.0)	(31.0, 1595882.0)	(32.0, 2314507.0)	(33.0, 3764544.0)	(34.0, 7048729.0)	(35.0, 10445233.0)
SRR26261005_1	(2.0, 3532.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 3.0)	(10.0, 17.0)	(11.0, 26.0)	(12.0, 40.0)	(13.0, 39.0)	(14.0, 46.0)	(15.0, 45.0)	(16.0, 211.0)	(17.0, 1797.0)	(18.0, 8042.0)	(19.0, 22047.0)	(20.0, 39468.0)	(21.0, 58170.0)	(22.0, 87132.0)	(23.0, 131331.0)	(24.0, 198873.0)	(25.0, 295286.0)	(26.0, 423812.0)	(27.0, 594186.0)	(28.0, 804924.0)	(29.0, 1065314.0)	(30.0, 1402603.0)	(31.0, 1902524.0)	(32.0, 2768979.0)	(33.0, 4569087.0)	(34.0, 8904227.0)	(35.0, 11729252.0)
SRR26261005_2	(2.0, 3879.0)	(3.0, 3955.0)	(4.0, 1855.0)	(5.0, 964.0)	(6.0, 853.0)	(7.0, 734.0)	(8.0, 779.0)	(9.0, 770.0)	(10.0, 830.0)	(11.0, 791.0)	(12.0, 843.0)	(13.0, 891.0)	(14.0, 1296.0)	(15.0, 3329.0)	(16.0, 8630.0)	(17.0, 23799.0)	(18.0, 43891.0)	(19.0, 63462.0)	(20.0, 86772.0)	(21.0, 113159.0)	(22.0, 145069.0)	(23.0, 188340.0)	(24.0, 249560.0)	(25.0, 340366.0)	(26.0, 460767.0)	(27.0, 621342.0)	(28.0, 819004.0)	(29.0, 1071428.0)	(30.0, 1409604.0)	(31.0, 1910710.0)	(32.0, 2767983.0)	(33.0, 4497760.0)	(34.0, 8326955.0)	(35.0, 11840643.0)
SRR26261006_1	(2.0, 737.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 1.0)	(9.0, 8.0)	(10.0, 26.0)	(11.0, 45.0)	(12.0, 57.0)	(13.0, 63.0)	(14.0, 63.0)	(15.0, 85.0)	(16.0, 150.0)	(17.0, 690.0)	(18.0, 3305.0)	(19.0, 9700.0)	(20.0, 18693.0)	(21.0, 30266.0)	(22.0, 50079.0)	(23.0, 86531.0)	(24.0, 152561.0)	(25.0, 263227.0)	(26.0, 430945.0)	(27.0, 670316.0)	(28.0, 988851.0)	(29.0, 1387650.0)	(30.0, 1910098.0)	(31.0, 2670046.0)	(32.0, 3991329.0)	(33.0, 6902635.0)	(34.0, 15066288.0)	(35.0, 23100941.0)
SRR26261006_2	(2.0, 1789.0)	(3.0, 6407.0)	(4.0, 3197.0)	(5.0, 1649.0)	(6.0, 1345.0)	(7.0, 1276.0)	(8.0, 1289.0)	(9.0, 1390.0)	(10.0, 1323.0)	(11.0, 1270.0)	(12.0, 1363.0)	(13.0, 1388.0)	(14.0, 2288.0)	(15.0, 4721.0)	(16.0, 6833.0)	(17.0, 12772.0)	(18.0, 23273.0)	(19.0, 37001.0)	(20.0, 54314.0)	(21.0, 72273.0)	(22.0, 97854.0)	(23.0, 142757.0)	(24.0, 222192.0)	(25.0, 344105.0)	(26.0, 519580.0)	(27.0, 755725.0)	(28.0, 1061867.0)	(29.0, 1450251.0)	(30.0, 1976073.0)	(31.0, 2747292.0)	(32.0, 4083395.0)	(33.0, 6937524.0)	(34.0, 14021786.0)	(35.0, 23137824.0)
SRR26261235_1	(13.0, 1.0)	(14.0, 3.0)	(15.0, 15.0)	(16.0, 80.0)	(17.0, 300.0)	(18.0, 750.0)	(19.0, 1440.0)	(20.0, 2413.0)	(21.0, 4668.0)	(22.0, 8262.0)	(23.0, 16117.0)	(24.0, 29364.0)	(25.0, 54133.0)	(26.0, 87921.0)	(27.0, 142152.0)	(28.0, 211987.0)	(29.0, 314755.0)	(30.0, 436993.0)	(31.0, 550812.0)	(32.0, 692350.0)	(33.0, 970743.0)	(34.0, 1468687.0)	(35.0, 3408776.0)	(36.0, 20139850.0)	(37.0, 4604251.0)									
SRR26261235_2	(11.0, 66.0)	(12.0, 1097.0)	(13.0, 5391.0)	(14.0, 11481.0)	(15.0, 15999.0)	(16.0, 18268.0)	(17.0, 20745.0)	(18.0, 20823.0)	(19.0, 22100.0)	(20.0, 23372.0)	(21.0, 28716.0)	(22.0, 39407.0)	(23.0, 56418.0)	(24.0, 76830.0)	(25.0, 101271.0)	(26.0, 126520.0)	(27.0, 163801.0)	(28.0, 208510.0)	(29.0, 277973.0)	(30.0, 359707.0)	(31.0, 503908.0)	(32.0, 710647.0)	(33.0, 1156307.0)	(34.0, 2122260.0)	(35.0, 5515630.0)	(36.0, 18262077.0)	(37.0, 3297499.0)							
SRR26261236_1	(15.0, 9.0)	(16.0, 45.0)	(17.0, 191.0)	(18.0, 473.0)	(19.0, 970.0)	(20.0, 1726.0)	(21.0, 3194.0)	(22.0, 5897.0)	(23.0, 11664.0)	(24.0, 22505.0)	(25.0, 42520.0)	(26.0, 71051.0)	(27.0, 118254.0)	(28.0, 177025.0)	(29.0, 256697.0)	(30.0, 342083.0)	(31.0, 465414.0)	(32.0, 585955.0)	(33.0, 791551.0)	(34.0, 1174161.0)	(35.0, 2657181.0)	(36.0, 16422642.0)	(37.0, 3898134.0)											
SRR26261236_2	(11.0, 41.0)	(12.0, 641.0)	(13.0, 3507.0)	(14.0, 7889.0)	(15.0, 11017.0)	(16.0, 13090.0)	(17.0, 14216.0)	(18.0, 14200.0)	(19.0, 14224.0)	(20.0, 14673.0)	(21.0, 17868.0)	(22.0, 24496.0)	(23.0, 35748.0)	(24.0, 47077.0)	(25.0, 63173.0)	(26.0, 79285.0)	(27.0, 104085.0)	(28.0, 133177.0)	(29.0, 178305.0)	(30.0, 231191.0)	(31.0, 324357.0)	(32.0, 451993.0)	(33.0, 725237.0)	(34.0, 1326644.0)	(35.0, 3712051.0)	(36.0, 15942490.0)	(37.0, 3558667.0)							
