Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR26260991_1 - polya	(1, 0.0006229302568696148)	(2, 0.0031675915328072484)	(3, 0.004764622361325666)	(4, 0.009829239463919986)	(5, 0.011789793331858065)	(6, 0.013879168471046801)	(7, 0.016178539929123596)	(8, 0.019711419176299146)	(9, 0.027128347985429433)	(10, 0.03529173429783407)	(12, 0.03977753801727475)	(14, 0.04416187292716869)	(16, 0.04789504278101478)	(18, 0.05141203995365258)	(20, 0.05538255858809063)	(22, 0.06002894772785748)	(24, 0.0641106408840598)	(26, 0.06979377655615213)	(28, 0.07554838156366436)	(30, 0.08041359039706245)	(32, 0.08465145728621934)	(34, 0.08986518942197366)	(36, 0.09394864725312463)	(38, 0.09697065310266914)	(40, 0.1001708911220262)	(42, 0.10346024522628956)	(44, 0.10696753668670984)	(46, 0.1108798210478428)	(48, 0.11400682505683135)	(50, 0.11666266085453325)	(52, 0.11927790912841646)	(54, 0.12216403500691575)	(56, 0.12509780710902832)	(58, 0.12781628886740692)	(60, 0.13052682958851664)	(62, 0.13315884227441188)	(64, 0.13603261542827072)	(66, 0.13917550151179703)	(68, 0.14212162633855008)	(70, 0.1454012747305959)	(72, 0.14897385916411582)	(74, 0.15243085738849987)	(76, 0.15734812413288285)	(78, 0.162508916020178)	(80, 0.16602503085534148)	(82, 0.16898262606926068)	(84, 0.1722922739354334)	(86, 0.17613838298599238)	(88, 0.17971361443193526)	(90, 0.18368942709121922)	(92, 0.18643349663635309)	(94, 0.19011637325416295)	(96, 0.19422983055944076)	(98, 0.19779447395569183)	(100, 0.2008332442172484)	(102, 0.20413583338362656)	(104, 0.2075010685106814)	(106, 0.21111335813054571)	(108, 0.2167144364175263)	(110, 0.22089759838327538)	(112, 0.22393019228251176)	(114, 0.22663014495392964)	(116, 0.22953479991938963)	(118, 0.23313120746471622)	(120, 0.23598821620656296)	(122, 0.23825494117808993)	(124, 0.24043166772723631)	(126, 0.24307515080029773)	(128, 0.24572481023567938)	(130, 0.24843888030668637)	(132, 0.25128265398641836)	(134, 0.2541555448028029)	(136, 0.2568307920249398)	
SRR26260991_2 - polya	(1, 0.007877508970725101)	(2, 0.012093317423023997)	(3, 0.013069182669621439)	(4, 0.015463846574924745)	(5, 0.0165755917925674)	(6, 0.017766747382898816)	(7, 0.019084959569532253)	(8, 0.02166138499454539)	(9, 0.025983073943762633)	(10, 0.032407373094283404)	(12, 0.035987898565072216)	(14, 0.04073399183943717)	(16, 0.04664212356748099)	(18, 0.05282642692498685)	(20, 0.06048776321450365)	(22, 0.06740528901316906)	(24, 0.07258019830005333)	(26, 0.07851127080242946)	(28, 0.08286472390072222)	(30, 0.08641348522243551)	(32, 0.09003724522946599)	(34, 0.09406776281215776)	(36, 0.09797651782339345)	(38, 0.10121469635414626)	(40, 0.10464698912924938)	(42, 0.10790104973453994)	(44, 0.11135628328397537)	(46, 0.11527386166995426)	(48, 0.11922938056732887)	(50, 0.12429840935729479)	(52, 0.12849568872263298)	(54, 0.13362736347327558)	(56, 0.13852345411827488)	(58, 0.14284514306749213)	(60, 0.1467530157412535)	(62, 0.15012089788073127)	(64, 0.15380289216106682)	(66, 0.1584104584519636)	(68, 0.16352007476574823)	(70, 0.17057259819798454)	(72, 0.17624691049533367)	(74, 0.1808121245874631)	(76, 0.1867096682658151)	(78, 0.19168605162097746)	(80, 0.19508393323458212)	(82, 0.19830887670322014)	(84, 0.20263144798991173)	(86, 0.20775253469086247)	(88, 0.21219863322395877)	(90, 0.21779265281114485)	(92, 0.2224849234995763)	(94, 0.2292392168654926)	(96, 0.23476264945473307)	(98, 0.23893698804573898)	(100, 0.24222369513757935)	(102, 0.24548834379256174)	(104, 0.24864975896304875)	(106, 0.2519752889037592)	(108, 0.25655373805800347)	(110, 0.2608074870216981)	(112, 0.2639997840037863)	(114, 0.2671020825634939)	(116, 0.27084495812955744)	(118, 0.27518429382826115)	(120, 0.2785786460919685)	(122, 0.2814109493845343)	(124, 0.28427060513880403)	(126, 0.2873843740856778)	(128, 0.29006491533266066)	(130, 0.2931504494803562)	(132, 0.29671773988903016)	(134, 0.3003053240596135)	(136, 0.3036546771121306)	
SRR26260991_2 - polyg	(1, 0.055038446973106)	(2, 0.05532079496488826)	(3, 0.055444322211293)	(4, 0.05567196527966745)	(5, 0.05581313927555858)	(6, 0.05592431379732285)	(7, 0.05600901819485753)	(8, 0.05618725036467008)	(9, 0.056316071635920735)	(10, 0.05650136250552784)	(12, 0.056750181673285965)	(14, 0.05691253176856076)	(16, 0.0570360590149655)	(18, 0.05718429171065119)	(20, 0.057319289344222084)	(22, 0.057475463077176644)	(24, 0.05762104876043937)	(26, 0.057849574166288144)	(28, 0.05803574737336957)	(30, 0.05824397901730899)	(32, 0.05848044546042663)	(34, 0.05870808852880108)	(36, 0.05897896613341719)	(38, 0.0592586671127765)	(40, 0.05952513303002101)	(42, 0.05984189218330173)	(44, 0.06016394536142837)	(46, 0.06044894036563359)	(48, 0.06081069873010461)	(50, 0.06127127889169943)	(52, 0.06169480087937282)	(54, 0.06215979272833923)	(56, 0.06261154951519085)	(58, 0.06309948213848957)	(60, 0.0636959422711296)	(62, 0.06436210706424086)	(64, 0.06504327159441559)	(66, 0.06575090624881988)	(68, 0.06648148167755648)	(70, 0.06739381862600291)	(72, 0.06825233298851585)	(74, 0.06915408188727044)	(76, 0.07024112165563215)	(78, 0.07137316063518416)	(80, 0.07245137702880267)	(82, 0.07359400405804652)	(84, 0.07470133758831757)	(86, 0.07585455266725324)	(88, 0.07697070957226751)	(90, 0.0780939251770763)	(92, 0.07918625897028393)	(94, 0.08011888968063971)	(96, 0.08116975361255432)	(98, 0.0821967944326623)	(100, 0.08324059966478235)	(102, 0.0843117573586063)	(104, 0.08549673658661748)	(106, 0.08688112408382488)	(108, 0.08804757422487536)	(110, 0.0892537295522702)	(112, 0.09055605966436589)	(114, 0.09181603757769422)	(116, 0.09304866302931866)	(118, 0.09432805236708203)	(120, 0.09580332062414434)	(122, 0.09753446674875935)	(124, 0.09911826251516297)	(126, 0.10067294114491404)	(128, 0.10231408884714845)	(130, 0.10392700175020461)	(132, 0.10567226527440872)	(134, 0.10769370042807486)	(136, 0.10974601739334217)	
SRR26260992_1 - polya	(1, 0.0008037240847215534)	(2, 0.0036779317600606916)	(3, 0.005375728304367111)	(4, 0.0114554210295442)	(5, 0.013744246526081458)	(6, 0.016223180061393602)	(7, 0.018933631307292986)	(8, 0.022867550129466396)	(9, 0.031499584444532075)	(10, 0.040799820282024335)	(12, 0.04573980590345693)	(14, 0.05051132945092563)	(16, 0.054660766792304236)	(18, 0.05822388082597614)	(20, 0.062471195573456664)	(22, 0.06746011989794021)	(24, 0.07158414675888851)	(26, 0.07742479274223976)	(28, 0.08387152574029905)	(30, 0.08925948872042891)	(32, 0.0939190179282233)	(34, 0.09970225504838015)	(36, 0.10397780366300546)	(38, 0.10739692497423894)	(40, 0.11078781241832766)	(42, 0.11414858373746192)	(44, 0.11772205018908691)	(46, 0.12174443512831398)	(48, 0.12493203872896023)	(50, 0.12787024316982756)	(52, 0.13058163554463176)	(54, 0.13353113353235702)	(56, 0.136508865387227)	(58, 0.13937554403132754)	(60, 0.14233821782372036)	(62, 0.14527548113568284)	(64, 0.1482334492835515)	(66, 0.1514728149739632)	(68, 0.1547262975979473)	(70, 0.1581284785888939)	(72, 0.1618214684114318)	(74, 0.16528576391009697)	(76, 0.17033021483996527)	(78, 0.1759826350423513)	(80, 0.17965209664226853)	(82, 0.1827578220281949)	(84, 0.1862164707534311)	(86, 0.19034614438780834)	(88, 0.19414736403440128)	(90, 0.19846244006302927)	(92, 0.2015051098123323)	(94, 0.2052573907558743)	(96, 0.2095479974329768)	(98, 0.2131722848454624)	(100, 0.2162573053954826)	(102, 0.2195719613982804)	(104, 0.22313131091633298)	(106, 0.22686571041068324)	(108, 0.23284658460085358)	(110, 0.23763787185532365)	(112, 0.24123486652956927)	(114, 0.24411283872052772)	(116, 0.24714515605187765)	(118, 0.25100378456166494)	(120, 0.2540803349515417)	(122, 0.2563870418972707)	(124, 0.2585911657923736)	(126, 0.2613373799366564)	(128, 0.26411465133479844)	(130, 0.26695591949846864)	(132, 0.2700447045641081)	(134, 0.27291608885273283)	(136, 0.27579876668821535)	
SRR26260992_2 - polya	(1, 0.008392987573239828)	(2, 0.012932993410121295)	(3, 0.013924943275808083)	(4, 0.01645281551417119)	(5, 0.017730868566925136)	(6, 0.018954336143199163)	(7, 0.02020980210223728)	(8, 0.022871314645085704)	(9, 0.026861701201548686)	(10, 0.03337243096513616)	(12, 0.03702495224476655)	(14, 0.04180024030785456)	(16, 0.04805027736480519)	(18, 0.05440289747238187)	(20, 0.062405316550118835)	(22, 0.06972541717185682)	(24, 0.07548794945610748)	(26, 0.08172104619277125)	(28, 0.08623093590469827)	(30, 0.08994839507876168)	(32, 0.09361973893648858)	(34, 0.09794704964087933)	(36, 0.1020447248924925)	(38, 0.10535749863748063)	(40, 0.10914177796378668)	(42, 0.11262771942726282)	(44, 0.11628871086703665)	(46, 0.12042403127484286)	(48, 0.12462428957708208)	(50, 0.13003954529545186)	(52, 0.1345673164565706)	(54, 0.1397651713979256)	(56, 0.14470892153497747)	(58, 0.14910117013380125)	(60, 0.15321578570570127)	(62, 0.1568523077939496)	(64, 0.16072599436621415)	(66, 0.1656396283783116)	(68, 0.17104076716310904)	(70, 0.17889448787388346)	(72, 0.18507488139187694)	(74, 0.18990475493144487)	(76, 0.19632043067564492)	(78, 0.20195685168664887)	(80, 0.20553596491170284)	(82, 0.20877250721540003)	(84, 0.2132842791851367)	(86, 0.21877388408698778)	(88, 0.2236169334312233)	(90, 0.22958180843001158)	(92, 0.23467519806293086)	(94, 0.24183342451303874)	(96, 0.24772489145725057)	(98, 0.2519976166851614)	(100, 0.2556087282929794)	(102, 0.25924054473670366)	(104, 0.2625429660637387)	(106, 0.26589150270711026)	(108, 0.27053973836804673)	(110, 0.274907517615345)	(112, 0.2781986453955221)	(114, 0.2814474223749821)	(116, 0.28532863797848523)	(118, 0.28980464704983855)	(120, 0.29346375623180265)	(122, 0.2961563260285104)	(124, 0.29893171516884276)	(126, 0.3021757865037786)	(128, 0.3049841151557799)	(130, 0.30807572360813384)	(132, 0.3117724779462911)	(134, 0.3153252395620099)	(136, 0.3186464834671414)	
SRR26260992_2 - polyg	(1, 0.0619978077343291)	(2, 0.06233661414006652)	(3, 0.06248531250702906)	(4, 0.06276200440504795)	(5, 0.06288999793610431)	(6, 0.06302740275620894)	(7, 0.06313280919354947)	(8, 0.0632852720761313)	(9, 0.0634509107633807)	(10, 0.06370501556768378)	(12, 0.06395441472746272)	(14, 0.0641266413170459)	(16, 0.06428475097305669)	(18, 0.06444286062906751)	(20, 0.06460002915617347)	(22, 0.06481554767537867)	(24, 0.06499342103839081)	(26, 0.06519294036621395)	(28, 0.06541316452994328)	(30, 0.06565221127176914)	(32, 0.06588372898235637)	(34, 0.066151009591327)	(36, 0.0664352305205845)	(38, 0.06674862644589163)	(40, 0.06705637559776978)	(42, 0.06740647555036512)	(44, 0.06778857388572455)	(46, 0.0681386738383199)	(48, 0.06853771249396619)	(50, 0.06897439630580554)	(52, 0.06944213737150415)	(54, 0.06988070344115313)	(56, 0.07039455982318824)	(58, 0.07093100329893914)	(60, 0.07155967740736303)	(62, 0.07225046602350545)	(64, 0.072945960284172)	(66, 0.07363769002921923)	(68, 0.07442635605146357)	(70, 0.075355250280527)	(72, 0.0761712090410113)	(74, 0.07708410407869268)	(76, 0.07804876120613952)	(78, 0.07921481991921914)	(80, 0.08026888429262447)	(82, 0.08141517929870273)	(84, 0.0825605331758762)	(86, 0.08367765318590487)	(88, 0.0848615933481762)	(90, 0.08604741576825717)	(92, 0.08718618174309684)	(94, 0.08828165578831451)	(96, 0.08942136289205901)	(98, 0.09062318450352203)	(100, 0.09176100934945688)	(102, 0.09295059628515717)	(104, 0.09418912192390841)	(106, 0.09569681042943995)	(108, 0.09708215217734407)	(110, 0.0984674939252482)	(112, 0.09993094937225291)	(114, 0.10133511369825356)	(116, 0.1029011521958843)	(118, 0.10452459955670947)	(120, 0.10623086626115932)	(122, 0.10809053697709584)	(124, 0.10994267866179375)	(126, 0.11178823244415789)	(128, 0.11365637332023784)	(130, 0.11553957225879502)	(132, 0.11754323569716994)	(134, 0.11988382328347263)	(136, 0.12220935280729811)	
SRR26260993_1 - polya	(1, 0.0007132425871288022)	(2, 0.003498021783903014)	(3, 0.005130923417484716)	(4, 0.010433246216372477)	(5, 0.01239051657174919)	(6, 0.014357001947631443)	(7, 0.016642327033005385)	(8, 0.020335707251625847)	(9, 0.027890181062067605)	(10, 0.035712811969220576)	(12, 0.04015537335494145)	(14, 0.04443575037976481)	(16, 0.048114386565576414)	(18, 0.051335036232262675)	(20, 0.05525234144916776)	(22, 0.05959630211547936)	(24, 0.06330350486485813)	(26, 0.06847313136846611)	(28, 0.07403808225176177)	(30, 0.07867508057014953)	(32, 0.08310105491896044)	(34, 0.08833702957020831)	(36, 0.09224327676250675)	(38, 0.09543535986562583)	(40, 0.0984634156037463)	(42, 0.10174396290371857)	(44, 0.1050871723431285)	(46, 0.10889205430986601)	(48, 0.11184454687984105)	(50, 0.11450953081004325)	(52, 0.11704734745726898)	(54, 0.11969758735466231)	(56, 0.12240219587303833)	(58, 0.12494554153256739)	(60, 0.1275801158951013)	(62, 0.13019626021662412)	(64, 0.13280503252174253)	(66, 0.13562943630669055)	(68, 0.13834418134762266)	(70, 0.14130588893810325)	(72, 0.14451824508633454)	(74, 0.1476679390951281)	(76, 0.15210497146854565)	(78, 0.15697603130777416)	(80, 0.16033767078819516)	(82, 0.16311692097266606)	(84, 0.1662859665245213)	(86, 0.1700401658784783)	(88, 0.173600849801819)	(90, 0.17753382055358352)	(92, 0.18020801950429124)	(94, 0.18349409581656684)	(96, 0.18715614496546845)	(98, 0.19026713588813882)	(100, 0.19318368987814222)	(102, 0.19622464664497047)	(104, 0.19929232697126475)	(106, 0.20256642375688313)	(108, 0.2074199750571511)	(110, 0.21122762153004027)	(112, 0.21415431204259977)	(114, 0.21673912529440378)	(116, 0.2195017884419647)	(118, 0.22284039037112185)	(120, 0.22547496473365575)	(122, 0.22752346379203733)	(124, 0.22960237241808718)	(126, 0.23222312424986277)	(128, 0.2347812139422007)	(130, 0.23735312616529694)	(132, 0.24018674497075052)	(134, 0.2428415923783966)	(136, 0.24539138855227954)	
SRR26260993_2 - polya	(1, 0.007816180392799096)	(2, 0.012403417600456946)	(3, 0.013417069856066355)	(4, 0.015777958109585724)	(5, 0.017090177029574632)	(6, 0.018194136486138334)	(7, 0.019451065283094)	(8, 0.022215571434756023)	(9, 0.026561375105168726)	(10, 0.03313444923177046)	(12, 0.03684625949140201)	(14, 0.04172469134703492)	(16, 0.04777435230892199)	(18, 0.05399817715836376)	(20, 0.06148814582526674)	(22, 0.06821603229636154)	(24, 0.07343818441685111)	(26, 0.07933211153219455)	(28, 0.08378112343226929)	(30, 0.08749477669600195)	(32, 0.09117064837566188)	(34, 0.09530542807649772)	(36, 0.0990725284591625)	(38, 0.10227014057458492)	(40, 0.10589532964146438)	(42, 0.10936939237205298)	(44, 0.1127854004734567)	(46, 0.11672390023752452)	(48, 0.12081905535018653)	(50, 0.1258209684805937)	(52, 0.13009305198696208)	(54, 0.13500189341026328)	(56, 0.13964442074095434)	(58, 0.14385937112018837)	(60, 0.14762647150285318)	(62, 0.15102497106529636)	(64, 0.1548851431550671)	(66, 0.1595359640042132)	(68, 0.16447152898698045)	(70, 0.17187856246933358)	(72, 0.1776840253878238)	(74, 0.18223993152576284)	(76, 0.18822877335231333)	(78, 0.19346198349740953)	(80, 0.19682270147578002)	(82, 0.20001017706864632)	(84, 0.20424171448479034)	(86, 0.2094942761729482)	(88, 0.21397185463659008)	(90, 0.2193055085051967)	(92, 0.22385772863493347)	(94, 0.23019029072634062)	(96, 0.235476947990369)	(98, 0.2394237412728918)	(100, 0.24265452746213415)	(102, 0.2459673273338758)	(104, 0.24897787453303574)	(106, 0.25212849004387994)	(108, 0.25644388414662433)	(110, 0.26043490952757375)	(112, 0.26340583213855984)	(114, 0.2663362086593216)	(116, 0.2699752202569594)	(118, 0.27392477804563387)	(120, 0.27705696351546694)	(122, 0.27954225454581105)	(124, 0.2821528698550306)	(126, 0.2851164204496123)	(128, 0.2877233497506296)	(130, 0.29063253172422854)	(132, 0.29382277182324656)	(134, 0.29703604947352835)	(136, 0.30005396868909273)	
SRR26260993_2 - polyg	(1, 0.06908132272183176)	(2, 0.06946098156666002)	(3, 0.0696876710710963)	(4, 0.07001756880519464)	(5, 0.07018159617019325)	(6, 0.07031982147777635)	(7, 0.07044145974844948)	(8, 0.07062760316266138)	(9, 0.07078610151535668)	(10, 0.0710017329951863)	(12, 0.07127357610009974)	(14, 0.07147538504917107)	(16, 0.07163480490391691)	(18, 0.0718034397791683)	(20, 0.07194350809085251)	(22, 0.0721259654968622)	(24, 0.07228722835570917)	(26, 0.07249364481503326)	(28, 0.0727092762948629)	(30, 0.07294333781570361)	(32, 0.07320873040626316)	(34, 0.07349255303783381)	(36, 0.07376439614274723)	(38, 0.07405651229277285)	(40, 0.07434125642639403)	(42, 0.07466746815229015)	(44, 0.07501487442534902)	(46, 0.07535214417585179)	(48, 0.07571337297966896)	(50, 0.07614832194753045)	(52, 0.07657129138873472)	(54, 0.0770007113442929)	(56, 0.07744579683471049)	(58, 0.07795354446456575)	(60, 0.0784917016620893)	(62, 0.079066718941635)	(64, 0.07969886934831504)	(66, 0.08033747026934897)	(68, 0.08103136131341614)	(70, 0.08184320461995422)	(72, 0.0826209523506218)	(74, 0.08343740316741266)	(76, 0.08435061169951166)	(78, 0.08529146529312731)	(80, 0.08618440078011415)	(82, 0.08718883801521801)	(84, 0.08823750734874847)	(86, 0.08930829273149224)	(88, 0.09036802008962934)	(90, 0.0914609215215864)	(92, 0.0925169628715213)	(94, 0.09351955710252405)	(96, 0.09453320935813346)	(98, 0.09546853393944577)	(100, 0.0964582271417408)	(102, 0.09750689647527125)	(104, 0.09863112897694713)	(106, 0.09986962773289172)	(108, 0.1009560786504949)	(110, 0.10207201763371579)	(112, 0.1031741340861784)	(114, 0.10436563623754472)	(116, 0.10558201894427602)	(118, 0.10683894774123168)	(120, 0.10811430657919843)	(122, 0.10963294195851143)	(124, 0.11111195274965062)	(126, 0.11271352331351348)	(128, 0.11432523039993245)	(130, 0.11602540168320458)	(132, 0.11786379827405984)	(134, 0.11989663179758198)	(136, 0.12196079639082295)	
SRR26260994_1 - polya	(1, 0.004389700862513642)	(2, 0.018886838610677754)	(3, 0.02700338159933814)	(4, 0.05164735692727244)	(5, 0.06076050570837256)	(6, 0.0701772716029834)	(7, 0.08184683012608593)	(8, 0.09920399472976316)	(9, 0.13432623700565108)	(10, 0.1712945176854419)	(12, 0.19199842360140515)	(14, 0.2142389565880371)	(16, 0.23291256791289056)	(18, 0.24977142962034787)	(20, 0.2679652795520966)	(22, 0.28918023564767137)	(24, 0.3080404208476211)	(26, 0.333900023473543)	(28, 0.36135071883553427)	(30, 0.38400148257858907)	(32, 0.4040529593536877)	(34, 0.4282890216130885)	(36, 0.44752119571928606)	(38, 0.4630705637692354)	(40, 0.4786025491600143)	(42, 0.4953014904031034)	(44, 0.5114441865527377)	(46, 0.5295151990263486)	(48, 0.5439648241727801)	(50, 0.5571130675693166)	(52, 0.5695381923443616)	(54, 0.5827304718107966)	(56, 0.5970143822731364)	(58, 0.6106794700690077)	(60, 0.6237187821347425)	(62, 0.6370257871517024)	(64, 0.6504289762160723)	(66, 0.6646607387009007)	(68, 0.6791173169110004)	(70, 0.6938531765117721)	(72, 0.7091696169288373)	(74, 0.7239448772237288)	(76, 0.7441284622085229)	(78, 0.7655717105612031)	(80, 0.7809032159495493)	(82, 0.7940560947218644)	(84, 0.8087583478482401)	(86, 0.82637277580764)	(88, 0.8415304546042817)	(90, 0.8592978499643817)	(92, 0.8719767615633157)	(94, 0.8872491659104824)	(96, 0.9035089052985312)	(98, 0.9179284005024007)	(100, 0.9314891923432492)	(102, 0.9451392151678395)	(104, 0.9594080606588982)	(106, 0.9738518915856063)	(108, 0.994500172992224)	(110, 1.0111261070667972)	(112, 1.0237111523062108)	(114, 1.0349391912863835)	(116, 1.0469587206807847)	(118, 1.0605693428112553)	(120, 1.0719341253769024)	(122, 1.0811782235237533)	(124, 1.0907004442173318)	(126, 1.1021347574196607)	(128, 1.1129120061053461)	(130, 1.1238480164114553)	(132, 1.1354468854539312)	(134, 1.1465428162244087)	(136, 1.1574591261834577)	
SRR26260994_1 - polyg	(1, 0.0)	(2, 0.000296664049842527)	(3, 0.0004380430110956063)	(4, 0.003159008593245034)	(5, 0.0043039464106060365)	(6, 0.004480090690200037)	(7, 0.004524126760098537)	(8, 0.004577433581554616)	(9, 0.004663188033462221)	(10, 0.0048659857237842614)	(12, 0.005218274282972262)	(14, 0.005678335329017119)	(16, 0.0065057499055310416)	(18, 0.0072462511861926615)	(20, 0.007676182289675386)	(22, 0.008137402179664941)	(24, 0.008612528196990862)	(26, 0.009277704621247152)	(28, 0.011093613082587935)	(30, 0.015222574057544666)	(32, 0.01888915629856715)	(34, 0.020858032160607984)	(36, 0.02215941391050313)	(38, 0.022978716579404174)	(40, 0.024174643530331857)	(42, 0.025583797767083864)	(44, 0.026659204947763023)	(46, 0.027740406348165672)	(48, 0.028850578847185754)	(50, 0.030917956444525864)	(52, 0.03349870190936691)	(54, 0.0352647800810857)	(56, 0.036967121835846134)	(58, 0.038227944047676876)	(60, 0.03952469042179324)	(62, 0.040965133445052065)	(64, 0.042961821561765645)	(66, 0.04552402552349153)	(68, 0.0487977596672616)	(70, 0.0507851770324176)	(72, 0.052377428612431776)	(74, 0.054213037420832416)	(76, 0.05614019490086415)	(78, 0.058037222438333744)	(80, 0.0599052788771859)	(82, 0.06200626294892224)	(84, 0.06438536956738594)	(86, 0.06694525584122243)	(88, 0.06953527205762106)	(90, 0.07172896364493318)	(92, 0.07382994771666951)	(94, 0.07565744461745727)	(96, 0.07730879723865103)	(98, 0.07898100905084933)	(100, 0.08055124259591426)	(102, 0.08220143637316332)	(104, 0.08436152148607923)	(106, 0.08660040798723453)	(108, 0.08852988315515567)	(110, 0.09031102629815553)	(112, 0.09180129961103635)	(114, 0.09337385084399069)	(116, 0.0958723183887582)	(118, 0.09851216489477882)	(120, 0.10169319152297311)	(122, 0.10572828613840934)	(124, 0.10944585751299851)	(126, 0.11195011927748955)	(128, 0.1140383560658342)	(130, 0.11622045921369936)	(132, 0.11860420120794185)	(134, 0.12097867245062675)	(136, 0.12362431317637085)	
SRR26260994_2 - polya	(1, 0.029409141628529884)	(2, 0.04352154318705447)	(3, 0.046604068079949476)	(4, 0.0538236658554141)	(5, 0.057260796995386505)	(6, 0.060544960734658856)	(7, 0.06419068378467678)	(8, 0.07310219371939956)	(9, 0.08768276823158189)	(10, 0.10780725217519643)	(12, 0.1179668370383583)	(14, 0.13238053802250419)	(16, 0.15213998612353907)	(18, 0.17215437989240737)	(20, 0.19681226134767804)	(22, 0.21927992774747065)	(24, 0.23590354413415446)	(26, 0.25558071431511586)	(28, 0.27011261738162085)	(30, 0.28174972827427186)	(32, 0.2935328535039547)	(34, 0.3076881322884331)	(36, 0.32062662493097926)	(38, 0.3315406172021391)	(40, 0.34405033758514725)	(42, 0.3556318239684527)	(44, 0.36793990550508354)	(46, 0.38207664278644676)	(48, 0.39680323163566095)	(50, 0.4143191578597617)	(52, 0.42916858416711384)	(54, 0.44763128589403234)	(56, 0.46508579338906414)	(58, 0.4801403350746277)	(60, 0.4942527366331523)	(62, 0.5069339659199756)	(64, 0.5207612918681046)	(66, 0.5378646696478931)	(68, 0.5564038550751618)	(70, 0.5826644177059488)	(72, 0.6044309835191994)	(74, 0.6217244117059184)	(76, 0.6425372489526832)	(78, 0.6609918387719889)	(80, 0.6732709492100022)	(82, 0.68493934888916)	(84, 0.7006138720851367)	(86, 0.7196270246857864)	(88, 0.736002648468305)	(90, 0.7550552017630745)	(92, 0.7715084680898877)	(94, 0.7944558958827851)	(96, 0.8138815969277471)	(98, 0.8284876660067128)	(100, 0.8403588633761926)	(102, 0.8522254253698938)	(104, 0.8640062329116872)	(106, 0.8755390478493155)	(108, 0.8905680949680956)	(110, 0.9046596373356157)	(112, 0.9161298747002302)	(114, 0.9272953361073895)	(116, 0.9406962074838698)	(118, 0.9555444749472772)	(120, 0.9673751127786927)	(122, 0.9770676835321415)	(124, 0.9872156799558564)	(126, 0.9985653975502224)	(128, 1.0084051414846478)	(130, 1.0189865455436795)	(132, 1.0310918293899882)	(134, 1.0432724380927023)	(136, 1.0549744442462563)	
SRR26260994_2 - polyg	(1, 0.04463403337396395)	(2, 0.04502108725149287)	(3, 0.04520418459475505)	(4, 0.04569321673941734)	(5, 0.04582300726122345)	(6, 0.045996833852928055)	(7, 0.04617066044463266)	(8, 0.046423288424576686)	(9, 0.04669445790763587)	(10, 0.04710352982011405)	(12, 0.04770728751530137)	(14, 0.048235720354083376)	(16, 0.04879660082331691)	(18, 0.04944555343234743)	(20, 0.0499878923984658)	(22, 0.05061714466043647)	(24, 0.05142949426566933)	(26, 0.052335710230422675)	(28, 0.05315037752354493)	(30, 0.054140030252316486)	(32, 0.055169083675207745)	(34, 0.05630590958495587)	(36, 0.05745780046598506)	(38, 0.058802059441834004)	(40, 0.06008721737650339)	(42, 0.06144422363574401)	(44, 0.06283599521332556)	(46, 0.06424862598191164)	(48, 0.06576787039340991)	(50, 0.06760000266997646)	(52, 0.06949587136350135)	(54, 0.07144157034664823)	(56, 0.07354950748205275)	(58, 0.07561688507939286)	(60, 0.07770280417984812)	(62, 0.07997761484328908)	(64, 0.08236251568147626)	(66, 0.0849038604521976)	(68, 0.08756456614922276)	(70, 0.09027741982375931)	(72, 0.09305053338342012)	(74, 0.09589317757976276)	(76, 0.09903712120172674)	(78, 0.10219612979497177)	(80, 0.10528444890759026)	(82, 0.10873664501884373)	(84, 0.1123255847155715)	(86, 0.11589714175312879)	(88, 0.11973059752218769)	(90, 0.12350611109401172)	(92, 0.1272572889429971)	(94, 0.13130628968576974)	(96, 0.13548044557456967)	(98, 0.13971370250454915)	(100, 0.14394927712241806)	(102, 0.14812806838699677)	(104, 0.152312653871299)	(106, 0.15708940861134155)	(108, 0.16184066878460077)	(110, 0.1665467340440168)	(112, 0.1713061061248889)	(114, 0.17655219266253389)	(116, 0.18207524290296156)	(118, 0.18797723511330527)	(120, 0.19512266687630925)	(122, 0.20295876963035286)	(124, 0.2105376090286737)	(126, 0.2179797048415202)	(128, 0.225658204819085)	(130, 0.23320459658695428)	(132, 0.24138371714862833)	(134, 0.25036939309581174)	(136, 0.2599391263911226)	
