Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR21170614_2 - polya	(1, 0.002078795755282002)	(2, 0.0077497505756913025)	(3, 0.014742819496459956)	(4, 0.027244697168725913)	(5, 0.04296455067016841)	(6, 0.057960983248772774)	(7, 0.07200948496296854)	(8, 0.09234426504113707)	(9, 0.11457906443963337)	(10, 0.14562587904477006)	(12, 0.1750761785098502)	(14, 0.2066738739901366)	(16, 0.2386332799318421)	(18, 0.2663810456733463)	(20, 0.29387935592421655)	(22, 0.3223463849970483)	(24, 0.34780123902047644)	(26, 0.37482766263489775)	(28, 0.39931795542787496)	(30, 0.4212866689696952)	(32, 0.44086684618869637)	(34, 0.4601643071849792)	(36, 0.4782248847068692)	(38, 0.4947596261443823)	(40, 0.5103900914283477)	(42, 0.5256380582933411)	(44, 0.5406573576252536)	(46, 0.5569613527339303)	(48, 0.5716896206601032)	(50, 0.5858379045705526)	(52, 0.6000963646560319)	(54, 0.6148766024760869)	(56, 0.6283264110127614)	(58, 0.6413168056875187)	(60, 0.654367485439179)	(62, 0.667657226702697)	(64, 0.6814063818281321)	(66, 0.6956586055263455)	(68, 0.710862917680478)	(70, 0.7266804745824188)	(72, 0.7417080890973524)	(74, 0.7545342589074424)	(76, 0.7675121808076679)	(78, 0.7800681071695712)	(80, 0.7915638476962806)	(82, 0.802593937973807)	(84, 0.8144347585958932)	(86, 0.8276558995994867)	(88, 0.8403490264812387)	(90, 0.8542270669435013)	(92, 0.8673692137083941)	(94, 0.881515418823088)	(96, 0.8950816399220585)	(98, 0.9079535432387646)	(100, 0.9208774164493528)	(102, 0.9332462511932806)	(104, 0.9451473568922701)	(106, 0.956364538787772)	(108, 0.9689890654095994)	(110, 0.9803060295013547)	(112, 0.9907644509461784)	(114, 1.0012311875740232)	(116, 1.0115025174008716)	(118, 1.0216137799545633)	(120, 1.0315317145030138)	(122, 1.0413249213061473)	(124, 1.0519496464113935)	(126, 1.0626699961213828)	(128, 1.0737021651946645)	(130, 1.0850544688142594)	(132, 1.0977330441257245)	(134, 1.1113616290973534)	(136, 1.1244310180108112)	(138, 1.1364277483145435)
SRR21170614_2 - polyg	(1, 0.25559625329494323)	(2, 0.2702476057781708)	(3, 0.27085461413871315)	(4, 0.27127037328976955)	(5, 0.27168613244082596)	(6, 0.27220167378813587)	(7, 0.2728086821486782)	(8, 0.2736859339574072)	(9, 0.2747253318350482)	(10, 0.2766211935638654)	(12, 0.2788725293668358)	(14, 0.2802861104804276)	(16, 0.2812340413448362)	(18, 0.2820572444639279)	(20, 0.28298022977927306)	(22, 0.2838845059328207)	(24, 0.2846723695240726)	(26, 0.28554546374129103)	(28, 0.2864455823033282)	(30, 0.2873893555762262)	(32, 0.288287395342508)	(34, 0.2892332474111613)	(36, 0.29024354214822834)	(38, 0.29105219369703306)	(40, 0.2919336030972727)	(42, 0.2927339394630562)	(44, 0.29365692477840144)	(46, 0.2944240004121005)	(48, 0.29521810039061824)	(50, 0.2961909768040901)	(52, 0.29710772573216954)	(54, 0.29804526261780173)	(56, 0.2988850961029357)	(58, 0.29980184503101504)	(60, 0.30082669133836903)	(62, 0.30182451330090443)	(64, 0.30284520201674786)	(66, 0.3038742059156124)	(68, 0.3049343917508063)	(70, 0.3059592380581603)	(72, 0.3071171272938524)	(74, 0.3083124348531395)	(76, 0.30960752460868024)	(78, 0.3107903593934357)	(80, 0.31197735176970165)	(82, 0.313395090474804)	(84, 0.3152327459224733)	(86, 0.31667127258512845)	(88, 0.318134744796847)	(90, 0.3197146295708613)	(92, 0.3215543638142859)	(94, 0.3233546009383601)	(96, 0.32514860167516846)	(98, 0.32700912387614584)	(100, 0.3290650528781197)	(102, 0.3311480062249123)	(104, 0.33319769883962036)	(106, 0.3354365618680591)	(108, 0.33780638902908056)	(110, 0.3402947075481531)	(112, 0.3431073182050497)	(114, 0.3460945477053899)	(116, 0.34934578426665097)	(118, 0.3528381611355247)	(120, 0.35660493904409574)	(122, 0.360683536315959)	(124, 0.3649429888185318)	(126, 0.369551679007992)	(128, 0.3743245940621195)	(130, 0.37965254758290723)	(132, 0.38534013276935886)	(134, 0.3918342907088598)	(136, 0.3986818439267587)	(138, 0.4055751306512738)
SRR21170615_1 - illumina_universal_adapter	(1, 0.0006116498208473337)	(2, 0.0006246636468228089)	(3, 0.0006290015888146339)	(4, 0.0006290015888146339)	(5, 0.000633339530806459)	(6, 0.000637677472798284)	(7, 0.0006420154147901091)	(8, 0.0006463533567819342)	(9, 0.0006463533567819342)	(10, 0.0006615361537533218)	(12, 0.0007005776316797474)	(14, 0.0007244363126347852)	(16, 0.000780829558528511)	(18, 0.0008632504563731873)	(20, 0.0009001229633037002)	(22, 0.000956516209197426)	(24, 0.0010497819620216649)	(26, 0.0011387097728540786)	(28, 0.0012775239165924808)	(30, 0.0014401967412859206)	(32, 0.001715656057766812)	(34, 0.0019108634473989396)	(36, 0.0021884917348757435)	(38, 0.0025442029782053984)	(40, 0.0028999142215350533)	(42, 0.003299004884782959)	(44, 0.0037848543878673665)	(46, 0.004344448904812799)	(48, 0.004992971232590645)	(50, 0.005734759313192731)	(52, 0.006558968291639493)	(54, 0.007391853154069905)	(56, 0.008291976117373605)	(58, 0.009263675123542418)	(60, 0.010517340359179863)	(62, 0.01193801636150257)	(64, 0.013521365188518717)	(66, 0.015312935231142466)	(68, 0.017327909286345207)	(70, 0.019763663714754978)	(72, 0.022466201575661995)	(74, 0.025517943766910925)	(76, 0.028860328071612137)	(78, 0.032734110270311916)	(80, 0.037039517697198286)	(82, 0.04204116481377258)	(84, 0.04771519293907976)	(86, 0.05373625642373295)	(88, 0.060689977436628524)	(90, 0.06848525919593815)	(92, 0.07738888513415909)	(94, 0.08726637904954476)	(96, 0.0978639713355734)	(98, 0.10962630104640705)	(100, 0.12262277525391493)	(102, 0.13718307754947573)	(104, 0.1530642831815473)	(106, 0.1703921924678925)	(108, 0.18964181005661623)	(110, 0.2102231758368302)	(112, 0.23245295957393775)	(114, 0.25714235642041006)	(116, 0.2836862234683877)	(118, 0.31236869591833494)	(120, 0.343337263797974)	(122, 0.37621018821202434)	(124, 0.41264022505937126)	(126, 0.45286162320757317)	(128, 0.4962844225457421)	(130, 0.5426006291924583)	(132, 0.5924153860555814)	(134, 0.6468175165750594)	(136, 0.7047876043828136)	(138, 0.7677268047422035)
SRR21170615_1 - polya	(1, 0.0006463533567819342)	(2, 0.004337941991825062)	(3, 0.006810568927165347)	(4, 0.010463116084282048)	(5, 0.013707896694167195)	(6, 0.016796511392346638)	(7, 0.019932843452436157)	(8, 0.026058017544893144)	(9, 0.03574030407064668)	(10, 0.04639428960256903)	(12, 0.0538316911475531)	(14, 0.06309536627109552)	(16, 0.07312251918519916)	(18, 0.08163356137315993)	(20, 0.09081915354084949)	(22, 0.10268776283048286)	(24, 0.11286457474330445)	(26, 0.12557474477935188)	(28, 0.1371223463615902)	(30, 0.14736205843329325)	(32, 0.1551443263666274)	(34, 0.16323675715237707)	(36, 0.17069367943632435)	(38, 0.17759968308730983)	(40, 0.18485489106863728)	(42, 0.19223156142573578)	(44, 0.20023940234264487)	(46, 0.20846197138814926)	(48, 0.21608156649678995)	(50, 0.2236512752725247)	(52, 0.23159838500154822)	(54, 0.23988602317693)	(56, 0.24837103771293984)	(58, 0.256721576047203)	(60, 0.2645884338493778)	(62, 0.2727394268520171)	(64, 0.28188597754178024)	(66, 0.2914316188947913)	(68, 0.3021051251656769)	(70, 0.313160370331843)	(72, 0.32320704398490985)	(74, 0.33160963762307505)	(76, 0.34043301163444717)	(78, 0.3489548986773875)	(80, 0.3568607979574887)	(82, 0.36433940995139513)	(84, 0.3724383476501325)	(86, 0.3817909505845073)	(88, 0.3907856733045566)	(90, 0.40104707508621873)	(92, 0.41062525100416847)	(94, 0.4211707879862952)	(96, 0.4312586720882844)	(98, 0.44040522277804756)	(100, 0.44992700545010356)	(102, 0.4592167082255969)	(104, 0.46876234957860796)	(106, 0.47691117361025137)	(108, 0.48699038182825694)	(110, 0.4961065669240773)	(112, 0.5039387211903175)	(114, 0.5116429061677987)	(116, 0.5193535980582678)	(118, 0.5266673682564849)	(120, 0.5336167513273886)	(122, 0.5411604324511723)	(124, 0.5492853978018606)	(126, 0.5585837764613377)	(128, 0.5681359247273365)	(130, 0.5778268871370738)	(132, 0.5883181998443026)	(134, 0.5997942253836759)	(136, 0.6110620297074414)	(138, 0.6206402056253911)
SRR21170615_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.808295585285111e-05)	(4, 0.0001474900277220521)	(5, 0.0003470353593460049)	(6, 0.0006853948347083597)	(7, 0.0010714716719807903)	(8, 0.0015182796971387716)	(9, 0.0022297021837980814)	(10, 0.0027806208167598647)	(12, 0.0035093950713864746)	(14, 0.004181776080119359)	(16, 0.004789087958974868)	(18, 0.005274937462059275)	(20, 0.005791152559086457)	(22, 0.006313874569101378)	(24, 0.006862624231067248)	(26, 0.007409204922037205)	(28, 0.008079416959774178)	(30, 0.008693235751617423)	(32, 0.009413334122260385)	(34, 0.010152953231866556)	(36, 0.011089948702100769)	(38, 0.011857764434653806)	(40, 0.012749211513973856)	(42, 0.01361896888333478)	(44, 0.014542950527593518)	(46, 0.015358483622056631)	(48, 0.016221734078429816)	(50, 0.017058956882852055)	(52, 0.01787015203532334)	(54, 0.018748585288667918)	(56, 0.019605328832053365)	(58, 0.020568351954238527)	(60, 0.02159210626430924)	(62, 0.022628874400355437)	(64, 0.02371552886930761)	(66, 0.02492147674303498)	(68, 0.027389765736383437)	(70, 0.07214431326604259)	(72, 0.08204349689138739)	(74, 0.084433702928883)	(76, 0.08605826220482149)	(78, 0.08752665556905427)	(80, 0.08893648671639741)	(82, 0.09053501834038494)	(84, 0.0921877742392703)	(86, 0.09356290185067884)	(88, 0.09493802946208738)	(90, 0.09636738134839375)	(92, 0.09779022632171236)	(94, 0.09910896068722719)	(96, 0.10064025421034142)	(98, 0.10227132039926765)	(100, 0.10394793497910804)	(102, 0.10566576000787076)	(104, 0.10762650978817569)	(106, 0.10952435940959915)	(108, 0.112007831199919)	(110, 0.1142418713257089)	(112, 0.11688584696972629)	(114, 0.11959055380162921)	(116, 0.12231695034349127)	(118, 0.12513010572518982)	(120, 0.12793241625190882)	(122, 0.1312032245137449)	(124, 0.13442631541367092)	(126, 0.1377817135443476)	(128, 0.14139521922353787)	(130, 0.14545553292788616)	(132, 0.14955055016816898)	(134, 0.15378655052318618)	(136, 0.15836524829555754)	(138, 0.16285284928610055)
SRR21170615_2 - illumina_universal_adapter	(1, 0.0005379048069863076)	(2, 0.0005465806909699578)	(3, 0.0005509186329617828)	(4, 0.0005509186329617828)	(5, 0.0005552565749536079)	(6, 0.0005595945169454329)	(7, 0.0005595945169454329)	(8, 0.0005812842269045582)	(9, 0.0005812842269045582)	(10, 0.0005942980528800334)	(12, 0.000633339530806459)	(14, 0.000665874095745147)	(16, 0.0007287742546266103)	(18, 0.0008198710364549367)	(20, 0.0008740953113527499)	(22, 0.0009630231221851636)	(24, 0.001127864917874516)	(26, 0.0012601721486251802)	(28, 0.001474900277220521)	(30, 0.0017351767967300246)	(32, 0.0021451123149574926)	(34, 0.002509499442270798)	(36, 0.0029563074674287797)	(38, 0.0034486638835009237)	(40, 0.003934513386585331)	(42, 0.004509290700502152)	(44, 0.00514263023130861)	(46, 0.005849714775976096)	(48, 0.006741161855296145)	(50, 0.007702016006485396)	(52, 0.008753966939502974)	(54, 0.009884000828373402)	(56, 0.011050907224174344)	(58, 0.01229155863383631)	(60, 0.013827190098942385)	(62, 0.015584056605631533)	(64, 0.017486244169046823)	(66, 0.01955110455715555)	(68, 0.02181984821888006)	(70, 0.024524555050782985)	(72, 0.027561114445060528)	(74, 0.030970736850635026)	(76, 0.03464280474671494)	(78, 0.03879204626189561)	(80, 0.043385926831238354)	(82, 0.04876280593010551)	(84, 0.054844600602644254)	(86, 0.06121486841763935)	(88, 0.06849827302191364)	(90, 0.07672951795140169)	(92, 0.086095134711752)	(94, 0.09633050884146323)	(96, 0.10743130239854357)	(98, 0.11975973353931038)	(100, 0.13320301577197624)	(102, 0.14834894023643347)	(104, 0.16470948845860167)	(106, 0.18255361284197408)	(108, 0.2024799493814225)	(110, 0.22362958556256557)	(112, 0.24662501606123022)	(114, 0.2719412455255213)	(116, 0.29886468249778353)	(118, 0.3280720459287417)	(120, 0.3596652774552036)	(122, 0.39315852757408487)	(124, 0.4303281835310379)	(126, 0.47104627603730387)	(128, 0.5152347221370299)	(130, 0.5623144065743073)	(132, 0.6129121619669547)	(134, 0.6682404431016875)	(136, 0.7266963804125262)	(138, 0.7901691476369105)
SRR21170615_2 - polya	(1, 0.0019347221283539775)	(2, 0.007452584341955456)	(3, 0.013391226928763964)	(4, 0.02376758417320951)	(5, 0.036521133629175195)	(6, 0.04885390271193384)	(7, 0.06064876698770619)	(8, 0.077267422758388)	(9, 0.0974345150783827)	(10, 0.12413888598005779)	(12, 0.15090832601161025)	(14, 0.17838268161683427)	(16, 0.20690031227109223)	(18, 0.2325136907618233)	(20, 0.25827672825127235)	(22, 0.2846080361416505)	(24, 0.30802207804252624)	(26, 0.33292186507560206)	(28, 0.3557698055465447)	(30, 0.3763034539648486)	(32, 0.3947397074301051)	(34, 0.4119396474276915)	(36, 0.427970512058481)	(38, 0.4427672321925963)	(40, 0.4580432949168083)	(42, 0.47272722855913607)	(44, 0.48730922056465603)	(46, 0.502808687301447)	(48, 0.5169460402528048)	(50, 0.5312026866089379)	(52, 0.5451708598226146)	(54, 0.5597181482922)	(56, 0.5730746716850292)	(58, 0.5861709185583492)	(60, 0.5988572299134416)	(62, 0.6116628346733092)	(64, 0.625080089254024)	(66, 0.6387250857893098)	(68, 0.6533027398528379)	(70, 0.6683098501735567)	(72, 0.6823604442850781)	(74, 0.6944567955292823)	(76, 0.7073600039839659)	(78, 0.7191895717956729)	(80, 0.7305636556982382)	(82, 0.741328258750952)	(84, 0.7521882965274861)	(86, 0.7644061101474614)	(88, 0.7761879605972583)	(90, 0.7884947020280659)	(92, 0.8004999564904418)	(94, 0.8136742863196145)	(96, 0.8258183549257287)	(98, 0.8374874188837382)	(100, 0.8490632170889234)	(102, 0.860851574451708)	(104, 0.8724360485408769)	(106, 0.8829273612481057)	(108, 0.8945573837281887)	(110, 0.9052070313181193)	(112, 0.9151213977404354)	(114, 0.9250032295978129)	(116, 0.9345141674148894)	(118, 0.9436130007427425)	(120, 0.9525296405069389)	(122, 0.961752105181559)	(124, 0.9711502565068479)	(126, 0.9809756951183317)	(128, 0.9916839049251518)	(130, 1.002862781438085)	(132, 1.014644631887882)	(134, 1.0273005776490316)	(136, 1.0390260348529345)	(138, 1.0497103859787997)
SRR21170615_2 - polyg	(1, 0.289505572650421)	(2, 0.3047968181716043)	(3, 0.30546052329635354)	(4, 0.3058856416115524)	(5, 0.30636715317264496)	(6, 0.3068530026757294)	(7, 0.3075514113364132)	(8, 0.3086922900802632)	(9, 0.3100934453436227)	(10, 0.3122016851516497)	(12, 0.31461791884109624)	(14, 0.3163552646088222)	(16, 0.3174852984976926)	(18, 0.31837457660601676)	(20, 0.31920963043944306)	(22, 0.3200620360408367)	(24, 0.3208450345703611)	(26, 0.3216453848678528)	(28, 0.32241753854239774)	(30, 0.32322656472387307)	(32, 0.32401607016638523)	(34, 0.3249292069556644)	(36, 0.32590741287482095)	(38, 0.3266925803753413)	(40, 0.3275254652377717)	(42, 0.32829328097032473)	(44, 0.3290285621379391)	(46, 0.3297378156536025)	(48, 0.33042321048831086)	(50, 0.33113029503297836)	(52, 0.33201740417030656)	(54, 0.33282643035178194)	(56, 0.33361159785230227)	(58, 0.33440544123680627)	(60, 0.33519060873732665)	(62, 0.33598879006382243)	(64, 0.33687589920115063)	(66, 0.33773914965752383)	(68, 0.33861975188186433)	(70, 0.339469988512262)	(72, 0.3403787873595494)	(74, 0.3412593895838899)	(76, 0.3426171654273311)	(78, 0.3437450303452056)	(80, 0.3448859090890556)	(82, 0.34598340841298736)	(84, 0.3472761151265512)	(86, 0.34863822891198426)	(88, 0.35001769446538467)	(90, 0.3513277529469158)	(92, 0.3526529942254184)	(94, 0.3540910219957084)	(96, 0.3557112433296551)	(98, 0.3572598886207366)	(100, 0.3588909548096628)	(102, 0.3608321838510046)	(104, 0.36268231611051793)	(106, 0.3648252594544795)	(108, 0.3672349862309383)	(110, 0.36976617538316825)	(112, 0.3723212232163532)	(114, 0.37537730334959396)	(116, 0.37854616997462215)	(118, 0.3819753131191599)	(120, 0.3856864224931662)	(122, 0.38983132606635507)	(124, 0.3940521436244009)	(126, 0.398834724670388)	(128, 0.4037539508891176)	(130, 0.409002860699226)	(132, 0.4149263204890631)	(134, 0.42164579263440005)	(136, 0.4290463216724536)	(138, 0.4366355511871516)
SRR21170616_1 - illumina_universal_adapter	(1, 0.0003769555593979528)	(2, 0.0003892475885087556)	(3, 0.0003892475885087556)	(4, 0.00039744227458262413)	(5, 0.00039744227458262413)	(6, 0.00039744227458262413)	(7, 0.00039744227458262413)	(8, 0.00040973430369342694)	(9, 0.0004179289897672955)	(10, 0.00043431836191503255)	(12, 0.0004609510916551053)	(14, 0.0004998758505059808)	(16, 0.0005285572517645207)	(18, 0.0005859200542816006)	(20, 0.000639185513761746)	(22, 0.0007395704181666356)	(24, 0.0008501986801638609)	(26, 0.0009813136573457576)	(28, 0.0011554507364154641)	(30, 0.0013951453040761189)	(32, 0.0016430345578106421)	(34, 0.0018929724830636326)	(36, 0.0021531537659089583)	(38, 0.0024850385519006347)	(40, 0.0028558480967431858)	(42, 0.0032184629555118685)	(44, 0.003636391945279164)	(46, 0.0040010554755663145)	(48, 0.004474298596332223)	(50, 0.005037683263910684)	(52, 0.005697355492857102)	(54, 0.006346784364211183)	(56, 0.007088403453896287)	(58, 0.007938602134060148)	(60, 0.008926061805961307)	(62, 0.01005283114111823)	(64, 0.011249255307903036)	(66, 0.012697666071459302)	(68, 0.01425055908245739)	(70, 0.015905885669378835)	(72, 0.01779885815244247)	(74, 0.019890551772797412)	(76, 0.02221374527473914)	(78, 0.024973305810114373)	(80, 0.028238888210550987)	(82, 0.0318097226672392)	(84, 0.03570014988080829)	(86, 0.03994294859555372)	(88, 0.04467333113169435)	(90, 0.04985237273037926)	(92, 0.05579966614848935)	(94, 0.06269139713661279)	(96, 0.07037391533086454)	(98, 0.07882878268757841)	(100, 0.08863987058951753)	(102, 0.0991884802381048)	(104, 0.11021852769353185)	(106, 0.12265396381062735)	(108, 0.13650708061850214)	(110, 0.15165086048301119)	(112, 0.1678886309383817)	(114, 0.18659095323046818)	(116, 0.20653272179122728)	(118, 0.22858257334448903)	(120, 0.2523471629587078)	(122, 0.2782403222806139)	(124, 0.3069442589258569)	(126, 0.3382479597280348)	(128, 0.3721616680447397)	(130, 0.40838422916275713)	(132, 0.4485443369392683)	(134, 0.4923981994635759)	(136, 0.5401363431868971)	(138, 0.5909495428594373)
SRR21170616_1 - polya	(1, 0.000639185513761746)	(2, 0.00428991815967018)	(3, 0.00701465127923147)	(4, 0.010481003488477861)	(5, 0.013496647963661484)	(6, 0.016225478426259706)	(7, 0.018880556714193114)	(8, 0.025026571269594518)	(9, 0.03506506171008348)	(10, 0.04475527799243303)	(12, 0.05142370378504355)	(14, 0.060079340950567196)	(16, 0.069441769789962)	(18, 0.07726154897595106)	(20, 0.08614254000850607)	(22, 0.09768475534354992)	(24, 0.10751223261763676)	(26, 0.11926955846211965)	(28, 0.12993494238725956)	(30, 0.1395698445386105)	(32, 0.14738347771004415)	(34, 0.15501887645937115)	(36, 0.16219742146007998)	(38, 0.1691280772070543)	(40, 0.17659138754883008)	(42, 0.18349541056606433)	(44, 0.19055922996173902)	(46, 0.1987457213495337)	(48, 0.2060389919552767)	(50, 0.21371946147800996)	(52, 0.22103936481349304)	(54, 0.22917668808484448)	(56, 0.23787329868073748)	(58, 0.2459512104780534)	(60, 0.2538713745684473)	(62, 0.2620783526714267)	(64, 0.2709409056603155)	(66, 0.28044469283448453)	(68, 0.2904094311003087)	(70, 0.30075522226856777)	(72, 0.3103286642743647)	(74, 0.3183983813856067)	(76, 0.32681227531195123)	(78, 0.3350602268452999)	(80, 0.34252558585859416)	(82, 0.3497328122605615)	(84, 0.35744810919910874)	(86, 0.3666015735436199)	(88, 0.37578167061787116)	(90, 0.3863077448797553)	(92, 0.3957828506526658)	(94, 0.40651788940943356)	(96, 0.41665061873977205)	(98, 0.4262261094170874)	(100, 0.4351788039527888)	(102, 0.44471332119973483)	(104, 0.4539507810765031)	(106, 0.461940599998525)	(108, 0.47185207280486896)	(110, 0.4805384400431696)	(112, 0.4883336351709371)	(114, 0.49572319333804804)	(116, 0.5035081451082231)	(118, 0.5112029553315857)	(120, 0.5181479517791893)	(122, 0.5253326427944536)	(124, 0.533654346502467)	(126, 0.542727912657758)	(128, 0.5519059610604907)	(130, 0.5619587922016089)	(132, 0.5723783355445328)	(134, 0.5835968607796588)	(136, 0.5942192226029108)	(138, 0.6038582220972988)
SRR21170616_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.784951770175112e-05)	(4, 0.00016799106451430504)	(5, 0.0003154954138439388)	(6, 0.0005818227112446663)	(7, 0.0009628756136795533)	(8, 0.0014422647490008628)	(9, 0.002019990117208595)	(10, 0.0026632729740072754)	(12, 0.0033065558308059554)	(14, 0.003855599797755148)	(16, 0.00449068796847996)	(18, 0.0049618824177274)	(20, 0.005420784837864038)	(22, 0.005922709359888487)	(24, 0.006361125064840453)	(26, 0.0067892974122000845)	(28, 0.007340390050667744)	(30, 0.007877141988506134)	(32, 0.008624907092746638)	(34, 0.009491495145058235)	(36, 0.010392910613183776)	(38, 0.011286131395235446)	(40, 0.01227768841017354)	(42, 0.0131278870903374)	(44, 0.013896138909762577)	(46, 0.014691023458927824)	(48, 0.0154654212929084)	(50, 0.016161969609187227)	(52, 0.01678271707928277)	(54, 0.017614477715780424)	(56, 0.018491309125684356)	(58, 0.019378383893180626)	(60, 0.02026955600371383)	(62, 0.021269307704725793)	(64, 0.022455488513918265)	(66, 0.023701080797146282)	(68, 0.025946424781386264)	(70, 0.06826788100988034)	(72, 0.0765424652729691)	(74, 0.07874478715532127)	(76, 0.08050459598968453)	(78, 0.08205748900068262)	(80, 0.08361857669775458)	(82, 0.08511820424927252)	(84, 0.08667724327482601)	(86, 0.08808468060801292)	(88, 0.08940812240894269)	(90, 0.09072541819531707)	(92, 0.0920078865658775)	(94, 0.0934030318699536)	(96, 0.09501328768346878)	(98, 0.09653340195017139)	(100, 0.09825633469720224)	(102, 0.10016159920937669)	(104, 0.1021303725386236)	(106, 0.10385945130020988)	(108, 0.10614781738633766)	(110, 0.1085816391502766)	(112, 0.11107282371673265)	(114, 0.11357220296926256)	(116, 0.11599578137560917)	(118, 0.11869388176543039)	(120, 0.12179761911590808)	(122, 0.1247640954746485)	(124, 0.12766706301631645)	(126, 0.1307052428782032)	(128, 0.13401794472356454)	(130, 0.13763794729669598)	(132, 0.1415263258387466)	(134, 0.14557040341620076)	(136, 0.14984393220372316)	(138, 0.15398429734254526)
SRR21170616_2 - illumina_universal_adapter	(1, 0.00034417681510247864)	(2, 0.0003482741581394129)	(3, 0.0003482741581394129)	(4, 0.0003605661872502157)	(5, 0.00036466353028715)	(6, 0.00036466353028715)	(7, 0.00036466353028715)	(8, 0.0003769555593979528)	(9, 0.0003851502454718213)	(10, 0.00040153961761955843)	(12, 0.000426123675841164)	(14, 0.00046709710621050673)	(16, 0.0004978271789875138)	(18, 0.0005490439669491921)	(20, 0.0006105041125032062)	(22, 0.0007887385346098468)	(24, 0.0009587782706426191)	(26, 0.0011779861231186023)	(28, 0.0014545567781116657)	(30, 0.0017966849216956772)	(32, 0.0022391979696845784)	(34, 0.0026981003898212163)	(36, 0.003103737350477709)	(38, 0.0035667371136512815)	(40, 0.004130121781229744)	(42, 0.0047201391785482785)	(44, 0.005347032663199221)	(46, 0.005980072162405566)	(48, 0.006715545237535267)	(50, 0.007537062516440589)	(52, 0.008506084144675543)	(54, 0.00953861458998298)	(56, 0.010657189239066035)	(58, 0.011771666545112157)	(60, 0.013072572959338787)	(62, 0.014613173941226073)	(64, 0.016196797025001167)	(66, 0.018001676632770712)	(68, 0.01993971988924062)	(70, 0.021877763145710535)	(72, 0.024080085028062703)	(74, 0.02656307490844487)	(76, 0.029326732786857036)	(78, 0.03247144356770409)	(80, 0.036181587687648065)	(82, 0.040227713936620654)	(84, 0.0445073887386985)	(86, 0.0491640191001743)	(88, 0.054363547414043895)	(90, 0.05991339855757136)	(92, 0.06619872277622853)	(94, 0.07343258190793597)	(96, 0.08153507776347349)	(98, 0.09049801565676721)	(100, 0.1008520015111001)	(102, 0.11188000029500869)	(104, 0.1234181182870156)	(106, 0.1363472842400617)	(108, 0.15073100697121944)	(110, 0.16640334408749302)	(112, 0.1833786362895117)	(114, 0.20272629010991533)	(116, 0.22341172643187798)	(118, 0.24618885637419557)	(120, 0.2706233615749531)	(122, 0.29712907368088093)	(124, 0.32642917373799785)	(126, 0.3583577193533082)	(128, 0.3927631088344452)	(130, 0.42979079785922025)	(132, 0.47073144948426743)	(134, 0.5153883912438141)	(136, 0.5638558620277095)	(138, 0.6154967249937106)
SRR21170616_2 - polya	(1, 0.001884777796989764)	(2, 0.007092500796933221)	(3, 0.013459771876329076)	(4, 0.024198907976133797)	(5, 0.037068662455144334)	(6, 0.04940985968239036)	(7, 0.06105450859335755)	(8, 0.07853377398891914)	(9, 0.09957772782661356)	(10, 0.12724708535503068)	(12, 0.15630134482993158)	(14, 0.1858780155420416)	(16, 0.21559194724588893)	(18, 0.24125565535772672)	(20, 0.2668087352075673)	(22, 0.29297027049839264)	(24, 0.31663652387972496)	(26, 0.34196834720557107)	(28, 0.36525764502750546)	(30, 0.3852444843616708)	(32, 0.4031601167906659)	(34, 0.42094463424247913)	(36, 0.4374098072363995)	(38, 0.452309795190211)	(40, 0.4670684248092482)	(42, 0.4814705855840722)	(44, 0.4956064190614954)	(46, 0.5111312518284394)	(48, 0.5251134349419775)	(50, 0.5387002244524516)	(52, 0.5520063459648956)	(54, 0.5659926264214707)	(56, 0.5791348542124374)	(58, 0.5912773303023922)	(60, 0.6034812665379008)	(62, 0.6160170875594012)	(64, 0.6287413863606006)	(66, 0.6419389282825658)	(68, 0.6564312306042024)	(70, 0.6713394132440877)	(72, 0.6849876629001158)	(74, 0.6966937719566371)	(76, 0.7087133277554837)	(78, 0.7207759056562182)	(80, 0.7317485903091281)	(82, 0.7421537929514228)	(84, 0.7528130308620072)	(86, 0.7651501307462163)	(88, 0.7766329346072246)	(90, 0.789449423626755)	(92, 0.8016861386065592)	(94, 0.8149246539588938)	(96, 0.8271777583108457)	(98, 0.8386585135003356)	(100, 0.8502027775068979)	(102, 0.8623104261810386)	(104, 0.8738055220711577)	(106, 0.8841533619109352)	(108, 0.8962896919863346)	(110, 0.9072726199968368)	(112, 0.9173438891816212)	(114, 0.9268189949545318)	(116, 0.9364518484343642)	(118, 0.945664724252911)	(120, 0.9543080693893238)	(122, 0.9631644763636572)	(124, 0.9730779978415197)	(126, 0.983464762440148)	(128, 0.9940051774026615)	(130, 1.004818065677131)	(132, 1.016518028719097)	(134, 1.0291112125431143)	(136, 1.0412700780052169)	(138, 1.0519457052879488)
