Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
SRR27961793_1	(1, 0.0212491853329108)	(2, 0.0002874619227937067)	(3, 0.00010348629220573444)	(4, 0.0005634253686756652)	(5, 0.000425443645734686)	(6, 0.015465451446301424)	(7, 0.00059792079941091)	(8, 0.0006669116608813997)	(9, 0.00020697258441146888)	(10, 0.0003104588766172033)	(12, 0.0013740679909539182)	(14, 0.0009428751067633582)	(16, 0.0017190222983063663)	(18, 0.0016442821983800025)	(20, 0.0004541898380140567)	(22, 7.474009992636375e-05)	(24, 0.0015120497138948973)	(26, 0.0016442821983800025)	(28, 0.0012935786525716804)	(30, 0.005438779579256932)	(32, 0.00860660996844358)	(34, 0.011619210919321627)	(36, 0.011285755088880927)	(38, 0.007094560254548682)	(40, 0.004455659803302455)	(42, 0.004127953211317629)	(44, 0.0025239156821287453)	(46, 0.002719389789628466)	(48, 0.0016845268675711215)	(50, 0.0022077075670556678)	(52, 0.0037485034732299355)	(54, 0.0019029979288943386)	(56, 0.002305444620805528)	(58, 0.003915231388450286)	(60, 0.0023226923361731504)	(62, 0.0027136405511725917)	(64, 0.002259450713158535)	(66, 0.003070093335436788)	(68, 0.0013568202755862959)	(70, 0.0029091146586723124)	(72, 0.005398534910065813)	(74, 0.0022824476669820316)	(76, 0.004070460826758888)
SRR27961793_2	(1, 0.015258478861889952)	(2, 0.01096954697380785)	(3, 0.01269431851057009)	(4, 0.019581906180707303)	(5, 0.025779585236139622)	(6, 0.03178179018407222)	(7, 0.03758852102450509)	(8, 0.03569127233406663)	(9, 0.036381180948771526)	(10, 0.04012968442200146)	(12, 0.03160356379194012)	(14, 0.034098733281789494)	(16, 0.029148638971281865)	(18, 0.024020318268642135)	(20, 0.02039829804144143)	(22, 0.019196707204163735)	(24, 0.021226188379087307)	(26, 0.02281297819290857)	(28, 0.029292369932678718)	(30, 0.020927227979381853)	(32, 0.018219336666665135)	(34, 0.01868502498159094)	(36, 0.013119762156304775)	(38, 0.019771631049751152)	(40, 0.01585065042284499)	(42, 0.016161109299462195)	(44, 0.01541945753865443)	(46, 0.015804656515197996)	(48, 0.016247347876300305)	(50, 0.010906305350793233)	(52, 0.012878294141158061)	(54, 0.007721227246238964)	(56, 0.011877926649835963)	(58, 0.013292239309981)	(60, 0.010216396736088337)	(62, 0.014298356039758972)	(64, 0.01705799049857856)	(66, 0.02205407871673318)	(68, 0.02529664920584619)	(70, 0.024583743637317797)	(72, 0.032230230783630395)	(74, 0.03619145607972768)	(76, 0.040463140252442166)
SRR27961794_1	(1, 0.0212045217160523)	(2, 0.0002850070123125309)	(3, 0.00014820364640251608)	(4, 0.0003648089757600396)	(5, 0.00021660532935752352)	(6, 0.015606983994234195)	(7, 0.000718217671027578)	(8, 0.0005700140246250618)	(9, 0.00022800560985002476)	(10, 0.000359108835513789)	(12, 0.0013965343603314015)	(14, 0.0007125175307813273)	(16, 0.001767043476337692)	(18, 0.0019209472629864585)	(20, 0.000507312481916305)	(22, 6.270154270875681e-05)	(24, 0.0013623335188538979)	(26, 0.0018126445983076968)	(28, 0.0014592359030401584)	(30, 0.005945246276839395)	(32, 0.008270903497309648)	(34, 0.011252076846098722)	(36, 0.011018371096002446)	(38, 0.00755838596652832)	(40, 0.004007198593114185)	(42, 0.004155402239516701)	(44, 0.002616364373029034)	(46, 0.00303817475125158)	(48, 0.001704341933628935)	(50, 0.002274355958253997)	(52, 0.004183902940747954)	(54, 0.002154653013082734)	(56, 0.00267336577549154)	(58, 0.004166802520009202)	(60, 0.0023541579217015054)	(62, 0.0026676656352452896)	(64, 0.002240155116776493)	(66, 0.0032205792391315994)	(68, 0.001482036464025161)	(70, 0.0030666754524828325)	(72, 0.005608938002310609)	(74, 0.0023997590436715104)	(76, 0.004252304623702962)
SRR27961794_2	(1, 0.015378978384384168)	(2, 0.010944269272801187)	(3, 0.012631510785691372)	(4, 0.019619882727594632)	(5, 0.02553662830320277)	(6, 0.03106576434206587)	(7, 0.03697110963718152)	(8, 0.03516986531936632)	(9, 0.03589948327088639)	(10, 0.039456370784546786)	(12, 0.03152747570201217)	(14, 0.034189441197011214)	(16, 0.02848360081051434)	(18, 0.023849386790312586)	(20, 0.020144295630249685)	(22, 0.019141070946909578)	(24, 0.02071430965487475)	(26, 0.022697958460569965)	(28, 0.029036514414400652)	(30, 0.020315299837637205)	(32, 0.018120745842830716)	(34, 0.018474154538098253)	(36, 0.013366828877457701)	(38, 0.019711084971534638)	(40, 0.015914791567531728)	(42, 0.015994593530979234)	(44, 0.015515781750294184)	(46, 0.015430279646600424)	(48, 0.015800788762606714)	(50, 0.010471157632362386)	(52, 0.01252320812101261)	(54, 0.007786391576378346)	(56, 0.011656786803582515)	(58, 0.013127422987115176)	(60, 0.010317253845713619)	(62, 0.01483746506099036)	(64, 0.01713462158022936)	(66, 0.02174033489919986)	(68, 0.025006515260301464)	(70, 0.024197095345333874)	(72, 0.032559201086583535)	(74, 0.034685353398435016)	(76, 0.0396501755529193)
SRR27961795_1	(1, 0.02131981282468229)	(2, 0.0003547758764377708)	(3, 8.86939691094427e-05)	(4, 0.0005210770685179759)	(5, 0.0003547758764377708)	(6, 0.015022541017911856)	(7, 0.0006097710376274186)	(8, 0.0007095517528755416)	(9, 0.0002882553996056888)	(10, 0.0003381457572297503)	(12, 0.0013581264019883414)	(14, 0.0008813963180250868)	(16, 0.00164083842852469)	(18, 0.001834856485951596)	(20, 0.00045455659168589386)	(22, 4.989035762406152e-05)	(24, 0.001474537236444485)	(26, 0.0015854046978312883)	(28, 0.0012250854483241774)	(30, 0.0051996839390410785)	(32, 0.007921480116087102)	(34, 0.011219787092344502)	(36, 0.010748600381450587)	(38, 0.007051170544200695)	(40, 0.004096552698242385)	(42, 0.0038360141639833967)	(44, 0.002594298596451199)	(46, 0.002788316653878105)	(48, 0.001807139620604895)	(50, 0.002328216689122871)	(52, 0.004135356309727767)	(54, 0.0020843082740719036)	(56, 0.0026220154617979)	(58, 0.004479045440026857)	(60, 0.0023115865699148506)	(62, 0.0027384262962540434)	(64, 0.002322673316053531)	(66, 0.003481238287545626)	(68, 0.001607578190108649)	(70, 0.0032317864994253188)	(72, 0.005925865811124641)	(74, 0.0025444082388271375)	(76, 0.004346004486362693)
SRR27961795_2	(1, 0.01474537236444485)	(2, 0.010576755816301043)	(3, 0.012550196628986142)	(4, 0.019534846696354757)	(5, 0.025455169134410056)	(6, 0.030688113311867174)	(7, 0.03707407908774705)	(8, 0.034978684067536465)	(9, 0.0361427924120979)	(10, 0.03912512712340291)	(12, 0.03130897109563328)	(14, 0.03337664925049716)	(16, 0.028337723130466945)	(18, 0.023326513875783432)	(20, 0.019751038246059022)	(22, 0.018952792524074037)	(24, 0.02062134781794543)	(26, 0.023171299429841908)	(28, 0.02897521103344106)	(30, 0.02065460805636147)	(32, 0.01838736847100134)	(34, 0.018963879270212716)	(36, 0.013470396558496611)	(38, 0.020111357495566133)	(40, 0.01598154455890771)	(42, 0.016469361389009642)	(44, 0.0157043759054407)	(46, 0.01546601086345907)	(48, 0.01612012888564121)	(50, 0.010610016054717083)	(52, 0.012738671313343707)	(54, 0.007949196981433803)	(56, 0.011652170191753035)	(58, 0.013376159216317829)	(60, 0.009961441405604284)	(62, 0.014368422995729716)	(64, 0.01696826496525026)	(66, 0.021829803147061583)	(68, 0.02488974508133736)	(70, 0.024174649955392476)	(72, 0.03220145415979704)	(74, 0.035488674389915764)	(76, 0.04055531737529268)
SRR27961796_1	(1, 0.020067559720930116)	(2, 0.0003987988815765126)	(3, 6.380782105224202e-05)	(4, 0.0004466547473656941)	(5, 0.00017547150789366553)	(6, 0.014548183199911179)	(7, 0.0006380782105224202)	(8, 0.0005423664789440571)	(9, 0.00020737541841978654)	(10, 0.00035891899341886134)	(12, 0.0013160363092024915)	(14, 0.0009331893828890394)	(16, 0.0016031715039375805)	(18, 0.0018424508328834881)	(20, 0.00046260670262875456)	(22, 7.975977631530252e-05)	(24, 0.0013240122868340217)	(26, 0.0014596039065700361)	(28, 0.0013798441302547337)	(30, 0.0053917608789144505)	(32, 0.007784554168373526)	(34, 0.011190296617036943)	(36, 0.010687810026250537)	(38, 0.007090644114430393)	(40, 0.003956084905239005)	(42, 0.003876325128923703)	(44, 0.0024885050210374385)	(46, 0.002632072618404983)	(48, 0.0015632916157799295)	(50, 0.0020418502736717446)	(52, 0.003692877643398507)	(54, 0.0018823307210411395)	(56, 0.002257201669723061)	(58, 0.0037008536210300365)	(60, 0.002336961446038364)	(62, 0.002496480998668969)	(64, 0.0022891055802491825)	(66, 0.0030547994328760865)	(68, 0.0013957960855177942)	(70, 0.002663976528931104)	(72, 0.005296049147336087)	(74, 0.0020737541841978654)	(76, 0.003764661442082279)
SRR27961796_2	(1, 0.014452471468332815)	(2, 0.010304963099937087)	(3, 0.012123485999925984)	(4, 0.01903068262883118)	(5, 0.024885050210374383)	(6, 0.029862060252449262)	(7, 0.036498073641882435)	(8, 0.03400956862084499)	(9, 0.03558881219188798)	(10, 0.03897860268528834)	(12, 0.031114288740599513)	(14, 0.03320399488006044)	(16, 0.02816317701693332)	(18, 0.022476304965652248)	(20, 0.01956507313014371)	(22, 0.018161301066994383)	(24, 0.019979823966983282)	(26, 0.022324761390653175)	(28, 0.028147225061670257)	(30, 0.01952519324198606)	(32, 0.01709252006436933)	(34, 0.017523222856471964)	(36, 0.01233086141834577)	(38, 0.01903068262883118)	(40, 0.015337804985432675)	(42, 0.015784459732798368)	(44, 0.014795438506488618)	(46, 0.015082573701223706)	(48, 0.015752555822272248)	(50, 0.010169371480201072)	(52, 0.012458477060450253)	(54, 0.007720746347321283)	(56, 0.011804446894664773)	(58, 0.013008819517025842)	(60, 0.01008163572625424)	(62, 0.013806417280178866)	(64, 0.016302898278847833)	(66, 0.021399547985395666)	(68, 0.024406491552482572)	(70, 0.023513182057751183)	(72, 0.031568919465596736)	(74, 0.03440836750242151)	(76, 0.03834850045239745)
SRR27961797_1	(1, 0.02195039843139076)	(2, 0.00035176920563126217)	(3, 8.207948131396116e-05)	(4, 0.0005276538084468933)	(5, 0.0003634948458189709)	(6, 0.014305281029004661)	(7, 0.0006097332897608544)	(8, 0.0006097332897608544)	(9, 0.00032831792525584466)	(10, 0.0003634948458189709)	(12, 0.0013718999019619225)	(14, 0.0007973435327641943)	(16, 0.001618138345903806)	(18, 0.001811611409001)	(20, 0.0004045345864759515)	(22, 6.449102103239806e-05)	(24, 0.0014363909229943206)	(26, 0.0016064127057160973)	(28, 0.0014363909229943206)	(30, 0.005464148327472272)	(32, 0.008102417369706738)	(34, 0.011602520965737797)	(36, 0.011051415876915485)	(38, 0.007346113577599524)	(40, 0.004326761229264525)	(42, 0.0039574035633516995)	(44, 0.002567915201108214)	(46, 0.002743799803923845)	(48, 0.0016943550071239128)	(50, 0.0022923626566970583)	(52, 0.004098111245604204)	(54, 0.002081301133318301)	(56, 0.002608954941765194)	(58, 0.003939815103070137)	(60, 0.002556189560920505)	(62, 0.002608954941765194)	(64, 0.0023568536777294567)	(66, 0.00311315746983667)	(68, 0.001618138345903806)	(70, 0.002984175427771874)	(72, 0.00548759960784769)	(74, 0.0021516549744445535)	(76, 0.004232956107762855)
SRR27961797_2	(1, 0.014832934837451553)	(2, 0.011397322262452894)	(3, 0.013144442650421495)	(4, 0.020742657492056758)	(5, 0.027086228833607184)	(6, 0.03259727972183029)	(7, 0.0387766921007528)	(8, 0.03644328970339876)	(9, 0.037557225521231086)	(10, 0.04061761761022307)	(12, 0.0324682976797655)	(14, 0.03500103596031059)	(16, 0.029876931198281866)	(18, 0.02433656620958949)	(20, 0.02100062157618635)	(22, 0.020443653667270186)	(24, 0.022085243293549408)	(26, 0.024307252109120214)	(28, 0.030568743969356677)	(30, 0.021135466438345)	(32, 0.018684807639113874)	(34, 0.019089342225589827)	(36, 0.013777627220557767)	(38, 0.0208012856929953)	(40, 0.016726625727766516)	(42, 0.016574192405326302)	(44, 0.015630278370215748)	(46, 0.016269325760445874)	(48, 0.016644546246452552)	(50, 0.01129765432085737)	(52, 0.013279287512580146)	(54, 0.008125868650082156)	(56, 0.01273404524385169)	(58, 0.013871432342059438)	(60, 0.010805177432973602)	(62, 0.014862248937920824)	(64, 0.01758846028156311)	(66, 0.022859135545938186)	(68, 0.025661563550800574)	(70, 0.024664884134845334)	(72, 0.03329495531299896)	(74, 0.03641983842302334)	(76, 0.04041828172703202)
SRR27961798_1	(1, 0.021361086058262382)	(2, 0.0003409161151675643)	(3, 9.868624386429494e-05)	(4, 0.0004844597426065387)	(5, 0.0002601728247331412)	(6, 0.015619340960703405)	(7, 0.0005652030330409619)	(8, 0.0006190318933305773)	(9, 0.0003409161151675643)	(10, 0.0003454018535250323)	(12, 0.001305349862023174)	(14, 0.000829861596131571)	(16, 0.0016821518840504817)	(18, 0.0018122382964170524)	(20, 0.0004979169576789426)	(22, 7.177181371948722e-05)	(24, 0.0013457215072403854)	(26, 0.0016911233607654176)	(28, 0.0013277785538105137)	(30, 0.005508486702970644)	(32, 0.008105729211944588)	(34, 0.011380318212896192)	(36, 0.010954173068936738)	(38, 0.007298296307600356)	(40, 0.00392053532442699)	(42, 0.0037545630052006757)	(44, 0.002310155254095995)	(46, 0.002722843182983046)	(48, 0.0016417802388332702)	(50, 0.0021531544115846167)	(52, 0.003947449754571797)	(54, 0.0019916678307157704)	(56, 0.0023550126376706746)	(58, 0.003880163679209778)	(60, 0.0021710973650144886)	(62, 0.002283240823951187)	(64, 0.0022877265623086553)	(66, 0.0029875017460736556)	(68, 0.0014668364428920202)	(70, 0.00275872908984279)	(72, 0.00516757058780308)	(74, 0.001955781923856027)	(76, 0.004010250091576349)
SRR27961798_2	(1, 0.015269453368820907)	(2, 0.010711943197633468)	(3, 0.0125690388776252)	(4, 0.019351475274116743)	(5, 0.02590065327601995)	(6, 0.031184853061117197)	(7, 0.037437972331427524)	(8, 0.03593973572003323)	(9, 0.035930764243318286)	(10, 0.03950141197586278)	(12, 0.031723141664013355)	(14, 0.03371032375637165)	(16, 0.0287490971330121)	(18, 0.024052529072743155)	(20, 0.02028002311411261)	(22, 0.019768648941361263)	(24, 0.021222028169180878)	(26, 0.02305669515738527)	(28, 0.02936812902634268)	(30, 0.020701682519714597)	(32, 0.01789361030793966)	(34, 0.018606842706777062)	(36, 0.013044527143516801)	(38, 0.01981799206329341)	(40, 0.016081372011522606)	(42, 0.01598717150601578)	(44, 0.015587940792201133)	(46, 0.015538597670268982)	(48, 0.016130715133454755)	(50, 0.011205374416954942)	(52, 0.012726039720136579)	(54, 0.008128157903731928)	(56, 0.011941035507579687)	(58, 0.013470672287476258)	(60, 0.010388970035895775)	(62, 0.014722193289209816)	(64, 0.01717140643238732)	(66, 0.02220440486946636)	(68, 0.025156020708680275)	(70, 0.024510074385204885)	(72, 0.032369087987488734)	(74, 0.035486676145928965)	(76, 0.04021913011305765)
