Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR27961777_1	(1.0, 52.72563641586766)	(2.0, 13.512370136392768)	(3.0, 6.157818076297438)	(4.0, 3.5538293972139625)	(5.0, 2.391730025047246)	(6.0, 1.8304700808871959)	(7.0, 1.4466844757802524)	(8.0, 1.1634904012553628)	(9.0, 0.9594057619120064)	('>10', 10.515536226426686)	('>50', 2.6026756732029517)	('>100', 2.6819630245338066)	('>500', 0.13733570477490198)	('>1k', 0.02666200575852376)	('>5k', 0.0)	('>10k+', 0.2943925946492188)
SRR27961777_2	(1.0, 53.63356941712454)	(2.0, 13.25408858956382)	(3.0, 6.020840696702347)	(4.0, 3.5731327087240743)	(5.0, 2.4030179504911)	(6.0, 1.7933675556978637)	(7.0, 1.4268696453356358)	(8.0, 1.1226189996855152)	(9.0, 0.9857216989305747)	('>10', 10.425334250136176)	('>50', 2.6188403719813804)	('>100', 2.518049848247551)	('>500', 0.13175903896788063)	('>1k', 0.010112536310083109)	('>5k', 0.08267669210146628)	('>10k+', 0.0)
SRR27961778_1	(1.0, 50.982588452382075)	(2.0, 13.438811514443916)	(3.0, 6.170820166460133)	(4.0, 3.6083975059704474)	(5.0, 2.586201181595702)	(6.0, 1.8419675638448794)	(7.0, 1.5088238869292194)	(8.0, 1.197348475584462)	(9.0, 0.9948766489171996)	('>10', 10.840723399586553)	('>50', 2.7788083789406106)	('>100', 3.0754441678673428)	('>500', 0.2111623726957918)	('>1k', 0.0364860440658067)	('>5k', 0.11254946178394368)	('>10k+', 0.614990778931967)
SRR27961778_2	(1.0, 52.415263627781314)	(2.0, 13.007549089699108)	(3.0, 6.153519433263864)	(4.0, 3.6658592761840594)	(5.0, 2.4998912921795586)	(6.0, 1.8685448188351852)	(7.0, 1.5042730536464424)	(8.0, 1.1873944712613151)	(9.0, 0.9813150221845833)	('>10', 10.6773470868271)	('>50', 2.70497598331246)	('>100', 2.982738638820269)	('>500', 0.23678006059421255)	('>1k', 0.03537356420932585)	('>5k', 0.07917458120120913)	('>10k+', 0.0)
SRR27961779_1	(1.0, 52.29728466734169)	(2.0, 13.156144059800198)	(3.0, 5.984376935696392)	(4.0, 3.5945765248130352)	(5.0, 2.311961525096489)	(6.0, 1.8436385325835063)	(7.0, 1.422480510047122)	(8.0, 1.198550723869136)	(9.0, 0.9338937486709111)	('>10', 10.39219229016684)	('>50', 2.6435742643123628)	('>100', 2.6651926542297186)	('>500', 0.18753602968278318)	('>1k', 0.0508797924146941)	('>5k', 0.0)	('>10k+', 1.3177177412749592)
SRR27961779_2	(1.0, 53.95853534524516)	(2.0, 12.866210553565027)	(3.0, 5.876517240581922)	(4.0, 3.421107486582474)	(5.0, 2.4255944699505276)	(6.0, 1.7242492185324132)	(7.0, 1.4054503194619659)	(8.0, 1.078549442171955)	(9.0, 0.9350626419983389)	('>10', 10.51488867250534)	('>50', 2.53020008662512)	('>100', 2.7684986257548743)	('>500', 0.28162825550231646)	('>1k', 0.08326135734325071)	('>5k', 0.0)	('>10k+', 0.13024628417923031)
SRR27961780_1	(1.0, 47.592609258057934)	(2.0, 12.994244797204868)	(3.0, 6.025728350175619)	(4.0, 3.738713285099704)	(5.0, 2.5579780620344277)	(6.0, 1.9452900227655046)	(7.0, 1.6172952132181753)	(8.0, 1.3583868311707623)	(9.0, 1.1322938754591918)	('>10', 13.04467083153674)	('>50', 3.433105628125265)	('>100', 3.231560343080855)	('>500', 0.20536717155853024)	('>1k', 0.2618085700991953)	('>5k', 0.04551544067444116)	('>10k+', 0.8154323197386494)
SRR27961780_2	(1.0, 49.21744406978039)	(2.0, 12.518306491692757)	(3.0, 5.953742459763187)	(4.0, 3.6905106024137213)	(5.0, 2.6478488259637083)	(6.0, 1.9258192707855473)	(7.0, 1.5870280435817852)	(8.0, 1.395061107121289)	(9.0, 1.183388217576623)	('>10', 13.039392735382654)	('>50', 3.2971220584339864)	('>100', 3.218252695285245)	('>500', 0.14550247655068185)	('>1k', 0.04311248112516572)	('>5k', 0.0)	('>10k+', 0.1374684645432778)
SRR27961781_1	(1.0, 53.0709910959143)	(2.0, 13.293906926157778)	(3.0, 5.8948626448654275)	(4.0, 3.456963350560465)	(5.0, 2.3885665779449146)	(6.0, 1.8573557769586708)	(7.0, 1.3811008049016493)	(8.0, 1.1978106261676578)	(9.0, 0.9025545643531717)	('>10', 10.045896044314572)	('>50', 2.570754165355217)	('>100', 3.2099300648010525)	('>500', 0.32068137714749256)	('>1k', 0.18956921741576682)	('>5k', 0.2190567631418721)	('>10k+', 0.0)
SRR27961781_2	(1.0, 54.05523968625759)	(2.0, 12.923771160899882)	(3.0, 5.883579628647475)	(4.0, 3.586014523144651)	(5.0, 2.390767014432654)	(6.0, 1.7139773112058012)	(7.0, 1.3971221193020322)	(8.0, 1.113970863508493)	(9.0, 0.8819628652294922)	('>10', 9.952398554456344)	('>50', 2.538234564457862)	('>100', 3.1450868621111163)	('>500', 0.24943948509683053)	('>1k', 0.08392589717830316)	('>5k', 0.0845094640713915)	('>10k+', 0.0)
SRR27961782_1	(1.0, 51.961982321044744)	(2.0, 12.839927767897038)	(3.0, 5.875960396610537)	(4.0, 3.4590954265846885)	(5.0, 2.467774345789217)	(6.0, 1.8835245492996637)	(7.0, 1.4568235565451775)	(8.0, 1.2307482438621928)	(9.0, 0.9763899644061574)	('>10', 11.18696280703881)	('>50', 2.7701665325092164)	('>100', 3.034531558104386)	('>500', 0.3197853265606186)	('>1k', 0.10960748991971306)	('>5k', 0.0)	('>10k+', 0.4267197138277544)
SRR27961782_2	(1.0, 52.8797423167384)	(2.0, 12.637476188076215)	(3.0, 5.807539717308394)	(4.0, 3.5244672388599962)	(5.0, 2.488796106164127)	(6.0, 1.7704474845898912)	(7.0, 1.4594536347427889)	(8.0, 1.1549761553391296)	(9.0, 1.0186201346962716)	('>10', 11.010568508655657)	('>50', 2.8019231350363674)	('>100', 2.990335868083846)	('>500', 0.2740019962238009)	('>1k', 0.09051738599840164)	('>5k', 0.09113412948692132)	('>10k+', 0.0)
SRR27961783_1	(1.0, 56.973314859487935)	(2.0, 12.71251369533968)	(3.0, 5.430261605323153)	(4.0, 3.248163821995662)	(5.0, 2.1743290270524804)	(6.0, 1.6054543639665426)	(7.0, 1.228963086997885)	(8.0, 1.0427091239921626)	(9.0, 0.865008399323835)	('>10', 9.021296767229064)	('>50', 2.3054023447373484)	('>100', 2.4049578188224405)	('>500', 0.12181750248203503)	('>1k', 0.0945073839314903)	('>5k', 0.0)	('>10k+', 0.7713001993181521)
SRR27961783_2	(1.0, 58.240573011414476)	(2.0, 12.52457913989977)	(3.0, 5.4225409655384285)	(4.0, 3.134473336492807)	(5.0, 2.1806429874843696)	(6.0, 1.5513667312453834)	(7.0, 1.3109391847568737)	(8.0, 1.0211488429711555)	(9.0, 0.8276120117200131)	('>10', 8.892089967431291)	('>50', 2.303866988573958)	('>100', 2.3084440635685834)	('>500', 0.1231962967564791)	('>1k', 0.03847091129064175)	('>5k', 0.12005556085569422)	('>10k+', 0.0)
SRR27961784_1	(1.0, 52.81396342729763)	(2.0, 13.077308401223714)	(3.0, 5.905939831521292)	(4.0, 3.4643361987679464)	(5.0, 2.35838672179205)	(6.0, 1.8239847205651467)	(7.0, 1.4241068890101405)	(8.0, 1.1780657602067148)	(9.0, 1.0093527300780458)	('>10', 11.411079021838034)	('>50', 2.777395778601822)	('>100', 2.501867027521137)	('>500', 0.08534858657628341)	('>1k', 0.012891707060950379)	('>5k', 0.0)	('>10k+', 0.1559731979391239)
SRR27961784_2	(1.0, 53.52944563324321)	(2.0, 12.808384780963793)	(3.0, 5.885112367617936)	(4.0, 3.487611952960854)	(5.0, 2.460769175369282)	(6.0, 1.778573646179748)	(7.0, 1.4629330137629621)	(8.0, 1.1266514308542812)	(9.0, 1.0225445913903666)	('>10', 11.171483898211273)	('>50', 2.715142342451399)	('>100', 2.3983266203470692)	('>500', 0.07632390355077517)	('>1k', 0.0)	('>5k', 0.07669664309698696)	('>10k+', 0.0)
SRR27961785_1	(1.0, 55.49992646568691)	(2.0, 13.126943934588287)	(3.0, 5.753374642642258)	(4.0, 3.3225813603090173)	(5.0, 2.1859596109266803)	(6.0, 1.7251855927261441)	(7.0, 1.2666610955023658)	(8.0, 1.1070443303832345)	(9.0, 0.8950342255835056)	('>10', 10.181194117735986)	('>50', 2.4680722250244274)	('>100', 2.178319252720918)	('>500', 0.07326770807595442)	('>1k', 0.026577732029474176)	('>5k', 0.0)	('>10k+', 0.18985770606485305)
SRR27961785_2	(1.0, 56.257356015936)	(2.0, 12.803046896136294)	(3.0, 5.65990874148807)	(4.0, 3.3823828928414263)	(5.0, 2.3163271386012636)	(6.0, 1.6528197762920558)	(7.0, 1.3214984858164813)	(8.0, 1.0834849109105502)	(9.0, 0.8334367892138105)	('>10', 9.97334650822364)	('>50', 2.4161413200861745)	('>100', 2.160660267813985)	('>500', 0.06957221565614478)	('>1k', 0.0)	('>5k', 0.07001804098412684)	('>10k+', 0.0)
SRR27961786_1	(1.0, 52.76228368403809)	(2.0, 12.945901468313284)	(3.0, 5.756741153651824)	(4.0, 3.286962359535485)	(5.0, 2.263482090544748)	(6.0, 1.6515804905871665)	(7.0, 1.4092533142277335)	(8.0, 1.0825045756059448)	(9.0, 0.9499950335810888)	('>10', 10.517258443007098)	('>50', 2.752010938952001)	('>100', 2.776972835785279)	('>500', 0.1913868009799876)	('>1k', 0.1037807350413739)	('>5k', 0.08309837127063133)	('>10k+', 1.4667877048782496)
SRR27961786_2	(1.0, 54.29915372880127)	(2.0, 12.858064040532183)	(3.0, 5.653579676227472)	(4.0, 3.3873683065309494)	(5.0, 2.2937429102320888)	(6.0, 1.6467111927388807)	(7.0, 1.4029680837986127)	(8.0, 1.1372821337201569)	(9.0, 0.937533680056173)	('>10', 10.594464638126395)	('>50', 2.795413459063452)	('>100', 2.7247086568963437)	('>500', 0.1330276869632634)	('>1k', 0.03263378719050216)	('>5k', 0.10334801912239651)	('>10k+', 0.0)
SRR27961787_1	(1.0, 52.744027482953406)	(2.0, 13.075406740727976)	(3.0, 5.856498763659711)	(4.0, 3.5371896638808185)	(5.0, 2.4774839063303005)	(6.0, 1.7667218401770983)	(7.0, 1.3455626643067458)	(8.0, 1.1563738696777552)	(9.0, 0.9187888375837205)	('>10', 10.541919484102886)	('>50', 2.511041815251467)	('>100', 2.601606538661501)	('>500', 0.15296254038536153)	('>1k', 0.04156647993102059)	('>5k', 0.0)	('>10k+', 1.2728493723703131)
SRR27961787_2	(1.0, 54.40872478890137)	(2.0, 12.830589466288304)	(3.0, 5.916127283537122)	(4.0, 3.527057308360408)	(5.0, 2.385854582876314)	(6.0, 1.7961945329046851)	(7.0, 1.3941800016823884)	(8.0, 1.1547006431836087)	(9.0, 0.9489113067757328)	('>10', 10.370082718166934)	('>50', 2.4650746057738666)	('>100', 2.532549100735936)	('>500', 0.1520326032725499)	('>1k', 0.024963050728962922)	('>5k', 0.09295800681164645)	('>10k+', 0.0)
SRR27961788_1	(1.0, 53.989813738408834)	(2.0, 13.238281989876729)	(3.0, 5.872299829379032)	(4.0, 3.4425179975281726)	(5.0, 2.4762470622896124)	(6.0, 1.817499133300408)	(7.0, 1.416324008193737)	(8.0, 1.1778014370037673)	(9.0, 0.9138013677049831)	('>10', 10.663577295252713)	('>50', 2.382781508013777)	('>100', 2.30750295885758)	('>500', 0.11583587306237943)	('>1k', 0.01957329485955802)	('>5k', 0.1661425062686429)	('>10k+', 0.0)
SRR27961788_2	(1.0, 55.02986186847745)	(2.0, 13.030441352278757)	(3.0, 5.908731296716044)	(4.0, 3.3685709396462924)	(5.0, 2.2916828766236454)	(6.0, 1.7079791582314712)	(7.0, 1.3333473910897076)	(8.0, 1.0719505314297935)	(9.0, 0.9656976614419617)	('>10', 10.394783573690463)	('>50', 2.4546918770948025)	('>100', 2.273815757278117)	('>500', 0.11072635322824623)	('>1k', 0.0)	('>5k', 0.05771936277322292)	('>10k+', 0.0)
SRR27961789_1	(1.0, 54.210154302913296)	(2.0, 13.20557048363227)	(3.0, 5.83571464305447)	(4.0, 3.5998948514884943)	(5.0, 2.405417657895841)	(6.0, 1.7538139691308148)	(7.0, 1.3814559932567603)	(8.0, 1.1240074461250185)	(9.0, 0.95517893205216)	('>10', 10.391935632739388)	('>50', 2.5068209865477566)	('>100', 2.327261588096453)	('>500', 0.1147982322019571)	('>1k', 0.031059547648934177)	('>5k', 0.0)	('>10k+', 0.1569157332164754)
SRR27961789_2	(1.0, 55.00989718209433)	(2.0, 13.114335307636955)	(3.0, 5.849284360791746)	(4.0, 3.558851649669237)	(5.0, 2.3246731294287755)	(6.0, 1.7066562230751128)	(7.0, 1.3350959766979789)	(8.0, 1.0967643451624534)	(9.0, 0.9877099741083792)	('>10', 10.255334830690831)	('>50', 2.3279245723114075)	('>100', 2.2557017895379303)	('>500', 0.12115529265709596)	('>1k', 0.0)	('>5k', 0.056615366137833766)	('>10k+', 0.0)
SRR27961790_1	(1.0, 50.585342226064235)	(2.0, 10.530512580129251)	(3.0, 4.308389964167436)	(4.0, 2.503397118217579)	(5.0, 1.6979615416084992)	(6.0, 1.3174164028273772)	(7.0, 1.0754603496832718)	(8.0, 0.8661849761141668)	(9.0, 0.7590383516383208)	('>10', 9.81797736341031)	('>50', 3.5341128146793173)	('>100', 7.123352884772139)	('>500', 2.435933384861052)	('>1k', 2.29948129856433)	('>5k', 0.08611528462232314)	('>10k+', 1.0593234586404023)
SRR27961790_2	(1.0, 52.016139219533066)	(2.0, 10.238386288876645)	(3.0, 4.350899161244754)	(4.0, 2.568316999222549)	(5.0, 1.6785984153607734)	(6.0, 1.2754579572949214)	(7.0, 1.0883398747196456)	(8.0, 0.8597330781711624)	(9.0, 0.7222877139548174)	('>10', 9.880094012648332)	('>50', 3.4431267379955144)	('>100', 7.015217057529786)	('>500', 2.3228780393130943)	('>1k', 2.353931869496065)	('>5k', 0.18659357463883972)	('>10k+', 0.0)
SRR27961791_1	(1.0, 47.68145359484278)	(2.0, 11.358561755908129)	(3.0, 5.178979639856173)	(4.0, 2.9805415778456354)	(5.0, 2.0468433234962675)	(6.0, 1.5009212745112825)	(7.0, 1.1764973530121585)	(8.0, 1.0340378782036976)	(9.0, 0.826303902814552)	('>10', 10.681614534819335)	('>50', 3.4156882726376585)	('>100', 6.677274804252109)	('>500', 2.499664272395392)	('>1k', 2.7331280175209463)	('>5k', 0.20848979788400496)	('>10k+', 0.0)
SRR27961791_2	(1.0, 48.68121311892521)	(2.0, 11.26234771797711)	(3.0, 4.934829146941908)	(4.0, 2.9403260297357123)	(5.0, 1.9891928319968772)	(6.0, 1.4960036972083197)	(7.0, 1.2727560479882938)	(8.0, 1.0276960432620084)	(9.0, 0.8161476633242869)	('>10', 10.558325784399235)	('>50', 3.3675930464931407)	('>100', 6.544520832325769)	('>500', 2.3135093781682)	('>1k', 2.5990410338868086)	('>5k', 0.19649762736709572)	('>10k+', 0.0)
SRR27961792_1	(1.0, 49.41133442050083)	(2.0, 11.16765127132133)	(3.0, 4.693039471707842)	(4.0, 2.781543435519509)	(5.0, 1.8045470978685956)	(6.0, 1.3972958418712982)	(7.0, 1.1537219239596705)	(8.0, 0.9058143016345098)	(9.0, 0.7799911717705842)	('>10', 10.350345138753829)	('>50', 3.4629049337958953)	('>100', 6.694635585253845)	('>500', 2.4972274908997654)	('>1k', 2.601432002106882)	('>5k', 0.0901910914268684)	('>10k+', 0.20832482160868682)
SRR27961792_2	(1.0, 50.191290262995246)	(2.0, 10.991601841048702)	(3.0, 4.589504067564137)	(4.0, 2.7815750636365517)	(5.0, 1.8439495138586448)	(6.0, 1.4171574488666798)	(7.0, 1.1343304123540447)	(8.0, 0.9377513108491043)	(9.0, 0.7653011275397679)	('>10', 10.106621872670226)	('>50', 3.4163455180759605)	('>100', 6.679503528979082)	('>500', 2.459530137275636)	('>1k', 2.53623711227634)	('>5k', 0.1493007820098372)	('>10k+', 0.0)
SRR27961793_1	(1.0, 53.46118592313481)	(2.0, 12.628293473816107)	(3.0, 5.479996083317359)	(4.0, 3.213884373077632)	(5.0, 2.2136633385429936)	(6.0, 1.6466481266881021)	(7.0, 1.3031128956475864)	(8.0, 1.100753187688808)	(9.0, 0.9077260242059428)	('>10', 10.670880008942387)	('>50', 2.7131686028853417)	('>100', 3.46670688701659)	('>500', 0.302878348666221)	('>1k', 0.3973953848663241)	('>5k', 0.0)	('>10k+', 0.4937073415039444)
SRR27961793_2	(1.0, 54.58088301418189)	(2.0, 12.593189238462363)	(3.0, 5.460498605596512)	(4.0, 3.2568471611920744)	(5.0, 2.184474711165493)	(6.0, 1.6473489778325519)	(7.0, 1.2839083821535198)	(8.0, 1.04485199874515)	(9.0, 0.8866149014333012)	('>10', 10.504349293338406)	('>50', 2.7918702315147987)	('>100', 3.3085057767194193)	('>500', 0.2952900960857837)	('>1k', 0.07615790962319195)	('>5k', 0.08520970195551777)	('>10k+', 0.0)
SRR27961794_1	(1.0, 53.46201041219285)	(2.0, 12.913965738939467)	(3.0, 5.5616529372836)	(4.0, 3.3392886143106635)	(5.0, 2.1721322524251416)	(6.0, 1.6576909651117873)	(7.0, 1.3239112728533327)	(8.0, 1.0369533361039995)	(9.0, 0.8766049888285582)	('>10', 10.109572172379503)	('>50', 2.62187175399464)	('>100', 3.3080149920516875)	('>500', 0.2854587035261926)	('>1k', 0.13369089941973555)	('>5k', 0.0)	('>10k+', 1.1971809605788104)
SRR27961794_2	(1.0, 54.82314372278976)	(2.0, 12.75087813990151)	(3.0, 5.566580339064775)	(4.0, 3.31364653309787)	(5.0, 2.138606034365255)	(6.0, 1.6513723233564248)	(7.0, 1.2440029513251334)	(8.0, 1.0936692175880731)	(9.0, 0.8755817853956451)	('>10', 10.190437955118947)	('>50', 2.6534088727127374)	('>100', 3.2546110662100003)	('>500', 0.2754814725819976)	('>1k', 0.07242074247932645)	('>5k', 0.09615884401229305)	('>10k+', 0.0)
SRR27961795_1	(1.0, 52.07952032880174)	(2.0, 12.757477611222187)	(3.0, 5.683043653982598)	(4.0, 3.4044183328026736)	(5.0, 2.380108615363694)	(6.0, 1.6660367794830462)	(7.0, 1.4204072854923977)	(8.0, 1.0447395967272604)	(9.0, 0.9005036009746097)	('>10', 10.594655975756195)	('>50', 2.8903123308901804)	('>100', 3.6499216736324973)	('>500', 0.3058155414126753)	('>1k', 0.13397239470883052)	('>5k', 0.0)	('>10k+', 1.0890662787495131)
SRR27961795_2	(1.0, 53.83458499428041)	(2.0, 12.472759940098964)	(3.0, 5.671973315671629)	(4.0, 3.3382482992830727)	(5.0, 2.2800785830412806)	(6.0, 1.6267516937846547)	(7.0, 1.3363753502082691)	(8.0, 1.1018694971470546)	(9.0, 0.8804792543384642)	('>10', 10.625499081210195)	('>50', 2.8932467928730685)	('>100', 3.4617707248150507)	('>500', 0.316072273192208)	('>1k', 0.07340528248760463)	('>5k', 0.08688491756800139)	('>10k+', 0.0)
SRR27961796_1	(1.0, 59.89669961492892)	(2.0, 12.41948424855567)	(3.0, 5.274154466736655)	(4.0, 3.1516789835439476)	(5.0, 2.0483114070326804)	(6.0, 1.5816272557211508)	(7.0, 1.2921885795151187)	(8.0, 1.056991736319656)	(9.0, 0.8507147156441316)	('>10', 9.166299428858801)	('>50', 1.810715857830499)	('>100', 1.2595192056816533)	('>500', 0.018181694348905746)	('>1k', 0.026951310174438022)	('>5k', 0.14648149510779188)	('>10k+', 0.0)
SRR27961796_2	(1.0, 60.548165471762935)	(2.0, 12.442357236180246)	(3.0, 5.280319174617559)	(4.0, 3.1400001437335434)	(5.0, 2.0568730759500027)	(6.0, 1.4895661750542906)	(7.0, 1.245313931101295)	(8.0, 1.0418860601890017)	(9.0, 0.8277839127770227)	('>10', 8.806016706021008)	('>50', 1.8356834765655645)	('>100', 1.2084439002962022)	('>500', 0.021134849841678377)	('>1k', 0.05645588590966176)	('>5k', 0.0)	('>10k+', 0.0)
SRR27961797_1	(1.0, 55.588617573599684)	(2.0, 13.20782855600424)	(3.0, 5.766699905186589)	(4.0, 3.4671206536490113)	(5.0, 2.227769016899949)	(6.0, 1.8308809903462593)	(7.0, 1.3540369973707227)	(8.0, 1.106726809056083)	(9.0, 0.9697139307389656)	('>10', 10.311699122216533)	('>50', 2.222333339732996)	('>100', 1.7270932151533598)	('>500', 0.05229199037897028)	('>1k', 0.021179023887394108)	('>5k', 0.0)	('>10k+', 0.14600887577918492)
SRR27961797_2	(1.0, 56.858395424308405)	(2.0, 12.762239137617437)	(3.0, 5.647614200627398)	(4.0, 3.3439984116494847)	(5.0, 2.295118321048018)	(6.0, 1.7413118332570567)	(7.0, 1.3289744668457253)	(8.0, 1.159587323303225)	(9.0, 0.9282260118532082)	('>10', 10.027764803722203)	('>50', 2.1563117950668116)	('>100', 1.6320459306594017)	('>500', 0.04286018299060139)	('>1k', 0.0)	('>5k', 0.07555215705101873)	('>10k+', 0.0)
SRR27961798_1	(1.0, 52.05840487718738)	(2.0, 13.293586147255127)	(3.0, 6.044504064105547)	(4.0, 3.5266961691467866)	(5.0, 2.4213005598495947)	(6.0, 1.8402025584798987)	(7.0, 1.4352932327699093)	(8.0, 1.1676597278824428)	(9.0, 0.9351496416987934)	('>10', 10.990280688272291)	('>50', 2.6782331044791223)	('>100', 2.445924990485375)	('>500', 0.11270785412724738)	('>1k', 0.072745659739117)	('>5k', 0.0)	('>10k+', 0.9773107245214829)
SRR27961798_2	(1.0, 53.48796630194771)	(2.0, 13.081151728864949)	(3.0, 5.844232397996441)	(4.0, 3.426782892970632)	(5.0, 2.4396734242569518)	(6.0, 1.7966175242521734)	(7.0, 1.4648420255687895)	(8.0, 1.1598080355589835)	(9.0, 0.9600002861807906)	('>10', 11.010901419562154)	('>50', 2.6343473104742245)	('>100', 2.4216247613166755)	('>500', 0.11516290392975344)	('>1k', 0.025033840456723053)	('>5k', 0.0)	('>10k+', 0.13185514666291356)
