"SRR26436341","SRR26436342","SRR26436343","SRR26436344","SRR26436345","SRR26436346","SRR26436347","SRR26436348"
2446.438,3997.055,2689.558,5509.307,2939.486,3874.792,7522.922,3675.235
3,13,1,35,48,5,28,48
0,0,0,0,0,0,0,0
25,72,36,45,47,114,110,52
2,0,0,0,0,0,0,3
7716.553,11624.566,7893.001,15093.073,8944.05,11343.939,22063.984,10558.189
1644.087,2242.497,1664.195,2796.476,1854.011,2364.775,4826.145,2214.541
559.118,1890.786,1110.918,1113.418,987.408,751.083,1907.195,723.965
27,34,36,40,26,37,119,42
308.768,514.001,421.999,890.256,565,449,1112.461,541.001
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9,55,18,45,9,20,67,27
0,2,5,0,0,0,0,0
0,0,0,0,0,0,0,0
1,25.001,25,239,84,4,24,1
2,0,4,8,7,8,20,3
0,6.743,0,50.886,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,2
14.39,13.057,17.413,32.134,11.336,12.476,34.554,12.91
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32.665,41.408,12.292,24.891,24.272,39.558,64.725,30.526
3.28,0,20.005,0,5.888,15.539,0,24.002
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3.772,5.172,9.207,127.309,84.075,11.855,48.084,2.753
1.241,0,0,0,1.211,0,0,5.186
0,0,6.65,4.783,1.881,0,4.4,3.37
0,0,0,0,0,0,0,0
0,0,1.446,5.578,2.88,2.48,2.688,0
204.055,266.645,185.934,420.683,213.351,361.312,542.922,292.94
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1.231,4.042,5.024,32.285,2.015,8.088,8.045,22.236
12.493,62.358,43.06,66.589,47.648,46.74,155.064,95.553
0,0,0,0,0,0,0,0
5.853,16.644,7.005,42.04,27.126,12.995,235.225,29.158
0,0,0,0,0,0,0,1.547
18.504,134.233,17.016,32.652,0,52.221,70.165,358.991
0,19.454,3.797,0,6.744,0,44.732,5.411
10.253,15.13,27.69,44.41,31.698,17.652,42.716,12.815
0,0,0,0,0,0,0,0
1.185,9.281,2.38,6.78,10.703,6.291,9.636,0
0,19.523,34.029,16.43,0,0,2.081,0
2.461,3.534,1.212,1.189,1.074,11.367,2.477,0
3.048,4.092,5.184,6.967,0,1.576,6.288,4.566
175.442,416.917,271.687,503.543,375.364,342.584,728.673,412.037
0,0,0,0,0,0,0,0
28.417,32.137,29.345,88.315,63.871,57.181,101.713,51.123
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7.766,11.717,6.88,43.771,11.181,7.915,28.591,12.838
80.67,167.541,106.713,0,61.388,67.189,312.843,115.356
0,0,0,0,0,0,0,0
19.714,45.412,24.953,43.07,17.606,28.071,54.28,28.817
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15.645,21.216,27,28.24,14.272,3.303,21.856,28.75
0,0,19.506,106.977,0,16.712,42.05,20.762
55.133,65.564,52.181,61.605,31.762,66.841,50.292,33.777
0,4.775,0,0,0,0,14.028,31.283
8.661,12.919,6.794,9.159,15.201,18.958,27.683,9.917
32.403,19.507,29.405,23.422,0,26.629,30.421,19.888
14.254,0,0,6.63,8.114,17.501,35.357,20.962
493.307,800.27,548.261,1348.737,956.357,762.316,1607.399,705.662
41.468,45.219,29.437,66.085,43.001,45.536,94.263,91.395
0,0,0,0,0,0,0,0
7.804,8.554,3.385,4.117,8.421,25.984,34.09,42.416
0,0,1,4,0,0,3,0
1,1,1.908,5,4,3,5.487,0
9.917,7.517,12.207,12.157,10.513,9.591,30.466,18.632
560.812,1195.125,708.103,568.605,661.927,464.394,581.458,367.466
0,0,1.62,0,0,0,0,0
72.699,109.686,71.14,150.328,88.262,93.023,287.164,147.722
0,0,0,0,0,0,0,0
0,6.861,6.473,14.061,13.169,13.197,12.029,3.764
4,9,7,13,4,1,12,7
97.593,175.712,107.004,243.598,151.398,138.537,372.595,170.76
17.524,23.158,18.926,39.223,21.935,13.572,60.72,33.173
0,0,0,0,7.645,6.153,16.971,0
0,12.025,3.487,0,0,5.957,8.694,8.207
20.123,39.657,58.851,101.371,55.879,28.356,67.581,33.723
0,0,0,0,0,0,0,0
0,0,7.04,5,0,0,3,2
5.687,13.182,4.534,10.697,14.043,9.084,16.401,19.169
141.462,1023.521,1452.778,2239.951,338.366,257.309,4460.436,1375.493
0,0,1.902,11.163,0,1,3.851,2.694
1.126,18.082,1.166,1.218,17.79,2.404,3.907,4.054
1272.338,1782.678,1215.105,2919.846,990.164,1220.325,3026.701,2324.25
4.321,6.941,4.049,5.211,1.252,4.992,7.426,5.587
0,0,0,0,0,0,0,0
0,0,0,1.05,0,0,0,0
0,0,0,0,0,0,0,0
223.577,352.522,193.464,415.244,206.711,344.204,648.377,355.526
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
70.068,78,49.909,137.055,49,72.065,140,91
408.541,556.982,467.833,859.147,447.814,502.498,1112.761,510.091
0,7.716,6.547,3.519,1.339,2.52,5.222,6.069
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3.179,3.739,0,1.694,3.772,1.097,6.38,1.967
0,4.271,4.282,9.831,4.079,0,0,0
51,45.323,55,95.852,117.844,71.733,220.884,47.641
97.174,180.374,147.298,243.742,92.25,179.16,242.733,162.004
3.842,3.907,1.764,5.886,5.02,1.974,20.794,19.021
0,24.488,0,4.83,0,0,0,0
0,0,0,0,0,0,0,0
0,42.538,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
687.217,872.346,745.304,1803.847,1229.05,749.92,1871.043,1249.151
85.478,104.076,80.59,178.658,123.389,127.836,250.115,134.344
0,0,0,2.411,0,0,5.23,0
7.41,8.477,3.203,50.127,19.987,13.965,13.438,12.217
352.565,448.878,416.371,644.216,581.06,591.912,1234.329,476.366
2009.49,2914.372,1984.246,4000.633,2806.067,2759.796,4752.081,2091.769
0,0,1.365,1.349,1.382,0,4.194,2.974
0,0,0,0,0,0,0,2.293
2.296,0,0,0,0,4.385,5.659,0
23.594,31.795,18.974,41.178,14.227,29.739,34.776,28.344
0,0,1.613,6.483,0,0,1.545,10.488
21,35,21,19,6,30,45,24
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8.78,3.516,10.522,2.619,14.207,23.796,29.256,29.512
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
13.134,29.81,34.945,65.488,18.194,11.601,83.054,35.116
0,2.286,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,35.439,8,20,16,7,14,14.791
0,4.157,1.026,7.301,3.118,0,2.087,0
4.181,5.64,2.309,4.024,4.066,1.761,7.513,12.697
441.516,630.078,434.453,876.326,429.517,616.036,1479.8,721.186
0,0,0,0,1.158,0,0,0
5.597,25.041,16.46,33.218,24.959,22.672,54.634,41.023
0,0,0,0,0,0,0,0
571.305,1374.374,641.445,981.448,898.402,1084.151,2443.161,979.065
0.988,0,0,1.974,2.001,0,4,1
6.389,0,3.331,18.496,0,4.958,6.552,14.893
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22.457,35.208,61.306,115.663,160.114,47.458,44.593,51.225
11.904,0,16.506,0,9.799,15.838,34.924,0
0,0,0,0,0,0,0,0
1,10,1,3,1,1,0,4
0,0,0,3.724,0,8.716,0,0
0,0,0,1.433,0,2.451,0,0
8.094,14.32,10.706,69.272,6.985,19.473,5.531,22.198
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4.621,5.589,1.375,4.948,7.308,1.249,13.191,9.109
0,3,3,9.491,2,0,1,0
0,0,0,0,55.453,39.142,127.719,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
12,23,13,13,11,22,37,20.394
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
131.667,289.321,177.156,286.158,159.031,208.547,466.051,374.821
2,1,0,11.156,2.01,0,7.032,3.036
15,5.387,6.203,4.753,7.823,0,40.332,22.512
0,0,0,0,0,0,1.855,0
0,8.469,0,0,3.566,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
122.269,113.831,87.042,237.829,115.367,115.928,285.844,216.1
3.086,4.073,8.365,5.1,2.043,6.105,8.162,9.416
40.548,36.995,48.845,68.599,49.907,56.534,139.671,79.947
196.221,369.95,252.195,1107.564,420.913,376.112,875.595,364.941
6.638,1.022,13.66,0,0,6.614,0,13.837
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,1.257,0,0,4.633,0,0,2.697
0,0,3.882,0,0,0,3.894,1.628
0,0,0,4.198,0,0,0,8.416
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
67.742,161.559,66.984,95.936,68.832,122.94,178.559,99.781
0,10.002,0,9.385,6.197,0,0,0
0,0,0,0,0,0,0,0
72.27,118.052,84.511,211.121,129.517,93.068,218.735,90.732
0,0,0,3.115,6,0,2,0
0,0,0,17.433,0,0,19.473,27.824
13.508,0,0,35.877,0,0,12.655,2.679
310.193,338.732,201.108,557.019,488.187,371.304,928.271,440.443
0,2.487,5.044,1.311,9.707,2.401,9.074,4.975
0,0,0,0,0,0,0,1
15.16,16.99,8.268,34.469,7.225,3.186,26.985,11.758
0,0,0,0,0,0,0,0
0,0,6.353,0,1.724,0,6.408,4.117
0,0,2.947,1.305,0,1.3,4.193,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
379.525,461.885,242.078,603.388,270.295,373.034,876.827,486.764
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19.146,38.269,28.58,32.648,34.018,27.446,44.753,19.699
0,0,0,0,0,0,0,0
0,0,5.621,0,4.409,1.85,0,1.946
3.966,0,0,0,0,1.047,6.235,2.425
0,0,0,0,0,0,0,0
0,0,0,0,1.826,0,0,5.054
0,2.104,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3.914,0,0,0,0,0,0,0
12.111,36.128,30.219,25.727,14.663,3.965,46.736,9.524
82.745,69.312,145.849,318.37,43.2,230.262,184.651,163.312
0,59.409,15.177,13.575,24.542,8.595,20.301,29.843
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,40.163,0,33.673,44.092,0,40.342
0,0,0,0,0,0,4.203,1.466
0,4.76,5.705,0,6.723,0,0,0
195.473,253.292,141.784,259.57,179.969,217.408,418.813,152.771
502.057,986.618,629.715,899.759,879.421,742.382,1187.466,522.908
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1.504,5.054,1,3.23,5.023,1.482
105.323,66.238,44.014,224.846,100.693,203.457,312.323,193.336
0,0,0,0,0,0,0,0
0,0,0,10.357,4.029,1,5.145,1.319
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,10.429,4.12,0,0,3.062,6.132,6.25
44.166,66.049,50.486,119.408,60.152,60.071,209.336,85.625
316.557,466.702,304.302,481.668,275.734,131.063,609.904,436.187
0,0,0,0,0,0,0,0
0,9.434,0,0,0,0,0,0
57.299,110.342,87.13,200.314,91.494,103.258,234.382,162.593
95.816,183.777,95.576,165.116,126.215,123.703,441.549,179.034
0,0,0,0,0,0,0,2.432
2,3.005,2,1.698,1.119,0,5.417,1.07
6.582,4.44,7.612,4.89,2.201,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19.04,153.605,47.439,82.304,38.518,61.36,77.586,126.813
58.129,41.074,28.918,70.633,36.857,42.976,127.821,99.942
40.719,105.753,37.34,116.686,39.491,51.528,311.362,168.478
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,3.837,0,0,1.004,0,1.436
0,0,0,0,0,0,0,0
54.976,81.655,67.734,59.898,208.866,15.027,221.209,31.608
135.119,196.805,105.435,265.459,174.465,186.327,636.681,185.298
0,0,3,12.184,0,0,0,0
7.636,7.514,4.43,5.997,8.756,4.321,16.143,1.051
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0
0,0,3.432,0,1.083,0,0,0
0,1,0,0,1,0,0,0
14.3,47.961,15.287,18.63,15.837,13.732,24.494,14.35
0,0,0,0,0,0,0,0
3,3,4,0,0,3,7,1
0,0,0,0,0,0,0,0
5.228,15.596,7.461,14.587,9.385,9.186,7.21,3.075
34.482,0,0,0,10.613,54.998,69.766,0
1,0,0,7,2,0,0,0
0,1,0,4.801,3,0,1,0
0,0,0,0,0,0,1.211,0
0,0,0,0,0,0,0,0
0,1.762,3.396,6.559,3.02,4.747,0,8.609
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25.14,41.033,32.615,264.584,137.4,59.726,96.559,45.479
13.417,0,0,24.816,0,0,0,0
1.988,14.112,0,0,0,1.721,8.511,0
0,0,0,0,0,0,0,0
26.613,31.596,39.982,61.07,37.403,29.737,63.477,23.826
2,0,3,1,2,3.933,11.748,1.239
18.714,57.551,76.292,86.913,19.18,60.731,141.21,79.246
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2.914,11.718,33.049,28.021,17.999,9.718,20.035,13.298
0,0,0,1,0,0,0,0
71.514,59.499,23.589,115.268,5.532,76.63,158.792,55.67
1.035,5.033,0,2.023,0,3.021,9.835,5.151
0,0,0,0,0,0,0,0
379.377,479.737,385.732,419.014,292.756,518.758,719.277,285.465
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,6.618,1.007,1.005,0,4.02
1.815,3.357,1.2,3.839,0,0,7.074,1.115
0,0,0,0,0,0,0,0
2982.476,3848.792,2910,6832.556,1894.439,2556.582,9872.2,5836.294
0,0,0,0,0,0,0,6.124
6.36,11.899,9.957,26.318,12.378,16.361,50.604,20.222
1,1,0,0,0,0,0,0
19.24,31.242,16.343,26.473,23.626,15.606,33.238,19.196
18.752,16.05,12.738,11.297,6.092,16.227,1.329,14.632
2.003,12,6.756,8.657,5.38,2,7,10.001
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5.877,7.975,16.391,34.99,11.02,9.293,29.597,10.377
125.971,68.955,107.302,92.468,57.857,284.741,244.466,200.054
32.097,26.811,45.025,53.822,23,28.424,51.807,11.3
0,0,0,0.932,0,0,0,0
142.318,245.791,96.573,204.668,60.008,114.776,245.511,42.628
0,0,1,2,0,0,1,0
0,0,0,0,0,0,0,0
14.015,0,2.331,0,0,0,10.125,0
61.028,115.51,16.938,7.004,91.924,57.962,216.351,104.699
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
366.951,318.53,294.872,871.989,383.144,245.934,738.435,478.562
0,0,0,0,0,0,0,0
0,0,0,0,0,0,6.11,0
0,0,0,15.409,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13.376,20.712,36.488,9.125,0,12.742,63.499,17.785
0,0,0,3,0,3,2,2
3523.364,5910.873,3967.582,9073.209,5492.457,5521.282,12548.988,5460.015
8.985,0,7.823,0,0,5.673,0,0
0,0,0,0,3.193,0,9.187,1.004
10,41,17,38,11,6,23,18
0,0,0,0,0,0,3.046,0
0,5.463,0,6.354,0,0,5.534,0
0,0,0,0,0,0,0,0
1,1,0,2,2,0,1,0
48.02,52.678,96.629,78.737,83.729,37.773,78.69,72.386
12.335,52.131,17.964,37.148,50.539,10.007,61.345,40.692
0,0,0,0,0,0,0,0
0,1.198,0,0,0,0,2.562,0
0,1.037,0,0,0,0,0,0
0,0,0,0,1.145,0,0,0
10.819,0,0,0,0,0,0,15.081
55.701,219.728,29.152,107.645,141.73,145.047,348.426,44.498
0,0,0,0,0,0,0,0
230.977,457.117,250.373,718.033,380.908,312.563,807.354,452.056
0,0,0,0,0,0,0,0
42.664,164.979,56.325,238.296,154.802,111.829,288.846,168.012
13.947,13.303,18.325,23.793,10.94,15.269,32.06,10.928
53.801,41,20,38.159,26.466,59.345,96.274,69.897
11.661,1.429,5.301,14.078,0,4.154,6.322,0
74.698,82.425,77.611,113.505,72.284,123.316,127.056,159.919
0,0,0,0,0,0,0,0
0,0,2.995,2.996,13.891,2.6,2.384,2.348
3.03,1.632,1.432,3.145,3.267,0,17.042,0
0,229.689,3.174,0,0,69.005,0,138.455
0,0,0,0,0,0,0,0
7.143,1.384,4.349,2.611,0,14.271,9.756,8.569
0,0,2.573,0,0,0,0,0
0,0,0,0,0,0,0,0
252.049,268.108,160.712,268.529,154.98,173.693,438.546,205.344
58.805,143.456,92.725,172.801,112.337,116.858,200.138,88.056
0,0,0,0,0,0,5.099,5.159
0,0,0,0,0,0,0,0
8.125,3.562,4.479,12.768,10.406,10.222,20.372,5.426
0,0,0,0,0,0,0,0
147.682,216.405,130.376,602.401,381.62,268.329,672.304,257.381
0,0,0,1.096,0,0,1.023,0
1,3,3,4,2,1,3,2
13.258,17.362,14.157,16.275,15.366,18.236,36.93,7.654
1.172,8.349,2.272,14.98,10.229,1,42.817,28.212
0,0,0,0,0,0,0,0
91.957,121.723,80.416,129.101,73.113,95.662,178.013,111.794
29.203,43.477,16.914,23.264,14.646,22.147,82.705,28.761
289.127,495.482,288.476,1401.387,275.248,504.554,736.133,461.311
118.148,174.329,110.1,232.111,146.334,179.787,412.441,119.955
8,5,4,9,10,3,21,10
593.828,985.432,633.364,987.621,515.951,747.841,1349.838,764.479
472.369,565.827,416.179,1094.734,625.482,620.911,1363.015,668.76
198.527,278.533,145.16,558.635,325.827,280.618,633.074,341.175
286.091,410.837,307.64,674.631,341.877,405.665,876.091,307.088
510.646,744.881,451.903,1096.282,689.457,679.712,1255.881,551.789
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
181.834,231.341,90.615,244.436,158.906,114.072,299.135,118.886
188.008,243.974,208.532,364.831,253.975,332.219,533.28,239.175
69.544,124.887,86.262,83.989,46.684,125.95,116.096,126.862
157,307,155,161,95,254,416,198.001
1,8.332,4.939,3.11,2,1,22,10.146
0,80.945,27.296,0,0,130.947,0,82.827
5.995,42.962,22.988,24.936,82.256,25.946,107.156,99.812
639.65,1142.744,900.355,1419.523,881.186,908.957,2088.402,936.979
978.202,1764.673,1178.541,1165.059,698.344,1386.815,1756.662,1531.371
7278.221,12815.283,7755.757,6912.403,5254.612,8719.429,11860.425,9477.193
0,0,0,0,0,0,0,0
13134.736,22434.991,15992.144,18349.515,12267.123,16602.348,28488.103,18027.488
9272.925,14342.859,11603.721,14545.454,10163.33,15348.949,23453.5,12843.986
5548.78,8245.201,4795.061,5602.106,3491.694,7974.748,9222.849,4587.573
23591.796,40095.302,25946.929,28001.614,18199.905,35343.675,51782.697,29558.049
13241.647,22555.572,15226.343,18761.261,12939.614,17813.51,30847.452,18291.89
15183.744,23664.632,17485.936,16094.97,8310.692,22425.117,26205.573,18182.351
5317.518,8392.089,6400.572,5726.597,4546.883,7510.223,11187.938,6496.097
127.414,259.042,220.421,223.694,95.247,120.199,384.213,242.234
10319.203,17948.179,11905.109,13522.476,8929.603,15131.031,23728.611,14167.286
14066.092,24007.057,16606.008,21415.551,13784.093,20369.566,31167.969,19933.369
15771.637,27510.023,19538.357,24773.491,15243.285,23212.638,38777.166,22075.297
7978.542,14020.074,9821.377,10074.897,6511.401,10407.109,15201.066,10163.908
9646.353,15982.22,11415.49,10109.709,6354.715,13331.261,16799.883,12486.435
309.626,484.672,390.569,442.926,303.274,342.364,870.381,442.582
217.852,237.44,195.89,217.047,138.932,337.141,372.774,335.462
9814.792,17411.456,12067.495,16659.282,9600.642,14473.487,22079.619,13426.117
5041.88,9483.317,7211.739,8444.301,5562.16,7625.226,12727.761,8008.872
42.05,122.728,35.768,93.999,68.262,85.806,197.813,75.385
211.5,275.857,196.947,425.481,218.605,293.626,534.138,204.798
10234.613,17871.378,13296.103,14612.353,9596.832,14762.859,24084.569,14687.043
10582.875,17678.125,13560.318,18636.438,11218.315,15983.954,28177.982,15893.54
1013.764,2335.673,1249.874,2006.989,1409.802,1460.571,3729.879,1771.726
10076.728,18248.322,12503.763,17490.991,9796.969,15899.197,24493.042,13466.373
24038.05,39328.956,25097.258,20959.066,12690.496,34998.923,43709.917,29643.169
11713.252,20696.408,15472.635,18274.592,12216.581,15976.578,25462.299,16259.521
1530.818,2847.2,1742.016,2717.631,1505.268,2279.959,3538.497,1762.372
2406.613,4061.085,2812.475,5297.032,2549.339,3823.62,5482.694,3458.662
7439.637,12961.402,9630.378,8803.732,6986.135,10491.44,15259.424,10168.043
4176.733,7481.422,5718.513,7622.727,5017.191,6098.907,9876.986,6604.675
520.084,803.896,525.805,977.827,491.116,652.208,1319.262,493.691
2417.566,4506.231,3207.828,6036.351,4046.396,3553.373,7261.749,4003.105
3788.119,6202.26,4400.594,4026.578,3027.741,4710.271,6909.672,4330.58
0,4.237,0,0,1.13,0,0,5.923
1716.66,2311.863,2157.532,3316.732,2106.927,2369.631,4309.011,2619.506
3776.474,5990.306,3719.998,5426.589,3514.873,5774.287,7517.609,4296.779
9578.129,19300.907,13281.038,13636.629,9637.306,13670.156,21763.073,15207.613
3754.423,7305.716,5780.352,7162.656,4452.622,5166.911,8595.745,5570.49
3479.602,5809.085,4568.633,5267.802,3606.457,4717.574,8344.011,4678.913
14.637,14.136,7.918,26.687,23.514,13.072,27.124,17.27
0,0,0,0,0,0,0,0
3196.822,5277.38,3275.001,3796.426,1680.328,4968.005,5954.222,4098.453
14042.432,24333.007,19038.773,28110.247,16427.33,19432.853,33770.322,21153.204
15969.017,28188.234,18866.993,12928.148,7577.426,22739.112,27590.821,19920.305
21446.01,35855.348,24214.554,22472.715,13561.845,31808.888,40507.968,27013.515
18240.926,31572.165,21633.016,15596.739,10564.064,25464.909,35072.201,24187.906
13664.499,23048.19,14920.48,17582.49,9794.891,20542.283,30951.679,18441.825
578.582,1047.644,684.097,1818.801,837.365,1016.786,1885.621,830.297
20371.913,34011.396,21035.357,32416.803,19871.488,24732.668,49469.3,29786.863
13114.5,22804.876,16702.315,15775.968,9724.494,19961.965,27815.05,17751.866
9321.224,15514.381,9948.678,8977.682,4186.553,16243.992,15065.349,10901.381
7846.403,11937.598,7006.192,7011.45,5786.585,13395.234,15627.819,8067.39
7740.027,12828.67,9789.891,12637.144,7604.598,11244.368,16541.809,10672.718
2465.931,3825.274,2531.09,6822.968,3260.591,4798.469,8338.76,4012.167
3144.989,5145.209,3431.041,10884.589,4656.618,5165.322,9291.865,4512.403
516.625,1005.749,644.513,1500.987,699.375,852.243,2011.858,966.535
171.271,363.657,235.742,378.394,295.198,337.851,601.908,304.688
3,6,10,19,10,4,14,8
335.587,479.437,387,601.741,458.803,471.412,1042.239,394.711
375.583,496.722,348.663,638.997,437.157,479.498,725.856,487.17
263.732,487.832,293.602,682.863,361.198,398.91,718.568,331.304
65,87,41.521,130.999,48,84,143,82
941.898,1392.88,978.405,2075.369,1174.41,1285.006,2182.577,1410.412
609.497,1068.243,633.734,1683.057,905.033,959.25,1533.585,666.829
935.874,1360.322,977.166,1790.789,1051.699,1252.874,2306.745,1359.168
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
168.225,221.337,189.174,196.966,182.745,185.566,318.68,244.307
0,0,4.729,17.259,0,0,0,0
22444.782,38392.923,26855.807,30285.219,19978.451,32217.154,48799.329,29580.664
8978.875,18146.605,12211.386,14132.816,11004.209,15104.213,17615.874,12735.606
9712.994,15987.286,11085.299,12608.519,7570.864,13188.811,19480.572,12050.299
2131.443,3049.136,1599.584,2164.206,1297.906,3245.025,3873.226,2391.186
7522.624,13069.414,9404.555,15633.054,9648.228,11013.123,20527.455,11772.469
9242.252,15958.023,11921.836,13328.018,8726.733,13016.427,21916.979,13096.355
11751.655,21665.353,18854.5,15760.858,11251.985,17530.548,27394.973,19587.914
1439.616,2071.971,2532.906,4717.507,1601.335,1002.308,2829.106,2794.508
10549.581,18274.794,16693.425,17371.479,12497.88,18845.625,24673.059,18084.942
7208.955,12170.636,8886.246,13524.503,10771.455,10452.873,21573.311,11977.458
950.261,1458.877,872.337,1368.862,811.467,1360.87,2239.401,1231.139
7275.986,12053.122,8404.531,9334.103,4935.042,10402.394,16801.268,10200.279
10792.979,18492.714,13296.23,17544.585,11729.702,14610.999,27511.009,15179.126
3343.768,5603.55,4801.171,4493.575,3542.54,4330.287,7472.465,4837.806
9334.821,18048.9,12441.248,8472.054,6229.095,12184.773,16640.337,13797.742
13206.08,23108.095,17013.028,18599.072,11559.995,17557.458,27721.518,17098.295
6447.668,12496.236,8699.615,12001.09,7348.808,9706.475,17692.348,10382.721
4040.474,1350.471,2923.379,1921.936,1151.032,3707.41,6291.015,3581.554
638.565,957.006,642.832,1098.812,532.598,888.373,1766.467,870.001
463.153,865.355,590.877,1978.505,1775.344,784.382,2242.031,884.236
501.176,692.865,526.334,820.766,454.336,363.496,561.947,600.127
3128.763,5633.061,5059.874,6684.988,4204.108,3990.182,8071.055,4954.734
1826.439,3269.913,2241.723,2557.008,1726.073,2981.627,4745.016,2248.505
24040.783,37591.181,26485.359,18961.562,12668.494,33149.629,42352.212,29052.31
62.392,126.092,104.198,49.382,42.34,110.116,242.617,135.339
3725.985,0,0,5723.991,3203.37,5661.072,0,5658.97
2,0,0,0,0,0,0,0
6366.959,11221.758,7755.912,7170.171,4866.652,9769.984,13681.655,7115.093
750.653,863.385,362.75,160.697,83.067,521.155,368.206,498.019
6925.197,10690.589,7539.935,14607.707,9140.849,10523.227,19628.768,9858.178
19.367,6.629,1.249,0,8.683,6.749,0,0
239.431,496.865,477.108,565.14,264.202,351.419,936.287,492.811
4016.992,5876.646,4085.549,7789.373,4090.495,5766.4,9982.658,6399.914
8.058,103.771,30.604,90.862,50.549,33.6,97.693,68.176
0,0,0,0,0,0,0,2
863.474,1202.966,762.769,2175.829,934.239,1513.821,2346.733,1092.953
1037.2,1770.5,1076.454,2224.013,1344.155,1819.628,3277.616,1810.767
1182.546,1637.852,972.392,3112.263,1781.925,1376.546,3846.63,1791.353
1,0,0,5,2.911,2,0.988,3.769
815.431,1103.489,692.314,596.502,451.164,931.675,1551.206,759.041
17596.663,29115.438,19978.673,19947.363,11578.952,25632.461,34342.556,22944.445
4831.893,8199.379,8355.836,17082.273,8802.831,16147.431,20371.272,11869.361
7996.004,13885.523,9078.228,11603.039,6487.233,12174.994,18367.91,10924.803
6.776,0,21.457,0,3.138,4.474,17.504,0
0,0,0,0,0,0,0,0
911.003,1435,959,1907,1217,1367.007,3045.776,1655.06
761.159,1067.577,707.513,1243.394,722.243,965.683,2264.313,1253.934
79.941,139,30.015,261.999,149.052,151.227,175.841,99.346
429.567,632.882,394.591,958.436,672.036,581.478,1328.561,553.996
548.363,805.347,599.334,964.743,614.96,779.609,1342.796,656.945
0,0,0,1,0,0,0,0
1092,1654.055,1212.002,2937,1686.38,1616,3668.325,1610
201.666,274.561,134.005,431.227,252.383,243.352,588.637,362.373
1404.773,1924.544,1246.006,2769.005,1647.142,1745.149,3919.778,1914.891
392.848,420.604,290.921,888.216,423.726,366.822,1516.85,632.243
722.425,836.177,775.237,2621.455,1957.069,961.529,5264.818,1700.873
2,30.611,33.671,128.286,35.324,3,0,2
