"SRR26260919","SRR26260920","SRR26260921","SRR26260922","SRR26260923","SRR26260924","SRR26260925","SRR26260926","SRR26260927"
401.921,329.076,215.774,851.695,401.183,469.267,633.414,543.806,542.169
27.05,121,72.21,112.613,129.561,154.944,109.999,181.597,136.255
24.871,20.99,2.838,65.04,25,67,34.619,37.439,25.683
125,118,160,153,78,153,79,77,84
70,73,71,789,542,933,983,803,793
1014,1034.001,861,2102,1005.999,1467,1343,1353,1409
173,181,197,225,182,260,146,156,193
74.345,159.645,111,925.265,642,1050.845,607.127,834.507,789.506
0,0,0,0,0,0,0,0,0
2.429,0,0,5.503,2.322,0,2.246,22.337,15.611
4,15,21,22,28,48,17,37,27
96.067,106.617,66.253,25.141,35.098,43.121,26.387,50.851,16.502
141.91,72.263,87,862.75,323.577,532.545,468.302,577.16,613.796
646,493,359,1287.045,514,773,877,763,802
61,71,33,223,148,194,209,171,200
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
138.63,203.046,149.186,537.644,263.968,429.331,437.23,383.582,307.917
11,12,5.807,23.564,40,5.602,25.048,27.991,22.067
0,0,0,0,1,0,0,0,0
47,118,71,618,475,658,682.004,633,645.944
0,0,0,0,0,1.004,1.125,2.344,0
0,0,0,0,0,0,0,0,0
68,0,0,0,0,226.332,387.576,0,381
5.892,11.869,1,74.702,46.759,62.832,66.078,42.606,41.405
0,6.921,0,3.093,0,24.562,0,10.734,0
0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0
29.51,37.264,26.014,39.523,83.599,83.371,64.449,60.029,93.203
0,0,0,0,0,0,0,0,0
65,34,18,247,50,95,105.159,42,62
1.039,0,0,25.513,7.413,23.218,35.561,36.331,49.09
663,588,527,1525,949,1450,1011,984,1066
0,9.365,0,0,0,0,0,0,0
53,52,25,135,75,116.955,94,89,91.853
16,5,0,6,1,3,2,0,0
16.518,54,4.391,95,31,60,57,38,17.411
53.127,10.596,17.258,70.457,29.84,31.641,44.291,68.05,79.051
0,16,0,112,39,56,78,71,109
399.747,390,301,1275.612,617.826,1052,797.918,830,817.994
0,0,0,0,0,0,0,0,0
28,49,20.531,39,21,28,16.363,29,31
110.95,212,223,291.001,289,379,281,276,284
0,0,0,0,3,0,0,0,0
138,131,50.99,78.179,134.151,79.499,112.858,71.872,85.911
91.415,145.898,100.357,200.284,192.079,298.691,196.431,256.484,175.6
0,0,0,0,0,0,0,0,0
34.511,30.918,15.97,49.381,19.739,40.725,27.107,27.101,17.202
0,101.823,123,89.169,146.38,156.235,44.126,98.781,114.023
0,3.711,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,9.579,0,0,30.456,40.962,66.309,43.862,0
41.35,18.713,58.272,14.355,14.779,25.434,26.071,23.234,42.049
48,31,32,7,3,7,4,9,3
60.24,0,0,0,0,0,0,1.01,0
21,0,6,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0
4,0,2,5.433,3,13.05,6.743,11.83,1.186
0,1,0,0,0,0,0,0,0
0,0,4,14,0,0,4.656,5,5.395
0,0,0,30.977,40,80,80,51,29.601
2,9,5,60,30,48,61,61,66
214.957,308.71,221.458,2111.842,1309.524,3283.262,2925.464,2195.494,2178.445
6.78,1.03,0,0,0,0,0,0,0
0,0,11.474,5.244,0,11.266,4.522,6.878,0
0,0,0,151.084,0,18.382,0,18.771,0
39.577,0,0,15.223,22.841,38.53,31.996,31.812,2.212
0,0,0,0,0,0,0,0,0
98,51.448,9.545,89.582,40.535,93.025,52.437,0,43.167
0,4.268,0,0,0,0,0,0,0
0,7.396,0,0,0,0,0,0,3.99
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
41.415,53.109,36.176,229.697,73.139,133.08,91.292,78.716,107.259
21.408,10.32,19.7,48.344,73.314,64.189,9.342,93.667,67.011
91.528,163.057,239.968,998,673,1072.002,547.83,509.229,719.804
37,78,51,125,99,158,110,128,115
27.552,135,26.718,193.436,145.706,216.351,185.161,195.086,201.345
0,0,0,0,0,11.379,1.075,0,0
31,26.67,20.704,153.138,97.898,134.118,127.389,111.571,159.133
0,0,0,1,0,4,2,3,3
279.93,391.813,138.862,68.063,126,123,157.81,53.036,159.001
1,0,0,4.319,0,0,4.021,0,2
17.268,14.949,27.737,41.424,31.001,16.427,27.017,23.586,10
0,0,0,0,0,0,0,0,2
17.323,73.814,39.314,152.595,44.077,135.68,65.647,43.27,82
2.994,0,7.657,0,0,2.942,0,0,12.324
31.432,43.103,32.907,146.942,136.052,287.634,183.766,223.123,231.438
106.85,159.601,98.696,183.935,79.339,219.329,214.234,184.291,131.358
10,4,6,1.565,7,3,14,11,3.109
1682.053,2136.218,1647.182,4671.243,3394.26,5657.885,4894.667,5141.556,5133.956
4.85,0,0,0,0,0,0,0,0
6,7,5,1,2,3,2,2,2
0,0,0,8,0,4,8,1,0
4.082,16.214,4.09,134.173,50.726,76.279,80.023,73.651,71.083
0,0,0,0,0,0,0,0,0
38.678,31.949,19.724,1,4,0,2.547,0,0
0,0,0,0,0,0,1,0,0
4,13,4,24,29,31.055,17,19,25
146.437,131.719,95.846,1137.123,739.609,1051.657,1214.263,1259.779,1670.606
69,36,28,45,32,65,51,70,75
9,6,4,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0
77,81,80,137,163,273,176.886,160.93,181.99
5688.001,6400.948,5404,4748.334,3265,5078.201,4585,4605.752,4911.685
0,0,0,0,0,0,0,0,0
12,13,7,0,0,1,1,0,0
5,3,2,13,14,18,19,21,21
3,2,6,2,0,0,0,1,1
1723.681,2375.987,2405.225,3711.878,3621.966,5297.53,3260.29,3673.084,3405.454
35.99,0,0,0,35.122,56.906,18.451,89.051,50.266
622,758.231,500.999,1809.024,1746.587,2233,2158.024,2334.155,2163.888
620.112,287.425,292,556.832,121,211.829,215,198.732,227.068
0,0,0,0,0,0,0,0,0
109,99,75,48,11,33,25,21,28
126,150,160,400.276,278,431.716,400,404.912,394
65,53,60,101,63,86,78,71,64
0,0,0,0,0,12.67,0,0,0
0,0,0,10.74,33.007,5.404,25.959,103.979,5.627
41,31,39,23,18,20,11,14,12
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
68.757,83.175,68.023,144.79,56.848,108.905,119.391,132.122,115.877
0,0,0,0,0,0,0,0,0
0,1.535,0,1.513,0,0,3.441,3.5,3.436
41.175,70.898,8.613,3.995,0,9.536,1.713,8.647,0
136,130,119,381.035,205,321,337,304,319
0,0,0,0,0,0,0,0,0
0,0,0,38,22,23,0,0,27
67.001,72,71,107,111,179,160,139.204,144
1066.874,989.557,772.493,129.915,97.947,169.07,167.806,151.955,133.266
31,26.433,23.86,0,2,0,1,0,0
5,4,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
31,24,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
0,0,0,33.837,0,53.95,79.366,77.739,31.246
3417,2626,2034,3677,1107,1689.755,1714,1289.021,1424
82.485,104.652,84.548,123.055,76.29,123.07,119.537,114.052,124.011
51.078,44.737,39.812,15.457,12,17.666,22.636,25,18
56.986,39.562,38,147.923,50.229,117.584,99.635,77.606,70.604
35.608,8.922,11.497,66.925,102.568,123.646,96.85,83.973,122.212
0,0,0,0,0,0,0,0,0
786,911,770,289,176,307,131,122,180
0,14.522,0,0,0,8.868,0,2.843,23.986
54.988,41.411,20.232,55.303,10.097,34.769,24.339,22.074,21.061
5.044,31.81,143.345,79.139,48.896,94.134,56.48,75.198,99.583
0,0,17.85,0,30.975,13.733,0,0,0
55.606,97.476,99.818,52.667,23.748,47.291,44.271,27.311,33.15
134,0,108,135,0,124,92,72,84
0,0,0,0,0,0,0,0,0
0,7.352,55.611,0,40.898,52.01,61.918,72.326,40.428
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
619.309,553.729,399,240.469,72.09,135.206,121,92.613,128
4.55,11.794,36.33,3.598,11.675,3.118,27.339,18.316,37.71
2,0,29.761,0,45.775,67.982,0,0,26.746
0,0,0,0,0,0,0,0,2.421
7,51.766,8.203,46.66,2.542,25.384,21.755,18.085,22.893
300.875,384.195,445.641,312.397,169.211,404.959,222.41,379.671,383.766
2.297,0,0,0,0,26.036,11.74,0,0
0,0,0,0,0,0,0,0,0
161.303,268,189,2069.611,1817.817,2288.672,2835.897,2797.155,2572.84
7.448,4.391,6,85.739,49.501,77.147,37.613,51.619,45.993
0,2,3,5,3,1,4,8,5
4,2,5,8,8,12,6,9,8
272,184,165,40,26,23,42,48,42
439,516,403.001,323,300,560,340,388,470
0,0,0,0,0,0,0,0,0
58,46,38,359.035,195,299,230.654,229.655,400
139,117,83,1009,266,455,490,417,488
0,0,0,0,0,0,0,0,8.251
0,0,0,1,3,0,4,0,1
4.19,49,21.193,0,18.123,0,73.052,24.478,38.008
79.336,42.36,129.021,504.201,350.089,377.079,208.501,126.012,313.955
38,39,22,33,15,29,15,19,27
895.004,1030.586,1225,761,238,413,425,338,272
70.001,113.271,99.436,83.351,98,68.143,67.336,129,106.277
14.563,3.827,8.341,8.435,7.03,3.512,3.33,1.138,3.431
21,22,4,3,3,3,5,5,2
0,0,4,0,0,0,0,0,0
19.415,15.086,12.498,28.5,8.946,59.331,59.904,34.559,31.281
16.763,19.284,3.594,225.94,85.009,189.33,127.812,166.132,118.365
0,0,0,0,0,0,0,0,0
1,0,0,1,6,3,0,1,1
2,8,0,39,12,9,18,9,9
28.75,50.059,41.797,191,39.967,56.798,94.412,38.109,44.409
0,0,0,0,0,0,0,0,0
0,0,0,1.698,0,0,0,0,0
1,2,1,8,3,7,3,10,6
0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,0,1
30.102,30.568,0,100.625,85.94,155.32,133.838,89.508,130.171
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
80.374,64.751,40.101,165.478,99.446,218.15,216.014,348,278.858
8,1,0,127,21,39,48,34,31
0,0,0,3,0,4,1,2,6
0,0,0,0,0,0,0,0,0
47,53,12.264,2,2.039,4,0,3.87,0
0,0,0,0,0,16,0,0,17
91.188,133.598,119.621,411.318,240.584,468.837,312.827,368.541,419.531
0,0,0,0,0,0,0,0,0
113.493,52.188,93,528,160,284.949,701.64,511,488
0,0,0,0,0,0,0,0,0
86.875,48.823,79.903,89.977,50.207,165.939,120.854,80.276,96.656
93,55.001,56,84,101,129,101.999,136,134
378,223,153,218,48.529,180,38.03,120.007,89.241
710.941,702.259,693.649,25.179,11.77,23.883,33.033,41.164,30.662
0,0,4,0,0,5,0,5,0
0,0,0,5.65,1.174,1.316,4.541,4.69,6.883
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
36,45,15,0,0,0,1,0,2
0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0
3,0,0,1,0,1,4,2,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,2.348,0,0,0,6,0,0,8.742
0,0,0,0,0,1,0,0,0
0,0,0,13.694,0,40.528,40.183,139.331,0
0,0,0,0,0,0,0,0,0
0,0,0,0,3.623,0,0,0,0
9,0,0,2,1,3.172,0,0,1.469
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5,20,26,100,103,199,146,142,166
2.544,0,0,9.057,3,0,7,13.044,10
0,0,3.282,0,0,0,0,0,0
49.197,27.232,25.613,90.763,89.564,161.925,93.559,196.083,86.661
8.303,14.318,8.647,34.13,180,245,108.751,74.086,125.737
0,2.774,1.338,12.671,5.189,16.347,9.46,14.874,20.971
36,30,16,13,2,7,11,2,8
0,0,0,27,10,13,5,8,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,2,0,0
2.774,0,0,0,0,0,0,0,0
0,0,0,38,5.876,15,26,25,33.683
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5,2,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,11.088,0,0,0,0,0,0,0
0,0,0,6.458,505.861,6.234,3.026,451.211,0
113,71,66,136.575,26,53,71,64.645,50
0,0,16.548,0,0,1,0,0,0
0,11,0,90,25,69,51,71.921,69
0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0
0,0,65,0,0,0,142.234,0,0
0,2.563,15.771,0,2.193,0,21.292,0,0
10,0,1,0,0,0,0,0,0
8,4,3,2,0,0,5,1,4.303
0,0,0,0,0,0,0,0,0
49.585,78.427,48.306,5,13,12,3,10.065,6
34.641,49.698,191.13,7.964,2.784,0,0,3.97,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,5,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
32,35,38,3,2,1,6,3,1
0,0,0,0,0,9.166,0,0,0
0,0,0,0,0,0,0,0,0
16,38,32,116,94,185,150,134,158
15.483,0,17.583,104.817,46.31,41.488,97.356,38.97,72.32
1,2,6,0,0,0,0,0,0
132,218,248.993,364,296,460,473,399,439
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
16.978,34.284,0,20.716,43.629,28.828,37.5,29.074,18.685
0,0,0,0,9.441,0,3.762,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
9,16,3,38,19,24,53,24,51
0,0,0,0,0,0,0,0,0
3.89,0,0,3.008,0,0,0,11.654,0
0,9,3,32.001,10,28,24,15,5.556
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,4,4,4,1,2,7
0,0,0,0,0,0,0,0,0
178.778,333.432,231.097,2000.079,1724.687,2622.367,2666.779,2565.979,2600.036
58.999,3.274,23.279,320.146,264.343,129.91,319.464,261.398,544.349
28.874,37.122,52.544,217.556,117.001,170.441,285.867,221.609,248.741
0,0,12.592,0,4.111,0,0,0,0
0,0,0,0,0,0,0,0,0
135,113,88,312,250,337,271,303,336
88,56,80,484.483,286,367,448,389,395.386
89,114,82,139.267,52.646,107.003,100.873,113.559,132.887
40.965,16.04,0,119.615,0,85.559,86.355,63.16,111.432
0,0,0,0,0,0,0,0,0
0,0,10.587,68.984,28.274,116.126,103.324,147.681,102.253
0,4,1,1,0,0,0,1,1
0,0,0,50.604,0,37.736,54.869,3.98,15.399
0,2,0,4,6,0,4,1,1
0,0,0,0,0,0,0,0,0
10,21.46,14,104.539,63.615,101.949,102.791,116.902,68.813
4.138,0,3.122,24.025,9.374,29.876,19.091,31.437,6.14
21.539,0,0,0,0,0,0,0,0
35.113,18.004,16.497,94.279,21.474,99.892,109.693,97.948,118.087
5,12,1,31,10,34,20,18,25
174,173,212,591.772,445.668,744.262,572.832,585.533,583.081
118,158,124,300,265,442,427.004,390,385
802.162,2183.227,2104.127,330.73,1505.958,2731.209,3116.586,2295.195,2455.081
0,0,0,0,1,4,1.303,0,1
1,0,0,0,0,0,0,0,1
118,108.11,92,317.954,100.678,225.062,173.474,159.186,176.552
26.029,47.536,29.937,65.993,46.006,82.474,39.629,72.483,83.134
0,0,0,0,0,0,0,0,0
33,51.968,18,242.518,205.773,291.642,273.028,394.666,338.736
42.825,3,0,7,0,0,3.039,0,2
1039,2120,1716,1963.001,1101,1820.001,837.999,932,1096
0,0,0,0,0,0,0,0,0
0,15.662,22.316,2.685,29.627,54.777,33.816,41.268,32.959
0,0,0,0,0,0,0,0,0
0,0,2.578,2.019,9.896,0,0,4.374,0
0,8.038,0,0,0,16.746,100.254,0,0
2,1,5,4,0,5,0,5,6
0,0,0,0,0,0,0,0,0
0,0,0,269,0,0,149,0,0
796.041,748.104,570.36,565.85,412.678,653,523.494,650,718.124
58,106,125,187,122,219,190,130,155
70.711,61,17.226,212.735,26.596,80.875,43.968,50.591,62.601
9,1,4,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1
231.337,416.429,228.332,2146.78,716.866,1516.577,2671.479,1884.996,1374.322
178.593,167.476,167.818,48.876,33,31.857,0,40.034,36.397
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
8,5,3,1,8,0,2,3,2
24.271,25.774,24.499,10.125,7.914,5.726,4.049,3.671,3.597
17.778,0,0,0,12.108,18.89,0,23.489,0
35,20,23,248,91,171,78,118,106
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
65.085,61.696,200.901,8.561,12.115,260.551,3.047,2.728,3.781
2,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0
9,1,0,3,5,7,9,16,15
1,4,5,7.001,6,18.164,6,3.069,6.09
31,0,35,292.606,118.453,250.394,179.785,139.222,199.155
5.81,34.147,92.765,30.497,51.14,33.776,30.849,15.496,44.181
180.949,397.962,298.954,1400.369,1198.046,1807.854,1429.938,1411.559,1460.869
25,65,48.237,128.252,140.031,235.847,186.562,207.194,188.055
0,0,0,0,0,0,0,0,0
10,4,2,0,0,4,0,1,0
0,6,0,2,0,0,12.085,6,4
2,0,0,0,0,0,0,0,0
0,0,0,0,68.988,0,0,0,0
0,0,4.859,16.231,16.15,86.955,72.689,21.003,42.796
0,0,0,10.494,0,5.873,3.731,0,10.048
0,0,0,0,0,0,0,0,86.111
49.48,104.416,50.28,348.972,178.88,379.479,318.833,271.869,370.056
0,0,0,0,0,0,0,0,0
24,33.816,38.42,165.344,113.892,179.938,142.335,193.799,175.952
0,0,0,0,0,0,0,0,0
10.899,19,20,42.205,24,33,27,27,22
6.052,3.021,3,4.018,2.028,6.276,2.018,3.058,0
0,0,0,0,0,0,0,0,0
0,67.773,97,19.908,0,103.303,0,102.942,0
0,0,0,2,5,1,0,0,0
131.327,176.755,119.013,213.741,163.863,272.508,324.153,350.03,345.732
8.431,14.175,7.934,0,0,0,0,0,0
165.61,521.416,142.265,333.572,272.692,464.114,335.465,371.781,206.221
0,2,0,0,1,1,2,1,1
0,32,0,86.465,6.896,174.333,150.642,136.692,142.517
0,0,0,0,0,0,0,0,0
211,88,78,702,183,356,307,272,297
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8.644,0
15,6,0,27,10,13,16,20,20
49.471,10.359,29.319,150.017,52.537,86.797,97.14,69.464,100.422
118,57.785,54.631,503.216,151.661,348.999,350.093,278.98,197.416
346.957,212.218,133.135,226.592,50.787,86,63.882,56.078,95.15
0,0,0,0,0,0,0,0,0
12.07,0,0,24.659,5.636,7.943,1.535,7.344,17.933
245.558,289,238,878,548,797.7,798,803,890
259,252,182,117,44,77,74,58,63
0,0,0,0,0,0,0,0,0
17.082,0,0,0,0,18.417,21.91,25.436,12.222
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13.845,5.169,5.794
265.001,295,308,799.009,599,802.999,871.001,892.001,937.999
7.331,16,28,12.089,14.553,37.305,25.866,19.41,41.767
0,2.411,0,0,0,0,0,0,0
4.969,18.622,1.516,23.685,9.557,22.522,21.37,50.042,27.575
11.352,36.628,6.724,26.799,9.34,42.494,14.368,2.885,16.608
709,734.001,510,1134,1022,1341,1359.986,1352,1332
0,0,0,0,0,0,11.744,0,0
171.512,216.97,164.442,922.919,506,791.736,677.468,723.504,756
58,72.144,50.835,463.001,346.801,537.342,583,585.097,606
366.801,329.505,335.873,132.312,124.635,87.993,96.462,143.539,147.465
0,0,27,0,0,80,75,76,0
62.707,23.15,0,42.587,25.405,23.287,78.611,19.291,20.657
0,0,0,0,0,0,0,0,1
246,377,278,606,378,568,526,501,520
25.381,14.304,25,16.206,20.256,32.649,31.172,29.136,25.131
135.141,131.827,141.34,86.582,100.422,138.699,91.14,95.245,110.11
25,47,25,109,72,135,143,97,125
8,11,0,0,0,0,0,0,0
0,12.004,0,368.34,59.849,47.703,133.924,117.037,56.429
63,86,62,240,170,194,239,179,172
0,0,0,0,0,0,0,0,0
179.848,249.201,201.778,442.884,123.043,369.86,318.962,313.103,242.168
214.351,377,255,1386.905,1084,1584,1385.257,1481.719,1575.415
1,5,12,47,29.377,39,36,35,38
269.196,188,131.84,324.184,98.599,171.914,135.14,135.302,148.578
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,3,0,0,135,0,0,107
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
53.721,23.537,33.492,132.154,86,86.485,98.535,114.333,77.964
0,0,0,0,0,0,0,0,0
2,8,0,0,0,0,0,3,4
34.019,71.168,146,115.985,103.826,111.621,64.537,89.329,101.923
0,43,0,153.82,63.545,105.552,139.552,0,133.18
0,0,6.773,0,1.023,0,0,0,0
26.27,54.74,72.727,400.312,340.977,521.823,373.765,481.365,404.603
0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
29.999,38,35,271,131.001,155,184,158,190
19.714,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0
14.213,6.917,6.84,9.535,0,36.593,26.447,25.968,0
454,607,439,2395.908,1707.017,2588.337,2441,2305.198,2403.744
63.362,156.287,104.825,209.022,29.633,110,106.443,81.302,71.894
3,0,4,23.186,50.785,18.134,332.06,173.567,216.002
2,2,2,0,0,0,0,0,0
52.81,131.338,152.953,110.033,195.514,451.296,76.596,191.789,137.706
2.006,0,0,0,0,1.007,0,0,0
2,0,0,0,0,1,1,0,0
30.305,15.289,36,271.022,77.742,261.261,398.775,403.581,331.55
19,71,67,408,487,550,501,529,490
0,0,0,0,0,0,0,0,0
105,54,30,826,168,287,247,216,264
1.016,39.783,7.673,213.555,186.955,252.983,149.16,71.052,291.032
1.088,17.466,12.607,20.263,12.42,16.012,5.175,6.308,6.705
500.618,483.256,405.581,932.24,565.94,743.759,1075.734,993.885,1133.602
49.795,24,14,84.999,29,62,106.001,71,79.207
6413.848,7312.652,6241.281,7873.413,5713.068,8919.928,11449.527,10966.536,10978.371
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
140.14,120.457,60.091,297,70,112,152,125,149
0,2.467,0,5.487,6.723,13.85,2.401,4.189,5.927
0,0,0,0,0,0,0,0,0
261,182.895,202.756,35.592,30.09,67.602,62.175,70.775,81.521
0,0,0,0,0,0,0,0,0
13.351,50.4,25.498,243.002,144.277,186.574,117.9,135.719,152.514
4.208,28.031,35.931,3.511,4.075,0,58.647,0,0
14,14,5,18.421,17,44,17.617,26,28
0,0,0,0,0,0,0,0,0
0,0,4,6,4,6,4,4,3
14,13,16,78,69.923,134,123,119,131
4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
393.295,679,478,543.631,452.114,614.006,756.16,789.297,771
66,85,61,600,316,553,585,582,657
0,0,0,0,0,0,0,0,0
0,0,0,3.776,0,0,5.628,3.432,2.162
28.772,39.907,52.701,90.034,56.278,119.416,146.132,101.49,124.306
0,0,0,0,0,0,0,2,0
116.795,285,160.412,1349.455,949.746,1503.911,1695.158,1846.86,1701.302
14,7,14,0,0,0,0,2,0
0,0,0,1,0,0,0,0,0
0,0,0,0,16.058,0,0,0,0
3.452,0,0,0,9.638,3.952,0,21.09,12.244
1385.193,2057.288,1384.63,1140.808,569.963,1350.437,1690.097,1344.028,1391.164
0,0,0,1.054,0,0,0,0,0
0,7,1,0,0,2,1.272,0,1
1.545,1,7.802,2.675,6.477,8.607,0,6.027,3.187
163.999,127,83,197.272,87,170,98,80,76
26,3,14.572,23.001,15,13,30,43,29.001
0,0,0,0,0,0,0,0,0
712,1301,1116,744.921,1108,1345.134,838.496,973.98,915.944
2,1,1,0,0,0,0,0,0
6,0,0,36,3.602,0,34.873,0,13.814
1.958,4,0,0,8.46,8.238,12.948,23.332,39.101
225.344,361.743,184.976,882.644,1129.481,1373.086,1124.141,1113.679,1299.05
0,11,13,32,22.665,54.533,42.383,30.929,30.953
0,0,0,2,0,0,0,0,0
1.565,15,1.584,3.718,0,9.189,0,10,4
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,2,4,0,0,0,0,0
22,16.093,20.074,164.238,27.097,56.143,61.093,52.114,62.136
0,5,2,0,0,0,0,0,0
214,231,202,10,7,17,6,9,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
69.098,52.802,38.719,2,0,0,3,4,0
0,0,0,0,0,0,0,0,0
0,4,0,18.671,0,34,0,7,0
25,31.001,48,103,80.986,116,73,87,92
41,34,37,43,31,81,48,67,60
4,3,3,0,0,0,0,0,0
395,241,238,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
9.028,23,0,0,0,0,0,0,5
34,21,15.422,0,0,0,0,0,0
4.283,0,0,0,0,0,1,0,0
0,4,0,0,0,0,0,0,0
8.208,10.433,13,24.533,30.96,43.262,219.683,15.603,134.014
4,1,0,0,0,1,0,0,3
0,76,0,0,0,0,0,0,0
0,0,0,116.91,200,33.585,158.455,114.713,158.013
0,0,0,0,26.023,73.395,74.514,0,0
0,0,1,0,0,1,1,0,1
251,315,185,2869.035,1370,2139,2000,1857,1985
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5952.356,8871.262,7352.1,13711.571,8643.217,13234.446,17931.151,17757.048,17914.535
369,216.704,228.965,921,452,733,531.66,591.819,506.129
20.874,0,1,29.516,7,34.822,7,22.461,8.337
0,3.896,0,1.424,0,0,6.001,1.246,4.921
40,51,27,2,2,6,1,4,2
22.832,43.369,33.925,9.36,6.189,5.671,0,13.415,0
0,0,9,1.227,0,1.226,10,0,4.044
47,49,43,3,1,10,9,0,7
0,0,0,0,0,0,0,0,0
222,286,203.521,295,249,479,257,320.999,264
0,0,0,0,0,0,0,0,2.049
5,12,15,95,24,37,58,49,43
0,0,0,0,0,0,0,0,0
70.455,53.615,0,436.914,142.018,513.546,665.017,387.634,542.436
100.966,141,127,577.416,575.502,939.187,1129.717,1012.598,1053.964
0,0,0,0,0,0,0,0,0
0,0,0,7.285,0,0,0,0,0
0,0,27.972,110.98,0,53.277,24.191,0,26.593
324,510,383,415,285,416,254.538,291,332
158.736,175.443,263.852,146.259,69.551,59.419,0,0,61.134
0,0,0,0,3,1.32,0,0.762,0
1,0,0,0,0,0,0,1,1
1.364,1.335,0,1.875,0,3.106,1.43,9.434,9.753
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,4,1,1
0,0,0,0,0,0,0,0,0
0,8.599,1,232.563,53,117,66,47.389,78
4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,18,0,0,0,0
218,279,284,368,240,365,321,377,315
