"SRR26260919","SRR26260920","SRR26260921","SRR26260922","SRR26260923","SRR26260924","SRR26260925","SRR26260926","SRR26260927","SRR26260934","SRR26260935","SRR26260936","SRR26260937","SRR26260938","SRR26260939","SRR26260940","SRR26260941","SRR26260942","SRR26260943","SRR26260944","SRR26260945","SRR26260946","SRR26260947","SRR26260948","SRR26260949","SRR26260950","SRR26260951","SRR26260989","SRR26260990","SRR26260991","SRR26260992","SRR26260993","SRR26260994","SRR26260995","SRR26260996","SRR26260997","SRR26260998","SRR26260999","SRR26261000","SRR26261001","SRR26261002","SRR26261003","SRR26261004","SRR26261005","SRR26261006"
1.616,0,6,2,7,1.293,5.761,0,5.56,547.446,549.65,739.071,828.001,844.589,2128.389,1370.866,2124.909,2548.15,2332.671,3086.251,2168.025,1226.549,1788.982,2335.874,1445.696,531.274,1575.263,378.032,234.55,311.105,361.468,374.931,4549.399,3049.233,6146.968,5177.817,4535.404,6068.803,4296.068,4824.627,3423.773,4803.938,3294.117,3959.831,371.334
0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,1
19,15,8,2,3,5,0,5.063,2,7,10,9,1,3,0,1,0,2,1,1,2,1,0,3,1,8,0,0,1,0,2,4,4,2,6,1,5,3,5,1,0,4,0,4,3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,134,55.552,460.055,291.451,471,435,360.252,412,38.55,55,57.799,64,51,262.928,177.475,209.936,226.231,245.066,261.57,188.698,96.912,233.877,233.98,117.043,56,154.319,20,21,7.119,9.22,18.001,258.995,263.541,459.502,335.19,312.384,373.035,370.016,360.284,307.098,320.867,214.12,312.595,22
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,120,115,750,736,855,856,1028,1131,23,43,32,24,31,152,193,187,185,224,223,143,147,174,192,116,29,146,15,20,15,9,16,305,218.022,520,317,306,364,354,367,319,358,295,297,20
38,0,14,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,1089.001,758,2444.872,2667,3683,3377.001,3866,3616.001,89,86,87,92.477,80.999,170.001,213.962,221,276.737,279,308.022,225.001,209,274,317.948,184,59.001,197,36,43,37.839,31,38,410,304,652,420.074,404,504.94,490.999,583.001,456.999,534,392.805,448.955,37
0,0,0,0,0,0,0,0,0,0,13,14.377,4.582,0,25.706,35.643,56.847,46.591,105.259,19.443,23.636,19.544,50.195,52.713,47.26,0,4.869,8,0,0,0,0,97.82,75.101,138.64,128.374,106.088,89.681,111.257,79.766,17.713,117.262,110.67,93.653,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,99,75,519.284,575,740,797.684,878,877.001,32,29,25,27,27.001,74,113,97,85,87,82.001,89.001,67,86,97,74.999,27.999,95.001,14,15,13.001,12,11,143.001,119,212.048,167,130,185,213,195,157.91,217,153,182,15.999
4.445,0,0,0,0,0,0,0,0,37.842,45,60,54,12.088,438,154.55,319.606,422.694,452.98,562.001,341.395,197.753,322.947,348.742,241.414,23.319,263.409,2.141,14,2.865,26,23.83,643.016,487.67,892.661,653.83,672.951,691.734,647.45,690.494,476.28,744.313,542.459,668.327,14
1,9,0,1,0,0,0,1,0,3,3,1,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,2,0,0,0
0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,341.588,900.235,0,797.571,1367.176,1437.8,1353.066,8.486,8.754,120.675,64.048,78.489,600.718,478.884,634.799,797.766,637.863,843.505,588.922,479.629,639.012,704.179,431.298,8.643,480.034,24.744,6.921,0,6.027,5.726,983.775,726.635,1491.318,1035.548,852.081,1316.394,1147.468,1335.049,955.659,1192.626,927.915,1173.081,11.179
0,0,0,3,0,0,0,2,0,2,2,1,2,1.225,4,2,3,1,0,0,1,0,0,3,0,1,0,1,0,0,0,0,3,0,10,2,2,2,0,1,0,5,0,1,2
36.014,29.813,0,64.943,9.932,41.891,12.759,12.258,35.809,13.937,6.364,12.079,19.453,24.461,55.171,34,44.352,71.602,56,81.671,34.462,27.662,36.849,53.846,27.793,7.683,54,6.359,9,11,9,1,89.842,50.802,108.521,97.163,84,79.794,75.512,85.699,52.251,75.073,48.025,79.477,0
1.855,3.901,0,2.897,2,5,0,1,2,2.98,7.683,0,7.461,3,0,1.177,0,5,0,0,0,3,1.735,2,5,0,4,1.734,1,1,2,1,3.765,2,4.628,4.379,0,5.136,5.507,6,0,5,0.761,4,0
0,0,0,0,2.214,30.781,14.728,0,2.466,2,0,0,7.456,0,0,5.973,5.874,11.98,2.45,0,8.683,20.573,7.258,2.15,7.888,0,11.291,0,0,0,1,0,21.076,13.672,43.757,0,12.143,5.041,17.847,12.349,15.973,36.15,11.616,30.826,3
194.438,392.022,243.946,1404.861,1438.145,1739.921,1518.265,1635.862,1628.969,9.824,23.784,1.204,17.691,4.499,125.299,143.398,114.844,163.322,162.294,208.758,116.132,89.531,108.984,167.32,66.348,10.361,127.925,1.147,2.819,9.175,1.124,0,146.469,138.27,307.179,220.425,193.449,257.85,209.669,262.537,172.734,211.07,153.744,242.531,1.434
1,0,0,1.25,0,0,0,0,4.815,1.425,4,1,4,1,0,9.206,10.412,15.857,16.187,15.741,10.485,0,15,0,18,3,8.101,0,2,0,0,2,41.316,1.393,44.43,6.497,18,23.964,30.823,23.465,5.248,6.721,3.522,27,2
5,17,3,40,51,96,79,90,83,4,0,3,7,6,5,22,10,17,18,18,6,13,15,11,11,3,10,0,1,0,0,1,14,10,34,19,16,23,24,15,13,18,12,17.048,1
166,284.377,203,677,560.73,904.092,785.468,809,772,23.999,25,34,14.558,29,112,108.262,129,163,143,158.999,125,84,114.657,123,90,15.419,112,11,13,7.999,9.707,7,242,173.001,373.737,259.686,229,284.326,268,262.209,210,239.96,175.961,243.003,5
0,0,0,33.727,25.774,90.55,86.124,86.115,48.157,14,3,12,20,7,63.026,52.08,55,77.999,79,82.953,54,45,54.968,96.044,46,9,52,9,1,9,8,4,98.234,76.082,173.323,126,107.232,167,114.4,123.862,136,128.809,84.566,147.059,7
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,10,0,0,6.185,5.911,3.635,1.219,2.49,0,0,0,5.17,0,0,0,0,0,0,0,8.594,0,1.224,1.251,3.519,1,0,2.201,0,0,7,0,5.162,0,0,0,0,0,0,2.353
0,15.826,0,169.648,95.165,206.285,93.615,321.187,197.788,4.625,29.618,43.039,28.27,5,567.578,420.542,547.131,813.092,608.079,891.693,619.681,481.398,706.977,807.146,448.247,8.861,512.333,8.796,1,15.417,24.139,3,1117.362,798.178,1584.18,1195.58,1000.284,1292.443,1289.465,1338.011,1096.367,1409.068,924.765,1267.081,5.805
12.725,0,10,29.156,24.961,40.977,42.181,22.659,39.977,44.626,39.849,39.327,49.154,37.585,71.113,66.351,107.836,27.211,97.69,125.757,50.809,45.532,90.996,40.421,26.582,48.712,49.368,12.266,10.108,27.272,7.925,19.218,124.151,88.136,216.835,90.353,173.472,182.466,90.399,148.765,109.774,123.884,149.847,129.001,14.131
0,0,0,0,0,0,0,0,0,8.34,14,0,2.462,7.001,0,1,0,1,0,0,0,0,2,0,1,3,0,4,3,1,0,1.69,1,0,0,0,5,0,0,1,0,2.532,1,0,3
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
17,45,14,71.999,57,105.001,100.001,82,75,50,70.999,62,69,64,94.999,93,95,135,145.999,129.999,83.001,57.999,65,142,63.001,48,65,25,29,15,21,25,144.024,115,232,185.999,178.001,246,173,185,117.001,171,141,142,31
0,0,0,0,0,0,0,0,0,8,12,2,5,6,1,0,0,0,0,0,0,0,0,0,0,7,0,8,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5
31,16,35,2,0,0,2,1,4,40.041,55,52,65,66,2,1,4,4,2,6,4,2,4,5,5,47,4,35,38,33,29,21,7,7,8,4,4,8,7,16,6,8,7,6,27
47,53,47,241,115,123,177,134,159,40,36,47,30,43,181,140.096,198.999,194,167,256,170,139,188.999,184,131.058,48,114,20,32,15,16,22.999,369,269.999,507.999,423,357,458,471.001,444.999,350.001,412,292.001,334,25
15,58,36,138,162,201,196,185.943,160.975,0,0,2,4,0,7,35,22,12,29,18,18.52,17,35,16,5.806,3,13.311,5,1,0,0,0,8.09,19,33,10.833,24.905,23,24.915,34.635,20.999,8.351,20.977,16.209,1
0,0,0,2,2,0,1,0,0,3,3,0,1,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,0,1,1,1,1,0,3,0
5,24,1,17,20,26,14,18,16,6,4,14,9,7,1,1,1,7,3,1,3,4,7,1,1,11,0,3,4,1,2,3,9,2,7,8,3,7,9,6,4,6,5,2,9
0,0,0,1,1.034,18.239,0,0,0,0,0,4.428,3.491,20.333,102.797,60.607,47.417,81.241,119.328,120.939,81.112,37.789,54.222,99.451,54.235,17.569,26.76,2.344,0,0,0,0,173.986,82.254,140.935,154.137,102.186,213.255,158.095,152.302,103.307,126.064,143.861,92.507,0
20.815,22.005,33.75,102.309,43.67,52.766,86.381,85.852,90.832,20.968,23,18,29,23.39,92.685,61.153,64.691,80.378,93,67.785,44.264,44.153,39.568,80.003,32.992,31,53.039,12,13,8,19,12,172.394,80.168,161.125,133.227,127.208,166.108,129.84,159.549,135.418,163.391,94.266,132.173,15
13,0,4,229,78,104.303,103,99,122,1,10,5,2,8,23.018,66,76.999,89,98.999,118,48,45,51.607,61.922,51,10,52.001,2,7,3,6,0,129.657,114.073,157.156,159.975,139.984,170.295,144,113.262,146,161.001,91.544,128.258,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.882,266.175,79.589,79.21,12.42,0,0,80.73,48.583,78.545,152.119,292.507,143.09,375.449,794.095,1042.09,1194.964,1559.903,1173.337,1581.89,939.559,931.441,922.993,588.17,257.782,181.465,439.148,44.753,110.431,106.286,63.535,31.3,1738.893,1406.635,1972.166,1641.913,1804.68,2564.822,1538.961,1346.86,1140.573,1639.667,1111.892,957.047,77.611
42.724,56.1,23.908,309.1,158.549,219.656,169.068,248.712,253.146,16.054,24.153,26.038,19.085,13.742,224.308,128.703,187.95,252.179,196.808,264.292,168.418,168.667,137.393,196.22,124.117,11.11,126.73,7,10.346,18.392,0,20,329.064,245.04,571.164,381.971,337.424,498.06,346.519,329.111,252.444,378.262,337.772,363.461,19
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222.201,184.03,224.931,3.599,0,0,0,1,1.005,65.797,221.155,187.602,168.588,197.453,1310.59,864.761,1253.193,1528.187,1335.343,1723.991,1068.045,839.602,1138.311,1300.514,759.847,110.756,794.199,5.58,37.104,113.869,84.498,69.342,2215.531,1571.312,2923.391,2335.286,2039.411,2856.502,2127.568,2408.422,1754.171,2337.539,1733.954,2147.07,16.596
0,0,0,0,0,0,0,0,0,0,0,0,0,1.119,0,0,0,0,2.547,0,0,2,0,0,0,0,0,4.322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,26,8,2,3,0,3,1,1,61.631,35.999,36.637,62.448,31.132,4.016,5,2,2,6,6.269,4,0,6,0,1,56.302,0,21.442,26.616,22.681,22.839,16.301,15.685,7,9.259,2,13,5.328,1,3,14,3.37,1,4.056,26.912
92,25.806,32,536.752,225,315,313.416,346,379.369,48,41.491,36.166,52.999,38,115,122,136.087,135.614,109.001,128.471,117.099,76,97.874,107.693,99.053,39,64.999,27,29,15,20,18,290.288,150,345.767,217.218,214.44,266.455,219.128,235.545,218.328,228.26,198.489,213,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.236,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
36,57,21,233,102,146,191,157,195,6,10,10,10,12,88,57.001,83.999,105.999,89.999,118,78.001,69,64,111,65,9,63.001,8,2,10,5,5,170.001,129.001,263,187,174,210.569,174.999,214,141,219.001,138,201.872,9
0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,1,2,0,0,0,0,0,3,1,3,0,2,0,0,1,0,0,2,0,0,2,3,0,1,1,1,2,1,1
1,0,20,2,9.78,4.521,4.948,1.414,6.506,16,16,5.93,17,15,5,0,0,1.78,1,1,7,0,0,0,0,10,0,7,6,5,6,6,0,1,10,0,0,4,1,4,4.059,2.417,0,1.139,5
36,76,48,310.968,492,585,434.996,568,569,7.836,11,8,9,8,80,100,90,137.819,134.84,120,51.935,57,73.765,111.909,44,6.876,76,5,5,2.804,2,3,185.85,88.966,229,215.856,220,235.618,203.985,231.9,152,211.42,131,164,4
0,0,0,106.975,0,58.408,11.797,26.075,8.432,29.507,17.962,45.04,34.27,34.653,81.929,150.33,165.304,210.091,210.74,195.613,105.602,92.331,80.219,174.296,56.265,33.601,117.03,9.506,6.077,8.159,6.809,11.601,100.239,127.896,243.542,236.927,260.739,358.036,233.031,216.555,142.635,220.65,131.481,131.178,11.336
146.544,171.065,143.577,1387.972,1137.258,1384.477,1384.946,1684.242,1974.528,6.389,22.707,24.604,17.248,25.095,91.35,98.105,130.119,125.07,123.732,114.016,78.859,64.051,97.967,114.564,46.231,24.114,66.417,6,14.325,13.452,5.13,6.363,197.266,160.99,340.679,297.935,196.91,273.019,258.258,331.16,238.313,266.659,184.715,240.135,14.401
1084.187,1000.193,1526.845,1309.393,1163.677,1054.028,1483.391,1798.081,1361.102,123.206,25.821,232.465,242.884,143.4,727.268,653.128,703.62,824.999,913.233,803.126,581.556,491.223,880.117,804.804,456.25,55.782,578.533,66.25,47.218,55.529,7.049,79.771,1001.668,905.612,1644.278,1141.293,858.815,1353.344,1298.44,1322.622,988.696,1153.439,877.233,1083.966,52.929
0,1,1,0,0,0,3,6,2,0,4,0,0,1,2,1,2,2,2,2,1,1,3,1,1,2,1,0,2,0,1,0,9,1,4,2,3,2,3,1,2,1,4,1,1
105,81,74,126,6,85,34.874,93,108,62,70.026,102.999,70.389,98,175.01,82.694,188.787,214.655,196,277.524,150,89.825,152.232,270.468,132.697,46.31,146.999,32.086,37.461,10.072,49.395,40.874,416,236.767,398.602,395.792,318.999,391.501,335.218,340.881,268.21,399.335,235.854,321.011,39
9.984,16.87,14.615,151.626,66.651,103.111,154.97,137.929,134.737,7.052,1.168,13,12,8.864,76.362,68.867,92.079,103.194,92.278,112.711,80.714,67.539,136.841,151.644,81.839,9,84.87,7,4,9,4,3,162.405,127.808,245.196,188.803,192.674,206.427,208.437,252.506,154.507,240.055,184.648,198.673,9
0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,0,27.346,0,0,0,0,0,30.713,10.067,63.65,37.922,42.258,403.107,174.349,389.456,628.377,568.992,557.551,374.631,238.409,401.372,563.602,294.641,33.696,295.167,17.292,19.439,29.943,36.471,17.312,1019.992,542.11,1045.288,1003.485,922.937,1021.106,876.853,931.526,582.517,1071.847,791.168,894.728,25.133
0,15.009,0,203.64,219.274,234.879,122.932,100.271,119.087,7.474,0,62.61,34.08,18.691,0,0,0,0,0,0,0,5.762,0,0,0,0,10.915,30.075,0,0,0,27.53,8.648,4.952,0,0,5.064,39.436,26.264,0,0,0,2.821,0,22.147
0,3,0,2,0,0,0,0,2,2,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,2,1,1,2,1,0,0,1,0,0
6.081,0,0,10.821,34.837,15.468,11.439,21.545,9.37,8.917,1.529,1.882,1.388,5.43,50.119,31.447,18.048,78.36,44.066,51.507,29.832,14.369,26.688,53.179,16.097,1.548,20.856,1.588,0,1.449,0,1.369,65.717,39.305,62.207,47.926,68.605,81.257,47.992,87.477,65.644,78.027,13.893,68.986,0
108,74.62,71.599,285,188,268,232,235,352,0,42.82,56.766,60.924,44.48,98.573,90.201,46.633,161.176,129.781,139.155,74.568,57.742,120.479,121.158,91.191,46.735,69.498,22,28,33,0,38,214.993,181.254,254.832,194.452,179.335,235.191,157.899,178.355,194.232,209.56,146.849,169.233,0
15,0,0,0,0,0,0,5,9,0,0,0,0,0,11,0,0,0,0,5,0,0,8.617,0,0,0,9,0,0,0,0,0,30.482,0,26.871,7.778,9.327,16.09,30.888,39.087,33.875,0,10.995,0,2.878
0,0,0,0,0,0,0,0,0,128.313,258.894,238.579,264.477,275.994,1338.778,942.328,1154.765,1499.823,1202.614,1713.555,914.482,712.262,954.727,1190.135,781.999,190.905,737.749,153.115,106.029,135.85,96.034,138.193,2528.853,1611.41,3145.442,2844.481,2145.975,2840.539,2356.865,2388.61,1620.731,2159.954,1614.378,2047.868,127.054
0,0,0,3,0,1,0,1,1,2,1,1,0,0,3,2,2,1,3,1,0,1.001,2,4,1,0,4,1,0,0,1,1,7,4,7,4,4,7,3,5,3,7,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.927,58.532,34.119,336.275,86.003,191.48,184.575,165.878,197.947,133.774,211.978,278.599,237.61,249.567,913.75,496.567,722.383,796.56,735.209,1066.831,718.557,475.888,686.167,913.052,471.784,136.923,515.193,96,87.151,128.818,127.667,116.493,1506.333,946.024,1828.881,1426.074,1138.057,1593.241,1588.872,1528.501,1060.704,1531.039,1100.978,1381.133,127.387
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,57.39,35,91,57.35,42.011,85,10,6,8.365,9,10.201,42.796,31,36.131,73.343,39.539,61.659,30.058,27.248,31.362,59.085,30.294,2.135,29.081,3.207,8,0,0,5.021,76.427,42.42,97.916,61.05,87.995,111.057,61.322,75.748,35.2,77.133,38.879,60.72,0
7,12,15,148,0,176,260,179.85,177,4,9,3,1,6,56.344,11.951,48.151,28.055,39.526,69,26.969,46.09,51,70,9.92,6,14.055,3,0,0,0,3,47.873,15.79,95.874,34.929,52.006,79.128,75.355,110.671,73.124,101.671,61,92,3
4.95,0,0,5.097,5.355,0,12.979,0,0,20,23,15,11.272,15,14,9,5.836,2.43,20.71,16,7,20,16,19,7,29,3,0,0,10,8,0,22,7.326,42,30,16.699,30.228,21,33.799,22.137,38,22.088,21,5
8.564,2.273,0,50.376,40,99,83,68,49,33.822,41,61,47.788,52,90.375,47.438,65.126,67.374,85.554,81.06,40.742,3.79,53.675,56.906,38.847,36.437,15.396,32,9.018,23.435,11.157,31,139.25,100.589,144.705,143.543,94.328,118.506,78.43,110.771,93.892,144.33,134.617,116.434,33
62.105,34.106,59.026,119.751,65.974,49.536,99.592,55.623,92.101,147.753,196.651,174.804,104.733,183.652,90.364,55.578,31.02,95.314,105.469,20.246,91.471,29.125,36.657,39.212,30.481,110.197,96.668,113.092,74.501,67.741,84.819,86.023,222.212,146.688,177.84,123.255,138.221,152.024,118.289,155.639,108.439,136.393,118.703,89.335,81.993
21.209,4.728,4.722,12.626,0,6.19,26.022,23.636,0,21.255,22,25,0,23,108,58.148,77.933,97.228,114.336,129.895,75,53,72.758,101.339,57,20,66.927,9,9,11,5,3,151.013,97.875,200.042,152.587,98.15,197.026,108.235,150,104.868,132.303,102.215,119.505,0
1,0,4,0,4,3,3,6,3,0,0,2,1,0,0,1,0,0,0,0,2,0,3,0,0,3,4,0,0,1,0,0,1,0,4,0,0,2,3,2,6,3,0,1,1
0,10.491,0,25.321,42.622,27.496,25.386,0,21.009,0,11.57,29,35,39,207.903,162,181,248.014,209,301.732,146.526,120.985,141.952,141.114,93.036,22.52,124,13,23,18,16,4.207,214.582,262,415.992,318.398,227.709,430.814,308.064,311.866,223.807,313,246.163,233.354,1.974
139.901,215.691,211.081,627.691,682.951,779.925,603.047,683.803,704.214,119.922,72.474,200.999,165.999,206.814,966,772,951.567,1132.744,1145.01,1284,871.111,659.24,845,1017,515,118.684,576.465,108,80,70,84,47.356,1787.526,1206,2191.381,1718.234,1578.688,2019.268,1693.394,1737.318,1259.158,1735.999,1129.073,1365.842,111.999
0,0,0,25.864,27.907,4.718,14,5.154,0,0,0,0,0,0,9.376,20,7.944,26,18.927,18.585,3.546,16.826,18.388,47,11.737,0,7.013,0,0,0,0,0,12.904,3.976,45.983,54,35.696,12.732,12.233,3.433,31.097,64.872,53,15.15,0
100.201,0,78.846,12.305,13.113,13.512,0,0,4.948,136.654,152.713,186.908,166.903,165.284,691.932,485.489,449.664,677.167,572.337,829.22,550.026,416.066,515.414,734.545,331.627,89.982,480.755,70,24.77,12.611,30.144,0,922.417,666.604,1423.009,992.271,764.607,1211.488,863.359,1066.386,711.036,1023.23,723.092,846.934,66.921
42,134,77,305.788,323.098,460.549,267.236,336,346.919,14.002,28,19.742,8.785,25.966,137,123.109,127.648,212.033,144.007,170.06,86.318,83.785,78.111,148.022,41.494,26,99.273,1,8.999,6.01,10,16.999,227.489,182.193,309.367,199.489,281.325,367.962,134.281,197.756,186.992,230.213,160.852,214.159,15
0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,6.109,5,10,17.375,6.743,6.003,0,11.149,0,9.34,0,0,7.921,0,0,0,0,1,1.834,0,17.823,17.179,5.761,8.142,10.499,16.256,13.169,20.758,5.111,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6,0,1,39,8,34,18,11,12,0,3,3,1,2,51,53,52,63,62,75,30,25,40,40,26,6,29,0,1,2,7,1,91,58,114,106,90,128,77,84,51,66,53,86,0
41.422,81.721,11.212,432.341,99.736,200.901,215.594,164.33,186.348,18.678,8.381,7.818,2,0,84.91,58.407,95.875,152.961,52.518,145.508,117.594,101.389,125.099,152.991,49.221,8.982,109.966,0,4.724,0,0,6.134,283.295,165.772,265.998,264.923,171.164,300.788,339.314,299.56,229.338,318.588,206.489,243.109,1
158.47,95.003,93.694,1015.357,560,862,879.628,512.499,806.68,12.377,23.945,18.361,23.833,12.518,487.58,254.747,391.938,589.211,499.115,630.911,374.577,269.211,423.534,578.695,298.826,14.561,322.677,0,0,12.498,16.883,8.618,781.491,590.882,1131.99,879.961,711.852,1070.07,828.783,947.489,682.997,881.49,630.676,782.201,0
100,167.723,86,406.303,169,283,244.011,292,293,29.354,57.605,49.074,50,46,168.328,113.65,146,185,211.372,221.519,133.546,96,141.652,204.395,97,28.759,118.199,17,23,24,23,11.047,274.327,199,428.022,301.897,301.452,425.094,278.405,285.001,226.953,315.862,200.341,283.227,14
28,68,44,131,112,123,87,119,106,33.553,26.085,65.275,55.726,38.804,215.645,203.237,161.295,282.436,247.626,173.236,115.481,117.575,187.311,204.223,109.868,34.313,153.604,26.823,14.076,21.92,35.137,30,394.215,250.294,496.813,353.931,318.484,484.068,320.757,350.092,337.257,303.421,260.003,277.842,8.974
1,4,3,19,21,20,32,0,24,2,3,0,0,2,4,1,1,3,2,3,0,2,3,3,3,2,4,0,2,0,2,1,4,1,5,4,5,2,9,6,0,4,5,10,0
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3.718,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6,13,16,132,125,183,192.999,189.999,220,5,21,6,12,10,44,37,62,74.001,66.001,80,49,46.001,69.999,76,47.001,21,42.001,2,2,2,1,3,84,73,152.001,76.001,93,108.11,83.001,109.001,98,127.999,88.001,113,6
89.864,215.661,162.619,562.433,461.667,742.068,633.079,641.623,525.64,10,0,13.247,13.719,19,150.17,119.198,96.42,164.567,182.749,176.788,85,82.341,91.019,116.354,57.166,10,94.734,0,5,0,3.355,0,194.087,112.189,282.619,178.345,181.592,194.708,131.092,170.375,95.978,191.432,125.956,137.141,4
31.721,49.769,30.087,108,42,58.955,65.561,42.858,42.38,26.097,16.813,28.596,19.582,5.945,61.492,36.558,62.893,66.631,70.772,72.69,61.647,25.273,11.734,70.937,7.442,24.621,15.571,14.197,13.019,4.612,10.568,13.32,96.759,59.767,124.292,102.87,42.224,129.67,118.504,100.351,57.646,82.02,78.396,70.647,12.969
438.037,335.639,323.068,355.073,383.088,437.921,494.161,422.932,441.788,69,77,69.001,84.001,71.001,178,184,200.992,231,216.232,232,190,161,211.462,219.623,116,73,172,0,20.649,41,26,28,312.716,259.999,506,397,322.001,417,376.463,419,327,397,302.001,343.861,5.006
64,34,42,271.126,158,229.626,195.257,190.326,239.036,34.162,24.209,40.708,17.97,30.254,316.196,200.274,253.202,337.975,236.325,429.225,348.944,293.924,261.689,366.587,137.357,13.188,227.628,18.43,21.43,13.236,17.871,12.296,522.871,341.878,592.333,479.952,460.109,598.905,490.824,668.076,420.567,688.816,492.417,532.435,18.868
0,0,0,0,2.954,7.051,0,1.263,8.34,0,0,0,2.967,3.516,4.337,10.802,6.555,26.6,34.817,31.505,29.833,15.842,44.196,34.511,12.195,0,7.615,6.725,5.343,4.187,4.103,1.46,45.823,20.549,41.676,61.056,46.591,62.988,47.979,61.705,50.098,66.797,35.62,41.086,4.037
31.771,7.639,7.121,138.27,32.587,64.004,64.504,65.673,70.445,37.242,27,43,53,31.061,92.645,93.02,148.061,162.443,175.416,145.135,110.399,93,116.992,110.129,64.416,25,70.501,21.491,0,0,13.417,0,214.065,199.893,332.532,197.311,259.922,303.085,206.743,242.292,146.506,167.031,181.738,243.013,39
188.655,131.069,108.212,521.132,218.462,370.101,343.565,459.441,485.119,13.938,34.921,32.933,59.952,44.59,232.818,122.044,206.645,205.529,171.373,241.879,148.498,152.722,203.361,234.375,99.418,70.025,139.158,29,35.051,21.8,23.69,30.001,354.225,239.58,462.723,427.385,355.822,326.374,358.768,408.307,305.09,398.904,304.464,366.49,22.052
