"SRR20079510","SRR20079511","SRR20079512","SRR20079513","SRR20079514","SRR20079515","SRR20079516","SRR20079517","SRR20079518","SRR20079519","SRR20079520","SRR20079521","SRR20079522","SRR20079523","SRR20079524","SRR20079525","SRR20079526","SRR20079527","SRR20079528","SRR20079529","SRR20079530","SRR20079531","SRR20079532","SRR20079533","SRR20079534","SRR20079535","SRR20079536","SRR20079537","SRR20079538","SRR20079539","SRR20079540","SRR20079541","SRR20079542","SRR20079543"
57.325,7,0,58.682,3158.432,489.727,2541.782,340.766,410.802,3154.603,5392.886,627.083,113,117.747,76,544.468,8216.775,14514.504,937.869,3042.338,7129.427,802.655,438.865,0,5,43,1137.582,292,4034.297,426.875,1221.672,927.049,7946.522,722.694
0,0,0,0,250,44,212,27,23,136.009,291.544,30,10,0,0,33,470.74,868.765,58.596,136,353.555,44,10.761,0,0,0,117,15.598,372.547,8.321,86,63.887,535.485,45.114
1,0,0,13,569.001,109,405.174,53,43,243.689,534.999,66,15,14,3,71,1106.382,2084.46,108,297,691.215,81,61,4,0,2,230.999,57,732.382,65.075,129,104,855.125,55.999
1.906,0,0,3.652,831.277,139.646,479.144,76.68,56.878,588.78,928.975,95.864,31.359,38.765,6.922,135.261,1990.879,3270.273,159.551,478.584,1263.101,146.809,130.813,4,0,9.289,200.395,61.489,1192.339,81.654,205.768,136.359,1568.597,143.162
33,5,6,57,4416.025,746.228,3207.223,440.889,341,2299.833,4686.785,485,108.001,150.973,47,595.567,8940.328,16239.578,869.166,2463.625,5994.565,717.161,478.001,1,4.227,43.071,1777.122,454.709,6350.092,636.699,1276.182,896.23,8350.229,720.418
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013,2.012,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,1.004,0
0,0,0,5.441,486.242,255.684,502.141,131.864,0,491.311,1491.148,182.901,0,48.774,0,136.767,1265.293,2869.34,235.517,614.097,1180.663,136.844,155.749,0,0,0,436.175,3.054,1022.422,105.899,281.026,261.302,1752.688,109.674
22,0,0,24,831.794,122.513,575.582,62.835,29,255.124,522.168,64,30,0,0,109,1725.605,3539.845,73,220.835,482.616,0,107,0,0,13,323,71,1204.704,135.639,129,78.024,879.122,61
7,0,0,9,591,90,399.079,44.624,49,344,670,56,20,26,4,106,1747.471,3187.143,109,331,838,84,101,0,0,6,239,54,890,95,158,124,1111,76.222
0,0,0,0,680.741,106.937,498.05,66,45,290,516,48,0,27,5,79.501,1284.816,2384.68,70,233,592,75,77,0,0,11,287.023,55.982,1039.36,95,121,74.955,695.112,59.463
0,0,0,2,363.17,77.717,276.332,50,32,142,315,34,12,19,2.98,51,879.485,1718.664,49,146,378.741,34.122,53,0,0,1.541,174.414,35,566.167,53.357,48,49,496.068,16.058
8,0,1,5.837,972.078,166.6,727.974,43.576,62.218,545.435,1363.867,152.253,27,22.803,24,182,2415.638,4198.523,236.123,787.091,1545.007,294.992,179,0,0,6.928,286.472,52.684,1558.952,94.389,248.281,223.036,2779.028,173.973
0,0,0,0,729.661,120.234,459.563,71.478,72.773,356.774,748.859,61.132,0,3.756,0,104.662,1709.99,3216.327,122.32,364.993,797.809,113.31,96.97,0,0,0,220.106,52.303,792.369,94.47,120.414,119.297,1229.131,6.293
1.742,0,1,0,386.513,39.521,183.94,31,19.292,112.647,270.88,42.777,0,16,0.828,53.139,644.529,1177.155,26.889,63.722,327.288,36.153,31.334,0,0,4,70.944,16,388.46,41.477,26.978,30.934,353.494,36.819
12,2,1,14,2715.064,428,1822,226,222,1757.949,3896.024,407,51,82,25,292,4768,8818.738,696.789,2145.254,4910.766,516,274,5,1,22,954,228,3474.343,328.037,981,720,6786.888,504.004
0,0,0,0,15,4,22,3,2,10,16,0,1,2,1,2,48,66,1,2,29,1,3,0,0,0,10,2,36,4,3,7,28,1
0,0,0,0,133.601,16.893,153.76,21.006,11.744,79.585,203.317,13.498,8.665,14.49,0,14.753,461.895,751.5,18.024,116.903,291.662,37.256,11.978,0,0,6,64.83,3.775,204.363,19.412,46.999,8.677,330.075,29.086
27,0,3,19.944,2435.947,356.651,1750.019,219.891,215.792,1760.897,3879.297,412.044,71.315,85.986,38.686,283.468,4996.896,9836.467,711.285,2002.658,4891.335,531.006,288.097,6,8,29.696,1148.116,242.432,4088.782,421.144,899.992,684.781,6574.59,529.134
0,0,0,0,84.567,0,70.961,0,0,80.18,186.33,4.215,0,0,0,0,346.149,562.467,0,132.786,209.641,24.911,0,0,0,0,58.585,0,132.02,0,0,49.836,264.944,0
1,0,0,0,0,0,4.988,1,0,0,0,0,0,0,0,0,16.275,102.827,0,0,2.426,1.506,9,0,0,0,9.392,0,36.278,0,0,0,4.502,3.427
2.546,2.756,1,10.682,408.416,83.522,366.44,45.29,52.424,360.334,721.966,78.185,34.718,22.006,3.802,67.098,1867.855,3566.89,226.147,560.96,1538.907,174.648,106.971,3.926,4,15.318,457.04,104.677,1311.873,119.371,425.91,255.456,2163.873,149.589
205.995,21,20,292.717,20249.111,3398.586,13966.558,1849.559,1684.335,12453.937,24884.47,2443.978,655.887,808.917,254.897,2731.425,44964.416,85176.565,4434.427,13112.457,33348.663,3470.326,2468.589,33,25,243.15,7669.388,1869.137,30190.702,2951.446,6278.046,4125.093,44057.924,3335.435
0,0,0,0,30.909,6,0,0,0,28,67,3,1,0,0,9,132.69,159.169,16,38,111,11,5,0,0,1,13,2,73,5,15,14,90,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,2,8,1,1,4,7,0,0,1,0,2,19,35,0,1,6,0,1,0,0,0,9,3,9,2,1,1,1,0
86,0,0,94,6165.656,988.762,4286.662,531.719,570.224,4017.437,8100.462,719.638,179,215.131,76.043,808.797,13526.442,25705.053,1338.277,4248.591,10817.349,1204.998,777.739,0,0,78.644,2457.635,560.472,9484.005,955.855,2024.535,1292.105,14444.779,1054.524
0,0,1,0,678.972,130.999,428.655,59.03,62,401.853,786.903,84.233,17,22,0,85.397,1482.656,2751.848,112.001,388.185,921.399,83.282,83.999,0,0,9.999,253.553,55.985,953.225,106.84,173.769,115.459,1260.362,90.276
0,0,0,0,1183.834,478.275,1796.765,0,31.333,73.63,1083.539,0,0,0,0,478.014,4727.721,8037.445,561.994,0,0,483.501,0,0,0,0,245.792,0,1710.445,0,0,0,691.202,217.58
75,0.763,1.531,51,5514.417,912.699,3986.147,528.809,234.776,1826.653,3912.779,458.191,215.529,252.704,0,1067.222,15158.152,29982.113,791.072,2108.557,5060.388,618.007,810.676,10,3,80,2403.237,522.295,8799.146,908.902,964.05,566.484,5936.839,510.823
8,2,1,11,436.185,62.217,417.999,29.687,63,431,873.271,99.999,16,24,8,74,1222.297,2392.832,150.554,412.999,1126.86,146,77,1,0,4,126.823,43.001,726,76,194.999,137.999,1352.19,78.534
0,3,0,0,384.985,66.549,185.987,15.872,21.801,154.287,414.159,96,0,0,0,54.947,657.471,1125.774,77.333,231.746,485.382,64.248,22.959,0,0,0,173.062,38.256,370.689,21.33,0,40.224,709.443,0
0,0,1,9.12,963.776,161.016,382.204,18.776,22.198,302.822,991.263,109.278,2.489,3.131,3.083,103.673,1342.396,2783.49,92.7,291.583,712.13,75.894,84.922,0,0,2.952,293.411,79.103,1301.493,81.411,158.183,91.891,1510.366,168.599
62,5,1.408,36.041,6344.257,1170.931,4315.473,582.828,445,3269.951,7299.855,746.967,207,321,65,954.817,15024.764,30530.039,1236.614,3597.51,9132.293,1089.359,766.717,7,3,69,3076.886,612.635,10144.37,993.061,1840,1289,12400.935,973
24.999,4,0,16,2237.102,292.793,1414.841,186.258,212.712,1607.305,3119.967,288.492,58,52.664,29,310.289,4913.967,9810.31,473.283,1309.509,3865.506,417.646,331,6,1,33,709.607,154.999,3149.772,314.549,706.833,498.999,5574.066,379.999
13,0.733,1,20,1542.283,260,1251.225,166,124,743.498,1792.123,189,49,84.686,16,285,4142.333,7519.891,297.554,1088.946,2495.424,289.201,235.93,1,3,18,636.383,152,2424.569,271.622,441.711,355.229,3238.088,269
0,0,0,0,1092.483,198.109,866.601,104.327,86.328,637.04,1303.646,131.453,28.113,51.502,16,136.172,2810.717,5092.623,214.963,652.319,1542.528,161.086,168.684,0,0,0,548.393,128.77,2004.388,170.228,294.462,180.623,2346.766,200.768
18.483,0,0,21.812,1731.384,268.694,1038.363,192.706,225.024,1501.365,3519.803,338.061,87.954,67.485,38.03,305.233,3957.957,7381.773,578.034,1443.231,3930.175,358.348,279.341,0,0,17.785,691.876,176.923,2192.461,243.447,865.889,593.968,5348.052,502.76
13,1,0,11,1232.349,209.566,816.228,111.359,93.329,652.432,1300.654,117.219,46,50,17,191.673,2975.069,5690.204,182.111,654.303,1612.263,199.236,161.513,3,0,0,371.74,74.204,1640.49,148.658,285.869,203.865,2200.782,171.895
0,0,0,0,155.058,31,111.047,11.654,21,115.553,266.291,0,0,0,0,8.95,376.957,624.425,32,125,322.298,33,16,0,0,0,54.967,13,237.722,15.661,55,45,474.392,0
0,0,0,0,163.405,38.108,150.66,3.501,12.232,53.717,154.896,27.968,0,0,5,27.503,441.267,879.483,0,88.867,92.042,10.798,17.953,0,0,1.525,104.325,12.132,277.907,29.966,36.235,5.907,221.382,35.339
0,0,0,0,0,165.456,739.502,0,0,515.815,77.675,0,0,0,0,23.595,1341.857,2385.163,0,133.984,857.444,95.649,61.426,0,0,0,233.097,0,676.542,0,0,0,1019.348,0
19,2,1,27,1172.793,187.046,730.999,88,92.001,613.007,1255.001,135,30.999,32,16,159,2256.659,4408.734,203.001,601.001,1488.003,158.999,137,1,0,6,299,91,1451,140.642,277.001,152.003,1879.001,132
12.556,2.923,2,2.878,1180.48,194.544,898.222,125.786,166.357,1207.932,2416.76,174.525,15.696,37.304,17.96,169.814,3038.321,5812.068,385.928,1186.096,2859.414,318.461,160.91,12,1,28.681,463.415,113.152,2173.983,187.848,496.732,353.508,3842.653,264.239
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.463,0,0,88,7612.139,1251.939,5237.994,718.193,558.6,3934.928,8061.971,831.576,200.686,351.767,88,1282.481,19043.796,36173.149,1711.089,5123.096,11999.502,1396.617,909.511,3.011,0,86,4170.796,969.885,13790.404,1386.319,2273.349,1534.052,14978.406,1149.597
0,3,0,0,809.581,157,583.048,59.9,68.629,483.055,1240.908,126.537,0,36.525,0,115.606,2089.037,3322.143,220.816,572.345,1467.645,177.058,119.702,1,0,0,330.484,58.478,1054.455,134.343,197.712,142.024,1945.793,134.9
3,1,0,0,310.457,60.052,109.569,4.684,13.143,124.314,266.405,9.32,1.645,19.326,0,28.355,863.855,1390.549,97.858,174.515,388.574,29.632,30.921,0,1,7,253.518,19.907,537.719,33.372,54.628,0,665.451,20.991
0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,1,12,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,1,49,10,22,1,3,32,81,7,1,0,0,3,65,150,15,29,96,17,7,0,0,1,11,2,59,2,10,8,144,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,0,0,0,2,1,0,0,0,1,6,17,0,2,7,0,0,0,0,0,1,0,3,1,1,2,4,0
0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0
0,0,0,0,42,7,30,3,4,21,36,4,2,5,0,4,84,155,5,12,34.211,5,5,0,0,0,20,6,61,3,7,6,42,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,7,2,2,0,3,8,26,3,0,0,0,2,8.223,24.035,9,12.272,28.117,3,1,1,0,0,4,0,10,0,1,2,29,5
0,0,0,0,1,0,2,0,0,5,8,0,0,0,0,0,2,11,1,0,16,1,0,0,0,0,0,0,4,0,1,0,7,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,2,1,2,0,0,2,3.921,0,0,0,0,0,4,3,0,2,6,1,0,0,0,0,0,0,5,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12,3,6,0,3,39,95,7,0,0,0,4,32,67,8,34,99,10,2,0,0,0,0,0,15,1,18,11,89,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,5.079,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,1,3,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,16,5,8,2,1,35,78,9,0,0,0,4,92.005,113,10,20,85,6,3,0,0,0,8,1,53,10,8,9,78,4
0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,679.875,93.891,440.761,47.43,47.282,321.591,683.62,71.622,25,0,4,93.5,1305.836,2443.988,90.191,317.827,744.931,102.706,102.664,0,0,0,337.815,66,920.406,105.182,173.011,106.638,1051.807,113.13
0,0,0,0,11.648,0,21.331,0,0,0,0,0,0,0,0,0,39.409,86.306,0,0,0,0,0,0,0,0,0,0,17.949,0,0,0,45,0
10.402,2,3,13,672.364,120.999,476.168,51.481,50,389.975,890.329,92.979,18,32,5,84.001,1345.205,2709.124,167.048,461.75,1137.523,119.729,80.071,2,4,11,270.373,80.135,1226.137,123.999,219,175,1508.114,128
13,4,0,6.663,1979.115,373.818,1510.626,172.836,189.965,1289.19,2772.866,240.307,82,85.705,14.553,284.234,4830.914,8971.424,395.907,1306.214,3176.674,380.218,247.156,4,2,34.999,690.894,155.715,3031.628,289.641,587.902,385.498,4513.131,347.085
5.315,0,0,5.599,670.851,124.999,522.763,38.369,6.9,150.133,330.215,37.308,5.904,8.125,1,92.643,1647.522,3112.599,39.124,167.081,507.796,61.966,91.997,1,0,6,319.999,71.999,1005.173,107.884,111.001,60,600.001,53.999
0,0,0,0,3055.796,536.469,2373.244,315.394,261.16,1825.485,3904.955,273.612,85.173,95.056,7.547,324.124,7512.997,13765.021,646.761,1958.21,4776.322,564.452,512.622,0,6,0,1612.793,324.384,5685.212,514.137,993.913,655.98,6926.142,655.403
37.948,11,7,65.864,4763.399,795.322,3190.623,414.846,434.271,3333.339,6796.477,647.597,160.981,213.978,55,611.024,10244.978,19542.319,1072.925,3624.061,8841.623,898.515,654.218,9,2,46.627,1507.536,381.469,6681.817,638.21,1698.008,1096.579,13003.49,969.703
6,1,0,6,260.373,52.952,168.806,23.827,28.826,254.506,349.658,50.377,9.545,20.035,0,63.363,698.659,1443.413,72.864,214.906,515.388,77.297,45.27,0,1,9,109.599,27.25,454.601,29.878,80.895,50.187,770.771,48.033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,5.374,503.893,35.212,389.979,43,40,204.883,458.308,47.999,24,15.117,2,82.001,1265.406,2650.302,97,290,717.194,92,51.295,0,1,0,249.9,22.856,869.273,22.448,132.502,99.512,803.11,98
0,0,0,0,639.018,106,330.91,46.328,36.642,331.86,711.045,46.343,21.324,29.565,5,84,1372.084,2688.924,100.254,355.422,1000.925,105,72,3,2,0,186,48,880.956,77.242,160.393,118.711,1351.896,119
0,0,0,0,1273.066,197.942,880.276,87,110,749.074,1471.806,140,47,55,19,202,3274.067,6301.656,242.534,619.201,1990.898,213,175.872,0,0,0,359.617,12.84,1816.548,178,350.602,165.181,2598.02,206.403
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.242,0,0,0,1.102,0,0,0,0,0,0,0,0,0,0,0,0,0
4.43,0,0,0,181.548,0,164.888,0,36.76,154.999,280.164,11.914,0,0,0,0,227.63,473.494,0,208.656,396.902,98,0,0,0,0,89.001,0,320.598,64.787,131.604,98.059,538.062,27.096
0,0,0,14,1309.412,223.012,822.51,133,151.012,892.419,1645.432,151.928,49,62,27,180.42,3068.645,5646.404,289.301,852.938,2036.596,224.592,188,0,0,0,428.348,124,1917.636,206.037,335.546,228,2951.37,225
40,0,2,45,5266.961,875.7,3829.226,501,412.077,3409.78,6747.216,649.314,144.516,265,68,788.838,13200.403,25663.659,1101.281,3629.496,8803.22,1006.829,798,0,0,65.999,2064.846,479.447,7695.972,651.247,1707.714,1082.204,11930.866,949.623
3.73,2,1,2.158,367.882,78.357,382.215,59.437,7.687,163.666,554.101,74.407,3.737,17.975,0,68.004,1256.234,1972.14,71.168,130.334,622.246,54.241,32.629,2,2,7.192,140.766,8.434,781.242,127.174,132.576,103.999,681.254,78.142
0,1,2,0,659.033,143.601,464.27,40.648,55.31,610.66,1184.61,56.513,18.591,31.733,2.314,0,1942.673,4032.705,194.218,660.694,1605.09,191.982,75.71,0,2,19,327.745,109,1251.483,103.755,325.058,247.316,1712.697,209.734
13,1.269,2,0,593.622,97.106,372.303,75.717,48,275.311,468.407,73,15.683,34,6,96.826,1393.112,3155.151,40.907,247.247,646.26,81.982,106.412,1,0,0,207.545,29.059,692.369,55.39,85.304,54.028,788.264,74.529
0,0,2,4,122.688,13.521,96.867,15.184,15.971,60.98,147.282,16.62,6,4.307,0,6.448,240.495,614.274,26.149,45.975,185.064,13.142,11.293,1,0,1,74.186,18.207,181.304,29.554,17.013,24.904,289.788,16.109
41,4,2,43,5558.001,879.999,3697,455.999,493.999,3604.799,7138.151,733.957,149,192,64,709.947,11253.873,21045.644,1201.992,3896.783,9737.992,1034.008,681,8,10,59,1844,411.705,7985.727,773,2083.001,1354,15297.254,1158.001
0,0,0,0,1327.142,203.11,951.385,125.88,124.374,979.282,1872.171,172.361,48.2,53.709,0,141.252,2684.944,5145.476,256.904,770.094,2143.394,279.673,101.722,0,2,0,422.958,82.878,1784.214,236.343,506.599,336.234,3199.008,251.671
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.791,0,0,0,689.353,150.48,441.561,43.811,59.288,487.031,883.627,73.341,0,17.551,0,125.592,1642.198,2987.285,99.874,441.91,1171.374,98.86,102.428,0,0,9,246.399,59.654,960.594,66.704,195.261,155.803,1512.13,53.155
0,0,0,0,859.791,159.52,693.151,76,54.891,369.908,704.41,72.918,22,34.764,0,147.846,2330.288,4930.506,160.918,440.636,1125.015,125.299,133.611,0,0,14,391.931,99.974,1505.271,141.564,209.71,115,1476.453,115.717
0,0,0,0,1940.663,349.704,1074.865,121.597,84.66,951.826,1941.567,147.128,34.951,55.402,0,329.58,4419.96,8171.239,350.473,1092.814,2718.01,299.289,280,0,2,0,998.688,270.923,3419.232,273.817,564.894,429.751,3850.281,339.112
3,1,0,4,282.534,69.977,308.01,6.559,0,362.486,643.408,66,17,7.546,0,35.092,490.653,1673.765,38.61,78.33,406.439,21.619,76.523,2,0,0,156.608,63,494.509,38.434,107.005,1.882,799.844,55.417
0,0,0,4,373.116,60.848,197.054,32.431,42.703,176.494,458.493,63.25,6.316,23.768,5,54.084,952.792,1872.389,69.678,293.506,545.195,81.584,60.501,0,2,8,151.096,62,561.222,37.34,100.099,68.202,709.704,49.225
1.586,0,0,0,35.936,0,8.507,0,0,0,1,1,0,0,0,9.099,3.561,64.302,1.402,0,6.915,1.398,1,0,0,0,0,0,0,2.185,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1661,273,1107.321,140.258,152,1274,2488.238,244.604,64,69,23,182.202,3372.501,6816.19,361,1111.169,2651.404,309,178,0,0,0,489,135,2007.304,155.363,499,326,3527.49,249
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,81.883,6.076,26.301,1.983,0,24.187,50.81,0,2.064,2.617,0,13.304,179.687,305.925,0,46.475,56.728,7.718,0,0,0,0,16.142,1.977,89.524,15.888,1.97,1.997,29.409,4.791
4,0,0,1,389.768,70.609,61.02,32.97,23.999,122.35,197.411,7.518,13,18,2,51.091,1059.486,1505.619,41,75.741,273.179,37,63,2,0,3,120.973,35.701,598.605,56.793,28.196,10.81,295.122,23.001
0,0,0,0,210.44,36,57.766,0,16,145.198,371,16.743,1.312,0,0,34,450.025,769.573,15.04,151.768,284.014,1.637,29,0,0,0,103.263,2.48,288.001,30,0,5.134,346.736,36
0,0,0,0,3.024,1.014,4.461,0,6.21,3.154,15.284,2,1,0,0,0,13.094,20.322,3,9.418,13.098,2.048,0,0,0,0,2.022,0,6.29,1.012,7.451,0,22.32,2.026
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.447,1,1,0,17.368,0,14.937,0,0,3.791,7.371,0,0,1.524,0,2.267,14.837,56.844,1.596,4.262,10.659,3.267,1.797,0,0,0,8.721,0,13.419,0,3.438,1.677,11.076,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,389.733,68.266,287.347,37.156,44.857,185.122,304.097,47.957,17.152,22.282,2.424,54.293,821.038,1991.447,97.022,238.527,722.376,67.215,44.43,0,0,0,151.287,56.241,732.052,66.449,116.366,90.144,979.243,100.53
19,0,0,0,1877.276,272.769,1254.939,191,112.236,864.385,1736.021,174.629,35.078,88,17,242.231,4015.317,8027.082,228.253,737.098,1865.698,201.26,246.315,0,0,18,702.486,173.149,2511.143,217.984,286.634,217.63,2250.43,145.99
0,0,0,0,47.976,4.522,10.872,2.877,0,14.409,11.476,4.458,1,2.007,0,4.67,78.693,342.998,13.978,26.089,35.461,7.814,6.762,0,1,0,43.711,0,53.431,6.164,13.733,9.417,27.672,2.257
1.214,1,0,5,497.006,54.4,384.468,47.745,44.658,330.286,758.74,77.829,0,26.197,4,76.115,1084.039,1963.71,113.135,287.789,720.754,83.336,75.617,1,0,0,218.4,51.563,682.918,78.867,194.235,122.605,1129.476,83.521
0,0,0,0,395.88,0,211.345,0,0,146.095,233.147,0,13.554,27.884,0,60.426,1147.142,1623.812,115.693,207.824,196.59,43.961,0,0,0,0,164.647,82.715,744.964,76.676,87.505,15.99,435.382,0
5,0,0,6,506,92,365.89,46,43,311.969,698.999,72,14,2.452,0,88.939,1354.877,2555.881,121.908,345.645,605.932,25.366,64.999,0,0,1.635,242.001,63,676.772,77,152.857,83.999,1082.094,17.854
19,0,0,0,595.531,105.726,620.65,165,5.663,391.907,1046.327,158,7.016,0,18,165.695,2012.821,3909.721,85.725,315.947,1018.29,175.876,106.165,0,0,0,224.458,156.038,1310.481,88.071,227.714,134.38,1548.265,86.06
0,0,1,63,5440.145,1034.236,3436.427,478.565,562.889,3674.765,7236.756,805.587,0,235.872,0,859.842,12340.414,23442.035,1344.44,3953.086,9223.048,1103.963,895.028,0,0,0,2021.971,365.444,6944.304,522.326,1815.26,620.389,12495.416,1052.614
37.312,6,9,62.103,3198.612,521.131,2347.866,307.525,282.424,2062.794,4221.578,412.828,85,130.605,38,434.14,7116.677,12648.781,741.84,2376.884,5578.776,584.734,332.957,0,5,27,1580.611,363.642,5507.659,492.176,1039.487,804.094,7502.363,560.583
7.182,5,2,25,1833.745,270.064,1135.779,162,155,1050.289,2068.64,241,65.999,61,26,240.035,3462.171,6754.527,379.073,1133.311,3062.762,318,194,1.983,0,22,513.037,136.999,2442.585,236.896,431.401,302.178,3804.001,303.482
4,0,0,12,647,108,462,56,47,364,720,79,16,28,7,98,1475,2755.52,102,315,826,83,83,1,0,3,208,65,900.007,85.065,166,107,1151,91
0,0,0,0,242.58,35.079,86.521,53.809,38.522,178.527,371.899,41.841,0,0,5,18.19,355.626,965.874,5.433,155.423,230.044,11.132,23.989,0,1,7,111.589,19.48,210.138,11.262,51.049,37.941,468.83,79.148
0,0,0,3.919,1273.5,235.199,748.047,97.973,71.503,835.517,1582.553,175.098,12.867,55.531,2.938,143.88,2568.458,5564.275,268.552,633.334,2009.902,204.833,163.373,2,2,1,375.698,44.799,1670.341,133.042,359.4,252.372,2812.939,205.961
0,0,0,0,8.64,0,123.537,23.194,0,82.991,248.871,0,0,11.781,0,0,402.044,409.023,13.054,0,43.306,0,0,0,0,0,66.5,68.343,203.482,0,20.664,0,526.868,44.774
11,2,1,5,731.581,29.827,484.211,20.886,23.841,436.444,961.602,92.771,13.893,32.324,11,125.353,1699.653,2621.825,132.702,508.383,1027.054,140.696,76.066,0,0,8,255.368,0,754.655,40.711,218.356,11.728,1285.894,96.131
0,0,1,11,267.964,39.324,279.213,5.979,13.611,157.784,407.697,64.001,0,1,5,0,523.143,763.173,31.256,128.879,234.922,11.73,38.33,0,0,0,133.382,39.366,423.864,14.202,30.432,1.407,388.996,7.182
0,0,0,0,1288.739,216.549,977.931,165.81,95.627,703.43,1487.855,118.045,0,0,0,177.558,2596.591,5676.214,244.673,806.614,1825.857,252.733,194.943,0,0,0,587.018,138.567,1964.943,238.924,376.379,275.921,2494.308,230.444
0,0,0,0,358.882,49.135,224.946,0,49,192.877,402.259,26.4,8,0,0,52,463.377,1242.279,51.751,216.32,526.295,3.312,44.218,1,0,10,8.283,3.143,391.863,17.101,110.797,52.906,602.975,61.444
