"Gene_Symbol","log2FoldChange","lfcSE","pvalue","padj","cohort","baseMean","stat","GENENAME","GENEBIOTYPE"
"ANOS1",4.31350713169664,3.69490007705178,0.243040046193885,NA,"GSE245922",2.31504938168378,1.16742186303952,"ANOS1","protein_coding"
"ANP32A",-0.130698449039066,0.11625699883431,0.260919685674639,0.567306386519253,"GSE245922",3895.87488571764,-1.12422004997169,"ANP32A","protein_coding"
"ANP32B",-0.308637644356841,0.15857378258046,0.0516145564192689,0.234845081870983,"GSE245922",6486.28352386631,-1.94633462943497,"ANP32B","protein_coding"
"ANP32E",0.344648167246571,0.217945403900078,0.113797820466971,0.363824379390081,"GSE245922",1974.48130167387,1.58135093045863,"ANP32E","protein_coding"
"ANPEP",-0.0275174423405525,0.334324324240366,0.934402088191371,0.979620087818796,"GSE245922",9737.44750625739,-0.0823076286868334,"ANPEP","protein_coding"
"ANTXR1",1.44330423234009,3.73344403594466,0.699061328560526,NA,"GSE245922",0.670914229855458,0.386587884656719,"ANTXR1","protein_coding"
"ANTXR2",-0.709494774859189,0.128466195791816,3.33614771806961e-08,6.49368321984872e-06,"GSE245922",1086.41918623318,-5.52281298972185,"ANTXR2","protein_coding"
"ANTXRL",0.447365564335066,3.81693852603351,0.906697338154832,NA,"GSE245922",0.1098427656144,0.117205336497772,"ANTXRL","protein_coding"
"ANXA1",-0.0894633238551546,0.202137746614268,0.658065259010027,0.862513379984964,"GSE245922",33748.2898704333,-0.442585936341094,"ANXA1","protein_coding"
"ANXA11",-0.447933935832459,0.252415805240782,0.0759660206958083,0.293459465530004,"GSE245922",928.307857139192,-1.77458751208218,"ANXA11","protein_coding"
"ANXA2",0.288795082771941,0.121222961818992,0.0172027084020065,0.116576682754251,"GSE245922",18925.6169011073,2.3823463677052,"ANXA2","protein_coding"
"ANXA2R",1.54618945718984,0.267311889465919,7.28516923212109e-09,1.96110555584672e-06,"GSE245922",256.730333716929,5.78421506158622,"ANXA2R","protein_coding"
"ANXA3",0.587493685913621,0.60951386433834,0.335109824927589,0.640648157295837,"GSE245922",86.4259205109296,0.963872555304999,"ANXA3","protein_coding"
"ANXA4",0.469197247625015,0.34914220238506,0.178994582291125,0.467610872423564,"GSE245922",303.291088792249,1.34385715739843,"ANXA4","protein_coding"
"ANXA5",-0.0505151200019837,0.175603734569564,0.77360287140729,0.91730304864527,"GSE245922",19269.3314872117,-0.287665408288755,"ANXA5","protein_coding"
"ANXA6",0.0327389671305322,0.24293861147576,0.892799810559508,0.962656369750665,"GSE245922",4220.34297757784,0.134762304483653,"ANXA6","protein_coding"
"ANXA7",-0.214133958412664,0.546104740062545,0.694975817751084,0.882004821480459,"GSE245922",103.316107894258,-0.392111517633302,"ANXA7","protein_coding"
"ANXA8",-0.987423503192536,1.69899595319422,0.561118734982955,0.806369177079094,"GSE245922",27.4886258850594,-0.581180609251079,"ANXA8","protein_coding"
"ANXA9",-2.62989462377817,3.55312561598004,0.459200667059324,NA,"GSE245922",4.26815486381147,-0.740163705991798,"ANXA9","protein_coding"
"AOAH",0.0135456798750324,0.162216984476455,0.933451224357728,0.979028839473926,"GSE245922",21887.5429360486,0.0835034624688052,"AOAH","protein_coding"
"AOC1",2.47684472579178,2.42595746989677,0.30726573692285,NA,"GSE245922",3.59515416254449,1.02097615334418,"AOC1","protein_coding"
"AOC2",-0.0562574154132151,0.434448814946647,0.896968774579862,0.964676040121082,"GSE245922",46.5491810556469,-0.129491469369352,"AOC2","protein_coding"
"AOC3",-0.227168764387185,0.577758036338269,0.694179050102756,0.881906065978132,"GSE245922",40.5412170372618,-0.393190142065253,"AOC3","protein_coding"
"AP000275.65",0.407076909317742,1.0864959542796,0.707906268942537,0.888006158502973,"GSE245922",42.2934489851027,0.374669512310934,"AP000275.65","protein_coding"
"AP000295.9",1.25965204336329,0.760437304369012,0.097623891650453,0.33448699999655,"GSE245922",79.4407945218371,1.6564837576038,"AP000295.9","protein_coding"
"AP000304.12",0.938795021466467,2.46114576647551,0.702872088148732,NA,"GSE245922",1.73091356622578,0.381446330507628,"AP000304.12","protein_coding"
"AP000320.7",0.0879757841657665,3.78303575911686,0.981446595300769,NA,"GSE245922",0.469612274699919,0.0232553403582693,"AP000320.7","processed_transcript"
"AP000322.53",0.180197801523759,1.33006547740417,0.892232060729437,NA,"GSE245922",4.0722056560854,0.135480398961593,"AP000322.53","protein_coding"
"AP002884.2",0.052765464164894,3.57725919212323,0.988231430727464,NA,"GSE245922",1.99414317674024,0.0147502490960337,"AP002884.2","protein_coding"
"AP003419.11",-2.72602071128236,3.73059142171006,0.464949714098417,NA,"GSE245922",0.499853486942238,-0.73072079011879,"AP003419.11","protein_coding"
"AP006285.1",1.62341310034831,3.72592825462505,0.663049311056335,NA,"GSE245922",0.779268604568494,0.435707021017686,"AP006285.1","protein_coding"
"AP1AR",0.192871561269288,0.344271821367781,0.575322252186918,0.814658884685942,"GSE245922",183.736370105763,0.560230461218159,"AP1AR","protein_coding"
"AP1B1",-0.187886345655342,0.145521156997311,0.196659522027684,0.490296008658686,"GSE245922",9148.43058187344,-1.2911273489862,"AP1B1","protein_coding"
"AP1G1",0.153290768897836,0.183687801555853,0.403989172642089,0.699418333350752,"GSE245922",2684.9333787822,0.834517957095946,"AP1G1","protein_coding"
"AP1G2",0.155451356049098,0.16831218760824,0.355700123392492,0.660936695720636,"GSE245922",2557.39948196933,0.923589421883839,"AP1G2","protein_coding"
"AP1M1",-0.0375187194597745,0.234410603666485,0.872837311052622,0.956529896876377,"GSE245922",913.321438898924,-0.16005555581929,"AP1M1","protein_coding"
"AP1M2",0.604888458953811,1.1012350122716,0.582812007358001,0.818070663376352,"GSE245922",13.5746881531186,0.549281899152535,"AP1M2","protein_coding"
"AP1S1",0.542657303448387,0.152721937998524,0.000380520882540984,0.00855124370498852,"GSE245922",785.248592409962,3.55323741015932,"AP1S1","protein_coding"
"AP1S2",0.0812677127280415,0.155991166078139,0.602383226973279,0.830665132170673,"GSE245922",1772.52862492607,0.520976378158061,"AP1S2","protein_coding"
"AP1S3",0.655748374080641,0.295406484049108,0.0264311835199952,0.154961693185811,"GSE245922",74.8402320818391,2.21981713160917,"AP1S3","protein_coding"
"AP2A1",-0.0685407458728019,0.172994234075715,0.691955656354073,0.881117996038171,"GSE245922",7868.43382120358,-0.396202487551137,"AP2A1","protein_coding"
"AP2A2",-0.138850325732536,0.120707957125291,0.250020458221908,0.554281102246548,"GSE245922",2213.60448976887,-1.15029969058637,"AP2A2","protein_coding"
"AP2B1",0.17563317764388,0.119610416718047,0.142001861996358,0.412633798341277,"GSE245922",7004.72775753458,1.46837693959292,"AP2B1","protein_coding"
"AP2M1",-0.0959082599660563,0.0843931486345903,0.25576993459981,0.561123844729807,"GSE245922",12381.2912129744,-1.13644604470589,"AP2M1","protein_coding"
"AP2S1",-0.0575108005590592,0.0766689819375821,0.453183504628624,0.735936041658497,"GSE245922",3670.97112186371,-0.750118223897639,"AP2S1","protein_coding"
"AP3B1",-0.243456168778765,0.157525684866538,0.122225027027535,0.378073931450143,"GSE245922",4054.78279060015,-1.54550141448381,"AP3B1","protein_coding"
"AP3B2",2.82612171043626,1.42005226497158,0.04657405017655,0.222528279015752,"GSE245922",10.4686290636349,1.99015330642977,"AP3B2","protein_coding"
"AP3D1",0.645775497510312,0.482710432622198,0.180957939699822,0.469829643562928,"GSE245922",237.729626957617,1.33781135411204,"AP3D1","protein_coding"
"AP3M1",-0.213480914293198,0.176923476243331,0.227575233843543,0.527534235725268,"GSE245922",1212.71546615202,-1.20662853130688,"AP3M1","protein_coding"
"AP3M2",-0.290348689600752,0.308727641622381,0.346977187765659,0.653267169584988,"GSE245922",211.695244108726,-0.940468718884234,"AP3M2","protein_coding"
"AP3S1",-0.0470888602657384,0.117552114842688,0.68873041220842,0.879561640785397,"GSE245922",1909.99736159104,-0.400578588728533,"AP3S1","protein_coding"
"AP3S2",-0.1856660084877,0.192945963975247,0.335914265912407,0.641895075113091,"GSE245922",821.782191437992,-0.962269459606421,"AP3S2","protein_coding"
"AP4B1",-0.548257179969057,0.521856498129546,0.293446969658082,0.602513966263236,"GSE245922",166.795630371098,-1.0505899264149,"AP4B1","protein_coding"
"AP4E1",0.0378501325846747,0.13754406677733,0.783173727541931,0.920573312857267,"GSE245922",1842.51713488116,0.275185498520633,"AP4E1","protein_coding"
"AP4M1",0.564020292853818,0.702676591692189,0.422163133250915,0.712743171792239,"GSE245922",145.843530771083,0.80267408865228,"AP4M1","protein_coding"
"AP4S1",0.198942292187279,0.256204057879542,0.437454186536197,0.724899357486041,"GSE245922",287.313588652533,0.776499380352574,"AP4S1","protein_coding"
"AP5B1",0.882948326728732,0.224728566560237,8.53159567687696e-05,0.00285560181227109,"GSE245922",579.230846543432,3.92895456168927,"AP5B1","protein_coding"
"AP5M1",-0.0617177347776882,0.191914158068882,0.747763080987681,0.904738404819577,"GSE245922",1115.17725614678,-0.321590316205521,"AP5M1","protein_coding"
"AP5S1",-0.124068221698791,0.147851868243826,0.401391492117406,0.697769327724838,"GSE245922",458.512802663448,-0.839138680981612,"AP5S1","protein_coding"
"APAF1",-0.280904859218921,0.0798308232926433,0.000433582016389204,0.00936140201213047,"GSE245922",2197.80399658711,-3.51875187594123,"APAF1","protein_coding"
"APBA1",-1.47878136087762,1.47186434890873,0.31504157375743,0.62328475233448,"GSE245922",11.6567162433057,-1.00469949012218,"APBA1","protein_coding"
"APBA2",2.65738303386079,1.77942641176226,0.135334331508184,0.40183872565895,"GSE245922",56.499731237576,1.49339304862236,"APBA2","protein_coding"
"APBA3",0.451605870688556,0.179094000403705,0.0116817942685503,0.0905070796605622,"GSE245922",514.490718310338,2.52161362005745,"APBA3","protein_coding"
"APBB1",0.0947589159057808,0.507407828837999,0.851855872699953,0.948474125247522,"GSE245922",107.599946468278,0.186750993028203,"APBB1","protein_coding"
"APBB1IP",0.428850695347398,0.110075400257135,9.78056222638918e-05,0.00311769201689849,"GSE245922",9052.9443047757,3.89597216404033,"APBB1IP","protein_coding"
"APBB3",0.160519770869216,0.135422545527334,0.235888849778898,0.537616002298624,"GSE245922",1871.91604181084,1.18532531081995,"APBB3","protein_coding"
"APC",-0.197985181760228,0.271060903128786,0.4651405375485,0.74446022530849,"GSE245922",1732.38070548472,-0.730408478223663,"APC","protein_coding"
"APC2",0.114640557170393,1.45982369199847,0.937406138988445,NA,"GSE245922",2.50004597329485,0.0785304128154354,"APC2","protein_coding"
"APCDD1",-0.343175323859264,0.584263267357632,0.556959135282922,0.804044612003597,"GSE245922",286.922449656027,-0.587364195273299,"APCDD1","protein_coding"
"APEH",-0.332819842414779,0.178210073113497,0.0618219873076701,0.261072023837331,"GSE245922",548.671093608317,-1.86757031519097,"APEH","protein_coding"
"APELA",0.447365564335065,3.81693852603351,0.906697338154832,NA,"GSE245922",0.192295113803951,0.117205336497772,"APELA","protein_coding"
"APEX1",-0.860230211883921,0.22257510015453,0.000111135321282956,0.00341282544871834,"GSE245922",3482.05423812921,-3.86489868492332,"APEX1","protein_coding"
"APEX2",-0.295086806514191,0.228554409671922,0.19666868826611,0.490296008658686,"GSE245922",560.615020336982,-1.29110091088495,"APEX2","protein_coding"
"APH1A",-0.0348139232592222,0.0942815140369522,0.711937641773782,0.890062751355918,"GSE245922",3069.3116413104,-0.369255029629428,"APH1A","protein_coding"
"APH1B",-0.32734136910697,0.116665911458438,0.00501916282528197,0.0527867398715441,"GSE245922",1527.66132824904,-2.80580132632475,"APH1B","protein_coding"
"API5",-0.128747374524072,0.121676233640009,0.290003291763583,0.59992178668948,"GSE245922",1694.83711136442,-1.05811439648094,"API5","protein_coding"
"APIP",0.0125984849673344,0.119371412182749,0.91594715813975,0.971950301499968,"GSE245922",1014.85060559235,0.105540218859496,"APIP","protein_coding"
"APITD1",-0.661434843488422,0.475707165447676,0.164400045594381,0.447983927818243,"GSE245922",47.7679640402309,-1.39042438611569,"APITD1","protein_coding"
"APITD1-CORT",0.0291298733143824,1.81500539729218,0.98719492601133,NA,"GSE245922",1.55758326357135,0.0160494692510785,"APITD1-CORT","protein_coding"
"APLF",-0.00843858442021302,0.28532506319178,0.976405736266838,0.991318125913294,"GSE245922",73.407514401279,-0.0295753353239111,"APLF","protein_coding"
"APLP1",1.8100391062918,3.77149353976389,0.631279768103248,NA,"GSE245922",0.411980645032752,0.479926344088374,"APLP1","protein_coding"
"APLP2",0.287065147233023,0.169839137134056,0.0909862778693872,0.321373084199745,"GSE245922",89305.6637740904,1.69021788544792,"APLP2","protein_coding"
"APMAP",0.056018392610963,0.148527861844044,0.706056584312475,0.887689234151244,"GSE245922",3927.59205231266,0.377157470089909,"APMAP","protein_coding"
"APOA1",-3.33186088337092,3.69691246365333,0.3674527480445,NA,"GSE245922",0.749780230413356,-0.901255011074387,"APOA1","protein_coding"
"APOBEC2",0.941273251668437,3.80725452645997,0.804729067489121,NA,"GSE245922",0.165896956980011,0.24723150110577,"APOBEC2","protein_coding"
"APOBEC3A",1.91408060638423,0.776510752672904,0.0137022312267821,0.10067400086019,"GSE245922",15685.5915707948,2.46497630560245,"APOBEC3A","protein_coding"
"APOBEC3B",-1.65465944461173,0.904254706367557,0.0672708880471593,0.273452518729778,"GSE245922",101.683658236321,-1.82985991995396,"APOBEC3B","protein_coding"
"APOBEC3C",0.695807706756972,0.17991840956904,0.000110023847100665,0.00338691414481171,"GSE245922",4714.22883080049,3.86735136456378,"APOBEC3C","protein_coding"
"APOBEC3D",1.07047376698192,0.467905906932867,0.0221493410487718,0.137842332980354,"GSE245922",339.577463901858,2.28779707868809,"APOBEC3D","protein_coding"
"APOBEC3F",1.14517660471557,0.328315407665072,0.00048657899287429,0.0103291902983985,"GSE245922",518.642800210698,3.48803795977742,"APOBEC3F","protein_coding"
"APOBEC3G",1.03970227905783,0.337233107579862,0.00204899410480186,0.0283800318894496,"GSE245922",1895.74282386554,3.08303738775593,"APOBEC3G","protein_coding"
"APOBEC3H",3.83701063439215,1.12266047501384,0.00063133266446419,0.0127394272261578,"GSE245922",55.5921807201085,3.41778366637949,"APOBEC3H","protein_coding"
"APOBR",0.0851782428516744,0.228245011168398,0.709008710548786,0.888508142419101,"GSE245922",14118.7444390638,0.373187753001227,"APOBR","protein_coding"
"APOC1",1.22240143517232,3.74399272757663,0.744048552353288,NA,"GSE245922",0.587965751365452,0.326496744015724,"APOC1","protein_coding"
"APOC4-APOC2",1.5150518626129,3.78701872966273,0.689108989531924,NA,"GSE245922",0.384590227607902,0.400064528528971,"APOC4-APOC2","protein_coding"
"APOE",1.66850180457163,1.19393811865505,0.162269991013371,0.444884328662325,"GSE245922",6.66309094193748,1.39747762342254,"APOE","protein_coding"
"APOF",0.941273251668437,3.80725452645997,0.804729067489121,NA,"GSE245922",0.165896956980011,0.24723150110577,"APOF","protein_coding"
"APOL1",1.9060897239251,0.369888740180369,2.5615591827342e-07,2.99357811162127e-05,"GSE245922",2947.92496004564,5.15314341008497,"APOL1","protein_coding"
"APOL2",1.03046356027284,0.292366533269874,0.000424185796809895,0.00926423345588977,"GSE245922",1490.23377415023,3.52456058751996,"APOL2","protein_coding"
"APOL3",0.951709621703007,0.292077927124314,0.00112038430728174,0.0189868876452158,"GSE245922",8394.64415063718,3.25840994241904,"APOL3","protein_coding"
"APOL4",2.11133161665885,0.820840698099336,0.0101066880825652,0.0819153219863006,"GSE245922",138.610596813494,2.57215757155762,"APOL4","protein_coding"
"APOL5",0.447365564335066,3.81693852603351,0.906697338154832,NA,"GSE245922",0.0829484784900053,0.117205336497772,"APOL5","protein_coding"
"APOL6",1.6794053363412,0.398448616505595,2.49932623810241e-05,0.00110564599875775,"GSE245922",15130.9992775249,4.21486050339346,"APOL6","protein_coding"
"APOLD1",-0.327041870874626,0.685386246104045,0.633245107008998,0.848978570275119,"GSE245922",14.8640471197167,-0.477164332861414,"APOLD1","protein_coding"
"APOM",-0.844242322586276,0.520933346033901,0.105096143460602,0.348942806343345,"GSE245922",46.7250859011637,-1.62063405810719,"APOM","protein_coding"
"APOO",0.171839695902241,0.288711038613291,0.5517123698525,0.800122065952984,"GSE245922",85.765153241437,0.595196140499528,"APOO","protein_coding"
"APOOL",0.216153695518195,0.16879022922087,0.200332267952175,0.496027917647276,"GSE245922",843.81721314764,1.28060549781793,"APOOL","protein_coding"
"APOPT1",-0.145123820806899,0.139458732253658,0.298051030198037,0.606719442479517,"GSE245922",669.036372705231,-1.04062197082745,"APOPT1","protein_coding"
"APP",-0.576816382390181,0.191250624980164,0.00256113396190067,0.033200273448737,"GSE245922",2676.08382172673,-3.01602351600161,"APP","protein_coding"
"APPBP2",0.00528139632392828,0.222429930289042,0.981056737028179,0.992684693355538,"GSE245922",274.316731351221,0.023744090181862,"APPBP2","protein_coding"
"APPL1",0.241581891679623,0.207464637405949,0.244242291030167,0.548093910272024,"GSE245922",3576.57535535527,1.16444852819383,"APPL1","protein_coding"
"APPL2",-0.0466154451969699,0.412450939100677,0.910014237660368,0.969274971535283,"GSE245922",241.498775801389,-0.113020582032403,"APPL2","protein_coding"
"APRT",-0.322408242959035,0.136490038346171,0.0181698998109318,0.120287570560689,"GSE245922",2083.12896417914,-2.36213753667012,"APRT","protein_coding"
"APTX",-0.11274750996268,0.24738796946523,0.648568475163794,0.857202391952747,"GSE245922",746.763388820234,-0.455751790220045,"APTX","protein_coding"
"AQP1",0.83069038044948,2.50203982509271,0.739885287844511,NA,"GSE245922",2.11673435359523,0.332005259116409,"AQP1","protein_coding"
"AQP10",-0.887240923203465,1.23156837141671,0.471269219863747,0.749779926978307,"GSE245922",24.2331523948866,-0.720415483050158,"AQP10","protein_coding"
"AQP11",-0.987072347182994,3.79069594234111,0.794560304476206,NA,"GSE245922",0.294923760698882,-0.260393437563178,"AQP11","protein_coding"
"AQP12B",0.447365564335065,3.81693852603351,0.906697338154832,NA,"GSE245922",0.192295113803951,0.117205336497772,"AQP12B","protein_coding"
"AQP2",0.941273251668437,3.80725452645997,0.804729067489121,NA,"GSE245922",0.165896956980011,0.24723150110577,"AQP2","protein_coding"
"AQP3",1.85148877990446,0.943065505460443,0.0496152324034984,0.230191389940983,"GSE245922",91.8782037422436,1.96326635762219,"AQP3","protein_coding"
"AQP7",-0.456699131553657,3.80764610723506,0.904528585341481,NA,"GSE245922",0.26005830279599,-0.119942641383049,"AQP7","protein_coding"
"AQP9",0.78932474339773,0.283579520165616,0.0053786883204788,0.0552363349275145,"GSE245922",10548.7083369646,2.78343352487778,"AQP9","protein_coding"
"AQR",0.153044580916279,0.336708881148521,0.649446777914439,0.857524591335157,"GSE245922",75.4907817393328,0.454530870686395,"AQR","protein_coding"
"AR",-0.209398171838318,0.96582696041957,0.828358654801975,0.938545069345194,"GSE245922",8.60813582481163,-0.216807130489868,"AR","protein_coding"
"ARAF",0.0489306458577089,0.142703738195848,0.731686692306891,0.897313596998711,"GSE245922",3254.23127643482,0.342882719656271,"ARAF","protein_coding"
"ARAP1",0.0452443466174968,0.231491578289038,0.845042984353397,0.946161229173763,"GSE245922",12651.4835670241,0.195447052337279,"ARAP1","protein_coding"
"ARAP2",0.626901861052824,0.369438007812573,0.0897142855985295,0.319689106167622,"GSE245922",59.3750968347709,1.69690678218163,"ARAP2","protein_coding"
"ARAP3",-0.602936915913533,0.215057838929691,0.00505350051667716,0.0529717386387734,"GSE245922",1833.49428072398,-2.80360352784281,"ARAP3","protein_coding"
"ARC",2.51051092296157,2.3284744533851,0.280954137447015,NA,"GSE245922",2.02855656673717,1.07817842678575,"ARC","protein_coding"
"ARCN1",0.0911448202021794,0.0885729081652271,0.303462179717157,0.611707393754922,"GSE245922",7144.43461553572,1.02903723147663,"ARCN1","protein_coding"
"AREG",1.17683180102595,1.58143271805672,0.456782426761284,0.739218631796337,"GSE245922",5.78446825108111,0.744155465856331,"AREG","protein_coding"
"AREL1",-0.334184523704644,0.151358617258959,0.0272513219388372,0.158414565526558,"GSE245922",2698.71881408106,-2.20789889440447,"AREL1","protein_coding"
"ARF1",0.12637858483239,0.0838984567588968,0.131983023464435,0.396450430406466,"GSE245922",19289.8178649029,1.5063278839034,"ARF1","protein_coding"
"ARF3",0.124701800638898,0.120666502769858,0.301397221386534,0.609433338022555,"GSE245922",6875.53277353562,1.0334417404699,"ARF3","protein_coding"
"ARF4",0.0380716499465408,0.0997175563778709,0.70261353556302,0.886022770053157,"GSE245922",3302.34545949745,0.381794854682074,"ARF4","protein_coding"
"ARF5",-0.140113513431025,0.137226210263355,0.307235267962002,0.615592708345079,"GSE245922",6062.50552292047,-1.02104046422421,"ARF5","protein_coding"
"ARF6",0.0506061572573306,0.146567028770273,0.729886478294147,0.896489906550308,"GSE245922",8707.66344286037,0.345276544676701,"ARF6","protein_coding"
"ARFGAP1",-0.0505874436400905,0.114325490126147,0.65813746516877,0.862518666802908,"GSE245922",3539.12020791396,-0.442486129596052,"ARFGAP1","protein_coding"
"ARFGAP2",0.228887512302311,0.140113851083357,0.102346579085703,0.343745399148479,"GSE245922",813.834382858145,1.63358233702491,"ARFGAP2","protein_coding"
"ARFGAP3",0.0688702738031968,0.103742039380478,0.506779404085741,0.77380799185286,"GSE245922",2459.52025311265,0.663860805267307,"ARFGAP3","protein_coding"
"ARFGEF1",-0.163578957445659,0.0694484007921637,0.018502637152976,0.121924669405965,"GSE245922",4916.62592840605,-2.35540279660574,"ARFGEF1","protein_coding"
"ARFGEF2",-0.0201931322737104,0.123913670514709,0.870548908977171,0.955580549780553,"GSE245922",2901.10354764979,-0.162961295471539,"ARFGEF2","protein_coding"
"ARFGEF3",1.27144292409565,3.79477087183989,0.737586386545372,NA,"GSE245922",0.277360570868149,0.335051302709931,"ARFGEF3","protein_coding"
"ARFIP1",-0.271058034058259,0.139263422679426,0.0516104087671952,0.234845081870983,"GSE245922",515.108749018423,-1.94636918182181,"ARFIP1","protein_coding"
"ARFIP2",-0.222370530909102,0.221749766766711,0.315957663094739,0.623941089822398,"GSE245922",387.504774517388,-1.00279939028321,"ARFIP2","protein_coding"
"ARFRP1",0.39554449313854,0.244126708372924,0.105180173338058,0.348942806343345,"GSE245922",1060.62815775092,1.62024260178166,"ARFRP1","protein_coding"
"ARG1",-4.68296126748521,3.65690683872931,0.20034127588808,NA,"GSE245922",1.84746931340685,-1.28057986544509,"ARG1","protein_coding"
"ARG2",0.293272614070653,1.01597115688408,0.772839782770894,0.917227921941949,"GSE245922",8.11431570509931,0.288662342511869,"ARG2","protein_coding"
"ARGLU1",0.300356904160952,0.463756886866543,0.517204715220548,0.779044409999037,"GSE245922",102.40790409864,0.647660256196662,"ARGLU1","protein_coding"
"ARHGAP1",-0.0418355767904452,0.122809074298879,0.733363002948549,0.898213030683048,"GSE245922",4427.42601831763,-0.340655420043559,"ARHGAP1","protein_coding"
"ARHGAP10",-0.330164862315648,0.431546147184623,0.444227308181549,0.730012196793474,"GSE245922",255.374374600153,-0.765074290361808,"ARHGAP10","protein_coding"
"ARHGAP11A",0.207317991282748,0.455268033634509,0.64883898719071,0.857202391952747,"GSE245922",113.024193797373,0.455375681942088,"ARHGAP11A","protein_coding"
"ARHGAP11B",0.395756177791364,1.13725147405392,0.727845027419025,0.895880057976927,"GSE245922",38.4192457585224,0.34799355008143,"ARHGAP11B","protein_coding"
"ARHGAP12",0.594477874240539,0.885335356778099,0.501919911428561,0.769832052267547,"GSE245922",144.385122705958,0.671471967869842,"ARHGAP12","protein_coding"
"ARHGAP15",0.185518756759126,0.102806964783503,0.0711474918407088,0.282808684861256,"GSE245922",1291.90499928286,1.80453490821173,"ARHGAP15","protein_coding"
"ARHGAP17",0.599306728920689,0.163031149249814,0.000236895472647253,0.00597052095604193,"GSE245922",4384.10427385175,3.67602591086669,"ARHGAP17","protein_coding"
"ARHGAP18",0.747110708965607,0.17993079439268,3.29277765575957e-05,0.00136590894756295,"GSE245922",1129.79021903515,4.15221147379096,"ARHGAP18","protein_coding"
"ARHGAP19",-1.05487531111834,0.579030738428329,0.0684860948745982,0.276479282818576,"GSE245922",74.1403100250343,-1.82179501209486,"ARHGAP19","protein_coding"
"ARHGAP19-SLIT1",0.893341446363555,2.71829748384769,0.742427765425322,0.902671159731037,"GSE245922",11.6713988815544,0.328640059328257,"ARHGAP19-SLIT1","protein_coding"
"ARHGAP20",-0.520833701601663,1.01253574550788,0.606982497727301,0.833012535117237,"GSE245922",11.4840808755032,-0.514385495931719,"ARHGAP20","protein_coding"
"ARHGAP21",0.149143942543287,0.153744623276059,0.332008697237555,0.637223003253875,"GSE245922",2368.45337975369,0.970075826817623,"ARHGAP21","protein_coding"
"ARHGAP22",-0.0717828707955474,0.345289164150761,0.835313259872647,0.94187674041958,"GSE245922",245.067759328789,-0.207892045995991,"ARHGAP22","protein_coding"
"ARHGAP23",1.50138431692528,0.446260251816093,0.000767187955647017,0.014662329327562,"GSE245922",138.59200164961,3.36436935804897,"ARHGAP23","protein_coding"
"ARHGAP24",-0.408325883237746,0.146851430990398,0.00542690228564263,0.055609874295445,"GSE245922",1146.99777327361,-2.78053731232926,"ARHGAP24","protein_coding"
"ARHGAP25",0.166715892175958,0.232480894646275,0.473302197783237,0.751439252899173,"GSE245922",6760.01357324201,0.717116528778075,"ARHGAP25","protein_coding"
"ARHGAP26",-0.375930669564295,0.233287990362975,0.10708285548497,0.352265285386333,"GSE245922",664.809775916566,-1.61144458820783,"ARHGAP26","protein_coding"
"ARHGAP27",0.092915374948225,0.0998259664395668,0.351970684494066,0.658076129880497,"GSE245922",17770.5047412867,0.930773607931706,"ARHGAP27","protein_coding"
"ARHGAP28",0.447365564335066,3.81693852603351,0.906697338154832,NA,"GSE245922",0.0829484784900053,0.117205336497772,"ARHGAP28","protein_coding"
"ARHGAP29",-0.0594856250323589,0.631122126100861,0.924907591039215,0.975489115880891,"GSE245922",26.8003054130224,-0.0942537467349898,"ARHGAP29","protein_coding"
"ARHGAP30",0.0840273427401531,0.100395348424135,0.402612522071921,0.698649517110677,"GSE245922",32837.2986026147,0.836964501434542,"ARHGAP30","protein_coding"
"ARHGAP31",0.139551128843049,0.16094760524459,0.385909482079634,0.685748141470721,"GSE245922",1261.81551606768,0.867059367742531,"ARHGAP31","protein_coding"
"ARHGAP32",-0.588700566510475,0.273530088822911,0.0313789839172815,0.173944934084821,"GSE245922",533.214081204155,-2.15223330290223,"ARHGAP32","protein_coding"
"ARHGAP33",0.204768085367282,0.261968943364796,0.434420157314064,0.721876735233214,"GSE245922",177.718313648488,0.78165023203586,"ARHGAP33","protein_coding"
"ARHGAP39",-0.898492144548284,3.69618378331261,0.807938438234651,NA,"GSE245922",0.792230784554405,-0.243086436503715,"ARHGAP39","protein_coding"
"ARHGAP4",-0.0827427806863803,0.135640155298943,0.541850643650168,0.794563553947835,"GSE245922",15990.7681573638,-0.610016853077319,"ARHGAP4","protein_coding"
"ARHGAP40",-0.456699131553657,3.80764610723506,0.904528585341481,NA,"GSE245922",0.284835611346192,-0.119942641383049,"ARHGAP40","protein_coding"
"ARHGAP42",0.909697536366861,1.82355954909385,0.617879321014755,NA,"GSE245922",5.04836317252979,0.498858146320969,"ARHGAP42","protein_coding"
"ARHGAP44",-1.25158490296724,2.62516029108252,0.633529374557648,NA,"GSE245922",1.38969488719948,-0.476765135911425,"ARHGAP44","protein_coding"
"ARHGAP45",0.0739780377891071,0.112967487814283,0.51255704821948,0.776387691517817,"GSE245922",23759.7815181043,0.654861316476525,"ARHGAP45","protein_coding"
"ARHGAP5",0.295227182242126,0.302504588812679,0.32909279962376,0.633645122635796,"GSE245922",565.679625974326,0.975942822556456,"ARHGAP5","protein_coding"
"ARHGAP6",-0.559676121584934,0.406459007271801,0.16852588777181,0.454237224560916,"GSE245922",98.7337420915145,-1.37695588379636,"ARHGAP6","protein_coding"
