"Gene_Symbol","log2FoldChange","lfcSE","pvalue","padj","cohort","baseMean","stat","GENENAME","GENEBIOTYPE"
"ARHGAP9",-0.0944370702955663,0.15687290227537,0.547175906292333,0.798117312244708,"GSE245922",9391.22784961487,-0.601997342599005,"ARHGAP9","protein_coding"
"ARHGDIA",0.277146748069043,0.111347641960667,0.0128094982071544,0.0961814666569245,"GSE245922",11496.8086769839,2.48902215789126,"ARHGDIA","protein_coding"
"ARHGDIB",0.0713977949307006,0.214645920350094,0.739413164302349,0.90099733745096,"GSE245922",1938.97087607126,0.332630570449457,"ARHGDIB","protein_coding"
"ARHGEF1",0.01142059799451,0.153117272363806,0.940543109944823,0.983198120631681,"GSE245922",10726.2505739869,0.0745872612423154,"ARHGEF1","protein_coding"
"ARHGEF10",-0.233142468219415,1.94424199015483,0.904551015701214,0.968049587502299,"GSE245922",10.2553019719501,-0.119914326200129,"ARHGEF10","protein_coding"
"ARHGEF10L",-0.173541207640258,0.115607467694454,0.133323350745511,0.399149794991056,"GSE245922",4432.41113352927,-1.50112454758476,"ARHGEF10L","protein_coding"
"ARHGEF11",0.418519145068112,0.127479730196343,0.00102699546558474,0.0179717104157374,"GSE245922",5883.46960205156,3.28302503012451,"ARHGEF11","protein_coding"
"ARHGEF12",0.0979452690174228,0.355055571410092,0.782656378342922,0.920281769364033,"GSE245922",309.463614285395,0.275858983506261,"ARHGEF12","protein_coding"
"ARHGEF16",1.26555018183746,3.05950875413898,0.679134187939605,NA,"GSE245922",0.620367352154144,0.413644896464309,"ARHGEF16","protein_coding"
"ARHGEF17",0.365543234068789,1.7099827535364,0.83072631997581,0.93934662618053,"GSE245922",62.4746975982185,0.213770129150608,"ARHGEF17","protein_coding"
"ARHGEF18",0.173547631443059,0.19360035525274,0.370027383744888,0.671995647257467,"GSE245922",2067.51224485613,0.896422071212098,"ARHGEF18","protein_coding"
"ARHGEF19",-0.416077136867915,0.533680904601598,0.435604838463404,0.723264096619289,"GSE245922",55.6945977758728,-0.779636545509388,"ARHGEF19","protein_coding"
"ARHGEF2",-0.0173990797560937,0.0855338935083944,0.838808823475399,0.943532816628566,"GSE245922",12091.6807631774,-0.203417371084436,"ARHGEF2","protein_coding"
"ARHGEF25",-3.56485367280466,3.68717886440666,0.333631935810101,NA,"GSE245922",0.832864477880168,-0.966824177480828,"ARHGEF25","protein_coding"
"ARHGEF26",-1.15865485337338,3.64126123605851,0.750332081236926,NA,"GSE245922",0.876581290763771,-0.318201518171646,"ARHGEF26","protein_coding"
"ARHGEF28",0.413310328936625,3.78386937143413,0.913020427160363,NA,"GSE245922",0.341385933012257,0.1092295447768,"ARHGEF28","protein_coding"
"ARHGEF3",0.618124006410787,0.325483660999196,0.057552142618888,0.250913062858088,"GSE245922",4984.95230976774,1.8990938116931,"ARHGEF3","protein_coding"
"ARHGEF33",0.431943175039821,1.45142559226861,0.766009043201058,NA,"GSE245922",4.53814869343664,0.297599255063902,"ARHGEF33","protein_coding"
"ARHGEF35",1.49593493943673,1.7039475663373,0.379985449197796,NA,"GSE245922",3.80260465194741,0.877923105728131,"ARHGEF35","protein_coding"
"ARHGEF37",0.447365564335066,3.81693852603351,0.906697338154832,NA,"GSE245922",0.0829484784900053,0.117205336497772,"ARHGEF37","protein_coding"
"ARHGEF39",1.1301948487602,1.44631404306261,0.434548955025546,0.721889886946325,"GSE245922",7.15162107043362,0.781431151955754,"ARHGEF39","protein_coding"
"ARHGEF4",3.73317287362879,3.70316501341899,0.31340487317378,NA,"GSE245922",1.5377987186016,1.0081033008524,"ARHGEF4","protein_coding"
"ARHGEF40",-0.732176866037933,0.351453848984772,0.0372256849477434,0.194138238235305,"GSE245922",1649.93045042388,-2.08328026041808,"ARHGEF40","protein_coding"
"ARHGEF5",-2.04162980093583,3.58555958189154,0.569082413016719,NA,"GSE245922",2.29870103236983,-0.569403395566718,"ARHGEF5","protein_coding"
"ARHGEF6",0.0208485091938776,0.126760346716286,0.869359702529166,0.955580549780553,"GSE245922",7882.92849848215,0.164471853651052,"ARHGEF6","protein_coding"
"ARHGEF7",-0.0468615297564898,0.115104826042613,0.683919516777584,0.876674048919442,"GSE245922",2463.02674839231,-0.407120460258905,"ARHGEF7","protein_coding"
"ARHGEF9",-0.447741002757914,0.215253279354383,0.0375194902813361,0.194867237700929,"GSE245922",247.222112321883,-2.08006588378509,"ARHGEF9","protein_coding"
"ARID1A",0.0979709656592941,0.0778399669051451,0.208167496467941,0.506682409640707,"GSE245922",10046.8592098055,1.25862034061089,"ARID1A","protein_coding"
"ARID1B",0.0918035892627001,0.16382108758383,0.575213908971572,0.814596639389784,"GSE245922",3160.38639878081,0.560389328484482,"ARID1B","protein_coding"
"ARID2",-0.345306798278688,0.18620829725378,0.0636803181231563,0.265777566156879,"GSE245922",1443.91767204098,-1.85441144874481,"ARID2","protein_coding"
"ARID3A",0.0209548553006564,0.176695335427817,0.905597697573508,0.968324897783728,"GSE245922",4672.16441291235,0.118593143672527,"ARID3A","protein_coding"
"ARID3B",-0.159749488425439,0.17233955890544,0.353954500799713,0.659830602207298,"GSE245922",1106.83642548189,-0.926946137265507,"ARID3B","protein_coding"
"ARID4A",0.000454230678457365,0.149113924337863,0.997569488654488,0.999148921030446,"GSE245922",2210.99206686979,0.0030461989413421,"ARID4A","protein_coding"
"ARID4B",-0.0328780053562001,0.103349809867106,0.750391242923306,0.906675234356995,"GSE245922",4016.85331754717,-0.318123520483269,"ARID4B","protein_coding"
"ARID5A",0.0814150030974144,0.127488820119507,0.523079901621379,0.783821814401595,"GSE245922",1603.8525152896,0.638605040199579,"ARID5A","protein_coding"
"ARID5B",1.64510866301024,0.289491062861479,1.32537047835091e-08,3.0272861796435e-06,"GSE245922",786.337324660165,5.68276148751929,"ARID5B","protein_coding"
"ARIH1",-0.129579983943996,0.161031063008606,0.420998957778951,0.711620416007921,"GSE245922",357.873571591893,-0.804689365660286,"ARIH1","protein_coding"
"ARIH2",-0.00558464419811943,0.189663329752956,0.976509652196019,0.991318125913294,"GSE245922",580.076259524301,-0.0294450392988125,"ARIH2","protein_coding"
"ARL1",0.199922129487132,0.087340881870158,0.0220801168278509,0.137750314647914,"GSE245922",1218.23377973864,2.28898684334718,"ARL1","protein_coding"
"ARL10",-0.145117123410787,0.560969540452142,0.795874555523671,0.924717778084651,"GSE245922",72.546200372873,-0.258689844895718,"ARL10","protein_coding"
"ARL11",0.125005669506823,0.165997299165415,0.451414788594262,0.734761341218912,"GSE245922",1113.73473857669,0.753058454175544,"ARL11","protein_coding"
"ARL13B",-0.403628665521754,0.651274951659722,0.535421366238246,0.790750966854623,"GSE245922",150.659478773855,-0.619751557300245,"ARL13B","protein_coding"
"ARL14EP",-0.681572935963851,0.103046706181984,3.73531809948239e-11,1.75034239239449e-08,"GSE245922",1149.48009272263,-6.61421370189329,"ARL14EP","protein_coding"
"ARL14EPL",1.16542900502305,3.79851681003072,0.758986781338243,NA,"GSE245922",0.219685531228801,0.306811596027562,"ARL14EPL","protein_coding"
"ARL15",0.109872212117995,0.163503198311304,0.501591238865492,0.769832052267547,"GSE245922",758.975791447386,0.671988152236646,"ARL15","protein_coding"
"ARL16",-0.147900996023347,0.258486985244037,0.567200264023912,0.808980086325789,"GSE245922",594.012983255061,-0.572179662677074,"ARL16","protein_coding"
"ARL17A",-0.33624728816707,0.202004291372927,0.096001534985827,0.331589249424156,"GSE245922",557.040942192725,-1.66455517297062,"ARL17A","protein_coding"
"ARL17B",-0.0457374441669423,0.318256151222346,0.885727358577359,0.960176723564454,"GSE245922",298.577997907968,-0.143712679209108,"ARL17B","protein_coding"
"ARL2",0.324125342741946,0.102704378530046,0.00160000531582339,0.0244483904055525,"GSE245922",676.013246204409,3.15590578883764,"ARL2","protein_coding"
"ARL2-SNX15",0.631293685796445,2.23208191347377,0.777309231213979,0.918328953482238,"GSE245922",9.23215425292574,0.282827293203576,"ARL2-SNX15","protein_coding"
"ARL2BP",-0.262301973191948,0.116728238554053,0.0246325704745047,0.147702029214897,"GSE245922",2428.17424450755,-2.24711669122363,"ARL2BP","protein_coding"
"ARL3",-1.05506134048556,0.790093739009132,0.181757818941112,0.470265833383016,"GSE245922",12.3338505134854,-1.3353622341176,"ARL3","protein_coding"
"ARL4A",0.868884382376788,0.456956944722882,0.057242064745279,0.249647226183133,"GSE245922",275.91172747508,1.90145787783949,"ARL4A","protein_coding"
"ARL4C",0.299873514077508,0.491185864417317,0.541524517305463,0.794453640184221,"GSE245922",1335.30178360385,0.610509250776672,"ARL4C","protein_coding"
"ARL4D",0.146436209847481,0.577175206223477,0.79971815112772,0.92706927323327,"GSE245922",49.8739536756538,0.253711885521954,"ARL4D","protein_coding"
"ARL5A",0.067395589038035,0.232739792800732,0.772141514883179,0.916687102027022,"GSE245922",1254.86641409631,0.289574843334753,"ARL5A","protein_coding"
"ARL5B",0.607269142664519,0.167497880068199,0.000288365727466572,0.00697591430957375,"GSE245922",1440.03176536744,3.62553330476338,"ARL5B","protein_coding"
"ARL5C",0.114380442207923,2.70312806153327,0.966248301905829,NA,"GSE245922",1.17731714246276,0.0423141041061311,"ARL5C","protein_coding"
"ARL6",0.154112693220172,0.587329608557335,0.793016480076145,0.923681835674177,"GSE245922",65.9732696137829,0.262395579883536,"ARL6","protein_coding"
"ARL6IP1",-0.0127757359610892,0.129346431591689,0.921319728869634,0.973893993621741,"GSE245922",4345.88981261801,-0.0987714605178954,"ARL6IP1","protein_coding"
"ARL6IP4",-0.106736595874196,0.250927926630967,0.67056876206593,0.869656728784622,"GSE245922",2386.05023169882,-0.425367544008646,"ARL6IP4","protein_coding"
"ARL6IP5",0.00333071555162423,0.137920560362277,0.980733342299553,0.992684693355538,"GSE245922",12139.9257480464,0.024149521600517,"ARL6IP5","protein_coding"
"ARL6IP6",0.166257239591904,0.183475698524298,0.364854342453329,0.667361159566216,"GSE245922",675.757856940393,0.906154008019142,"ARL6IP6","protein_coding"
"ARL8A",0.252027229281487,0.0905210815282275,0.00536627972622926,0.0551536727020736,"GSE245922",3111.99251319452,2.78418270116333,"ARL8A","protein_coding"
"ARL8B",-0.0116975419650547,0.137255513247415,0.932082858365907,0.978485921344628,"GSE245922",6001.318253623,-0.0852245690413095,"ARL8B","protein_coding"
"ARL9",0.413310328936625,3.78386937143413,0.913020427160363,NA,"GSE245922",0.341385933012257,0.1092295447768,"ARL9","protein_coding"
"ARMC1",-0.102558481199456,0.0982554270858232,0.296580444708595,0.605020281595153,"GSE245922",931.145812678039,-1.04379456933075,"ARMC1","protein_coding"
"ARMC10",-0.0164914411411698,0.181402809682152,0.927563614914235,0.976387671953859,"GSE245922",768.954428506122,-0.0909106158281978,"ARMC10","protein_coding"
"ARMC12",-0.0722628379200651,0.695355839855006,0.917231170175995,0.972019248080475,"GSE245922",11.4607083051089,-0.103922098267174,"ARMC12","protein_coding"
"ARMC2",0.138897128923892,0.289152598954324,0.63097195669176,0.847548285839802,"GSE245922",107.364714662537,0.480359261601631,"ARMC2","protein_coding"
"ARMC3",-1.50385624119994,0.898244688775566,0.094088022377301,0.327393195576901,"GSE245922",8.48937780177191,-1.67421668059058,"ARMC3","protein_coding"
"ARMC4",-2.82978542635065,3.72382216563757,0.447305859502178,NA,"GSE245922",0.514151070261928,-0.75991422266701,"ARMC4","protein_coding"
"ARMC5",-0.0550387630235995,0.253989098854903,0.828444218325092,0.938545069345194,"GSE245922",508.861652057692,-0.216697343593638,"ARMC5","protein_coding"
"ARMC6",-0.128349015973849,0.108051929153603,0.234894218457105,0.537119402118072,"GSE245922",1078.04114883481,-1.18784566808975,"ARMC6","protein_coding"
"ARMC7",-0.252757497526259,0.0976815852242242,0.00966568240237228,0.0798238993177638,"GSE245922",884.734803267831,-2.58756547558135,"ARMC7","protein_coding"
"ARMC8",0.0165774138368623,0.0846341713822332,0.84471082128058,0.946161229173763,"GSE245922",2461.47683375748,0.195871402367653,"ARMC8","protein_coding"
"ARMC9",0.691709210249417,1.68246814783668,0.680978921225682,NA,"GSE245922",4.07765284491764,0.411127670463669,"ARMC9","protein_coding"
"ARMCX1",-0.325576268995452,0.252708715607809,0.197625538794243,0.491843757922025,"GSE245922",158.177071362194,-1.28834602404742,"ARMCX1","protein_coding"
"ARMCX2",1.39860643290997,0.824581800270729,0.0898593107150386,0.31988682128746,"GSE245922",9.22700577138717,1.69614031312694,"ARMCX2","protein_coding"
"ARMCX3",0.176922298888688,0.198278091369722,0.372235510948812,0.674228624432096,"GSE245922",2164.64786333362,0.892293735866095,"ARMCX3","protein_coding"
"ARMCX4",0.178746098881211,0.33712650277031,0.595969925085734,0.82695892653923,"GSE245922",144.175273395269,0.530204826414949,"ARMCX4","protein_coding"
"ARMCX5",-0.291673217628018,0.19434403552841,0.133405050050528,0.399205461977123,"GSE245922",521.025814271857,-1.500808691324,"ARMCX5","protein_coding"
"ARMCX6",0.13398489054936,0.176630755684666,0.448116267277469,0.731686448017066,"GSE245922",627.29776325026,0.75855923296031,"ARMCX6","protein_coding"
"ARMS2",0.447365564335066,3.81693852603351,0.906697338154832,NA,"GSE245922",0.0829484784900053,0.117205336497772,"ARMS2","protein_coding"
"ARMT1",0.122525320733505,0.159717814304441,0.443000527479544,0.728988754133783,"GSE245922",1948.71177162069,0.767136222512772,"ARMT1","protein_coding"
"ARNT",-0.391936404726213,0.141723756739265,0.00568363975797605,0.0569354000141829,"GSE245922",2947.11843460921,-2.76549545216527,"ARNT","protein_coding"
"ARNT2",2.42445915409105,3.24899166263182,0.455535161308999,NA,"GSE245922",1.46486820745254,0.746218952167805,"ARNT2","protein_coding"
"ARNTL",0.577258730159757,0.346302744102573,0.0955304512817127,0.330593892126977,"GSE245922",839.102771341183,1.66691930685012,"ARNTL","protein_coding"
"ARNTL2",1.78920557279284,0.334668660743991,8.98199890782689e-08,1.40296605162748e-05,"GSE245922",330.128036467216,5.34619993642464,"ARNTL2","protein_coding"
"ARPC1A",0.111602877967701,0.130362326130007,0.391943781473818,0.689813399735916,"GSE245922",2467.14405160134,0.856097626367931,"ARPC1A","protein_coding"
"ARPC1B",0.237175017020062,0.138523751020895,0.0868669319924719,0.313563601588803,"GSE245922",4769.79562188298,1.71216138223319,"ARPC1B","protein_coding"
"ARPC2",0.00675133109772316,0.0785999679471957,0.931550019232158,0.978251232015709,"GSE245922",26251.6070479931,0.0858948327085677,"ARPC2","protein_coding"
"ARPC3",0.00570297495603096,0.10736894363999,0.95763973451726,0.987034472489857,"GSE245922",9996.40387632929,0.0531156846914053,"ARPC3","protein_coding"
"ARPC4",0.0160160270999626,0.101222059121854,0.874278206321896,0.956750990724845,"GSE245922",13402.1492351902,0.158226647816778,"ARPC4","protein_coding"
"ARPC4-TTLL3",-0.265815444948297,0.364420044721353,0.46574449222705,0.745238309808605,"GSE245922",438.727854170589,-0.729420482760624,"ARPC4-TTLL3","protein_coding"
"ARPC5",0.0283381409038784,0.111167222910861,0.798789109961814,0.926416703569243,"GSE245922",28678.5175607291,0.254914534714978,"ARPC5","protein_coding"
"ARPC5L",0.142490527720208,0.103425646647614,0.16829290213918,0.453812062858599,"GSE245922",773.631122932577,1.37770980737199,"ARPC5L","protein_coding"
"ARPIN",-0.520468560245949,0.425637798927888,0.221406435098451,0.521547983032136,"GSE245922",706.87523006285,-1.22279685111831,"ARPIN","protein_coding"
"ARPP19",0.0850430060416188,0.138613324043811,0.539527987173683,0.792984585514689,"GSE245922",3613.28448238901,0.613526921948279,"ARPP19","protein_coding"
"ARPP21",-1.17803700831184,3.80764629730792,0.757027009649106,NA,"GSE245922",0.0925404975422409,-0.309387195219454,"ARPP21","protein_coding"
"ARRB1",0.180018179931798,0.12596719511526,0.152979003695699,0.429946279460658,"GSE245922",4051.21331625978,1.42908778564992,"ARRB1","protein_coding"
"ARRB2",-0.174883230577991,0.140576949179866,0.213485148664461,0.513013124577921,"GSE245922",21698.2375146654,-1.24403916572575,"ARRB2","protein_coding"
"ARRDC1",0.1377748554859,0.114144337650916,0.227423237142613,0.527534235725268,"GSE245922",2946.49579734151,1.20702312809639,"ARRDC1","protein_coding"
"ARRDC2",-0.292416310963837,0.176642889202446,0.0978414670569784,0.334656862206394,"GSE245922",3877.24135209848,-1.65540946643318,"ARRDC2","protein_coding"
"ARRDC3",-0.000527886300592649,0.382912388833816,0.998900029855477,0.999690173843655,"GSE245922",3775.8252226313,-0.0013786085694442,"ARRDC3","protein_coding"
"ARRDC4",-0.672795045492743,0.297731332280802,0.023837466294781,0.144371289402379,"GSE245922",3790.43784323157,-2.25973880659024,"ARRDC4","protein_coding"
"ARSA",0.339133975761485,0.126628706918293,0.00740242894145007,0.0678663267878451,"GSE245922",1926.04305460729,2.67817609462213,"ARSA","protein_coding"
"ARSB",0.435106315963838,0.141533421018449,0.00211046522628725,0.0288964399095701,"GSE245922",2448.99187075147,3.07423019123604,"ARSB","protein_coding"
"ARSD",0.0510636750227928,0.446039138757038,0.908855319371722,0.968993233931308,"GSE245922",202.416119808102,0.11448249847556,"ARSD","protein_coding"
"ARSG",-0.722487649744317,0.193971921215313,0.000195545892117375,0.00516897551923558,"GSE245922",934.474341031755,-3.72470224152877,"ARSG","protein_coding"
"ARSH",-1.17803700831184,3.80764629730792,0.757027009649106,NA,"GSE245922",0.0925404975422409,-0.309387195219454,"ARSH","protein_coding"
"ARSJ",1.43474245913606,2.67793593368496,0.592121461172267,NA,"GSE245922",1.03869831969165,0.535764295586336,"ARSJ","protein_coding"
"ARSK",0.109463861143855,0.235710444059573,0.64236140001859,0.854410894978469,"GSE245922",92.2196757024101,0.464399706939543,"ARSK","protein_coding"
"ARTN",-0.456699131553657,3.80764610723506,0.904528585341481,NA,"GSE245922",0.202383263156641,-0.119942641383049,"ARTN","protein_coding"
"ARV1",0.128925088835671,0.197376436647587,0.51363126789509,0.77686345503989,"GSE245922",328.903842589971,0.653193922361991,"ARV1","protein_coding"
"ARVCF",-0.403226075735183,0.48308735415477,0.403894730915007,0.699418333350752,"GSE245922",84.6859534129852,-0.834685636598135,"ARVCF","protein_coding"
