Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR22223254_2	(1, 0.0567602921677724)	(2, 0.04272219251083641)	(3, 0.048622058496228776)	(4, 0.04267978133362513)	(5, 0.04475321666395471)	(6, 0.04266564427455469)	(7, 0.044154747829973216)	(8, 0.06133598695356791)	(9, 0.04275989133502422)	(10, 0.04428103889100238)	(15, 0.043237723931604716)	(20, 0.04963144451385741)	(25, 0.04836759143296106)	(30, 0.05459260977697328)	(35, 0.01580258356589579)	(40, 0.0016747808352188605)	(45, 0.008875992734096503)	(50, 0.0030170273326832)	(55, 0.002928656153441888)	(60, 0.003551674931692518)	(65, 0.0040770398814701375)	(70, 0.0023520764979846186)	(75, 0.0005666125000855821)	(80, 0.0035396302962486252)	(85, 0.0011925468547400132)	(90, 0.0004827993026063669)	(95, 0.00844845298280784)	(100, 0.0008846656343591048)	(105, 0.0036553472810061318)	(110, 0.0009581223662384654)	(115, 0.011130898610793277)	(120, 0.00210249649476749)	(125, 0.0012911431270464973)	(130, 0.0038363360771709676)	(135, 0.0038126454421876215)	(140, 0.0003986410036497042)	(145, 0.002297323439586589)	(150, 0.0006396066787512579)
SRR22223255_1	(1, 0.39155352616043826)	(2, 0.40560883410078513)	(3, 0.389402292030091)	(4, 0.38893966103431743)	(5, 0.38963071608425426)	(6, 0.39273901808710815)	(7, 0.3896133674219127)	(8, 0.38963071608425426)	(9, 0.38897146691527684)	(10, 0.388977249802724)	(15, 0.3893936176989203)	(20, 0.3896989541561308)	(25, 0.43918023059784156)	(30, 0.39888796230968404)	(35, 0.08191568759913757)	(40, 0.0005052519458864015)	(45, 0.00011733537383808137)	(50, 0.0016821453283151983)	(55, 7.556878370967217e-06)	(60, 0.0016652633202423744)	(65, 0.000611812390472266)	(70, 6.002749970491822e-05)	(75, 0.00014243359305165035)	(80, 9.537478293313782e-05)	(85, 0.0005771295681830853)	(90, 0.0006176579269171213)	(95, 7.84071804630595e-05)	(100, 0.0008776892805727848)	(105, 0.0006795381135757432)	(110, 0.0013497029362975266)	(115, 0.002265266042005437)	(120, 0.004994993936735745)	(125, 0.0048401182076568865)	(130, 0.006312384322707759)	(135, 0.0009315521700430639)	(140, 0.0012120728182229382)	(145, 0.0004959301413208758)	(150, 0.0003406489617007653)
SRR22223255_2	(1, 0.03941037795246403)	(2, 0.02959103506716925)	(3, 0.0329826985549345)	(4, 0.03080254998735138)	(5, 0.03033124466040702)	(6, 0.030871944636717417)	(7, 0.030449793853074003)	(8, 0.03877136888955174)	(9, 0.029385742562794713)	(10, 0.030180311298035882)	(15, 0.029860517622207372)	(20, 0.03558962421611876)	(25, 0.034613472815036454)	(30, 0.04125627562560071)	(35, 0.013902959425874422)	(40, 0.0014165572523747254)	(45, 0.0051042368627048605)	(50, 0.0023268416169801936)	(55, 0.002018530363588057)	(60, 0.0031782772930331795)	(65, 0.002896065493468389)	(70, 0.001616050340217793)	(75, 0.0007002816353595603)	(80, 0.0020871034311094262)	(85, 0.0019859140723468087)	(90, 0.000590676101913174)	(95, 0.012827300614266568)	(100, 0.0037342446586327077)	(105, 0.0027574251240333695)	(110, 0.001099313442561207)	(115, 0.007587613950249018)	(120, 0.004996614782307592)	(125, 0.00593930369663153)	(130, 0.00692001155539371)	(135, 0.005851571422319566)	(140, 0.003976132371622115)	(145, 0.00722751509257222)	(150, 0.004123655361165066)
SRR22223256_1	(1, 0.200444552300487)	(2, 0.20745304147065327)	(3, 0.1973037271726878)	(4, 0.19611435440339497)	(5, 0.19613637982504856)	(6, 0.19610554423473356)	(7, 0.19610554423473356)	(8, 0.19792043897898778)	(9, 0.19610554423473356)	(10, 0.19610554423473356)	(15, 0.19719095701382153)	(20, 0.19767727832393236)	(25, 0.20560114401802104)	(30, 0.2059359304271553)	(35, 0.041795442918248896)	(40, 0.0012802323785990068)	(45, 1.6776634711092092e-05)	(50, 3.0907525029509845e-05)	(55, 1.5014501535506575e-05)	(60, 0.00012809329177551138)	(65, 0.0017125999584416147)	(70, 1.1493781130574641e-05)	(75, 7.078641163868057e-06)	(80, 3.5437409751437844e-06)	(85, 4.882048553020281e-05)	(90, 0.0017154611199105276)	(95, 5.8116715495734957e-05)	(100, 7.196391290427111e-06)	(105, 8.161067406680823e-06)	(110, 9.527181029154677e-05)	(115, 0.005446507757568037)	(120, 4.7066888025378846e-06)	(125, 0.012429010940659613)	(130, 0.013109888570727151)	(135, 0.0013663595040043297)	(140, 0.0023635646793902384)	(145, 0.00012669841847704396)	(150, 0.0)
SRR22223256_2	(1, 0.07740614185930944)	(2, 0.061970726364486986)	(3, 0.07001000526804035)	(4, 0.06199275178614056)	(5, 0.06484724643244334)	(6, 0.061970726364486986)	(7, 0.061970726364486986)	(8, 0.08947607292546628)	(9, 0.06211609414740056)	(10, 0.06380324144606409)	(15, 0.06204737483184142)	(20, 0.07149892377182174)	(25, 0.06836250372835324)	(30, 0.07794444316452272)	(35, 0.017224738709423558)	(40, 0.0004611461732587189)	(45, 0.008017272796269116)	(50, 0.0002760299774199541)	(55, 0.0005574350564344782)	(60, 0.0018429407271444826)	(65, 0.004093924277491641)	(70, 0.0003646542844728466)	(75, 8.836261919421473e-05)	(80, 0.0034521778743585438)	(85, 0.0014014145174329274)	(90, 3.0224595054431298e-05)	(95, 0.012134835268584518)	(100, 0.00030088696177126966)	(105, 0.004224193349495535)	(110, 0.000504794916137241)	(115, 0.01661611672038776)	(120, 0.0012578589529031587)	(125, 0.0008757430445756074)	(130, 0.0047456652794604735)	(135, 0.0040290743647059925)	(140, 0.0003328630695304879)	(145, 0.000829926384484449)	(150, 0.0007259195669745937)
SRR22223257_1	(1, 0.21668651783062978)	(2, 0.22333380400685462)	(3, 0.2137029793633898)	(4, 0.2124457650407164)	(5, 0.21245983833537316)	(6, 0.21244107394249745)	(7, 0.21244107394249745)	(8, 0.21427998444431834)	(9, 0.21244107394249745)	(10, 0.21244107394249745)	(15, 0.21356693751504083)	(20, 0.21372268197590935)	(25, 0.21985770022662693)	(30, 0.21884348479169416)	(35, 0.044306732444650936)	(40, 0.0013118050853614608)	(45, 2.0689423502756265e-05)	(50, 2.5394401627340978e-05)	(55, 1.5050815787139321e-05)	(60, 0.00011949284863997992)	(65, 0.0017280278273469419)	(70, 1.600794566624514e-05)	(75, 5.654059107458522e-06)	(80, 8.490711421143673e-06)	(85, 7.182813704332214e-05)	(90, 0.00167929484703543)	(95, 5.138737148113554e-05)	(100, 6.7010258255812195e-06)	(105, 8.686090676358953e-06)	(110, 9.657839336477171e-05)	(115, 0.005380809754322431)	(120, 3.015232865981955e-06)	(125, 0.012348324857960466)	(130, 0.012891792847688596)	(135, 0.0013841158839712916)	(140, 0.00245600277889232)	(145, 0.0001432826435729615)	(150, 0.0)
SRR22223257_2	(1, 0.039503738101615754)	(2, 0.02360560623765948)	(3, 0.032265373549805625)	(4, 0.023633752826973064)	(5, 0.02678147973187559)	(6, 0.02360560623765948)	(7, 0.02360560623765948)	(8, 0.05036832157665935)	(9, 0.02373695698778954)	(10, 0.02544451673948033)	(15, 0.023692860664531593)	(20, 0.03271478075917919)	(25, 0.027850111906148015)	(30, 0.036128023823273195)	(35, 0.008799150153752855)	(40, 0.0005171600461107781)	(45, 0.007937228984015636)	(50, 0.00026848385300088485)	(55, 0.0005511318487744156)	(60, 0.0017843022218046747)	(65, 0.004012203373488028)	(70, 0.0003881595181483607)	(75, 9.593556922025017e-05)	(80, 0.003507466308220245)	(85, 0.0014375501745335893)	(90, 3.5941033098135215e-05)	(95, 0.012145701003060729)	(100, 0.00031811130915318004)	(105, 0.004233388193396196)	(110, 0.0004837189496353484)	(115, 0.016670264979493563)	(120, 0.0012840072090840352)	(125, 0.0008833164950062749)	(130, 0.004875250243892923)	(135, 0.003946809779235436)	(140, 0.0003309686318670758)	(145, 0.0008416014150518326)	(150, 0.0006432480512616502)
SRR22223258_1	(1, 0.12464322587160026)	(2, 0.13145127764153122)	(3, 0.12179798480527232)	(4, 0.12040672464458294)	(5, 0.12045233973181865)	(6, 0.12040102275867846)	(7, 0.12040102275867846)	(8, 0.12216860738906254)	(9, 0.12040102275867846)	(10, 0.12040102275867846)	(15, 0.12154596144829499)	(20, 0.12164745501739445)	(25, 0.12816128947465505)	(30, 0.1270334564427519)	(35, 0.025815454546180998)	(40, 0.0012857916550705617)	(45, 1.5987605494643094e-05)	(50, 2.398328871851567e-05)	(55, 2.0559397212180005e-05)	(60, 0.000142798032631521)	(65, 0.0017871407907001033)	(70, 1.2574191300888682e-05)	(75, 3.4314115392742548e-06)	(80, 9.15917166878608e-06)	(85, 6.65058638965522e-05)	(90, 0.0017528802120743675)	(95, 5.1919830336147674e-05)	(100, 5.8007250697511086e-06)	(105, 1.9875017937203686e-05)	(110, 0.00013704520426611325)	(115, 0.005586941356752668)	(120, 6.087252065766817e-06)	(125, 0.01245595751948638)	(130, 0.013020026859108675)	(135, 0.0014060524367644532)	(140, 0.0025764108113432494)	(145, 0.0001734176468659831)	(150, 0.0)
SRR22223258_2	(1, 0.042604491478160894)	(2, 0.026103233670639797)	(3, 0.035078002084267375)	(4, 0.026148848757875515)	(5, 0.02925067468990436)	(6, 0.026103233670639797)	(7, 0.026114637442448727)	(8, 0.05315298040142075)	(9, 0.026308501563200533)	(10, 0.028032751860710685)	(15, 0.026184200450483197)	(20, 0.03523993564395417)	(25, 0.030717199744532703)	(30, 0.038930196201323784)	(35, 0.00934011569309744)	(40, 0.0005099524464209963)	(45, 0.007932639489213316)	(50, 0.00027155401520280323)	(55, 0.0006059292470453875)	(60, 0.0019516304708453458)	(65, 0.004117719422274489)	(70, 0.0004099864803817529)	(75, 0.00011655672643897477)	(80, 0.0036647201520067355)	(85, 0.001469718152848603)	(90, 3.4448364898025607e-05)	(95, 0.012195404472846985)	(100, 0.00036041038621148204)	(105, 0.004394232664798847)	(110, 0.0005344996643035332)	(115, 0.016705681463330655)	(120, 0.001321210335141714)	(125, 0.0009888345952333217)	(130, 0.004969728195412602)	(135, 0.004174898237180414)	(140, 0.0004448634681286118)	(145, 0.0009655339697222677)	(150, 0.0008106588470783004)
SRR22223259_1	(1, 0.2154692856975481)	(2, 0.22423453969553417)	(3, 0.21263290607848767)	(4, 0.2117575274629016)	(5, 0.2117881083752365)	(6, 0.21420782306373418)	(7, 0.21209391749858536)	(8, 0.2131413137460551)	(9, 0.2117613500769435)	(10, 0.21177128887345234)	(15, 0.21256409902573417)	(20, 0.21286302744380767)	(25, 0.2470012644060466)	(30, 0.21874679497703928)	(35, 0.04437400795509287)	(40, 0.0009126217612521091)	(45, 4.2913788291369816e-05)	(50, 2.37583564845744e-05)	(55, 1.53302430220643e-05)	(60, 0.0008579220383013198)	(65, 0.0012577925521363258)	(70, 2.685696911338055e-05)	(75, 1.91993764779776e-05)	(80, 2.383858931164397e-05)	(85, 0.0001279190934851615)	(90, 0.0012710513531420191)	(95, 4.0411191332334135e-05)	(100, 0.0003288670036076162)	(105, 9.49534068380316e-05)	(110, 0.0006660869142466787)	(115, 0.003920853371162637)	(120, 0.0025140316164449037)	(125, 0.009064469380332976)	(130, 0.009723235065338242)	(135, 0.0010483545555179696)	(140, 0.0018256501463039723)	(145, 0.000348392564082815)	(150, 0.0001935485885000921)
SRR22223259_2	(1, 0.04124600551167428)	(2, 0.028681073156078974)	(3, 0.0351068873604464)	(4, 0.029350030613404555)	(5, 0.030615315861260366)	(6, 0.02947235426274409)	(7, 0.028512878138237115)	(8, 0.04810759771681379)	(9, 0.028654314857785954)	(10, 0.02986073184939711)	(15, 0.028624498468259443)	(20, 0.03683088629332546)	(25, 0.033044204823458496)	(30, 0.03977353458274964)	(35, 0.01025548406848406)	(40, 0.0005881768813550782)	(45, 0.005750607049317169)	(50, 0.0002945220242230978)	(55, 0.0004590629153299998)	(60, 0.001981303429043911)	(65, 0.0032581172918703613)	(70, 0.00030254080431016633)	(75, 0.00026675924541168347)	(80, 0.00262961069826334)	(85, 0.0019666638706249285)	(90, 0.00018519258431482703)	(95, 0.013966326417649217)	(100, 0.0020072522829760043)	(105, 0.0035974927441287034)	(110, 0.0006643855721805015)	(115, 0.01326531198310304)	(120, 0.003270913525105048)	(125, 0.003825372929468882)	(130, 0.006510113853427357)	(135, 0.005215741024703819)	(140, 0.0025252945717100877)	(145, 0.004120293754348892)	(150, 0.002852177473381217)
SRR22223260_1	(1, 0.20912629900038063)	(2, 0.22098056672265387)	(3, 0.20673471121202097)	(4, 0.20599113832714977)	(5, 0.20635220016066896)	(6, 0.20855431985817205)	(7, 0.2064773205980271)	(8, 0.20704929974023567)	(9, 0.20600901267534377)	(10, 0.20601902231033245)	(15, 0.206689667854572)	(20, 0.20710935755016757)	(25, 0.24340214909723104)	(30, 0.21445356973612598)	(35, 0.043987712777023895)	(40, 0.0008555824724858758)	(45, 0.00011179098422480875)	(50, 0.0010090739180400206)	(55, 1.3618413362094752e-05)	(60, 0.00112409320071796)	(65, 0.0010555770571215844)	(70, 5.811131552503699e-05)	(75, 9.117807405961322e-05)	(80, 6.612748186771869e-05)	(85, 0.0003708738225827346)	(90, 0.0010487964919404214)	(95, 7.112450019344049e-05)	(100, 0.0005700838959580226)	(105, 0.0004229435368828207)	(110, 0.0008916980769558481)	(115, 0.00340900819152709)	(120, 0.0032417883697441895)	(125, 0.0073687992544404)	(130, 0.008520356023359545)	(135, 0.0010796836104647075)	(140, 0.0017172386110260135)	(145, 0.00038413235620354455)	(150, 0.0002514856809024523)
SRR22223260_2	(1, 0.048589628130620593)	(2, 0.03637429857482817)	(3, 0.04177950146869944)	(4, 0.03708569763295012)	(5, 0.03790791764987498)	(6, 0.0371679196346426)	(7, 0.03674251014762495)	(8, 0.051678315498547026)	(9, 0.03630995092132971)	(10, 0.037389561552248436)	(15, 0.0365029938818251)	(20, 0.04364343849837172)	(25, 0.04184670901790895)	(30, 0.04810416083367104)	(35, 0.013388082709540804)	(40, 0.0010780327611795467)	(45, 0.005916999625771772)	(50, 0.0014731197007845625)	(55, 0.0013802768272901036)	(60, 0.002716708980458697)	(65, 0.003257984291490215)	(70, 0.001057112296652525)	(75, 0.0004751780633036516)	(80, 0.0026032290645617096)	(85, 0.0019294951127376892)	(90, 0.00037781856888426005)	(95, 0.012691316856586185)	(100, 0.0024649031960880243)	(105, 0.003259511523489204)	(110, 0.0008150808102613837)	(115, 0.01068620252456411)	(120, 0.003647525800935745)	(125, 0.004159339399036624)	(130, 0.006130822529564293)	(135, 0.005106711605954038)	(140, 0.0026151865616590494)	(145, 0.004893184206515782)	(150, 0.0029704828345201036)
SRR22223261_1	(1, 0.21356841997071085)	(2, 0.22486061836527238)	(3, 0.21098763750113178)	(4, 0.21043475841081086)	(5, 0.21045107956476872)	(6, 0.2152209368089394)	(7, 0.21120797307956227)	(8, 0.2114119875040349)	(9, 0.21047148100721597)	(10, 0.21046944086297123)	(15, 0.21097743677990816)	(20, 0.2113732247633851)	(25, 0.27053944800470014)	(30, 0.21897153798844468)	(35, 0.0447230355872611)	(40, 0.0006711357436333113)	(45, 6.380746976215136e-05)	(50, 1.1863382999522621e-05)	(55, 1.1047363097946405e-05)	(60, 0.0015556510592246344)	(65, 0.0008794496842781774)	(70, 4.301259599704791e-05)	(75, 2.623763627233833e-05)	(80, 2.9551216874168403e-05)	(85, 0.00019569766253696086)	(90, 0.0008873609263701865)	(95, 2.7714143369954376e-05)	(100, 0.0007416344989977728)	(105, 0.00015108848729122537)	(110, 0.0012666884193661494)	(115, 0.0027059329616678767)	(120, 0.0052102344982444)	(125, 0.006067152051434957)	(130, 0.0067377682542571)	(135, 0.0007541450055015998)	(140, 0.0012208982077452967)	(145, 0.0004914395545962266)	(150, 0.00041574256586808967)
SRR22223261_2	(1, 0.05161564939158206)	(2, 0.04119867287800823)	(3, 0.04606849719017054)	(4, 0.04267573731119026)	(5, 0.042461522165493974)	(6, 0.04288179187990764)	(7, 0.04094365484741741)	(8, 0.05404750133129613)	(9, 0.04104566205965374)	(10, 0.04186824821912749)	(15, 0.041105234271599754)	(20, 0.0486570322078796)	(25, 0.04611705262319503)	(30, 0.05233255607917898)	(35, 0.013574661649394868)	(40, 0.000656933562414382)	(45, 0.003852997826674028)	(50, 0.00036101651387139593)	(55, 0.00034474806569069824)	(60, 0.002097252006610107)	(65, 0.002655962443170558)	(70, 0.00019098043256609952)	(75, 0.00040476754118255986)	(80, 0.0018610264982106346)	(85, 0.002379664085173029)	(90, 0.0003032327175084168)	(95, 0.015983051218529377)	(100, 0.0037401906776844975)	(105, 0.003006665724018266)	(110, 0.0007223421927900884)	(115, 0.010296294977278206)	(120, 0.004933865644391009)	(125, 0.006404198191885764)	(130, 0.007821192420765889)	(135, 0.006124481176917742)	(140, 0.0041857749392530666)	(145, 0.006597552610038302)	(150, 0.004539906297017891)
SRR22223262_1	(1, 0.15989761987653073)	(2, 0.16634695211561007)	(3, 0.15691069723765416)	(4, 0.1555274624410688)	(5, 0.15555339809350477)	(6, 0.1555274624410688)	(7, 0.1555274624410688)	(8, 0.1573126998504118)	(9, 0.1555274624410688)	(10, 0.1555274624410688)	(15, 0.15665047619154654)	(20, 0.15676891567100418)	(25, 0.16285947138471918)	(30, 0.16175461259094662)	(35, 0.03277237328233523)	(40, 0.0013102309395907677)	(45, 1.905254714152254e-05)	(50, 2.7714752217903356e-05)	(55, 1.9055811231609475e-05)	(60, 0.00014293966049994073)	(65, 0.0017373178074598695)	(70, 1.9069399604027382e-05)	(75, 9.539964855463288e-06)	(80, 1.2152441897786436e-05)	(85, 7.040973633483491e-05)	(90, 0.0016918006359480332)	(95, 6.118831697548178e-05)	(100, 1.0540958382706377e-05)	(105, 1.5032875483824255e-05)	(110, 0.00010616524885058497)	(115, 0.005457678087960126)	(120, 8.228702786880603e-06)	(125, 0.012263921257044686)	(130, 0.012856373535834862)	(135, 0.0013927276641710767)	(140, 0.002413801987691522)	(145, 0.00012169980428947389)	(150, 0.0)
SRR22223262_2	(1, 0.04543494045909044)	(2, 0.02951477247214057)	(3, 0.03817728038575652)	(4, 0.029540708124576546)	(5, 0.03255788902462841)	(6, 0.02951477247214057)	(7, 0.029519095080879902)	(8, 0.05672127187747928)	(9, 0.029666063778017098)	(10, 0.03138819109976589)	(15, 0.02959603751643996)	(20, 0.038548160215590974)	(25, 0.033740554775708906)	(30, 0.0419664792066526)	(35, 0.009929549320050718)	(40, 0.00047395986653151774)	(45, 0.007872616327982711)	(50, 0.0002603630303146212)	(55, 0.0006038258318196092)	(60, 0.0018939382632710716)	(65, 0.004037946030990691)	(70, 0.0003947563578043579)	(75, 0.00011346791771715437)	(80, 0.0035786479139967684)	(85, 0.001449781043128399)	(90, 4.1760949623113956e-05)	(95, 0.012072782589926648)	(100, 0.0003482406409143561)	(105, 0.004236536480437717)	(110, 0.0004934703495623706)	(115, 0.01651176883415565)	(120, 0.0012958779582292904)	(125, 0.0009044721532948336)	(130, 0.004842519730343902)	(135, 0.004029364864557839)	(140, 0.00034591322442471654)	(145, 0.0009094268943620454)	(150, 0.0007627138532303866)
SRR22223263_1	(1, 0.35404435358326514)	(2, 0.36900223443804625)	(3, 0.35167754984652033)	(4, 0.35167754984652033)	(5, 0.35168153436459565)	(6, 0.3608419414197746)	(7, 0.3532514344862749)	(8, 0.3517532556899516)	(9, 0.351709425991123)	(10, 0.35173811452126535)	(15, 0.3517014569549723)	(20, 0.3519516846901029)	(25, 0.45926113168760513)	(30, 0.36031439122660125)	(35, 0.07365125656846193)	(40, 3.599877258584991e-05)	(45, 0.00010241595886437408)	(50, 1.600706884966056e-06)	(55, 3.202552177881597e-06)	(60, 0.0029718922516192387)	(65, 5.4508801748642364e-05)	(70, 5.5364423035191445e-05)	(75, 4.09784704178471e-05)	(80, 5.7965463902880856e-05)	(85, 0.00033505921663009826)	(90, 9.403208663377175e-05)	(95, 3.260881997330006e-06)	(100, 0.0014802184371983525)	(105, 0.0003086435578597401)	(110, 0.00245114929617605)	(115, 0.00012973945372946941)	(120, 0.010257934876621109)	(125, 5.15686397800345e-05)	(130, 0.0009674344159933523)	(135, 0.0002400883690258769)	(140, 7.741269884491933e-06)	(145, 0.0009620961878005318)	(150, 0.000814055973072959)
SRR22223263_2	(1, 0.029736458396172505)	(2, 0.024492832609040917)	(3, 0.02570014158586529)	(4, 0.027230196526791223)	(5, 0.023974845259248284)	(6, 0.027847796828467056)	(7, 0.02388718586159107)	(8, 0.024166102126864028)	(9, 0.023974845259248284)	(10, 0.023884795150745874)	(15, 0.02416769593409416)	(20, 0.029904605058951345)	(25, 0.0278167175874795)	(30, 0.03217338965104308)	(35, 0.011067188684876952)	(40, 0.0007917694757669583)	(45, 0.00011165048040410456)	(50, 0.00046348248614558313)	(55, 0.00013007678105198504)	(60, 0.0022579534033310067)	(65, 0.0014357609051413862)	(70, 3.199023913823414e-06)	(75, 0.0007351952754333417)	(80, 0.0002968999155199375)	(85, 0.0031496366881204885)	(90, 0.000583329094367523)	(95, 0.019732333488103423)	(100, 0.0070494531458968526)	(105, 0.001833111722776753)	(110, 0.0010291173816225911)	(115, 0.0044522946956764295)	(120, 0.008790165821746927)	(125, 0.012056111865484118)	(130, 0.011188238516826075)	(135, 0.008542666003573502)	(140, 0.008532802523274355)	(145, 0.013085118550591749)	(150, 0.008971984523607795)
SRR22223264_1	(1, 0.20957018148854745)	(2, 0.2195643395375279)	(3, 0.20687907161389515)	(4, 0.20601128618330075)	(5, 0.20650855648622563)	(6, 0.20600641098425249)	(7, 0.20600641098425249)	(8, 0.20742996910635114)	(9, 0.20600641098425249)	(10, 0.206019086501778)	(15, 0.20701752726686642)	(20, 0.20707700469525547)	(25, 0.21258890473924438)	(30, 0.21225641616415147)	(35, 0.0435191497298147)	(40, 0.0011315969574113517)	(45, 5.863577020239025e-05)	(50, 0.001494387314835125)	(55, 1.564010186241942e-05)	(60, 0.00040868850246315484)	(65, 0.0014582632727973789)	(70, 3.42487026493583e-05)	(75, 9.793057035939343e-05)	(80, 6.569430209589532e-05)	(85, 0.0003988638157898356)	(90, 0.0013992168307496384)	(95, 9.700882878340645e-05)	(100, 0.00017536960239765322)	(105, 0.000458460189066569)	(110, 0.00026348511476450236)	(115, 0.004678158392781316)	(120, 0.00046756025942890956)	(125, 0.010036781195157088)	(130, 0.011442631901899732)	(135, 0.0013505526089874007)	(140, 0.0023142712328660655)	(145, 0.00013402536532951194)	(150, 0.0)
SRR22223264_2	(1, 0.03828006292711924)	(2, 0.023308326649841702)	(3, 0.030391990866997114)	(4, 0.02329857625174514)	(5, 0.02586293095114207)	(6, 0.023274200256503723)	(7, 0.024166361682339536)	(8, 0.04452519290796994)	(9, 0.023420456227952215)	(10, 0.025012696237121494)	(15, 0.023643740344363586)	(20, 0.030717654163422422)	(25, 0.027621902767762628)	(30, 0.03449885854527083)	(35, 0.010452295001938214)	(40, 0.0011539125981729185)	(45, 0.008273007329956679)	(50, 0.0019433448633258826)	(55, 0.0019553378968291913)	(60, 0.0028916902532657093)	(65, 0.004062176150425908)	(70, 0.0015090581140037827)	(75, 0.0003382153083931736)	(80, 0.0035350450389401065)	(85, 0.0013198698114150207)	(90, 0.00030389992711122525)	(95, 0.00959315991692857)	(100, 0.0006483650580079886)	(105, 0.00392086585078545)	(110, 0.0007826212763785621)	(115, 0.013028131712465271)	(120, 0.001844490522006852)	(125, 0.0011215806345000834)	(130, 0.004317750796423738)	(135, 0.0038651828267930476)	(140, 0.0003975662446483694)	(145, 0.0017269413176144253)	(150, 0.0007174192019227145)
