Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR22223255_2	(1, 35.819104543588644)	(2, 36.10840152634688)	(3, 36.152017942911854)	(4, 36.1100645402045)	(5, 36.150861625652354)	(6, 36.10632428426142)	(7, 36.06609435549994)	(8, 36.11640611240794)	(9, 36.138505995076045)	(10, 36.11285166063854)	(15, 36.07760024859476)	(20, 36.04968336522644)	(25, 35.981373828426754)	(30, 35.94277315302598)	(35, 35.92105691893488)	(40, 35.885576109112336)	(45, 35.841143594944256)	(50, 35.815827772899034)	(55, 35.77946685981385)	(60, 35.75137439920211)	(65, 35.713193314445654)	(70, 35.68652454081105)	(75, 35.64217382024397)	(80, 35.58169651378751)	(85, 35.58069028375334)	(90, 35.55780711987338)	(95, 35.514360009735256)	(100, 35.4617224201702)	(105, 35.430800119778105)	(110, 35.372341022079866)	(115, 35.340824396837434)	(120, 35.260267360944454)	(125, 35.17305210078105)	(130, 35.103997288181596)	(135, 35.030429638623964)	(140, 34.93499939932597)	(145, 34.836569913061915)	(150, 34.643235789841455)
SRR22223256_1	(1, 36.18491240115376)	(2, 36.19120361044236)	(3, 36.296974618917254)	(4, 36.33179601763637)	(5, 36.3485586409892)	(6, 36.31325228653611)	(7, 36.30745211199786)	(8, 36.3320097523281)	(9, 36.33071404082306)	(10, 36.360711361210264)	(15, 36.3447508068022)	(20, 36.32738418471646)	(25, 36.26911674226746)	(30, 36.2472631717638)	(35, 36.27904324054246)	(40, 36.26333809656346)	(45, 36.25199704396123)	(50, 36.217288854838976)	(55, 36.19894577675372)	(60, 36.17290622879339)	(65, 36.13136181231649)	(70, 36.115557622917365)	(75, 36.11602293750584)	(80, 36.089648805870766)	(85, 36.07365564016134)	(90, 36.038347870444184)	(95, 36.00857741859481)	(100, 35.96380423233664)	(105, 35.97507479656947)	(110, 35.94800149043709)	(115, 35.900698467803366)	(120, 35.85761945861695)	(125, 35.80432693125115)	(130, 35.81515016689664)	(135, 35.740624060312044)	(140, 35.684257545427414)	(145, 35.65105232031848)	(150, 35.4776904020667)
SRR22223256_2	(1, 35.42385122338663)	(2, 35.938696599860776)	(3, 35.99194962028393)	(4, 35.90050165540867)	(5, 35.98644581981945)	(6, 35.9318467818282)	(7, 35.92803823401755)	(8, 35.95126148620233)	(9, 35.994811163065165)	(10, 35.97377721136225)	(15, 35.94092003093603)	(20, 35.926553887991304)	(25, 35.86736877837452)	(30, 35.832317628077064)	(35, 35.81236838104203)	(40, 35.792862482082185)	(45, 35.769242911211585)	(50, 35.74569160671679)	(55, 35.69224261313475)	(60, 35.65793627634015)	(65, 35.65043859220384)	(70, 35.619433455203456)	(75, 35.59619441038909)	(80, 35.52527415388492)	(85, 35.51589360653234)	(90, 35.52346666815434)	(95, 35.45562601370368)	(100, 35.41002576068446)	(105, 35.35176273280549)	(110, 35.32352640212458)	(115, 35.28693807987362)	(120, 35.23022502091031)	(125, 35.176114003047)	(130, 35.1260333241536)	(135, 35.08233463359588)	(140, 35.056333377215005)	(145, 34.93388677696114)	(150, 34.737978236066354)
SRR22223257_1	(1, 36.2195712148584)	(2, 36.19398085187529)	(3, 36.30275151674933)	(4, 36.33334864195052)	(5, 36.352896682783715)	(6, 36.31698182246351)	(7, 36.30682090372131)	(8, 36.32866115587722)	(9, 36.3292058862024)	(10, 36.354858575116445)	(15, 36.335593416888045)	(20, 36.31575099087722)	(25, 36.25244481743888)	(30, 36.226678256806665)	(35, 36.25856103184065)	(40, 36.23714336493564)	(45, 36.21659978075135)	(50, 36.17805495943534)	(55, 36.15168090580789)	(60, 36.12136289924704)	(65, 36.07523351422938)	(70, 36.05601836647121)	(75, 36.04686041024796)	(80, 36.02084920358711)	(85, 35.992664329068944)	(90, 35.94975752908152)	(95, 35.91338718443528)	(100, 35.86147131745451)	(105, 35.86813435012122)	(110, 35.83817202646782)	(115, 35.786995305759646)	(120, 35.732832690137414)	(125, 35.675740590807756)	(130, 35.68096503943138)	(135, 35.601175670934964)	(140, 35.538971622416696)	(145, 35.49903578085865)	(150, 35.33175666443445)
SRR22223257_2	(1, 35.63168128491056)	(2, 35.9860731614296)	(3, 36.02542518941482)	(4, 35.9610448389241)	(5, 36.02739305820668)	(6, 35.9777396130876)	(7, 35.98530560393902)	(8, 35.99779382341862)	(9, 36.0420301759584)	(10, 36.01241698046204)	(15, 35.98399034196699)	(20, 35.9708617969627)	(25, 35.91190472191873)	(30, 35.87450665831026)	(35, 35.83955393286889)	(40, 35.81422342744581)	(45, 35.7874111344903)	(50, 35.75775268001736)	(55, 35.708589880463755)	(60, 35.66561415728527)	(65, 35.65204381002357)	(70, 35.6157785595377)	(75, 35.58840390662557)	(80, 35.5212066466966)	(85, 35.51122272674246)	(90, 35.51948257686587)	(95, 35.45167976211637)	(100, 35.39315959155623)	(105, 35.331076498717856)	(110, 35.28860221736171)	(115, 35.242464326435694)	(120, 35.18352294913208)	(125, 35.12323473768777)	(130, 35.070451971109584)	(135, 35.0187729695306)	(140, 34.984811214723685)	(145, 34.85803823009644)	(150, 34.64421386638412)
SRR22223258_1	(1, 36.233334000453986)	(2, 36.20805617178687)	(3, 36.32066813330576)	(4, 36.35460256515303)	(5, 36.37194850033843)	(6, 36.335635298710685)	(7, 36.32471151165719)	(8, 36.35649382368868)	(9, 36.35063730263848)	(10, 36.37634749390996)	(15, 36.35941889115767)	(20, 36.34076128273503)	(25, 36.282571301940685)	(30, 36.260671190656986)	(35, 36.272426253887524)	(40, 36.25015322384726)	(45, 36.237605033442904)	(50, 36.20601738299808)	(55, 36.18732187250493)	(60, 36.16100482936212)	(65, 36.11989663219434)	(70, 36.10559912754816)	(75, 36.101603033455035)	(80, 36.078791243795756)	(85, 36.05867427168387)	(90, 36.019550544966556)	(95, 35.99108603198165)	(100, 35.946146997096854)	(105, 35.95803202092432)	(110, 35.93205986155392)	(115, 35.888798753177284)	(120, 35.84311873175668)	(125, 35.794400203039984)	(130, 35.8008814032112)	(135, 35.72919798830507)	(140, 35.67179587762779)	(145, 35.637944363779425)	(150, 35.470380711570044)
SRR22223258_2	(1, 35.56841781275999)	(2, 36.01644942766465)	(3, 36.06092219907827)	(4, 36.01808780756044)	(5, 36.075642871955544)	(6, 36.02335042017482)	(7, 36.04257261793595)	(8, 36.056518290481094)	(9, 36.102913167633105)	(10, 36.07216130042227)	(15, 36.044989042970954)	(20, 36.034283353053304)	(25, 35.97955247836177)	(30, 35.9451084347599)	(35, 35.91682892130119)	(40, 35.89474634668344)	(45, 35.87286984977183)	(50, 35.847964786910396)	(55, 35.80253108857549)	(60, 35.763715352363604)	(65, 35.757993680497634)	(70, 35.72153997815519)	(75, 35.70041162389711)	(80, 35.63449334457489)	(85, 35.62264617877689)	(90, 35.63065653346321)	(95, 35.56491290526109)	(100, 35.51829098856318)	(105, 35.461058640997706)	(110, 35.430649623131345)	(115, 35.3905227534065)	(120, 35.339172994199984)	(125, 35.283678889438114)	(130, 35.237238614151806)	(135, 35.19157099776176)	(140, 35.16471782938107)	(145, 35.04817007222725)	(150, 34.84013101080894)
SRR22223259_1	(1, 36.22901777664612)	(2, 36.208812012212945)	(3, 36.323625409970575)	(4, 36.353942905971834)	(5, 36.370041156938605)	(6, 36.338846065205615)	(7, 36.316689697279166)	(8, 36.35551973426411)	(9, 36.35875018716474)	(10, 36.38224231405152)	(15, 36.36503948817644)	(20, 36.34641150004383)	(25, 36.27379723838307)	(30, 36.25470854880612)	(35, 36.28660850035864)	(40, 36.26579542131144)	(45, 36.242736489559455)	(50, 36.20573901842334)	(55, 36.178142261513436)	(60, 36.148106242320026)	(65, 36.11387679030039)	(70, 36.09161782165957)	(75, 36.079631999675705)	(80, 36.047029788121215)	(85, 36.02656955084973)	(90, 35.99136918623633)	(95, 35.95360384958143)	(100, 35.90874247639859)	(105, 35.90805414203275)	(110, 35.878833753817524)	(115, 35.830009919125146)	(120, 35.7744934692225)	(125, 35.71655031225186)	(130, 35.7176851481194)	(135, 35.63503860095681)	(140, 35.58406134575356)	(145, 35.53509914421839)	(150, 35.371349522661845)
SRR22223259_2	(1, 35.511768968546725)	(2, 35.94894210876568)	(3, 36.01142139736497)	(4, 35.94958740424209)	(5, 36.00053149625638)	(6, 35.966454765154076)	(7, 35.95395829581597)	(8, 35.991869988003494)	(9, 36.034596224350594)	(10, 36.00636628081328)	(15, 35.97339530962964)	(20, 35.95707761003595)	(25, 35.89619897225963)	(30, 35.85670964138567)	(35, 35.82658943410055)	(40, 35.79922363445583)	(45, 35.76616147900594)	(50, 35.73860708090395)	(55, 35.69203962138471)	(60, 35.65379269913492)	(65, 35.63331995286198)	(70, 35.601101100677084)	(75, 35.56517703215849)	(80, 35.50001458442191)	(85, 35.48389672432834)	(90, 35.47401372229936)	(95, 35.41280125279344)	(100, 35.36263623295355)	(105, 35.31793102970992)	(110, 35.27177993501093)	(115, 35.22413529264483)	(120, 35.157483771287936)	(125, 35.08043028208656)	(130, 35.01907712592312)	(135, 34.9617592062603)	(140, 34.90136795296981)	(145, 34.777866306935366)	(150, 34.55363158856969)
SRR22223260_1	(1, 36.260646641009586)	(2, 36.2155553803075)	(3, 36.33694140159485)	(4, 36.36266330361997)	(5, 36.37325196024402)	(6, 36.34696908967518)	(7, 36.31539158693039)	(8, 36.35823661404363)	(9, 36.36130717682249)	(10, 36.384838884915226)	(15, 36.367512921723794)	(20, 36.347891327394855)	(25, 36.27135569209334)	(30, 36.25188600112508)	(35, 36.28436351254561)	(40, 36.26377365719551)	(45, 36.239138452626456)	(50, 36.20310269322526)	(55, 36.175878559528755)	(60, 36.14551230416554)	(65, 36.112116935500815)	(70, 36.086352280192685)	(75, 36.06920042888676)	(80, 36.03296438744585)	(85, 36.01238437989755)	(90, 35.976794947552406)	(95, 35.936101978230994)	(100, 35.89244956861155)	(105, 35.884870478044164)	(110, 35.85540194764601)	(115, 35.8064124287707)	(120, 35.7512104509294)	(125, 35.68720465600452)	(130, 35.686285041645284)	(135, 35.61121850983527)	(140, 35.55712387127)	(145, 35.50720668243336)	(150, 35.33151302255871)
SRR22223260_2	(1, 35.66563314802163)	(2, 36.07456073431826)	(3, 36.13133717140871)	(4, 36.12342501968323)	(5, 36.171177413344445)	(6, 36.14452550898279)	(7, 36.1376527148561)	(8, 36.170792542879134)	(9, 36.19891135924837)	(10, 36.186289037933946)	(15, 36.16026265711194)	(20, 36.14324883008816)	(25, 36.09404657654754)	(30, 36.05750781966985)	(35, 36.03670939842575)	(40, 36.01278271943354)	(45, 35.9819445500387)	(50, 35.957652130178666)	(55, 35.91613851588018)	(60, 35.88113233102906)	(65, 35.85871090791951)	(70, 35.83547039076747)	(75, 35.80092627446496)	(80, 35.7369026760818)	(85, 35.72373164783364)	(90, 35.706103058003315)	(95, 35.65338399469274)	(100, 35.607540675781586)	(105, 35.57232885780151)	(110, 35.526607677467425)	(115, 35.48701057457873)	(120, 35.42135899687359)	(125, 35.3490166834798)	(130, 35.28843632487002)	(135, 35.2304749706028)	(140, 35.164553291383065)	(145, 35.06413833308544)	(150, 34.830058072614136)
SRR22223261_1	(1, 36.2426415975374)	(2, 36.220489364503635)	(3, 36.345218764871376)	(4, 36.36999515384136)	(5, 36.38367370895898)	(6, 36.35023598960522)	(7, 36.31870790646885)	(8, 36.36791875623341)	(9, 36.37088000520318)	(10, 36.39176526785809)	(15, 36.375898645797136)	(20, 36.35467999501062)	(25, 36.27670371119783)	(30, 36.268723217751415)	(35, 36.30322913046232)	(40, 36.287246455532)	(45, 36.266650959478405)	(50, 36.23535146894861)	(55, 36.20890084319958)	(60, 36.17842847606194)	(65, 36.15098893262977)	(70, 36.12497303606328)	(75, 36.10907861463043)	(80, 36.07141652356646)	(85, 36.05108263358242)	(90, 36.016413385154436)	(95, 35.980929484081166)	(100, 35.95020862055725)	(105, 35.93900679803362)	(110, 35.90488043003521)	(115, 35.861952914526135)	(120, 35.81445811592229)	(125, 35.75889089967143)	(130, 35.75739138249193)	(135, 35.67869950592091)	(140, 35.63854137661215)	(145, 35.593229268359494)	(150, 35.42046312346715)
SRR22223261_2	(1, 35.74795841745358)	(2, 36.10314271572006)	(3, 36.14670752749166)	(4, 36.12520295864983)	(5, 36.16930236981931)	(6, 36.1264670524253)	(7, 36.104004574656244)	(8, 36.14600810484024)	(9, 36.17471658622174)	(10, 36.15369767371737)	(15, 36.12054315902708)	(20, 36.10135543919389)	(25, 36.04636790059895)	(30, 36.00967388661474)	(35, 35.98783613407799)	(40, 35.96292554158026)	(45, 35.93185651845145)	(50, 35.909537051900244)	(55, 35.8684546396079)	(60, 35.83770716482628)	(65, 35.81655892722033)	(70, 35.78945977839783)	(75, 35.75393366786426)	(80, 35.701884000008434)	(85, 35.68379960029055)	(90, 35.66710114441137)	(95, 35.61643439329082)	(100, 35.57703258276793)	(105, 35.54618824788133)	(110, 35.507082683869214)	(115, 35.46973581499398)	(120, 35.41037416873873)	(125, 35.332880444849735)	(130, 35.27099292070172)	(135, 35.23031621996505)	(140, 35.1682835669839)	(145, 35.06520952606692)	(150, 34.82544639446651)
SRR22223262_1	(1, 36.21950246081793)	(2, 36.17955714700561)	(3, 36.29233863420607)	(4, 36.32824438369931)	(5, 36.34606615372286)	(6, 36.30821384706213)	(7, 36.29353245228769)	(8, 36.3253350518873)	(9, 36.327373464490506)	(10, 36.356469134109716)	(15, 36.338814934336554)	(20, 36.32120667524906)	(25, 36.26288369528409)	(30, 36.24174069206176)	(35, 36.26221539355883)	(40, 36.24176003198586)	(45, 36.22815192443143)	(50, 36.19684884586069)	(55, 36.175016726537876)	(60, 36.14888196226787)	(65, 36.10926367789004)	(70, 36.094478450593854)	(75, 36.08792684255643)	(80, 36.06686158863038)	(85, 36.044150156987826)	(90, 36.007254331593856)	(95, 35.976224451752024)	(100, 35.92947226872288)	(105, 35.93965900727385)	(110, 35.91430726648771)	(115, 35.871028367381804)	(120, 35.82163362924665)	(125, 35.770081795386275)	(130, 35.78015821685322)	(135, 35.70745287183467)	(140, 35.648206909622914)	(145, 35.61555477333654)	(150, 35.44916442789017)
SRR22223262_2	(1, 35.640688465352)	(2, 35.94663532026078)	(3, 35.99276663298778)	(4, 35.9360165725361)	(5, 36.00886428728957)	(6, 35.951676087216065)	(7, 35.976156187611245)	(8, 35.99901556908571)	(9, 36.039801414167385)	(10, 36.01324034940857)	(15, 35.98548457611072)	(20, 35.97460884929648)	(25, 35.91680299166022)	(30, 35.883073131018534)	(35, 35.85554983456985)	(40, 35.832974813303636)	(45, 35.80818084288013)	(50, 35.782740032357836)	(55, 35.73900882535778)	(60, 35.70058535931124)	(65, 35.69139118365055)	(70, 35.65731653680591)	(75, 35.63446407150185)	(80, 35.572472550889685)	(85, 35.563530400770084)	(90, 35.57081025775598)	(95, 35.511637357062156)	(100, 35.45756500544753)	(105, 35.40187694470801)	(110, 35.36825614016444)	(115, 35.329996748477164)	(120, 35.2760786164119)	(125, 35.22337180295409)	(130, 35.18101730835824)	(135, 35.136822348891016)	(140, 35.11134794287101)	(145, 34.995372488566524)	(150, 34.791946410393834)
SRR22223263_1	(1, 36.30328992094636)	(2, 36.2260238199272)	(3, 36.36047923073938)	(4, 36.37452975713804)	(5, 36.38529437101553)	(6, 36.35402351455373)	(7, 36.29569945385805)	(8, 36.35835265359739)	(9, 36.3630723551028)	(10, 36.38583166733993)	(15, 36.36702420012991)	(20, 36.34443450085823)	(25, 36.24990923666276)	(30, 36.25776010794537)	(35, 36.336452974820205)	(40, 36.33129615275148)	(45, 36.30891212316981)	(50, 36.28921796187088)	(55, 36.256532662741584)	(60, 36.22434683474415)	(65, 36.21550576901201)	(70, 36.18162591234109)	(75, 36.148937760297954)	(80, 36.10607321576507)	(85, 36.0757075053075)	(90, 36.03701562180494)	(95, 35.9999791944516)	(100, 35.97848563790019)	(105, 35.94599418110744)	(110, 35.90397099579649)	(115, 35.86692854815554)	(120, 35.811369429296704)	(125, 35.75548454476864)	(130, 35.74325414864817)	(135, 35.66479950973986)	(140, 35.637790633668146)	(145, 35.57220947732218)	(150, 35.399798153355306)
SRR22223263_2	(1, 36.33041922947549)	(2, 36.42280307021462)	(3, 36.41699455929995)	(4, 36.40964814394374)	(5, 36.401144664383644)	(6, 36.381696072277244)	(7, 36.33633281213181)	(8, 36.39556928762156)	(9, 36.40535104042541)	(10, 36.384876841335455)	(15, 36.352696255644766)	(20, 36.3286786405685)	(25, 36.28392448573219)	(30, 36.24900677519484)	(35, 36.231227130209064)	(40, 36.2032662284222)	(45, 36.167126008289706)	(50, 36.146403831390316)	(55, 36.12398682745093)	(60, 36.0969795701141)	(65, 36.06046048474802)	(70, 36.044260665115104)	(75, 36.00304538055218)	(80, 35.979625519095144)	(85, 35.973945317661716)	(90, 35.94214026278356)	(95, 35.91760224416279)	(100, 35.887750721588944)	(105, 35.892545235836714)	(110, 35.83806530617265)	(115, 35.80500244835493)	(120, 35.742458111628906)	(125, 35.654292941659556)	(130, 35.58792257087318)	(135, 35.555582275598674)	(140, 35.458241645469734)	(145, 35.385840963335795)	(150, 35.11391170087495)
SRR22223264_1	(1, 36.22896547837428)	(2, 36.19392011001569)	(3, 36.305673225255696)	(4, 36.340376744657014)	(5, 36.35907937326196)	(6, 36.32887766141382)	(7, 36.31097086030151)	(8, 36.33978543176445)	(9, 36.339008325036154)	(10, 36.36458415551534)	(15, 36.34881489517615)	(20, 36.3295544170449)	(25, 36.26581874604713)	(30, 36.23945500539855)	(35, 36.27615024765379)	(40, 36.25503521979108)	(45, 36.23799487911465)	(50, 36.201370057094515)	(55, 36.17861038448952)	(60, 36.1480845228199)	(65, 36.108822438583516)	(70, 36.0906614177989)	(75, 36.078137288677354)	(80, 36.050255743179584)	(85, 36.026886628004696)	(90, 35.99130953824397)	(95, 35.95040679917339)	(100, 35.90370878933889)	(105, 35.90413854030512)	(110, 35.88092593772776)	(115, 35.8309354518875)	(120, 35.783551078776966)	(125, 35.722852901471)	(130, 35.72731939473076)	(135, 35.65931603714199)	(140, 35.596087399642805)	(145, 35.56144569169786)	(150, 35.391214865498256)
SRR22223264_2	(1, 35.593409033149065)	(2, 36.03846093281181)	(3, 36.10324116395768)	(4, 36.04203845137742)	(5, 36.11439059792512)	(6, 36.05932683349045)	(7, 36.05799770797392)	(8, 36.078675864737214)	(9, 36.121955980560244)	(10, 36.09207059112715)	(15, 36.066329267141064)	(20, 36.05076362436533)	(25, 35.99758363684291)	(30, 35.96467404443539)	(35, 35.935727715196684)	(40, 35.91157888252947)	(45, 35.884505248852776)	(50, 35.860350823418585)	(55, 35.818605793191594)	(60, 35.77931662217657)	(65, 35.762364816445945)	(70, 35.73291198848513)	(75, 35.70627707475842)	(80, 35.64596805994121)	(85, 35.638108727237956)	(90, 35.6405222986661)	(95, 35.58420680555349)	(100, 35.52760002669135)	(105, 35.477165875815196)	(110, 35.438313431104675)	(115, 35.40386491102957)	(120, 35.33689167577198)	(125, 35.274385171432186)	(130, 35.22981345906349)	(135, 35.16896296181784)	(140, 35.125383656061715)	(145, 35.02491889274791)	(150, 34.81095278284565)
