Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
SRR22223237_1	(35, 36271.0)	(40, 1068.0)	(45, 1426.0)	(50, 2175.0)	(55, 3208.0)	(60, 4993.0)	(65, 7217.0)	(70, 11596.0)	(75, 18786.0)	(80, 29438.0)	(85, 45736.0)	(90, 69031.0)	(95, 101432.0)	(100, 133612.0)	(105, 172029.0)	(110, 212286.0)	(115, 256289.0)	(120, 292245.0)	(125, 332565.0)	(130, 369078.0)	(135, 395451.0)	(140, 414881.0)	(145, 2397451.0)	(150, 20581609.0)
SRR22223237_2	(35, 17277.0)	(40, 1077.0)	(45, 1431.0)	(50, 2181.0)	(55, 3209.0)	(60, 4975.0)	(65, 7165.0)	(70, 11503.0)	(75, 18650.0)	(80, 29165.0)	(85, 45206.0)	(90, 68405.0)	(95, 100478.0)	(100, 132160.0)	(105, 170195.0)	(110, 209955.0)	(115, 253275.0)	(120, 288874.0)	(125, 329422.0)	(130, 365202.0)	(135, 392858.0)	(140, 413013.0)	(145, 2686429.0)	(150, 20337768.0)
SRR22223238_1	(35, 27426.0)	(40, 529.0)	(45, 668.0)	(50, 1032.0)	(55, 1349.0)	(60, 1972.0)	(65, 3268.0)	(70, 4987.0)	(75, 8157.0)	(80, 13379.0)	(85, 21223.0)	(90, 33488.0)	(95, 51639.0)	(100, 72858.0)	(105, 101207.0)	(110, 132069.0)	(115, 164002.0)	(120, 198343.0)	(125, 230253.0)	(130, 260386.0)	(135, 287896.0)	(140, 303768.0)	(145, 1984886.0)	(150, 16731503.0)
SRR22223238_2	(35, 12894.0)	(40, 531.0)	(45, 670.0)	(50, 1022.0)	(55, 1340.0)	(60, 1972.0)	(65, 3247.0)	(70, 4942.0)	(75, 8086.0)	(80, 13272.0)	(85, 21031.0)	(90, 33137.0)	(95, 51062.0)	(100, 72043.0)	(105, 100095.0)	(110, 130604.0)	(115, 162141.0)	(120, 195975.0)	(125, 227966.0)	(130, 257316.0)	(135, 285675.0)	(140, 303926.0)	(145, 2231087.0)	(150, 16516254.0)
SRR22223239_1	(35, 31501.0)	(40, 783.0)	(45, 1046.0)	(50, 1575.0)	(55, 2300.0)	(60, 3676.0)	(65, 5485.0)	(70, 9068.0)	(75, 14431.0)	(80, 22525.0)	(85, 35892.0)	(90, 53908.0)	(95, 79621.0)	(100, 107127.0)	(105, 140393.0)	(110, 174355.0)	(115, 211845.0)	(120, 242810.0)	(125, 275510.0)	(130, 304327.0)	(135, 326289.0)	(140, 339755.0)	(145, 1969908.0)	(150, 16744080.0)
SRR22223239_2	(35, 16691.0)	(40, 777.0)	(45, 1039.0)	(50, 1569.0)	(55, 2277.0)	(60, 3630.0)	(65, 5419.0)	(70, 8941.0)	(75, 14227.0)	(80, 22161.0)	(85, 35410.0)	(90, 53081.0)	(95, 78446.0)	(100, 105539.0)	(105, 138251.0)	(110, 171707.0)	(115, 208547.0)	(120, 238226.0)	(125, 271395.0)	(130, 299802.0)	(135, 323435.0)	(140, 336384.0)	(145, 2202401.0)	(150, 16558855.0)
SRR22223240_1	(35, 21967.0)	(40, 669.0)	(45, 834.0)	(50, 1379.0)	(55, 1843.0)	(60, 2933.0)	(65, 4545.0)	(70, 7125.0)	(75, 11456.0)	(80, 18372.0)	(85, 29344.0)	(90, 45573.0)	(95, 68348.0)	(100, 95621.0)	(105, 129663.0)	(110, 166036.0)	(115, 206027.0)	(120, 240756.0)	(125, 277577.0)	(130, 306947.0)	(135, 333556.0)	(140, 352512.0)	(145, 1888302.0)	(150, 15582244.0)
SRR22223240_2	(35, 7875.0)	(40, 678.0)	(45, 837.0)	(50, 1367.0)	(55, 1859.0)	(60, 2955.0)	(65, 4553.0)	(70, 7136.0)	(75, 11420.0)	(80, 18350.0)	(85, 29278.0)	(90, 45445.0)	(95, 68178.0)	(100, 95273.0)	(105, 129131.0)	(110, 165369.0)	(115, 204919.0)	(120, 239416.0)	(125, 275983.0)	(130, 304787.0)	(135, 331874.0)	(140, 350788.0)	(145, 2176999.0)	(150, 15319159.0)
SRR22223241_1	(35, 27928.0)	(40, 740.0)	(45, 1044.0)	(50, 1643.0)	(55, 2406.0)	(60, 3827.0)	(65, 6139.0)	(70, 9422.0)	(75, 15431.0)	(80, 24778.0)	(85, 38861.0)	(90, 59032.0)	(95, 87429.0)	(100, 119412.0)	(105, 158958.0)	(110, 200078.0)	(115, 241946.0)	(120, 279930.0)	(125, 316495.0)	(130, 347348.0)	(135, 372422.0)	(140, 393147.0)	(145, 2050161.0)	(150, 17073130.0)
SRR22223241_2	(35, 10919.0)	(40, 749.0)	(45, 1044.0)	(50, 1640.0)	(55, 2402.0)	(60, 3817.0)	(65, 6123.0)	(70, 9355.0)	(75, 15307.0)	(80, 24594.0)	(85, 38544.0)	(90, 58622.0)	(95, 86729.0)	(100, 118411.0)	(105, 157611.0)	(110, 198357.0)	(115, 239917.0)	(120, 276659.0)	(125, 313362.0)	(130, 343265.0)	(135, 369543.0)	(140, 388567.0)	(145, 2331662.0)	(150, 16834508.0)
SRR22223242_1	(35, 37426.0)	(40, 839.0)	(45, 1124.0)	(50, 1753.0)	(55, 2386.0)	(60, 3702.0)	(65, 5450.0)	(70, 8338.0)	(75, 13408.0)	(80, 20488.0)	(85, 32296.0)	(90, 50084.0)	(95, 75360.0)	(100, 104856.0)	(105, 143566.0)	(110, 184550.0)	(115, 229494.0)	(120, 269532.0)	(125, 309766.0)	(130, 345440.0)	(135, 370919.0)	(140, 391980.0)	(145, 2023250.0)	(150, 16921357.0)
SRR22223242_2	(35, 11484.0)	(40, 852.0)	(45, 1135.0)	(50, 1756.0)	(55, 2385.0)	(60, 3702.0)	(65, 5428.0)	(70, 8272.0)	(75, 13339.0)	(80, 20356.0)	(85, 32066.0)	(90, 49729.0)	(95, 74798.0)	(100, 104089.0)	(105, 142558.0)	(110, 183144.0)	(115, 227693.0)	(120, 266919.0)	(125, 306999.0)	(130, 341836.0)	(135, 368516.0)	(140, 389198.0)	(145, 2297778.0)	(150, 16693332.0)
SRR22223243_1	(35, 33750.0)	(40, 744.0)	(45, 970.0)	(50, 1458.0)	(55, 2093.0)	(60, 3114.0)	(65, 4581.0)	(70, 7428.0)	(75, 11822.0)	(80, 18234.0)	(85, 29226.0)	(90, 45404.0)	(95, 68775.0)	(100, 96763.0)	(105, 134413.0)	(110, 175095.0)	(115, 222508.0)	(120, 262523.0)	(125, 303346.0)	(130, 342834.0)	(135, 369951.0)	(140, 388303.0)	(145, 2049265.0)	(150, 17167257.0)
SRR22223243_2	(35, 12130.0)	(40, 754.0)	(45, 975.0)	(50, 1473.0)	(55, 2101.0)	(60, 3094.0)	(65, 4549.0)	(70, 7410.0)	(75, 11779.0)	(80, 18133.0)	(85, 29038.0)	(90, 45111.0)	(95, 68286.0)	(100, 96078.0)	(105, 133440.0)	(110, 173718.0)	(115, 220776.0)	(120, 260135.0)	(125, 301137.0)	(130, 339334.0)	(135, 367647.0)	(140, 384960.0)	(145, 2323009.0)	(150, 16934790.0)
SRR22223244_1	(35, 30088.0)	(40, 859.0)	(45, 1142.0)	(50, 1653.0)	(55, 2402.0)	(60, 3668.0)	(65, 5753.0)	(70, 8932.0)	(75, 14509.0)	(80, 23125.0)	(85, 37061.0)	(90, 57654.0)	(95, 87451.0)	(100, 123900.0)	(105, 171323.0)	(110, 224045.0)	(115, 284416.0)	(120, 330074.0)	(125, 379242.0)	(130, 427623.0)	(135, 452811.0)	(140, 470654.0)	(145, 1991362.0)	(150, 16165592.0)
SRR22223244_2	(35, 14225.0)	(40, 846.0)	(45, 1144.0)	(50, 1656.0)	(55, 2392.0)	(60, 3649.0)	(65, 5731.0)	(70, 8890.0)	(75, 14445.0)	(80, 22987.0)	(85, 36843.0)	(90, 57285.0)	(95, 86963.0)	(100, 123187.0)	(105, 170332.0)	(110, 222755.0)	(115, 282586.0)	(120, 327341.0)	(125, 376655.0)	(130, 424248.0)	(135, 451016.0)	(140, 467278.0)	(145, 2245575.0)	(150, 15947310.0)
SRR22223245_1	(35, 26992.0)	(40, 901.0)	(45, 1186.0)	(50, 1718.0)	(55, 2388.0)	(60, 3357.0)	(65, 4960.0)	(70, 7431.0)	(75, 11888.0)	(80, 18077.0)	(85, 27983.0)	(90, 41688.0)	(95, 61750.0)	(100, 84048.0)	(105, 113531.0)	(110, 144253.0)	(115, 179228.0)	(120, 206341.0)	(125, 237220.0)	(130, 268321.0)	(135, 290119.0)	(140, 307164.0)	(145, 1901304.0)	(150, 16917276.0)
SRR22223245_2	(35, 11957.0)	(40, 902.0)	(45, 1175.0)	(50, 1714.0)	(55, 2366.0)	(60, 3330.0)	(65, 4934.0)	(70, 7382.0)	(75, 11822.0)	(80, 17929.0)	(85, 27797.0)	(90, 41434.0)	(95, 61321.0)	(100, 83441.0)	(105, 112709.0)	(110, 143194.0)	(115, 177885.0)	(120, 204634.0)	(125, 235477.0)	(130, 266187.0)	(135, 288592.0)	(140, 304565.0)	(145, 2157417.0)	(150, 16690960.0)
SRR22223246_1	(35, 29066.0)	(40, 981.0)	(45, 1317.0)	(50, 1857.0)	(55, 2504.0)	(60, 3566.0)	(65, 4829.0)	(70, 6831.0)	(75, 10989.0)	(80, 15869.0)	(85, 24400.0)	(90, 37508.0)	(95, 56158.0)	(100, 78405.0)	(105, 109150.0)	(110, 144207.0)	(115, 184489.0)	(120, 218647.0)	(125, 254283.0)	(130, 290559.0)	(135, 314999.0)	(140, 337426.0)	(145, 1864749.0)	(150, 16539247.0)
SRR22223246_2	(35, 8115.0)	(40, 992.0)	(45, 1309.0)	(50, 1850.0)	(55, 2507.0)	(60, 3550.0)	(65, 4771.0)	(70, 6789.0)	(75, 10889.0)	(80, 15764.0)	(85, 24264.0)	(90, 37432.0)	(95, 55868.0)	(100, 78035.0)	(105, 108643.0)	(110, 143590.0)	(115, 183615.0)	(120, 217306.0)	(125, 252925.0)	(130, 288524.0)	(135, 313517.0)	(140, 335352.0)	(145, 2186077.0)	(150, 16250352.0)
SRR22223247_1	(35, 62014.0)	(40, 1508.0)	(45, 2195.0)	(50, 3344.0)	(55, 4696.0)	(60, 7448.0)	(65, 10821.0)	(70, 16325.0)	(75, 26675.0)	(80, 40459.0)	(85, 63602.0)	(90, 98755.0)	(95, 146792.0)	(100, 197989.0)	(105, 261853.0)	(110, 328828.0)	(115, 402825.0)	(120, 452362.0)	(125, 509043.0)	(130, 559604.0)	(135, 579650.0)	(140, 598922.0)	(145, 1907806.0)	(150, 14994447.0)
SRR22223247_2	(35, 9077.0)	(40, 1496.0)	(45, 2166.0)	(50, 3313.0)	(55, 4637.0)	(60, 7359.0)	(65, 10717.0)	(70, 16102.0)	(75, 26390.0)	(80, 40069.0)	(85, 63021.0)	(90, 97850.0)	(95, 145616.0)	(100, 196228.0)	(105, 259559.0)	(110, 325857.0)	(115, 399150.0)	(120, 447978.0)	(125, 505064.0)	(130, 554447.0)	(135, 576160.0)	(140, 594376.0)	(145, 2235008.0)	(150, 14756323.0)
SRR22223248_1	(35, 88145.0)	(40, 1843.0)	(45, 2698.0)	(50, 4141.0)	(55, 5818.0)	(60, 9303.0)	(65, 13378.0)	(70, 19824.0)	(75, 31787.0)	(80, 47898.0)	(85, 74343.0)	(90, 116621.0)	(95, 175544.0)	(100, 236959.0)	(105, 318583.0)	(110, 403855.0)	(115, 496352.0)	(120, 558466.0)	(125, 627005.0)	(130, 679438.0)	(135, 702348.0)	(140, 712497.0)	(145, 2010694.0)	(150, 15129019.0)
SRR22223248_2	(35, 10302.0)	(40, 1854.0)	(45, 2699.0)	(50, 4104.0)	(55, 5736.0)	(60, 9240.0)	(65, 13246.0)	(70, 19598.0)	(75, 31510.0)	(80, 47557.0)	(85, 73867.0)	(90, 115856.0)	(95, 174503.0)	(100, 235408.0)	(105, 316466.0)	(110, 401162.0)	(115, 492972.0)	(120, 553674.0)	(125, 621732.0)	(130, 673090.0)	(135, 698534.0)	(140, 711456.0)	(145, 2332069.0)	(150, 14919924.0)
SRR22223249_1	(35, 100495.0)	(40, 4799.0)	(45, 6096.0)	(50, 8460.0)	(55, 11306.0)	(60, 15822.0)	(65, 21822.0)	(70, 31580.0)	(75, 49087.0)	(80, 71054.0)	(85, 106656.0)	(90, 155660.0)	(95, 225064.0)	(100, 300441.0)	(105, 394664.0)	(110, 495900.0)	(115, 607148.0)	(120, 689347.0)	(125, 785071.0)	(130, 877220.0)	(135, 934525.0)	(140, 969201.0)	(145, 4850612.0)	(150, 41053882.0)
SRR22223249_2	(35, 58945.0)	(40, 4858.0)	(45, 6139.0)	(50, 8501.0)	(55, 11353.0)	(60, 15839.0)	(65, 21792.0)	(70, 31506.0)	(75, 48831.0)	(80, 70727.0)	(85, 106030.0)	(90, 154830.0)	(95, 224103.0)	(100, 298706.0)	(105, 392146.0)	(110, 492568.0)	(115, 602799.0)	(120, 683536.0)	(125, 778683.0)	(130, 869372.0)	(135, 928248.0)	(140, 957898.0)	(145, 5201239.0)	(150, 40797263.0)
SRR22223250_1	(35, 52340.0)	(40, 1477.0)	(45, 2024.0)	(50, 2830.0)	(55, 3785.0)	(60, 5685.0)	(65, 7752.0)	(70, 11799.0)	(75, 18292.0)	(80, 27547.0)	(85, 42368.0)	(90, 65938.0)	(95, 97779.0)	(100, 134551.0)	(105, 185780.0)	(110, 237589.0)	(115, 299911.0)	(120, 345035.0)	(125, 392072.0)	(130, 431463.0)	(135, 450468.0)	(140, 469385.0)	(145, 1908597.0)	(150, 15979004.0)
SRR22223250_2	(35, 9018.0)	(40, 1473.0)	(45, 2021.0)	(50, 2817.0)	(55, 3762.0)	(60, 5642.0)	(65, 7701.0)	(70, 11641.0)	(75, 18104.0)	(80, 27374.0)	(85, 42090.0)	(90, 65476.0)	(95, 97174.0)	(100, 133704.0)	(105, 184510.0)	(110, 235988.0)	(115, 297866.0)	(120, 341982.0)	(125, 389050.0)	(130, 427904.0)	(135, 447962.0)	(140, 466203.0)	(145, 2256591.0)	(150, 15697418.0)
SRR22223251_1	(35, 194032.0)	(40, 6253.0)	(45, 8753.0)	(50, 12656.0)	(55, 17442.0)	(60, 24592.0)	(65, 33667.0)	(70, 47259.0)	(75, 70089.0)	(80, 101413.0)	(85, 148385.0)	(90, 216795.0)	(95, 304020.0)	(100, 406396.0)	(105, 534456.0)	(110, 664678.0)	(115, 822794.0)	(120, 933323.0)	(125, 1041323.0)	(130, 1122419.0)	(135, 1167935.0)	(140, 1195395.0)	(145, 3983531.0)	(150, 30011873.0)
SRR22223251_2	(35, 39064.0)	(40, 6251.0)	(45, 8772.0)	(50, 12675.0)	(55, 17424.0)	(60, 24526.0)	(65, 33588.0)	(70, 47214.0)	(75, 69868.0)	(80, 101173.0)	(85, 147986.0)	(90, 216247.0)	(95, 303026.0)	(100, 405142.0)	(105, 532729.0)	(110, 662296.0)	(115, 819581.0)	(120, 928516.0)	(125, 1035794.0)	(130, 1114924.0)	(135, 1162281.0)	(140, 1186066.0)	(145, 4496213.0)	(150, 29698123.0)
SRR22223252_1	(35, 52451.0)	(40, 1103.0)	(45, 1556.0)	(50, 2307.0)	(55, 3313.0)	(60, 4905.0)	(65, 7234.0)	(70, 10830.0)	(75, 18239.0)	(80, 28524.0)	(85, 45457.0)	(90, 72122.0)	(95, 109941.0)	(100, 155015.0)	(105, 215435.0)	(110, 280624.0)	(115, 354408.0)	(120, 411580.0)	(125, 474687.0)	(130, 533967.0)	(135, 574307.0)	(140, 604872.0)	(145, 2063786.0)	(150, 15888771.0)
SRR22223252_2	(35, 9579.0)	(40, 1096.0)	(45, 1543.0)	(50, 2276.0)	(55, 3282.0)	(60, 4848.0)	(65, 7130.0)	(70, 10686.0)	(75, 18022.0)	(80, 28244.0)	(85, 45092.0)	(90, 71476.0)	(95, 108990.0)	(100, 153634.0)	(105, 213439.0)	(110, 278044.0)	(115, 351022.0)	(120, 406446.0)	(125, 469618.0)	(130, 527970.0)	(135, 570445.0)	(140, 600413.0)	(145, 2392332.0)	(150, 15639807.0)
SRR22223253_1	(35, 118413.0)	(40, 3226.0)	(45, 4792.0)	(50, 6770.0)	(55, 9225.0)	(60, 12968.0)	(65, 18393.0)	(70, 26915.0)	(75, 39585.0)	(80, 59068.0)	(85, 87955.0)	(90, 128684.0)	(95, 180791.0)	(100, 240359.0)	(105, 316281.0)	(110, 388338.0)	(115, 472277.0)	(120, 536325.0)	(125, 605745.0)	(130, 659594.0)	(135, 699938.0)	(140, 725880.0)	(145, 3111396.0)	(150, 25018102.0)
SRR22223253_2	(35, 14192.0)	(40, 3250.0)	(45, 4787.0)	(50, 6784.0)	(55, 9239.0)	(60, 12982.0)	(65, 18372.0)	(70, 26887.0)	(75, 39462.0)	(80, 58877.0)	(85, 87712.0)	(90, 128250.0)	(95, 180165.0)	(100, 239258.0)	(105, 315007.0)	(110, 386681.0)	(115, 469987.0)	(120, 533000.0)	(125, 602102.0)	(130, 654761.0)	(135, 696684.0)	(140, 724326.0)	(145, 3540432.0)	(150, 24717823.0)
SRR22223254_1	(35, 35403.0)	(40, 854.0)	(45, 1180.0)	(50, 1819.0)	(55, 2551.0)	(60, 3773.0)	(65, 5863.0)	(70, 9130.0)	(75, 15091.0)	(80, 24022.0)	(85, 38391.0)	(90, 59886.0)	(95, 89940.0)	(100, 125543.0)	(105, 170588.0)	(110, 216834.0)	(115, 269622.0)	(120, 313300.0)	(125, 359058.0)	(130, 400130.0)	(135, 432548.0)	(140, 456799.0)	(145, 2027287.0)	(150, 16161209.0)
SRR22223254_2	(35, 11764.0)	(40, 858.0)	(45, 1183.0)	(50, 1826.0)	(55, 2553.0)	(60, 3762.0)	(65, 5830.0)	(70, 9068.0)	(75, 14990.0)	(80, 23849.0)	(85, 38086.0)	(90, 59459.0)	(95, 89208.0)	(100, 124622.0)	(105, 169225.0)	(110, 215036.0)	(115, 267298.0)	(120, 309604.0)	(125, 355161.0)	(130, 395318.0)	(135, 429313.0)	(140, 454028.0)	(145, 2305995.0)	(150, 15932785.0)
SRR22223255_1	(35, 144069.0)	(40, 6357.0)	(45, 8920.0)	(50, 13166.0)	(55, 17795.0)	(60, 25030.0)	(65, 34069.0)	(70, 47775.0)	(75, 70354.0)	(80, 98635.0)	(85, 141930.0)	(90, 199337.0)	(95, 281250.0)	(100, 358004.0)	(105, 455642.0)	(110, 552037.0)	(115, 669985.0)	(120, 753445.0)	(125, 855369.0)	(130, 943968.0)	(135, 992446.0)	(140, 1024763.0)	(145, 3209825.0)	(150, 23680628.0)
SRR22223255_2	(35, 19675.0)	(40, 6355.0)	(45, 8958.0)	(50, 13184.0)	(55, 17827.0)	(60, 25034.0)	(65, 34023.0)	(70, 47627.0)	(75, 70087.0)	(80, 98074.0)	(85, 141047.0)	(90, 198267.0)	(95, 279813.0)	(100, 355425.0)	(105, 452433.0)	(110, 548515.0)	(115, 664363.0)	(120, 746896.0)	(125, 846859.0)	(130, 932679.0)	(135, 982388.0)	(140, 1015121.0)	(145, 3556234.0)	(150, 23523915.0)
SRR22223256_1	(35, 48367.0)	(40, 1432.0)	(45, 1934.0)	(50, 3009.0)	(55, 4173.0)	(60, 6374.0)	(65, 9489.0)	(70, 14565.0)	(75, 23515.0)	(80, 35980.0)	(85, 55338.0)	(90, 82879.0)	(95, 119873.0)	(100, 159865.0)	(105, 204313.0)	(110, 250944.0)	(115, 300952.0)	(120, 336717.0)	(125, 377485.0)	(130, 409834.0)	(135, 429967.0)	(140, 441044.0)	(145, 2101856.0)	(150, 17281136.0)
SRR22223256_2	(35, 17897.0)	(40, 1424.0)	(45, 1928.0)	(50, 2985.0)	(55, 4157.0)	(60, 6323.0)	(65, 9432.0)	(70, 14463.0)	(75, 23342.0)	(80, 35681.0)	(85, 54865.0)	(90, 82103.0)	(95, 118819.0)	(100, 158251.0)	(105, 202379.0)	(110, 248498.0)	(115, 297919.0)	(120, 333105.0)	(125, 373958.0)	(130, 405132.0)	(135, 426451.0)	(140, 435920.0)	(145, 2345237.0)	(150, 17100772.0)
SRR22223257_1	(35, 48046.0)	(40, 1351.0)	(45, 1886.0)	(50, 2934.0)	(55, 4031.0)	(60, 5910.0)	(65, 8517.0)	(70, 13240.0)	(75, 20029.0)	(80, 31448.0)	(85, 48512.0)	(90, 73790.0)	(95, 108884.0)	(100, 149553.0)	(105, 200316.0)	(110, 252400.0)	(115, 308275.0)	(120, 355844.0)	(125, 400448.0)	(130, 442022.0)	(135, 468461.0)	(140, 489548.0)	(145, 2020502.0)	(150, 15861023.0)
SRR22223257_2	(35, 7767.0)	(40, 1350.0)	(45, 1880.0)	(50, 2917.0)	(55, 4006.0)	(60, 5872.0)	(65, 8459.0)	(70, 13137.0)	(75, 19888.0)	(80, 31190.0)	(85, 48028.0)	(90, 73125.0)	(95, 107753.0)	(100, 148050.0)	(105, 198353.0)	(110, 249806.0)	(115, 304878.0)	(120, 351498.0)	(125, 396052.0)	(130, 436080.0)	(135, 463822.0)	(140, 484128.0)	(145, 2316559.0)	(150, 15642372.0)
SRR22223258_1	(35, 23239.0)	(40, 837.0)	(45, 1165.0)	(50, 1684.0)	(55, 2447.0)	(60, 3853.0)	(65, 5547.0)	(70, 8610.0)	(75, 14052.0)	(80, 21749.0)	(85, 34909.0)	(90, 54826.0)	(95, 82641.0)	(100, 115647.0)	(105, 159433.0)	(110, 205025.0)	(115, 256849.0)	(120, 301791.0)	(125, 347182.0)	(130, 385833.0)	(135, 411233.0)	(140, 430855.0)	(145, 1690800.0)	(150, 12977850.0)
SRR22223258_2	(35, 6694.0)	(40, 841.0)	(45, 1164.0)	(50, 1668.0)	(55, 2444.0)	(60, 3844.0)	(65, 5512.0)	(70, 8562.0)	(75, 13946.0)	(80, 21563.0)	(85, 34581.0)	(90, 54363.0)	(95, 81897.0)	(100, 114600.0)	(105, 157976.0)	(110, 203039.0)	(115, 254230.0)	(120, 298189.0)	(125, 343590.0)	(130, 381034.0)	(135, 407442.0)	(140, 425449.0)	(145, 1904708.0)	(150, 12810721.0)
SRR22223259_1	(35, 58870.0)	(40, 1585.0)	(45, 2314.0)	(50, 3340.0)	(55, 4898.0)	(60, 7584.0)	(65, 11172.0)	(70, 17558.0)	(75, 28379.0)	(80, 44323.0)	(85, 71385.0)	(90, 110288.0)	(95, 167974.0)	(100, 234775.0)	(105, 317340.0)	(110, 406528.0)	(115, 500344.0)	(120, 578749.0)	(125, 651968.0)	(130, 719443.0)	(135, 755948.0)	(140, 778505.0)	(145, 2511046.0)	(150, 18175793.0)
