Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR22223256_2 - polya	(1, 0.009655944852925468)	(2, 0.012567705595527535)	(3, 0.014360574918128205)	(4, 0.017334006841360272)	(5, 0.019373560886480932)	(6, 0.021399899678609453)	(7, 0.023602441843966537)	(8, 0.028677098992949266)	(9, 0.036350755897053354)	(10, 0.048996871993667604)	(15, 0.07233853284525586)	(20, 0.09436571653255901)	(25, 0.11371637098052023)	(30, 0.12991210403082398)	(35, 0.1467580275283411)	(40, 0.16330176224077125)	(45, 0.18239251671322032)	(50, 0.201671808795024)	(55, 0.22226645905797887)	(60, 0.2416682124841764)	(65, 0.27512923306028125)	(70, 0.3032583395624897)	(75, 0.3249524988743908)	(80, 0.34440182721136003)	(85, 0.36866767475553214)	(90, 0.3894068117845345)	(95, 0.40941206176403977)	(100, 0.42710288043618794)	(105, 0.44430297271389446)	(110, 0.4615973337962783)	(115, 0.4792194331528673)	(120, 0.49717015180052754)	(125, 0.5163824866005043)	(130, 0.5339050310512192)	(135, 0.550865486741335)	(140, 0.5568290899082557)
SRR22223256_2 - polyg	(1, 0.1029424157244595)	(2, 0.1045238409991859)	(3, 0.10481017148068232)	(4, 0.10496875451658803)	(5, 0.10510531213084016)	(6, 0.10525508499808445)	(7, 0.1054268832869823)	(8, 0.10563392225052587)	(9, 0.10667792723690513)	(10, 0.1105033024696973)	(15, 0.11374720657083523)	(20, 0.11440708820357622)	(25, 0.11506432678571876)	(30, 0.11576209214370389)	(35, 0.11663958494238216)	(40, 0.11748359910014698)	(45, 0.11844214545051039)	(50, 0.11965001957399221)	(55, 0.1210481933405609)	(60, 0.12228866508809003)	(65, 0.12346658463812299)	(70, 0.12482599366258136)	(75, 0.12695188736058405)	(80, 0.1422084564315795)	(85, 0.1600367137348459)	(90, 0.16951733623140894)	(95, 0.17549944075251878)	(100, 0.17982347153154782)	(105, 0.18370875591123773)	(110, 0.18789887212661305)	(115, 0.19220616358518536)	(120, 0.19672754214223037)	(125, 0.20182422471286668)	(130, 0.20737463096956654)	(135, 0.2139496598415905)	(140, 0.21820144723759585)
SRR22223257_1 - polya	(1, 0.010761379314227116)	(2, 0.018731555188190443)	(3, 0.023554004157251243)	(4, 0.030496829521268736)	(5, 0.0349017707488447)	(6, 0.03843885880591848)	(7, 0.045391066366373835)	(8, 0.053788132178259854)	(9, 0.06854632717501596)	(10, 0.09662067357602885)	(15, 0.13090603401890608)	(20, 0.162310121935716)	(25, 0.20926613866792515)	(30, 0.2577045424373164)	(35, 0.2988811261638028)	(40, 0.3353253300070319)	(45, 0.37066524932952477)	(50, 0.4031407840795385)	(55, 0.4345476866552797)	(60, 0.46423295618467353)	(65, 0.49718041541551167)	(70, 0.5408010613140611)	(75, 0.5751886876981109)	(80, 0.6070093451367619)	(85, 0.6387793387146485)	(90, 0.6764357223376491)	(95, 0.7112868292257296)	(100, 0.7432257023394977)	(105, 0.7777990962130171)	(110, 0.8092059987887584)	(115, 0.8353035164003139)	(120, 0.8599646197372328)	(125, 0.8838075955447702)	(130, 0.9101124596976025)	(135, 0.9347078876594563)	(140, 0.9430702393445223)
SRR22223257_2 - polya	(1, 0.03318951989893498)	(2, 0.04069527704922416)	(3, 0.04449037550833913)	(4, 0.05054189221075978)	(5, 0.05553791181392102)	(6, 0.059994455121905224)	(7, 0.06493418154643929)	(8, 0.0769152463975884)	(9, 0.09589542979138217)	(10, 0.12744025065476003)	(15, 0.17903294886656032)	(20, 0.22700130459441467)	(25, 0.26858132276772917)	(30, 0.3058821211457351)	(35, 0.34353381367051694)	(40, 0.3819051206620828)	(45, 0.42748570739650144)	(50, 0.4769655349704953)	(55, 0.5304084023198419)	(60, 0.5774422912824854)	(65, 0.643356912356681)	(70, 0.7102697991318654)	(75, 0.7708759734615191)	(80, 0.8234969604029091)	(85, 0.8960016362550587)	(90, 0.9566078105847126)	(95, 1.0173106215376764)	(100, 1.0657143111802474)	(105, 1.1095826470647563)	(110, 1.1547870077220168)	(115, 1.202603371867578)	(120, 1.2522530171970971)	(125, 1.303162691508221)	(130, 1.3515035204346584)	(135, 1.40215987544196)	(140, 1.4192542373517436)
SRR22223257_2 - polyg	(1, 0.15783199957592473)	(2, 0.15963807239021305)	(3, 0.15989139169403532)	(4, 0.16011187331032506)	(5, 0.16026198845333084)	(6, 0.1603933392034609)	(7, 0.16059974752509384)	(8, 0.16090936000754327)	(9, 0.1625606265806069)	(10, 0.16899681333697988)	(15, 0.17407539626879429)	(20, 0.1749207321678456)	(25, 0.17583174344196198)	(30, 0.17686753792870188)	(35, 0.17799246328160145)	(40, 0.1792159016970986)	(45, 0.18046091916440282)	(50, 0.18192266536942164)	(55, 0.18375031723551705)	(60, 0.1853678079014044)	(65, 0.18731555188190438)	(70, 0.1891263157944117)	(75, 0.19219523224923618)	(80, 0.20991444844178136)	(85, 0.22803334620257948)	(90, 0.23861177268626826)	(95, 0.24623105441345555)	(100, 0.25232948209806555)	(105, 0.25779085864454465)	(110, 0.2636125115342377)	(115, 0.2695401832436787)	(120, 0.2760326631786788)	(125, 0.2839183992847013)	(130, 0.29244775406636125)	(135, 0.3019350311043268)	(140, 0.3084678544840097)
SRR22223258_1 - polya	(1, 0.00497774639459776)	(2, 0.012373092412688589)	(3, 0.017305223720050632)	(4, 0.023793969879331557)	(5, 0.02698702598583184)	(6, 0.029684018018643683)	(7, 0.03498677190979594)	(8, 0.041452710525459006)	(9, 0.053917033112619035)	(10, 0.0775798596161479)	(15, 0.10728440442404766)	(20, 0.13463407035340347)	(25, 0.17461227318396785)	(30, 0.21107925467456287)	(35, 0.24223435925655848)	(40, 0.2702876379065252)	(45, 0.2970420269474549)	(50, 0.3219410223150717)	(55, 0.34804425598571154)	(60, 0.37339141958541927)	(65, 0.40079126211073435)	(70, 0.43570276912659134)	(75, 0.46170222847376996)	(80, 0.4854540043974084)	(85, 0.5104966872898178)	(90, 0.5412321330692448)	(95, 0.5689889136521793)	(100, 0.5946736288974315)	(105, 0.6219902238885414)	(110, 0.6463110480254455)	(115, 0.6661273822978224)	(120, 0.6850211514308568)	(125, 0.7028714754433742)	(130, 0.7231451009652894)	(135, 0.7423901062700389)	(140, 0.7491878946453419)
SRR22223258_2 - polya	(1, 0.011751586849101927)	(2, 0.015001661814646856)	(3, 0.017071446397967573)	(4, 0.020600913772831277)	(5, 0.02349747181229939)	(6, 0.025954984637123712)	(7, 0.02860636158269984)	(8, 0.034958262480273616)	(9, 0.0447084873769084)	(10, 0.06027235514173548)	(15, 0.08839063529101314)	(20, 0.11416886146509846)	(25, 0.1374268540694103)	(30, 0.15816119197240608)	(35, 0.1789650928834363)	(40, 0.19989785641590743)	(45, 0.2239415688978545)	(50, 0.24790317422277736)	(55, 0.27389237017532786)	(60, 0.29731229633932654)	(65, 0.33055885267107976)	(70, 0.36233546281666207)	(75, 0.3901458411270986)	(80, 0.4146958810773622)	(85, 0.4458966007465935)	(90, 0.47224159437958263)	(95, 0.49780885077520276)	(100, 0.5207235898480659)	(105, 0.542263034040772)	(110, 0.5639279197233764)	(115, 0.5872680194847126)	(120, 0.6111292716177168)	(125, 0.6359096677585208)	(130, 0.6581128114705066)	(135, 0.6804539408213806)	(140, 0.6879211306018677)
SRR22223258_2 - polyg	(1, 0.09079112925679281)	(2, 0.09269555914888405)	(3, 0.0929635477863939)	(4, 0.09316311379305016)	(5, 0.09330566094066178)	(6, 0.09340829488694215)	(7, 0.09352233260503144)	(8, 0.09375040804121004)	(9, 0.09466841167182886)	(10, 0.09796068059306684)	(15, 0.10088118655333371)	(20, 0.10150383249410126)	(25, 0.10214472446976308)	(30, 0.10290991755814227)	(35, 0.1038917823108911)	(40, 0.10489417385289601)	(45, 0.1060801661210247)	(50, 0.10720685877574694)	(55, 0.1084110970787699)	(60, 0.10980577837100199)	(65, 0.11129739172361)	(70, 0.11290418317148816)	(75, 0.11503896925411979)	(80, 0.12559886194918857)	(85, 0.13703912582790673)	(90, 0.1438916523078925)	(95, 0.1490199284903681)	(100, 0.1530751097456235)	(105, 0.15708125478210042)	(110, 0.16118889338767686)	(115, 0.1655896089287428)	(120, 0.1707384119004745)	(125, 0.17631257556067925)	(130, 0.18249684101266178)	(135, 0.18978841270729135)	(140, 0.19457685648986087)
SRR22223259_1 - polya	(1, 0.005936519607009283)	(2, 0.012798111812148795)	(3, 0.01699151941606971)	(4, 0.022870699812451087)	(5, 0.02642573087138131)	(6, 0.029113028542809206)	(7, 0.0344685108154557)	(8, 0.04139126484526498)	(9, 0.05373830820047424)	(10, 0.07684830365194581)	(15, 0.10499650441058941)	(20, 0.13170434419826002)	(25, 0.17155586010746365)	(30, 0.2110182339072058)	(35, 0.24436213167154616)	(40, 0.27395069340116285)	(45, 0.30242763896740643)	(50, 0.32802921425136267)	(55, 0.35410479367650954)	(60, 0.37914444469631225)	(65, 0.40718102512493354)	(70, 0.44549202757526735)	(75, 0.47437034761590635)	(80, 0.5015070846990737)	(85, 0.5284832719924829)	(90, 0.5611291604327795)	(95, 0.5904738393865255)	(100, 0.6173613420341636)	(105, 0.6471525023079987)	(110, 0.6747242528691298)	(115, 0.6981996902230033)	(120, 0.7189786556317483)	(125, 0.7401911054728403)	(130, 0.7647445199865184)	(135, 0.7856221088375435)	(140, 0.7928025070537741)
SRR22223259_2 - polya	(1, 0.0263683916607534)	(2, 0.032320201723930124)	(3, 0.035588536729720815)	(4, 0.04064967772114405)	(5, 0.04467489030722311)	(6, 0.04814964647127426)	(7, 0.052075471092264944)	(8, 0.06191487963601375)	(9, 0.07796603599778579)	(10, 0.10307984573000058)	(15, 0.14623333564856322)	(20, 0.18708790548235102)	(25, 0.22262292561548577)	(30, 0.25415796241521776)	(35, 0.28654544214628463)	(40, 0.31959270506097665)	(45, 0.3574465228719039)	(50, 0.3981512462352508)	(55, 0.4427229259633436)	(60, 0.4823420269388022)	(65, 0.5384052489995359)	(70, 0.5952589876441264)	(75, 0.6449613799392043)	(80, 0.6888449891397623)	(85, 0.7473470389592031)	(90, 0.7967038669448969)	(95, 0.8464506015628604)	(100, 0.8868793321923849)	(105, 0.9244059342413291)	(110, 0.9622758070312323)	(115, 1.0018757949364814)	(120, 1.0422792963133296)	(125, 1.0829801970626345)	(130, 1.1219700957668028)	(135, 1.1625180919544333)	(140, 1.1756984651707683)
SRR22223259_2 - polyg	(1, 0.16982727403773432)	(2, 0.17173858105866455)	(3, 0.17202527711180407)	(4, 0.17228139225260874)	(5, 0.17246105511257617)	(6, 0.1726521858146692)	(7, 0.1728738974290971)	(8, 0.17324086837711572)	(9, 0.17459789636197617)	(10, 0.1793555217984757)	(15, 0.18363684952535939)	(20, 0.18481497917306078)	(25, 0.1861353100631194)	(30, 0.18759707767272682)	(35, 0.18914905897372214)	(40, 0.1906926305238254)	(45, 0.19242351016197984)	(50, 0.19420408378267842)	(55, 0.19636462523913797)	(60, 0.19892348307875934)	(65, 0.20190894464545237)	(70, 0.20532941969010907)	(75, 0.21024453682513328)	(80, 0.22559080315758623)	(85, 0.24180633192315826)	(90, 0.25350964707371826)	(95, 0.2624805577071564)	(100, 0.2706823583953721)	(105, 0.27820296926132837)	(110, 0.28630003032479723)	(115, 0.2953168123267376)	(120, 0.3054605009482185)	(125, 0.3167960806279515)	(130, 0.3287234009613645)	(135, 0.3427653913827347)	(140, 0.35192896176388255)
SRR22223260_1 - polya	(1, 0.005744815509557628)	(2, 0.013373587318764833)	(3, 0.018110289590179806)	(4, 0.02479529581474282)	(5, 0.028384464932101786)	(6, 0.03140880464652976)	(7, 0.037310914420194755)	(8, 0.04388509968595485)	(9, 0.056536563337681325)	(10, 0.08210975078582784)	(15, 0.112946576290149)	(20, 0.14135320541401136)	(25, 0.18324066794580268)	(30, 0.22397344758426038)	(35, 0.25839014754487966)	(40, 0.2891047125075537)	(45, 0.3188469129284731)	(50, 0.34636697438191216)	(55, 0.37431602019200766)	(60, 0.4012011847975951)	(65, 0.4310484863858955)	(70, 0.47280153381926776)	(75, 0.5039886965481917)	(80, 0.5323245432532058)	(85, 0.5615676918725482)	(90, 0.5984195930311206)	(95, 0.6309687810924287)	(100, 0.6597836603290425)	(105, 0.691548521991597)	(110, 0.7213171764478437)	(115, 0.7469175329052451)	(120, 0.7697445054968626)	(125, 0.7930633801507795)	(130, 0.8198026900751036)	(135, 0.8418467662158232)	(140, 0.8497322136650964)
SRR22223260_2 - polya	(1, 0.023265251609334812)	(2, 0.02927460747216392)	(3, 0.032792279196746814)	(4, 0.03809381087109277)	(5, 0.04253022409284823)	(6, 0.046319585909980206)	(7, 0.05097764104934149)	(8, 0.061394811176815625)	(9, 0.07702056636802683)	(10, 0.10385711274652658)	(15, 0.1509839042209487)	(20, 0.1935977802633449)	(25, 0.22995563443783462)	(30, 0.2621852291534337)	(35, 0.2947501466411526)	(40, 0.32771473455448974)	(45, 0.3653373776071882)	(50, 0.40448720496958357)	(55, 0.44575764500171744)	(60, 0.4842175225238236)	(65, 0.546874262683137)	(70, 0.6044975863910146)	(75, 0.6506234143665717)	(80, 0.6911803104188003)	(85, 0.7440047291235478)	(90, 0.7889973234236041)	(95, 0.8343016463561639)	(100, 0.8721201922650689)	(105, 0.9068700700760246)	(110, 0.9418644689702745)	(115, 0.979030243683134)	(120, 1.0178283038730709)	(125, 1.056527697660977)	(130, 1.0915292462945048)	(135, 1.1272793726303976)	(140, 1.139321678495672)
SRR22223260_2 - polyg	(1, 0.1689733632173369)	(2, 0.17223721919756474)	(3, 0.17270552712024803)	(4, 0.17300581616990754)	(5, 0.17321673347859698)	(6, 0.17340262669981477)	(7, 0.17372436496730712)	(8, 0.17415692419360235)	(9, 0.1752579840423539)	(10, 0.17882355902009678)	(15, 0.18204737646037)	(20, 0.1831477213351938)	(25, 0.18439177596949752)	(30, 0.18574093177118203)	(35, 0.18746115904137436)	(40, 0.18934583031495172)	(45, 0.19125338075421744)	(50, 0.1932774719437081)	(55, 0.19549889593726075)	(60, 0.19807351705112725)	(65, 0.20135739230133237)	(70, 0.20553141009159956)	(75, 0.21057769607373497)	(80, 0.22657309278559845)	(85, 0.2473173463256489)	(90, 0.2613401299708205)	(95, 0.2717086818712069)	(100, 0.2805035761565919)	(105, 0.2887300661694071)	(110, 0.29741628441777246)	(115, 0.30676599847109975)	(120, 0.31721677237317863)	(125, 0.32839896460335677)	(130, 0.3406221588723546)	(135, 0.3539900263996973)	(140, 0.36260260233350333)
SRR22223261_1 - polya	(1, 0.006255082254331645)	(2, 0.015046063804858407)	(3, 0.020136223695451184)	(4, 0.02680545523146232)	(5, 0.030132930494611347)	(6, 0.03275043556059553)	(7, 0.03772022694074944)	(8, 0.0440915974170305)	(9, 0.057211765054867025)	(10, 0.08125812920976114)	(15, 0.11146368883948474)	(20, 0.14076832077073714)	(25, 0.18133087667323958)	(30, 0.2175830158154838)	(35, 0.24966999646769428)	(40, 0.278449903299203)	(45, 0.30574172891860807)	(50, 0.3312627093335906)	(55, 0.3578029458132384)	(60, 0.3838494673856625)	(65, 0.4130761658067663)	(70, 0.450637261496427)	(75, 0.47777117995129037)	(80, 0.5021578401662048)	(85, 0.5292689090055271)	(90, 0.5616480383135825)	(95, 0.5904303933181849)	(100, 0.6173802907621738)	(105, 0.6446215208043098)	(110, 0.6679587308197369)	(115, 0.688147998265551)	(120, 0.7077941793134188)	(125, 0.7264443619410113)	(130, 0.747755300692576)	(135, 0.7673415014996487)	(140, 0.774144974526963)
SRR22223261_2 - polya	(1, 0.015972289291964266)	(2, 0.02159900711892013)	(3, 0.024096143674465446)	(4, 0.028139709567513493)	(5, 0.031055075693227754)	(6, 0.033748066096266814)	(7, 0.03647777909571096)	(8, 0.044358856313089674)	(9, 0.05688942226420023)	(10, 0.07610186864563924)	(15, 0.10900776319768293)	(20, 0.13913661340380484)	(25, 0.16550547776689567)	(30, 0.18921032177522254)	(35, 0.21337093400782137)	(40, 0.23826967042816222)	(45, 0.26688391754699914)	(50, 0.29692340943520196)	(55, 0.33047276548203247)	(60, 0.3596064333255767)	(65, 0.4026036973697359)	(70, 0.4447963285237749)	(75, 0.48019323919862966)	(80, 0.5108468145044952)	(85, 0.5549074017290059)	(90, 0.5898575208142656)	(95, 0.6243657446561176)	(100, 0.6518795379693489)	(105, 0.6781814856012127)	(110, 0.7049710277075663)	(115, 0.7347110264206432)	(120, 0.7656983693249461)	(125, 0.7983088509903533)	(130, 0.8296589315413685)	(135, 0.8618136449825039)	(140, 0.8722371499576609)
SRR22223261_2 - polyg	(1, 0.19152262126219563)	(2, 0.19551110326063606)	(3, 0.19606194220671222)	(4, 0.19644548932472083)	(5, 0.1966964270668222)	(6, 0.1968657590391345)	(7, 0.19712893764670422)	(8, 0.1975798095247888)	(9, 0.19841422852088195)	(10, 0.20106723209672434)	(15, 0.2037965370673196)	(20, 0.20498063678695888)	(25, 0.20618105766055597)	(30, 0.20740840843818348)	(35, 0.2087597999858904)	(40, 0.21022788778439558)	(45, 0.2118526586608958)	(50, 0.2135696440572577)	(55, 0.21564569484069146)	(60, 0.2184492610617947)	(65, 0.221774696180699)	(70, 0.22600473125771506)	(75, 0.23142213028516195)	(80, 0.24084474049385607)	(85, 0.2514065672488055)	(90, 0.2603721851466808)	(95, 0.26850950448119726)	(100, 0.27603967688848297)	(105, 0.2833103429478395)	(110, 0.2904700251602829)	(115, 0.29751505126617267)	(120, 0.30505705651007786)	(125, 0.31310175329588363)	(130, 0.32221222143513456)	(135, 0.33157933972037207)	(140, 0.33720116120114063)
SRR22223262_1 - polya	(1, 0.0047591922220015775)	(2, 0.011679688813667813)	(3, 0.016291912338532194)	(4, 0.022473242835773115)	(5, 0.025771393303881382)	(6, 0.028918252466113126)	(7, 0.03521629339931594)	(8, 0.04222756477450809)	(9, 0.05565358751886495)	(10, 0.08067025333685943)	(15, 0.1121578644376299)	(20, 0.13847909357315397)	(25, 0.17692264665725319)	(30, 0.2140063070319594)	(35, 0.24655122823036982)	(40, 0.27632881531386155)	(45, 0.3042831260311043)	(50, 0.32939834732835543)	(55, 0.354853325672518)	(60, 0.38095064367534476)	(65, 0.4090856394378914)	(70, 0.4503475334200334)	(75, 0.4758958801129653)	(80, 0.5000592629658162)	(85, 0.5268603016714059)	(90, 0.5630846274287334)	(95, 0.5916804132828924)	(100, 0.617128475453072)	(105, 0.6442761873795559)	(110, 0.6682476464043805)	(115, 0.6889745553094646)	(120, 0.7083493522008865)	(125, 0.7270645189986867)	(130, 0.7491288430477192)	(135, 0.7694788204707338)	(140, 0.7763751104534599)
SRR22223262_2 - polya	(1, 0.012626340127580932)	(2, 0.01597636190056115)	(3, 0.017908568007041357)	(4, 0.02144013934707341)	(5, 0.02419796372276551)	(6, 0.026731012444012492)	(7, 0.029311609861392092)	(8, 0.035445391662500395)	(9, 0.04498538915020019)	(10, 0.060538135394307066)	(15, 0.08751640105820921)	(20, 0.11305696705541039)	(25, 0.13495616745060057)	(30, 0.15496465878320811)	(35, 0.1752454744663934)	(40, 0.19572599467333568)	(45, 0.21940783891262533)	(50, 0.2438141523766265)	(55, 0.26915328480657497)	(60, 0.2918660001665069)	(65, 0.3234867476164487)	(70, 0.35394039070677163)	(75, 0.3803714141042746)	(80, 0.40467744304552333)	(85, 0.43431238404061734)	(90, 0.4607572397860862)	(95, 0.4871303402264823)	(100, 0.5092932197547715)	(105, 0.5306304810138489)	(110, 0.5522175890580594)	(115, 0.5748801621566152)	(120, 0.5988957117905811)	(125, 0.62428325743841)	(130, 0.6469432369717222)	(135, 0.6699429735519455)	(140, 0.6785544746824373)
SRR22223262_2 - polyg	(1, 0.11996968295134584)	(2, 0.12143504731397847)	(3, 0.12165117775094494)	(4, 0.12181543688303946)	(5, 0.12195376036269799)	(6, 0.1220877612336172)	(7, 0.12219582645210043)	(8, 0.12244653775898154)	(9, 0.12355744820498918)	(10, 0.12774864963864288)	(15, 0.1309776383669219)	(20, 0.13158799072091518)	(25, 0.13225194342327615)	(30, 0.13309485212744537)	(35, 0.13408300048525607)	(40, 0.13494233510263473)	(45, 0.13581290850273567)	(50, 0.13687281216561922)	(55, 0.13830878278882439)	(60, 0.1395191132358366)	(65, 0.14075365029178905)	(70, 0.14221987917616957)	(75, 0.1443846416328257)	(80, 0.154359493559702)	(85, 0.16479859366518232)	(90, 0.1715660699074763)	(95, 0.1765189150009998)	(100, 0.18047928912797334)	(105, 0.1843506175149167)	(110, 0.18846141842601885)	(115, 0.19264397464219388)	(120, 0.19743428964711868)	(125, 0.20300094518162695)	(130, 0.20905173289494017)	(135, 0.2163335995772143)	(140, 0.22119653440895976)
SRR22223263_1 - polya	(1, 0.0063991360289766906)	(2, 0.01513319965009556)	(3, 0.020938642485848386)	(4, 0.028824003756922404)	(5, 0.03259734237425797)	(6, 0.03575308068991771)	(7, 0.04271801828559097)	(8, 0.049969841182687845)	(9, 0.06607526324316343)	(10, 0.0927579869864046)	(15, 0.1264773696506749)	(20, 0.15586079974537337)	(25, 0.19730058463239913)	(30, 0.23553362937240094)	(35, 0.2720365963640954)	(40, 0.30569461745000565)	(45, 0.33728148604036046)	(50, 0.36688486153281696)	(55, 0.3954442932895377)	(60, 0.425811102445227)	(65, 0.4599106081338836)	(70, 0.5047244829270972)	(75, 0.5321180446949768)	(80, 0.5579090332929595)	(85, 0.5886727004489517)	(90, 0.6280763965994848)	(95, 0.6570502182360395)	(100, 0.6847673228716358)	(105, 0.7134797601224491)	(110, 0.7374338858877055)	(115, 0.7578935893008996)	(120, 0.7778281332317654)	(125, 0.7966900448967528)	(130, 0.8172660962377464)	(135, 0.8357255715771256)	(140, 0.8423071985339523)
SRR22223263_2 - polya	(1, 0.013826277721387992)	(2, 0.0198429000151332)	(3, 0.022205719233802674)	(4, 0.02593522815230964)	(5, 0.028859864419600353)	(6, 0.031266513337098435)	(7, 0.03393614044756817)	(8, 0.04150274027261595)	(9, 0.05314550208872422)	(10, 0.07205363416338548)	(15, 0.10197417729463813)	(20, 0.13008813993053708)	(25, 0.15547509839568163)	(30, 0.17852951997952915)	(35, 0.20363835908301575)	(40, 0.22833519901751345)	(45, 0.25529763592964266)	(50, 0.282627445408317)	(55, 0.3131783392990866)	(60, 0.3405121332958364)	(65, 0.38181405385745576)	(70, 0.42496240009518216)	(75, 0.4586188273738623)	(80, 0.4882524852036914)	(85, 0.5280299291496904)	(90, 0.5606177086805675)	(95, 0.593877277958945)	(100, 0.6219250975947934)	(105, 0.6474897655660976)	(110, 0.6748068245869311)	(115, 0.7044484514529107)	(120, 0.7372099559718721)	(125, 0.7705779041418985)	(130, 0.799014612741899)	(135, 0.8286761621982555)	(140, 0.8384183088924323)
SRR22223263_2 - polyg	(1, 0.36013269720236624)	(2, 0.3629338134093218)	(3, 0.36318483804806745)	(4, 0.3634039865422105)	(5, 0.36356735178329896)	(6, 0.36374267057861337)	(7, 0.3639976797354344)	(8, 0.36447582190447375)	(9, 0.3654520288329291)	(10, 0.3680682634011894)	(15, 0.37106063647576076)	(20, 0.3723739336333888)	(25, 0.37367687104402103)	(30, 0.3751168758764446)	(35, 0.3766923543234292)	(40, 0.37840330638497505)	(45, 0.3804354106033923)	(50, 0.38255836183392705)	(55, 0.3851769871130326)	(60, 0.38883318089895347)	(65, 0.39354367816760616)	(70, 0.3996782421963811)	(75, 0.40828400433547446)	(80, 0.41975622877795865)	(85, 0.4306793866296627)	(90, 0.4415969661560613)	(95, 0.45281179073087935)	(100, 0.464313500607121)	(105, 0.4746883887716599)	(110, 0.48439786241761906)	(115, 0.49347698530406137)	(120, 0.502767287648496)	(125, 0.5122488468605464)	(130, 0.5233011030978911)	(135, 0.5343621252750015)	(140, 0.5403126045686962)
SRR22223264_1 - polya	(1, 0.00774181608867363)	(2, 0.014796229111539338)	(3, 0.01977868253888471)	(4, 0.026550334016949995)	(5, 0.030645501217507833)	(6, 0.034180020527513115)	(7, 0.041785331042834814)	(8, 0.0490493776247767)	(9, 0.063362962030536)	(10, 0.0911632970834658)	(15, 0.12535209296926583)	(20, 0.15343226444756708)	(25, 0.1955539842247334)	(30, 0.23699317613514012)	(35, 0.273820429745871)	(40, 0.3072720955355706)	(45, 0.3391870985852513)	(50, 0.3678990958602101)	(55, 0.39712688919447714)	(60, 0.4259968429186003)	(65, 0.45925545082598795)	(70, 0.5078631354169902)	(75, 0.5373571146192935)	(80, 0.5652354528569958)	(85, 0.5965069296323031)	(90, 0.6366005666053838)	(95, 0.6685555462872605)	(100, 0.6977745642632407)	(105, 0.7308752157214639)	(110, 0.7597324939280614)	(115, 0.7847900419964271)	(120, 0.8076488752940172)	(125, 0.8304492062030278)	(130, 0.856328712830934)	(135, 0.8786249481583521)	(140, 0.8867645804893657)
SRR22223264_2 - polya	(1, 0.020680594362817092)	(2, 0.02555091821205195)	(3, 0.028427285650539005)	(4, 0.032800339196848986)	(5, 0.036398236094481944)	(6, 0.03994250580258379)	(7, 0.04344777391829937)	(8, 0.05173073710133243)	(9, 0.06504978090124197)	(10, 0.0863544007422393)	(15, 0.12242209834124766)	(20, 0.15687708009508394)	(25, 0.1879671994657952)	(30, 0.21450388292541)	(35, 0.24152516117042416)	(40, 0.2682968292241662)	(45, 0.29866736921535086)	(50, 0.3305111943589267)	(55, 0.36452643315860783)	(60, 0.3965282147513481)	(65, 0.44486386323545607)	(70, 0.4915809456355341)	(75, 0.5305620621857965)	(80, 0.56542266050045)	(85, 0.6096348656295201)	(90, 0.648137237633241)	(95, 0.6872675352743808)	(100, 0.7201946296464852)	(105, 0.7501849041119037)	(110, 0.7803565359819185)	(115, 0.8123826935699002)	(120, 0.8447832664447897)	(125, 0.8796877415508779)	(130, 0.9116514965910415)	(135, 0.9438278103097103)	(140, 0.9550856199520056)
SRR22223264_2 - polyg	(1, 0.17044183392702694)	(2, 0.17605806323064913)	(3, 0.17704285343840231)	(4, 0.17755474933847204)	(5, 0.17787651247565875)	(6, 0.1781202724280729)	(7, 0.17835428198239048)	(8, 0.1787540483043497)	(9, 0.180084977644531)	(10, 0.1857948107698802)	(15, 0.19046622649794515)	(20, 0.19154169540799643)	(25, 0.19262788975595388)	(30, 0.19380671288582874)	(35, 0.19494848450293667)	(40, 0.1962248116137772)	(45, 0.1976405694173986)	(50, 0.19924450990428375)	(55, 0.20107173450758026)	(60, 0.2029857376539362)	(65, 0.2051834773849023)	(70, 0.20775368232315716)	(75, 0.2117698712991328)	(80, 0.23018057298506928)	(85, 0.24971062037249153)	(90, 0.2614315739243739)	(95, 0.2695955822506288)	(100, 0.27726427035357826)	(105, 0.2838438389891412)	(110, 0.29056088823786563)	(115, 0.2975411982351975)	(120, 0.30557162610752947)	(125, 0.3144444883754048)	(130, 0.32436259331923195)	(135, 0.33497785172696365)	(140, 0.3418440820665657)
