Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR22223237_1	(2.0, 32896.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 3.0)	(14.0, 6.0)	(15.0, 47.0)	(16.0, 119.0)	(17.0, 343.0)	(18.0, 1095.0)	(19.0, 2421.0)	(20.0, 3828.0)	(21.0, 5800.0)	(22.0, 9540.0)	(23.0, 15255.0)	(24.0, 22813.0)	(25.0, 35741.0)	(26.0, 56388.0)	(27.0, 85020.0)	(28.0, 121279.0)	(29.0, 171459.0)	(30.0, 234266.0)	(31.0, 321438.0)	(32.0, 430611.0)	(33.0, 603969.0)	(34.0, 929132.0)	(35.0, 2171380.0)	(36.0, 17417532.0)	(37.0, 3217492.0)
SRR22223237_2	(2.0, 13897.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 7.0)	(12.0, 207.0)	(13.0, 1005.0)	(14.0, 1865.0)	(15.0, 2411.0)	(16.0, 2845.0)	(17.0, 3522.0)	(18.0, 4769.0)	(19.0, 7204.0)	(20.0, 10949.0)	(21.0, 17634.0)	(22.0, 27118.0)	(23.0, 41891.0)	(24.0, 56697.0)	(25.0, 71609.0)	(26.0, 91648.0)	(27.0, 120397.0)	(28.0, 157583.0)	(29.0, 214286.0)	(30.0, 288049.0)	(31.0, 409703.0)	(32.0, 596115.0)	(33.0, 970011.0)	(34.0, 1825772.0)	(35.0, 4708948.0)	(36.0, 14681665.0)	(37.0, 1562066.0)
SRR22223238_1	(2.0, 25427.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 5.0)	(15.0, 30.0)	(16.0, 65.0)	(17.0, 140.0)	(18.0, 245.0)	(19.0, 487.0)	(20.0, 871.0)	(21.0, 1734.0)	(22.0, 3756.0)	(23.0, 7329.0)	(24.0, 13465.0)	(25.0, 24220.0)	(26.0, 39986.0)	(27.0, 62027.0)	(28.0, 90500.0)	(29.0, 130834.0)	(30.0, 181667.0)	(31.0, 248495.0)	(32.0, 327115.0)	(33.0, 454506.0)	(34.0, 712408.0)	(35.0, 1784158.0)	(36.0, 14342625.0)	(37.0, 2184192.0)
SRR22223238_2	(2.0, 10914.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 9.0)	(12.0, 285.0)	(13.0, 1349.0)	(14.0, 2251.0)	(15.0, 2949.0)	(16.0, 3265.0)	(17.0, 3852.0)	(18.0, 4959.0)	(19.0, 6816.0)	(20.0, 9935.0)	(21.0, 15328.0)	(22.0, 22623.0)	(23.0, 34824.0)	(24.0, 47932.0)	(25.0, 59493.0)	(26.0, 76440.0)	(27.0, 101659.0)	(28.0, 135171.0)	(29.0, 184777.0)	(30.0, 249786.0)	(31.0, 351707.0)	(32.0, 510120.0)	(33.0, 839483.0)	(34.0, 1599288.0)	(35.0, 4089256.0)	(36.0, 11253076.0)	(37.0, 1018741.0)
SRR22223239_1	(2.0, 28445.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 6.0)	(15.0, 26.0)	(16.0, 94.0)	(17.0, 190.0)	(18.0, 407.0)	(19.0, 988.0)	(20.0, 1654.0)	(21.0, 2815.0)	(22.0, 5164.0)	(23.0, 9455.0)	(24.0, 15888.0)	(25.0, 27274.0)	(26.0, 44805.0)	(27.0, 70496.0)	(28.0, 104548.0)	(29.0, 152007.0)	(30.0, 207607.0)	(31.0, 281533.0)	(32.0, 367186.0)	(33.0, 507514.0)	(34.0, 788701.0)	(35.0, 1916485.0)	(36.0, 14338388.0)	(37.0, 2226534.0)
SRR22223239_2	(2.0, 13678.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 6.0)	(12.0, 177.0)	(13.0, 869.0)	(14.0, 1543.0)	(15.0, 1896.0)	(16.0, 2225.0)	(17.0, 2753.0)	(18.0, 3900.0)	(19.0, 5694.0)	(20.0, 8958.0)	(21.0, 14344.0)	(22.0, 22240.0)	(23.0, 35412.0)	(24.0, 49731.0)	(25.0, 64974.0)	(26.0, 87372.0)	(27.0, 118298.0)	(28.0, 156670.0)	(29.0, 209748.0)	(30.0, 277605.0)	(31.0, 387348.0)	(32.0, 552933.0)	(33.0, 897614.0)	(34.0, 1682166.0)	(35.0, 4183748.0)	(36.0, 11254038.0)	(37.0, 1062270.0)
SRR22223240_1	(2.0, 20014.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 6.0)	(15.0, 51.0)	(16.0, 130.0)	(17.0, 237.0)	(18.0, 455.0)	(19.0, 779.0)	(20.0, 1293.0)	(21.0, 2439.0)	(22.0, 4509.0)	(23.0, 8556.0)	(24.0, 15073.0)	(25.0, 26799.0)	(26.0, 43691.0)	(27.0, 68381.0)	(28.0, 99186.0)	(29.0, 142933.0)	(30.0, 194817.0)	(31.0, 260462.0)	(32.0, 337976.0)	(33.0, 461850.0)	(34.0, 715572.0)	(35.0, 1762192.0)	(36.0, 13598258.0)	(37.0, 2027970.0)
SRR22223240_2	(2.0, 5922.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 8.0)	(12.0, 223.0)	(13.0, 904.0)	(14.0, 1485.0)	(15.0, 1635.0)	(16.0, 1969.0)	(17.0, 2406.0)	(18.0, 3106.0)	(19.0, 4727.0)	(20.0, 7481.0)	(21.0, 12004.0)	(22.0, 19232.0)	(23.0, 32102.0)	(24.0, 45686.0)	(25.0, 58231.0)	(26.0, 74558.0)	(27.0, 99045.0)	(28.0, 130132.0)	(29.0, 174238.0)	(30.0, 232380.0)	(31.0, 321014.0)	(32.0, 459918.0)	(33.0, 748911.0)	(34.0, 1428087.0)	(35.0, 3725511.0)	(36.0, 11060416.0)	(37.0, 1142298.0)
SRR22223241_1	(2.0, 25388.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 10.0)	(15.0, 52.0)	(16.0, 138.0)	(17.0, 280.0)	(18.0, 499.0)	(19.0, 995.0)	(20.0, 1551.0)	(21.0, 2584.0)	(22.0, 4595.0)	(23.0, 8201.0)	(24.0, 14576.0)	(25.0, 26172.0)	(26.0, 44520.0)	(27.0, 73018.0)	(28.0, 110684.0)	(29.0, 161908.0)	(30.0, 219113.0)	(31.0, 291540.0)	(32.0, 373963.0)	(33.0, 506077.0)	(34.0, 774923.0)	(35.0, 1873561.0)	(36.0, 14841394.0)	(37.0, 2475964.0)
SRR22223241_2	(2.0, 8382.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 2.0)	(11.0, 8.0)	(12.0, 256.0)	(13.0, 1087.0)	(14.0, 1800.0)	(15.0, 2208.0)	(16.0, 2549.0)	(17.0, 3060.0)	(18.0, 3923.0)	(19.0, 5669.0)	(20.0, 8717.0)	(21.0, 13878.0)	(22.0, 21801.0)	(23.0, 35946.0)	(24.0, 50885.0)	(25.0, 67288.0)	(26.0, 88946.0)	(27.0, 120311.0)	(28.0, 157124.0)	(29.0, 208929.0)	(30.0, 272623.0)	(31.0, 373848.0)	(32.0, 531280.0)	(33.0, 864105.0)	(34.0, 1635432.0)	(35.0, 4203356.0)	(36.0, 11937887.0)	(37.0, 1210407.0)
SRR22223242_1	(2.0, 34641.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 8.0)	(15.0, 51.0)	(16.0, 138.0)	(17.0, 272.0)	(18.0, 559.0)	(19.0, 946.0)	(20.0, 1560.0)	(21.0, 2698.0)	(22.0, 4530.0)	(23.0, 8480.0)	(24.0, 15595.0)	(25.0, 27788.0)	(26.0, 48298.0)	(27.0, 78837.0)	(28.0, 118741.0)	(29.0, 169959.0)	(30.0, 226437.0)	(31.0, 297634.0)	(32.0, 376675.0)	(33.0, 506604.0)	(34.0, 771354.0)	(35.0, 1878193.0)	(36.0, 14658585.0)	(37.0, 2318781.0)
SRR22223242_2	(2.0, 8704.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 5.0)	(12.0, 257.0)	(13.0, 1210.0)	(14.0, 2007.0)	(15.0, 2496.0)	(16.0, 2803.0)	(17.0, 3236.0)	(18.0, 4079.0)	(19.0, 5915.0)	(20.0, 8784.0)	(21.0, 14181.0)	(22.0, 22548.0)	(23.0, 37879.0)	(24.0, 53373.0)	(25.0, 68933.0)	(26.0, 90704.0)	(27.0, 119860.0)	(28.0, 155348.0)	(29.0, 202914.0)	(30.0, 260416.0)	(31.0, 353472.0)	(32.0, 499484.0)	(33.0, 806694.0)	(34.0, 1522623.0)	(35.0, 3952606.0)	(36.0, 12017203.0)	(37.0, 1329630.0)
SRR22223243_1	(2.0, 30765.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 10.0)	(15.0, 48.0)	(16.0, 139.0)	(17.0, 277.0)	(18.0, 580.0)	(19.0, 1127.0)	(20.0, 1845.0)	(21.0, 3058.0)	(22.0, 5355.0)	(23.0, 9322.0)	(24.0, 15430.0)	(25.0, 27505.0)	(26.0, 47536.0)	(27.0, 77276.0)	(28.0, 118094.0)	(29.0, 171886.0)	(30.0, 231145.0)	(31.0, 305960.0)	(32.0, 391345.0)	(33.0, 529491.0)	(34.0, 813723.0)	(35.0, 1968993.0)	(36.0, 14684503.0)	(37.0, 2304443.0)
SRR22223243_2	(2.0, 9153.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 4.0)	(12.0, 204.0)	(13.0, 1067.0)	(14.0, 1783.0)	(15.0, 2286.0)	(16.0, 2547.0)	(17.0, 2969.0)	(18.0, 3958.0)	(19.0, 5715.0)	(20.0, 8419.0)	(21.0, 13294.0)	(22.0, 20684.0)	(23.0, 34093.0)	(24.0, 48643.0)	(25.0, 64526.0)	(26.0, 85999.0)	(27.0, 116125.0)	(28.0, 151870.0)	(29.0, 200113.0)	(30.0, 257652.0)	(31.0, 346353.0)	(32.0, 487821.0)	(33.0, 777112.0)	(34.0, 1446993.0)	(35.0, 3742335.0)	(36.0, 12435931.0)	(37.0, 1472208.0)
SRR22223244_1	(2.0, 26209.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 7.0)	(15.0, 49.0)	(16.0, 109.0)	(17.0, 218.0)	(18.0, 409.0)	(19.0, 693.0)	(20.0, 1235.0)	(21.0, 2220.0)	(22.0, 4028.0)	(23.0, 8102.0)	(24.0, 14973.0)	(25.0, 27291.0)	(26.0, 47355.0)	(27.0, 75943.0)	(28.0, 112490.0)	(29.0, 159879.0)	(30.0, 213305.0)	(31.0, 281047.0)	(32.0, 357688.0)	(33.0, 481922.0)	(34.0, 739577.0)	(35.0, 1848363.0)	(36.0, 14689959.0)	(37.0, 2202267.0)
SRR22223244_2	(2.0, 10365.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 10.0)	(12.0, 216.0)	(13.0, 963.0)	(14.0, 1564.0)	(15.0, 2024.0)	(16.0, 2307.0)	(17.0, 2749.0)	(18.0, 3334.0)	(19.0, 4851.0)	(20.0, 7294.0)	(21.0, 11967.0)	(22.0, 19654.0)	(23.0, 33277.0)	(24.0, 46588.0)	(25.0, 60824.0)	(26.0, 79722.0)	(27.0, 104968.0)	(28.0, 135918.0)	(29.0, 178511.0)	(30.0, 232316.0)	(31.0, 315268.0)	(32.0, 447502.0)	(33.0, 727103.0)	(34.0, 1401626.0)	(35.0, 3796205.0)	(36.0, 12328204.0)	(37.0, 1340009.0)
SRR22223245_1	(2.0, 24507.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 13.0)	(16.0, 62.0)	(17.0, 120.0)	(18.0, 187.0)	(19.0, 345.0)	(20.0, 735.0)	(21.0, 1560.0)	(22.0, 3412.0)	(23.0, 7227.0)	(24.0, 14280.0)	(25.0, 25980.0)	(26.0, 43552.0)	(27.0, 66443.0)	(28.0, 96173.0)	(29.0, 136307.0)	(30.0, 185653.0)	(31.0, 251525.0)	(32.0, 328960.0)	(33.0, 453311.0)	(34.0, 724252.0)	(35.0, 1914079.0)	(36.0, 14749932.0)	(37.0, 1830507.0)
SRR22223245_2	(2.0, 9476.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 111.0)	(13.0, 641.0)	(14.0, 1183.0)	(15.0, 1636.0)	(16.0, 2082.0)	(17.0, 2433.0)	(18.0, 3049.0)	(19.0, 4523.0)	(20.0, 6907.0)	(21.0, 10929.0)	(22.0, 17924.0)	(23.0, 30324.0)	(24.0, 43461.0)	(25.0, 54759.0)	(26.0, 71147.0)	(27.0, 94480.0)	(28.0, 125070.0)	(29.0, 169886.0)	(30.0, 230629.0)	(31.0, 324305.0)	(32.0, 473186.0)	(33.0, 792562.0)	(34.0, 1550528.0)	(35.0, 4160740.0)	(36.0, 11720151.0)	(37.0, 957001.0)
SRR22223246_1	(2.0, 26624.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 8.0)	(15.0, 63.0)	(16.0, 178.0)	(17.0, 322.0)	(18.0, 508.0)	(19.0, 811.0)	(20.0, 1282.0)	(21.0, 2413.0)	(22.0, 4331.0)	(23.0, 8049.0)	(24.0, 14572.0)	(25.0, 25329.0)	(26.0, 41143.0)	(27.0, 63197.0)	(28.0, 92652.0)	(29.0, 134722.0)	(30.0, 184246.0)	(31.0, 250865.0)	(32.0, 330877.0)	(33.0, 452407.0)	(34.0, 710498.0)	(35.0, 1811635.0)	(36.0, 14388285.0)	(37.0, 1987019.0)
SRR22223246_2	(2.0, 5682.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 4.0)	(12.0, 124.0)	(13.0, 607.0)	(14.0, 1061.0)	(15.0, 1526.0)	(16.0, 2202.0)	(17.0, 2746.0)	(18.0, 3180.0)	(19.0, 4518.0)	(20.0, 6934.0)	(21.0, 11241.0)	(22.0, 18078.0)	(23.0, 31532.0)	(24.0, 42837.0)	(25.0, 53028.0)	(26.0, 68257.0)	(27.0, 93367.0)	(28.0, 125743.0)	(29.0, 173396.0)	(30.0, 235571.0)	(31.0, 332994.0)	(32.0, 487193.0)	(33.0, 804291.0)	(34.0, 1569436.0)	(35.0, 4176327.0)	(36.0, 11332656.0)	(37.0, 947505.0)
SRR22223247_1	(2.0, 59032.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 12.0)	(15.0, 98.0)	(16.0, 318.0)	(17.0, 525.0)	(18.0, 971.0)	(19.0, 1888.0)	(20.0, 3256.0)	(21.0, 5569.0)	(22.0, 9690.0)	(23.0, 16018.0)	(24.0, 24884.0)	(25.0, 38363.0)	(26.0, 57120.0)	(27.0, 84297.0)	(28.0, 118882.0)	(29.0, 165531.0)	(30.0, 220560.0)	(31.0, 290335.0)	(32.0, 371271.0)	(33.0, 499019.0)	(34.0, 752942.0)	(35.0, 1772140.0)	(36.0, 14077513.0)	(37.0, 2707729.0)
SRR22223247_2	(2.0, 6142.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 120.0)	(13.0, 655.0)	(14.0, 1283.0)	(15.0, 1937.0)	(16.0, 2598.0)	(17.0, 3111.0)	(18.0, 3567.0)	(19.0, 5003.0)	(20.0, 7915.0)	(21.0, 13089.0)	(22.0, 21893.0)	(23.0, 37541.0)	(24.0, 52841.0)	(25.0, 56165.0)	(26.0, 67967.0)	(27.0, 89015.0)	(28.0, 116854.0)	(29.0, 156944.0)	(30.0, 207115.0)	(31.0, 284656.0)	(32.0, 404563.0)	(33.0, 653952.0)	(34.0, 1258517.0)	(35.0, 3561047.0)	(36.0, 12655101.0)	(37.0, 1608369.0)
