Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR22223243_2	(1.0, 22.444884714367756)	(2.0, 10.308550526364956)	(3.0, 6.171462450774794)	(4.0, 4.158420406327595)	(5.0, 3.071988104790119)	(6.0, 2.233232452372714)	(7.0, 1.711157200255475)	(8.0, 1.4720755727253552)	(9.0, 1.1690400693950098)	('>10', 12.883549311839989)	('>50', 3.7629459431361103)	('>100', 9.256832621016216)	('>500', 4.816172180467134)	('>1k', 11.897176534231843)	('>5k', 2.6917318772304397)	('>10k+', 1.9507800347044468)
SRR22223244_1	(1.0, 16.56770142391276)	(2.0, 8.29785390457786)	(3.0, 4.87022971775155)	(4.0, 3.148518061457928)	(5.0, 2.215571201084997)	(6.0, 1.593299929224317)	(7.0, 1.3318095208100096)	(8.0, 1.0393745025186552)	(9.0, 0.8918574162781115)	('>10', 9.67104989196684)	('>50', 3.359066430201018)	('>100', 8.877690618742495)	('>500', 5.092036448500398)	('>1k', 15.458417070730476)	('>5k', 6.753551984258889)	('>10k+', 10.831971877983698)
SRR22223244_2	(1.0, 18.251615687860028)	(2.0, 7.972625704572724)	(3.0, 4.768851664144247)	(4.0, 3.1604979754339255)	(5.0, 2.0611053855831583)	(6.0, 1.5581328214227943)	(7.0, 1.240270141869805)	(8.0, 0.9870834413844697)	(9.0, 0.8258440955782722)	('>10', 8.936149436658763)	('>50', 3.1423015969437986)	('>100', 8.872281431512963)	('>500', 5.587874659232287)	('>1k', 15.756395110709539)	('>5k', 7.9087293366760445)	('>10k+', 8.970241510417255)
SRR22223245_1	(1.0, 16.173397192165478)	(2.0, 8.329365070045121)	(3.0, 4.896182198564748)	(4.0, 3.180691185251588)	(5.0, 2.238840576786531)	(6.0, 1.6415403769797772)	(7.0, 1.2997921417658838)	(8.0, 1.0799347005465694)	(9.0, 0.8992914998373245)	('>10', 9.811549280762513)	('>50', 3.4135884047252123)	('>100', 9.03650282600776)	('>500', 4.903307962446955)	('>1k', 15.544668409504474)	('>5k', 7.183361740865153)	('>10k+', 10.3679864337449)
SRR22223245_2	(1.0, 18.082091803288247)	(2.0, 8.134565866113945)	(3.0, 4.813965269737143)	(4.0, 3.089850424114782)	(5.0, 2.154539177326289)	(6.0, 1.6382824727229282)	(7.0, 1.2235806406753025)	(8.0, 1.0124543412040743)	(9.0, 0.8357250933495289)	('>10', 9.079640332532236)	('>50', 3.1489165195441924)	('>100', 8.843100303305038)	('>500', 5.4897631341521205)	('>1k', 16.24579633419992)	('>5k', 7.467186340246203)	('>10k+', 8.74054194748813)
SRR22223246_1	(1.0, 15.983008820319878)	(2.0, 8.457019604457019)	(3.0, 5.046147520343504)	(4.0, 3.356044954288504)	(5.0, 2.2907640131500977)	(6.0, 1.7709208016621114)	(7.0, 1.4178591296048153)	(8.0, 1.1596837438747936)	(9.0, 0.9779035088541218)	('>10', 11.058203485860663)	('>50', 3.72145128803545)	('>100', 8.840236484285136)	('>500', 4.46952749243903)	('>1k', 13.104162661100066)	('>5k', 6.000374543346365)	('>10k+', 12.346691948378421)
SRR22223246_2	(1.0, 18.190553135255787)	(2.0, 8.215095455653273)	(3.0, 5.003264559432542)	(4.0, 3.290878941033043)	(5.0, 2.2314440074942157)	(6.0, 1.7494334604171786)	(7.0, 1.3540905919998425)	(8.0, 1.0424129260346768)	(9.0, 0.940554389047534)	('>10', 10.274940610048604)	('>50', 3.482145747121927)	('>100', 8.605607259208039)	('>500', 4.804432933291891)	('>1k', 13.62292438278693)	('>5k', 7.262312366404979)	('>10k+', 9.92990923476954)
SRR22223247_1	(1.0, 14.810596208279994)	(2.0, 7.718699663805456)	(3.0, 4.440089439303538)	(4.0, 2.86719752776375)	(5.0, 1.9532500276056388)	(6.0, 1.4347299452420286)	(7.0, 1.1627069800609386)	(8.0, 0.9706408573494865)	(9.0, 0.7923947299640685)	('>10', 10.126268186703575)	('>50', 3.5825612106965754)	('>100', 8.451129061833845)	('>500', 4.064449825877068)	('>1k', 11.094044470123052)	('>5k', 4.980666990775648)	('>10k+', 21.550574874615133)
SRR22223247_2	(1.0, 15.75477217185731)	(2.0, 7.33717961962954)	(3.0, 4.415877294849109)	(4.0, 2.7802933381911745)	(5.0, 1.9843300849512742)	(6.0, 1.4212277242838525)	(7.0, 1.1535139079321788)	(8.0, 0.9451298808447725)	(9.0, 0.8527779363218666)	('>10', 9.641304111959405)	('>50', 3.421928568453598)	('>100', 8.227688930864813)	('>500', 3.9960142350794037)	('>1k', 11.575640552975383)	('>5k', 6.0716619202334146)	('>10k+', 20.420659721573053)
SRR22223248_1	(1.0, 14.10260272232203)	(2.0, 8.008037669422151)	(3.0, 4.780898989823111)	(4.0, 2.9456457049635913)	(5.0, 1.9847227196244024)	(6.0, 1.4422151948530146)	(7.0, 1.1512290526790707)	(8.0, 0.9126814375058964)	(9.0, 0.8350954734080006)	('>10', 9.661188935322752)	('>50', 3.539329052032556)	('>100', 8.172737872239535)	('>500', 3.962988567199541)	('>1k', 11.069440463652844)	('>5k', 4.822106974057695)	('>10k+', 22.609079170893764)
SRR22223248_2	(1.0, 15.678035962228149)	(2.0, 7.734552776367401)	(3.0, 4.595269897925097)	(4.0, 2.9380590087141134)	(5.0, 1.9897094236239847)	(6.0, 1.4627232754656236)	(7.0, 1.1270264577348466)	(8.0, 0.9259142048297894)	(9.0, 0.7560054827944651)	('>10', 9.28137627596977)	('>50', 3.2058183661418536)	('>100', 7.74860812888121)	('>500', 4.073998091389782)	('>1k', 11.420130210130436)	('>5k', 5.679131381110829)	('>10k+', 21.383641056692603)
SRR22223249_1	(1.0, 13.529368355323177)	(2.0, 6.718860207654799)	(3.0, 3.828774124608847)	(4.0, 2.552634440493037)	(5.0, 1.6726646063127368)	(6.0, 1.3251642766570675)	(7.0, 1.043488675391115)	(8.0, 0.8607500758775964)	(9.0, 0.7412289187961665)	('>10', 8.024186464656065)	('>50', 2.6707712937916726)	('>100', 7.2697379412773255)	('>500', 4.442656507979911)	('>1k', 15.539744758230906)	('>5k', 8.645349430213072)	('>10k+', 21.134619922736526)
SRR22223249_2	(1.0, 15.79460937513878)	(2.0, 6.5392756601455035)	(3.0, 3.8497820524950543)	(4.0, 2.4719979039429916)	(5.0, 1.7419721113168134)	(6.0, 1.3477148048433303)	(7.0, 1.0354101525347816)	(8.0, 0.8055623328094917)	(9.0, 0.6977597701433605)	('>10', 6.98398793505329)	('>50', 2.2678917388189808)	('>100', 7.130493731376076)	('>500', 4.598989930680587)	('>1k', 16.714404330882893)	('>5k', 8.859229821484364)	('>10k+', 19.160918348333677)
SRR22223250_1	(1.0, 15.526451817104887)	(2.0, 8.066843655647709)	(3.0, 4.919770587729059)	(4.0, 3.1416942526502054)	(5.0, 2.1966216343412417)	(6.0, 1.7318034707826626)	(7.0, 1.3376294026729743)	(8.0, 1.1569132919264)	(9.0, 0.9440974799671783)	('>10', 11.485225692875932)	('>50', 4.0337397911402295)	('>100', 9.422761872485077)	('>500', 4.162057737867795)	('>1k', 10.751687904418034)	('>5k', 4.859114391397411)	('>10k+', 16.263587016993235)
SRR22223250_2	(1.0, 17.3501058541215)	(2.0, 7.687658725704375)	(3.0, 4.692735429571339)	(4.0, 3.097755826787027)	(5.0, 2.200683691066018)	(6.0, 1.671326199331528)	(7.0, 1.3625092025230272)	(8.0, 1.0335261054879465)	(9.0, 0.9295756497341625)	('>10', 11.00852642813234)	('>50', 3.8678596234442484)	('>100', 9.060488206673918)	('>500', 4.160555904629975)	('>1k', 11.10053234430533)	('>5k', 7.186141104362363)	('>10k+', 13.590019704124822)
SRR22223251_1	(1.0, 14.364919354783744)	(2.0, 6.889402855747223)	(3.0, 4.24132847016867)	(4.0, 2.8484731112631767)	(5.0, 2.0363648964508365)	(6.0, 1.6316476348129494)	(7.0, 1.2962817013466088)	(8.0, 1.048813367566084)	(9.0, 0.8565840341209401)	('>10', 10.151763338673682)	('>50', 3.4620410148630056)	('>100', 8.46905659355588)	('>500', 4.231185483363263)	('>1k', 12.682950130996149)	('>5k', 6.618039077426376)	('>10k+', 19.171148934861463)
SRR22223251_2	(1.0, 17.032919378145824)	(2.0, 6.798780146202518)	(3.0, 4.126001073051077)	(4.0, 2.8012324286786194)	(5.0, 1.9917700213645668)	(6.0, 1.55200265706673)	(7.0, 1.2288331545634354)	(8.0, 0.9667718665174031)	(9.0, 0.85268018568171)	('>10', 9.30363557721426)	('>50', 3.073621141747487)	('>100', 8.232598016273075)	('>500', 4.304219058726951)	('>1k', 13.41984795159454)	('>5k', 6.247727705187582)	('>10k+', 18.067359637984307)
SRR22223252_1	(1.0, 15.7883357469433)	(2.0, 8.296784008353955)	(3.0, 4.8433138176064086)	(4.0, 3.1400342919475626)	(5.0, 2.220398335058607)	(6.0, 1.6169338904248791)	(7.0, 1.3860886520535667)	(8.0, 1.0983515867152338)	(9.0, 0.9116140310508806)	('>10', 11.401388158529238)	('>50', 4.024412111781548)	('>100', 9.17167929688357)	('>500', 4.059599726707068)	('>1k', 10.266759154137654)	('>5k', 5.228533268681718)	('>10k+', 16.54577392312483)
SRR22223252_2	(1.0, 17.137877369856966)	(2.0, 7.887263820774653)	(3.0, 4.728354253676762)	(4.0, 3.1116047959697846)	(5.0, 2.22542468746469)	(6.0, 1.662855355636502)	(7.0, 1.3586383017217003)	(8.0, 1.0792020587387365)	(9.0, 0.9052222809855397)	('>10', 10.844259397278297)	('>50', 3.8017085920143363)	('>100', 8.97032176520677)	('>500', 3.928277266213106)	('>1k', 10.896844297516468)	('>5k', 6.136194827166895)	('>10k+', 15.325950929778864)
SRR22223253_1	(1.0, 18.00268900106887)	(2.0, 9.612841445354734)	(3.0, 5.849184439006106)	(4.0, 3.9644790140054877)	(5.0, 2.8376397030898497)	(6.0, 2.182159653600063)	(7.0, 1.8396761976948048)	(8.0, 1.463013493382935)	(9.0, 1.2509592081912768)	('>10', 15.01695499265081)	('>50', 4.846552329437341)	('>100', 10.947632381385446)	('>500', 4.714695075770662)	('>1k', 11.140109658396018)	('>5k', 3.6991050043392195)	('>10k+', 2.6323084026264754)
SRR22223253_2	(1.0, 20.343562688239256)	(2.0, 9.09435485170007)	(3.0, 5.753331306450676)	(4.0, 3.8974633230887736)	(5.0, 2.8464008685526627)	(6.0, 2.101095704833193)	(7.0, 1.746459827921763)	(8.0, 1.4224418921411441)	(9.0, 1.2500545269191583)	('>10', 13.91514621654414)	('>50', 4.406551507875682)	('>100', 10.277825794786082)	('>500', 5.099075113924694)	('>1k', 12.124804054936975)	('>5k', 3.1639040590205543)	('>10k+', 2.5575282630651217)
SRR22223254_1	(1.0, 19.244608802431006)	(2.0, 10.137933851665364)	(3.0, 6.463254617539843)	(4.0, 4.286901444306681)	(5.0, 3.1954496451188272)	(6.0, 2.3880184827263844)	(7.0, 1.95675189336558)	(8.0, 1.5772475103159753)	(9.0, 1.422369004063743)	('>10', 15.882513957690936)	('>50', 5.237331281603437)	('>100', 11.2435376581048)	('>500', 4.8509040463836035)	('>1k', 9.169920131316644)	('>5k', 1.885623424289944)	('>10k+', 1.057634249077101)
SRR22223254_2	(1.0, 20.47379808274299)	(2.0, 9.803922635242149)	(3.0, 6.148110548144038)	(4.0, 4.299646708288836)	(5.0, 3.1202616721200322)	(6.0, 2.309156500037889)	(7.0, 1.9082857070346206)	(8.0, 1.564397594872013)	(9.0, 1.3046492247431052)	('>10', 15.045741804380134)	('>50', 5.016397112643818)	('>100', 11.131767242566372)	('>500', 5.123825079501835)	('>1k', 9.83604019925894)	('>5k', 1.8395809746022163)	('>10k+', 1.0744189138210625)
SRR22223255_1	(1.0, 15.202070248999986)	(2.0, 7.350643726598211)	(3.0, 4.097228938375997)	(4.0, 2.6317080237583728)	(5.0, 1.8469588723616859)	(6.0, 1.3892340822984712)	(7.0, 1.141242341519527)	(8.0, 0.94465702893655)	(9.0, 0.8045985026758252)	('>10', 10.383487153124333)	('>50', 3.9830374578839276)	('>100', 10.470903048910818)	('>500', 5.359315581475074)	('>1k', 17.006649645336864)	('>5k', 8.208722801315522)	('>10k+', 9.179542546428827)
SRR22223255_2	(1.0, 17.734910203183123)	(2.0, 7.2457980173512615)	(3.0, 4.08051666122324)	(4.0, 2.6836232346115594)	(5.0, 1.8153858468174289)	(6.0, 1.3919078393433861)	(7.0, 1.148246617383446)	(8.0, 0.9315604464888491)	(9.0, 0.8410087984334138)	('>10', 9.330629197165226)	('>50', 3.333996318815327)	('>100', 8.562957149808238)	('>500', 5.494858431674386)	('>1k', 19.102798977296164)	('>5k', 7.9359749515581015)	('>10k+', 8.365827308846727)
SRR22223256_1	(1.0, 20.578087515687578)	(2.0, 10.663004575839146)	(3.0, 6.444056698471669)	(4.0, 4.25067584544592)	(5.0, 3.063183847404747)	(6.0, 2.3478349367972555)	(7.0, 1.8845532517765624)	(8.0, 1.5902503772028038)	(9.0, 1.3031199145182097)	('>10', 14.278507630096662)	('>50', 4.373701194256406)	('>100', 8.847285501564253)	('>500', 3.7601948316116407)	('>1k', 10.265531095184164)	('>5k', 3.643610026639104)	('>10k+', 2.7064027575038456)
SRR22223256_2	(1.0, 22.304255599034477)	(2.0, 10.176841982638988)	(3.0, 6.142977945995992)	(4.0, 4.146249562867486)	(5.0, 3.0001558231359424)	(6.0, 2.238015706515758)	(7.0, 1.7783692865563785)	(8.0, 1.529506789539528)	(9.0, 1.2834915087025225)	('>10', 13.527603972756522)	('>50', 4.01923512830881)	('>100', 8.33539728444704)	('>500', 4.2365423528362545)	('>1k', 11.028619140691374)	('>5k', 2.8306280701838804)	('>10k+', 3.422109845789051)
SRR22223257_1	(1.0, 19.05864793316033)	(2.0, 10.57300694620054)	(3.0, 6.649036380641293)	(4.0, 4.343415013046059)	(5.0, 3.115312930721547)	(6.0, 2.34631259099946)	(7.0, 1.9575705604082474)	(8.0, 1.5943428004740985)	(9.0, 1.396394438523698)	('>10', 17.089437093658518)	('>50', 5.6814416683076)	('>100', 12.297511004364281)	('>500', 4.923032438173907)	('>1k', 7.458837304937912)	('>5k', 1.0139677667156164)	('>10k+', 0.5017331296669011)
SRR22223257_2	(1.0, 21.146757996701535)	(2.0, 9.896993736603736)	(3.0, 6.342910091062043)	(4.0, 4.300167546024808)	(5.0, 3.070629568192259)	(6.0, 2.3727240639227922)	(7.0, 1.8975497186825445)	(8.0, 1.5958049783682575)	(9.0, 1.293552947269386)	('>10', 16.19537508730804)	('>50', 5.452775095290245)	('>100', 12.369741542869141)	('>500', 4.821468746261297)	('>1k', 7.474220409234725)	('>5k', 1.0631192897273738)	('>10k+', 0.7062091824818558)
SRR22223258_1	(1.0, 21.732512685389583)	(2.0, 11.105105190137788)	(3.0, 6.7409141430959245)	(4.0, 4.413267890328452)	(5.0, 3.087923777010716)	(6.0, 2.377719247696023)	(7.0, 1.9064958497686963)	(8.0, 1.529678664314412)	(9.0, 1.418630083951523)	('>10', 16.027642885201203)	('>50', 5.069946485659999)	('>100', 10.386727447236938)	('>500', 4.153791259745107)	('>1k', 8.105369982565419)	('>5k', 1.1088412048804603)	('>10k+', 0.8354332030178385)
SRR22223258_2	(1.0, 23.18113449554429)	(2.0, 10.698950200881429)	(3.0, 6.4730656303358876)	(4.0, 4.290757493363031)	(5.0, 3.1566067001219325)	(6.0, 2.382595556093572)	(7.0, 1.918245831601826)	(8.0, 1.576648631890749)	(9.0, 1.3166996183917656)	('>10', 14.917921202632634)	('>50', 4.7721043580584865)	('>100', 10.360157699917627)	('>500', 4.599167439940144)	('>1k', 7.9570803668662675)	('>5k', 0.9427346815912616)	('>10k+', 1.4561300927690217)
SRR22223259_1	(1.0, 16.750308737387307)	(2.0, 9.139726205617288)	(3.0, 5.815863302081456)	(4.0, 3.92666677292622)	(5.0, 2.764933804139192)	(6.0, 2.200018896289073)	(7.0, 1.759677737022123)	(8.0, 1.5209255433162903)	(9.0, 1.295769248929402)	('>10', 16.22674550198805)	('>50', 5.633294799566545)	('>100', 12.360655344686439)	('>500', 5.009024118528977)	('>1k', 11.228719866481992)	('>5k', 2.7921133011388846)	('>10k+', 1.5755568199008911)
