Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR26260934_1	(1.0, 59.13403786406136)	(2.0, 15.089998639591256)	(3.0, 4.723371183375981)	(4.0, 2.0001112699076713)	(5.0, 1.0975237023058497)	(6.0, 0.7298837310529845)	(7.0, 0.4746274728384556)	(8.0, 0.3815989735251156)	(9.0, 0.32514329646399115)	('>10', 3.250621530993066)	('>50', 1.2684938750020578)	('>100', 3.29549971535176)	('>500', 1.6966476903482357)	('>1k', 3.558439672773661)	('>5k', 1.4222142621218727)	('>10k+', 1.5517871202865505)
SRR26260934_2	(1.0, 63.83597119352296)	(2.0, 14.024836034661126)	(3.0, 3.7920425751920535)	(4.0, 1.2779575060360062)	(5.0, 0.6714997972125083)	(6.0, 0.4318478779798354)	(7.0, 0.3152036898672129)	(8.0, 0.29090704809725193)	(9.0, 0.2236236549833992)	('>10', 2.801311651113118)	('>50', 1.2225990330617575)	('>100', 3.3063814750029987)	('>500', 1.8460345827692144)	('>1k', 3.8257561171466876)	('>5k', 1.3149890576286265)	('>10k+', 0.8190387057254207)
SRR26260935_1	(1.0, 58.88529344630917)	(2.0, 17.024193836761512)	(3.0, 6.003841463932626)	(4.0, 2.657944046318035)	(5.0, 1.4913249035512324)	(6.0, 0.9118189314680771)	(7.0, 0.6489431468463946)	(8.0, 0.4717971354735292)	(9.0, 0.3895747887493614)	('>10', 3.0125850711430657)	('>50', 0.900834745064881)	('>100', 2.2378250723510367)	('>500', 1.1726295258970612)	('>1k', 2.2694063656123817)	('>5k', 0.7890037266671155)	('>10k+', 1.1329837938545377)
SRR26260935_2	(1.0, 65.4191193406005)	(2.0, 16.062424196486937)	(3.0, 4.6945339089574905)	(4.0, 1.6792226957372698)	(5.0, 0.8797963695935823)	(6.0, 0.5321134591388822)	(7.0, 0.35231396163656037)	(8.0, 0.2633692088681173)	(9.0, 0.17886565552374248)	('>10', 2.241826198233544)	('>50', 0.8322803279010409)	('>100', 2.454871343702941)	('>500', 1.192227801242627)	('>1k', 2.2530568797749484)	('>5k', 0.49882831355007606)	('>10k+', 0.4651503390518683)
SRR26260936_1	(1.0, 55.79952173398666)	(2.0, 15.554480124719753)	(3.0, 5.588027604016502)	(4.0, 2.6022118436863404)	(5.0, 1.5140592692782182)	(6.0, 0.974661159969889)	(7.0, 0.6394263642400168)	(8.0, 0.5290775182730176)	(9.0, 0.41636192138695266)	('>10', 3.441649916593576)	('>50', 0.9527252652164132)	('>100', 2.7696155150254547)	('>500', 1.629785549543122)	('>1k', 4.202270751316417)	('>5k', 1.591236122450038)	('>10k+', 1.7948893402976027)
SRR26260936_2	(1.0, 62.7215765304327)	(2.0, 14.407103836191817)	(3.0, 4.290674216265436)	(4.0, 1.6708063197078804)	(5.0, 0.8728374672689115)	(6.0, 0.5644637273342462)	(7.0, 0.3694693021773685)	(8.0, 0.3016467631243999)	(9.0, 0.23443632301064304)	('>10', 2.497271608954797)	('>50', 0.8804733701635558)	('>100', 2.9564534052141727)	('>500', 1.8420878668566811)	('>1k', 4.6587099494107544)	('>5k', 0.9674167635456685)	('>10k+', 0.7645725503410349)
SRR26260937_1	(1.0, 56.20154872763571)	(2.0, 15.358351114363602)	(3.0, 5.509287752577517)	(4.0, 2.617181828946154)	(5.0, 1.4369338138448142)	(6.0, 0.9531266766587875)	(7.0, 0.6814347316576275)	(8.0, 0.5039737715806656)	(9.0, 0.38182749310625086)	('>10', 3.359238739961664)	('>50', 1.0593638754784465)	('>100', 2.7809545346132643)	('>500', 1.6501183774210282)	('>1k', 4.186525231190936)	('>5k', 1.286539851131607)	('>10k+', 2.033593479831945)
SRR26260937_2	(1.0, 62.62520165396667)	(2.0, 14.357762435329615)	(3.0, 4.325510661128638)	(4.0, 1.7104769336280574)	(5.0, 0.8497585227828074)	(6.0, 0.5591294496505638)	(7.0, 0.3803875444735321)	(8.0, 0.30684754196133124)	(9.0, 0.23763720857289203)	('>10', 2.5811052828406957)	('>50', 0.9408864399465762)	('>100', 3.090296532081677)	('>500', 1.9434323984781197)	('>1k', 4.469206502191731)	('>5k', 0.9984991845215605)	('>10k+', 0.6238617084454017)
SRR26260938_1	(1.0, 57.58698051748625)	(2.0, 16.60250987783233)	(3.0, 6.209335908745291)	(4.0, 2.964830597123113)	(5.0, 1.7358565545087805)	(6.0, 1.1697195755429042)	(7.0, 0.829744211763678)	(8.0, 0.6081253576850384)	(9.0, 0.411458086270458)	('>10', 3.753538183301323)	('>50', 0.976434349105061)	('>100', 2.2848356940251535)	('>500', 1.0959870923145048)	('>1k', 2.0390760534471033)	('>5k', 0.8650580678752259)	('>10k+', 0.8665098729736151)
SRR26260938_2	(1.0, 65.76788304971699)	(2.0, 15.485980407531308)	(3.0, 4.585752464289768)	(4.0, 1.8305147624351732)	(5.0, 0.9572182707534287)	(6.0, 0.5948914114580945)	(7.0, 0.4242100676935848)	(8.0, 0.2856943575505221)	(9.0, 0.25041585882527606)	('>10', 2.523377878505314)	('>50', 0.8441063266423191)	('>100', 2.4541081995747622)	('>500', 1.1976451744842813)	('>1k', 2.0133093989601267)	('>5k', 0.4702589745113975)	('>10k+', 0.314633397067578)
SRR26260939_1	(1.0, 47.216680171602874)	(2.0, 19.209437162525326)	(3.0, 8.490006301321621)	(4.0, 4.3147682102396105)	(5.0, 2.613809201830275)	(6.0, 1.7865463181239056)	(7.0, 1.2958958681422075)	(8.0, 0.9945114217080081)	(9.0, 0.7394302871893826)	('>10', 6.5688925945431755)	('>50', 1.3028585943996616)	('>100', 2.390010344380173)	('>500', 0.8806142785430192)	('>1k', 1.3772712797128277)	('>5k', 0.18962915549308065)	('>10k+', 0.6296388102447937)
SRR26260939_2	(1.0, 54.893789817807495)	(2.0, 19.361946858722533)	(3.0, 7.712833001260883)	(4.0, 3.524296348985211)	(5.0, 1.9010500666555585)	(6.0, 1.1860401555271438)	(7.0, 0.7958855744228204)	(8.0, 0.6131042691425157)	(9.0, 0.49541826867913935)	('>10', 4.11577553051406)	('>50', 0.9412635758251402)	('>100', 2.0026055385618626)	('>500', 0.7829541567765542)	('>1k', 1.0950498750699689)	('>5k', 0.2386051156640737)	('>10k+', 0.3393818463850329)
SRR26260940_1	(1.0, 44.934308490905316)	(2.0, 16.86695440530889)	(3.0, 7.01209145419303)	(4.0, 3.3347278609763102)	(5.0, 2.0537433218252787)	(6.0, 1.2741095246742893)	(7.0, 0.971340700232317)	(8.0, 0.7225460654030023)	(9.0, 0.6180525274769824)	('>10', 5.457520945316249)	('>50', 1.4611434074700194)	('>100', 3.712652656632716)	('>500', 2.0426861079469854)	('>1k', 5.0176540183086855)	('>5k', 1.552623591415535)	('>10k+', 2.9678449219144434)
SRR26260940_2	(1.0, 49.93004659687377)	(2.0, 16.723461362382213)	(3.0, 6.43920453330945)	(4.0, 2.834870814455343)	(5.0, 1.561312206665959)	(6.0, 1.0015072556759144)	(7.0, 0.7317039805188854)	(8.0, 0.5867678398473933)	(9.0, 0.4373508087180643)	('>10', 4.146381882669316)	('>50', 1.233771835583711)	('>100', 3.597454553757478)	('>500', 2.2555339620846975)	('>1k', 5.190157262578656)	('>5k', 1.104914492719502)	('>10k+', 2.225560612159527)
SRR26260941_1	(1.0, 49.70081236096286)	(2.0, 16.166666914695803)	(3.0, 6.523255914685146)	(4.0, 3.4236121730033986)	(5.0, 2.09630388029231)	(6.0, 1.5494769757879172)	(7.0, 1.1245384241227543)	(8.0, 0.8697759360951327)	(9.0, 0.7159093694742157)	('>10', 5.929654830383468)	('>50', 1.3891978038786799)	('>100', 2.8552234218994395)	('>500', 1.3564062092423046)	('>1k', 2.5662833073787987)	('>5k', 0.6235501041456812)	('>10k+', 3.109332373952105)
SRR26260941_2	(1.0, 56.35384080403061)	(2.0, 15.846776692253107)	(3.0, 5.783508825271051)	(4.0, 2.725120222681067)	(5.0, 1.5366912802292834)	(6.0, 0.9960162723310443)	(7.0, 0.770057741836836)	(8.0, 0.5973788211423955)	(9.0, 0.4736973007561898)	('>10', 4.3179066782315)	('>50', 1.141181781290205)	('>100', 2.819958848697413)	('>500', 1.4554359722094068)	('>1k', 2.220450765041712)	('>5k', 0.44116688111933283)	('>10k+', 2.520811112878676)
SRR26260942_1	(1.0, 48.23973317618106)	(2.0, 16.40818861574268)	(3.0, 7.16154456705933)	(4.0, 3.879915618152891)	(5.0, 2.520691934298356)	(6.0, 1.69654773084974)	(7.0, 1.2963756088577203)	(8.0, 1.0065470985114129)	(9.0, 0.8182883542411136)	('>10', 7.22310618656401)	('>50', 1.5326688513873457)	('>100', 2.9162691405081773)	('>500', 1.214968702912702)	('>1k', 2.3290884096292817)	('>5k', 0.9164847701154373)	('>10k+', 0.8395812349888528)
SRR26260942_2	(1.0, 55.95730738649356)	(2.0, 16.350180624583906)	(3.0, 6.306363515097035)	(4.0, 3.069694188210952)	(5.0, 1.786907696568902)	(6.0, 1.1872134575678936)	(7.0, 0.8657745590064838)	(8.0, 0.6370740625274528)	(9.0, 0.5932199108788108)	('>10', 4.8710568059029)	('>50', 1.1894102850956036)	('>100', 2.5797169655363748)	('>500', 1.3749402424311934)	('>1k', 2.2257923060775435)	('>5k', 0.6244725955404068)	('>10k+', 0.3808753984808237)
SRR26260943_1	(1.0, 48.03668471483338)	(2.0, 16.699687502564483)	(3.0, 6.991704504508059)	(4.0, 3.5944092841523454)	(5.0, 2.134187467088594)	(6.0, 1.4839041760441418)	(7.0, 1.1497167147238887)	(8.0, 0.8733126445587489)	(9.0, 0.6811161437042491)	('>10', 6.106661555978303)	('>50', 1.3852047147575652)	('>100', 3.053768449930321)	('>500', 1.5101920289439428)	('>1k', 3.5451969240502854)	('>5k', 1.1819207882624023)	('>10k+', 1.5723323858991212)
SRR26260943_2	(1.0, 54.22516960721161)	(2.0, 16.57854576608451)	(3.0, 6.258407435592549)	(4.0, 2.8645257567540003)	(5.0, 1.5663468344539306)	(6.0, 1.0733510159385278)	(7.0, 0.813850110455145)	(8.0, 0.567232420621519)	(9.0, 0.4867603343081592)	('>10', 4.391518012791637)	('>50', 1.1591788551045206)	('>100', 3.0501440251726444)	('>500', 1.7349751528187434)	('>1k', 3.5183365961888486)	('>5k', 0.8102301757428141)	('>10k+', 0.901427900761013)
SRR26260944_1	(1.0, 48.86451253557843)	(2.0, 17.034818700562248)	(3.0, 7.453197842937306)	(4.0, 3.980394891308986)	(5.0, 2.5464594883398872)	(6.0, 1.746677658330684)	(7.0, 1.3118452286955806)	(8.0, 1.0216729765574732)	(9.0, 0.8364917041851481)	('>10', 7.095431619028787)	('>50', 1.4134931464637346)	('>100', 2.54110260150819)	('>500', 0.9886932007897496)	('>1k', 1.8563675529922254)	('>5k', 0.6613713812663167)	('>10k+', 0.6474694714551197)
SRR26260944_2	(1.0, 56.422103371583745)	(2.0, 17.129787932906577)	(3.0, 6.568774228693597)	(4.0, 3.168124031745597)	(5.0, 1.836641044215944)	(6.0, 1.2917089019691135)	(7.0, 0.9019549793009181)	(8.0, 0.7071925248801632)	(9.0, 0.5682054178253513)	('>10', 4.658880631995712)	('>50', 1.1002003526547515)	('>100', 2.2336118339483955)	('>500', 0.9855807965634085)	('>1k', 1.7060336057007734)	('>5k', 0.39301261236464524)	('>10k+', 0.32818773365132947)
SRR26260945_1	(1.0, 46.27237462137413)	(2.0, 19.700837018241153)	(3.0, 8.551982423469124)	(4.0, 4.3457527130176015)	(5.0, 2.526382266665879)	(6.0, 1.6866150234387325)	(7.0, 1.209301127181339)	(8.0, 0.950698473059179)	(9.0, 0.781760448609994)	('>10', 6.558808731566848)	('>50', 1.3866033094638919)	('>100', 2.5043494861647453)	('>500', 0.8132465147912444)	('>1k', 1.4775324465201098)	('>5k', 0.20282950060548358)	('>10k+', 1.030925895830621)
SRR26260945_2	(1.0, 53.17999558614541)	(2.0, 19.84939315325241)	(3.0, 7.859548689211366)	(4.0, 3.525777551990275)	(5.0, 1.884637803000902)	(6.0, 1.2087401600762735)	(7.0, 0.7998425195771761)	(8.0, 0.7054290472670606)	(9.0, 0.507381563385478)	('>10', 4.365543002380708)	('>50', 1.1353877650991395)	('>100', 2.1652034551909116)	('>500', 0.789015791859374)	('>1k', 1.0228355157735214)	('>5k', 0.16822000702750994)	('>10k+', 0.833048388762448)
SRR26260946_1	(1.0, 51.90799723184405)	(2.0, 17.029313247753038)	(3.0, 6.628669488893843)	(4.0, 3.303318858539965)	(5.0, 1.9043713612331334)	(6.0, 1.3591560240855858)	(7.0, 0.9709107221760351)	(8.0, 0.7994586092023911)	(9.0, 0.6370510923673443)	('>10', 5.420134270593953)	('>50', 1.4137929283173916)	('>100', 3.0725567053286755)	('>500', 1.5172640963158086)	('>1k', 2.3983412989186905)	('>5k', 0.4919643239249003)	('>10k+', 1.1456997405053433)
SRR26260946_2	(1.0, 57.79520909303084)	(2.0, 16.547184461072607)	(3.0, 5.872114248353283)	(4.0, 2.58408224347821)	(5.0, 1.5315602570902467)	(6.0, 0.9247498807718354)	(7.0, 0.6994696729670066)	(8.0, 0.5595370275272191)	(9.0, 0.4213458907271645)	('>10', 4.0820341654955365)	('>50', 1.1932682505965762)	('>100', 3.0973831380979746)	('>500', 1.355159701424448)	('>1k', 2.0124592377395856)	('>5k', 0.41971984252446215)	('>10k+', 0.9047228891029525)
SRR26260947_1	(1.0, 48.858067373692975)	(2.0, 16.82816221791528)	(3.0, 6.964104729296052)	(4.0, 3.500116998823973)	(5.0, 2.094085287754641)	(6.0, 1.4220142917759497)	(7.0, 1.0870169567142125)	(8.0, 0.8481426982180849)	(9.0, 0.6809586913835968)	('>10', 6.240126886273469)	('>50', 1.5779906850728072)	('>100', 3.220964789887433)	('>500', 1.4149761477206244)	('>1k', 3.1853669089383168)	('>5k', 0.6085687441275576)	('>10k+', 1.469336592405037)
SRR26260947_2	(1.0, 54.85161340214216)	(2.0, 16.664440721923267)	(3.0, 6.269497450668589)	(4.0, 2.8835278112020575)	(5.0, 1.5817410782248444)	(6.0, 1.0968901608253847)	(7.0, 0.8102609625389792)	(8.0, 0.6232504757799785)	(9.0, 0.4645616619576437)	('>10', 4.582526658090176)	('>50', 1.26910099835495)	('>100', 3.2421888542052426)	('>500', 1.6060131633864767)	('>1k', 2.513029828867277)	('>5k', 0.6192997103510474)	('>10k+', 0.9220570614820612)
SRR26260948_1	(1.0, 45.31271390081184)	(2.0, 18.69038796261276)	(3.0, 8.391485688375825)	(4.0, 4.325225443104132)	(5.0, 2.599164733915554)	(6.0, 1.7141541856566789)	(7.0, 1.3502395176304725)	(8.0, 1.0571930345021483)	(9.0, 0.8048764084107117)	('>10', 6.9166856727017665)	('>50', 1.4541441453479886)	('>100', 2.7015135099668712)	('>500', 0.9574674014277043)	('>1k', 1.7564683635541434)	('>5k', 0.3841109036565518)	('>10k+', 1.5841691283248318)
SRR26260948_2	(1.0, 52.28898026810632)	(2.0, 18.932409544187422)	(3.0, 7.7219825818673105)	(4.0, 3.5376199181927617)	(5.0, 1.9546205323717203)	(6.0, 1.2937169018672166)	(7.0, 0.9213446639215414)	(8.0, 0.6909727236698643)	(9.0, 0.5030232781115423)	('>10', 4.684054518821499)	('>50', 1.0868700289579933)	('>100', 2.2655475453808167)	('>500', 1.0297543143041976)	('>1k', 1.3921479869810827)	('>5k', 0.4034768931191075)	('>10k+', 1.2934783001394359)
SRR26260949_1	(1.0, 52.576624024528975)	(2.0, 17.37004470099816)	(3.0, 6.821349287920668)	(4.0, 3.1695717232305465)	(5.0, 1.8710353993941862)	(6.0, 1.2659196495691103)	(7.0, 0.9274586835746519)	(8.0, 0.7544676484502983)	(9.0, 0.527423367309066)	('>10', 5.027989535901218)	('>50', 1.3497816760305807)	('>100', 3.0187801918944617)	('>500', 1.3336765746821713)	('>1k', 2.3742703344574205)	('>5k', 0.5406674028911407)	('>10k+', 1.0709397991671514)
SRR26260949_2	(1.0, 59.22430795797319)	(2.0, 16.81848329775696)	(3.0, 5.63055454476762)	(4.0, 2.3957025768333584)	(5.0, 1.3242048586265411)	(6.0, 0.9448035055503257)	(7.0, 0.6561875111582353)	(8.0, 0.45760368647053407)	(9.0, 0.41212308491531957)	('>10', 3.67012656867403)	('>50', 1.1348216033008947)	('>100', 3.05739826062018)	('>500', 1.2939348079678639)	('>1k', 1.8634602826808633)	('>5k', 0.19524058518234733)	('>10k+', 0.9210468675218267)
SRR26260950_1	(1.0, 57.787386293350465)	(2.0, 16.031517992081902)	(3.0, 5.427814647926586)	(4.0, 2.3584364020466766)	(5.0, 1.2527648891015555)	(6.0, 0.8152936189089373)	(7.0, 0.5474591740559139)	(8.0, 0.44137138847872603)	(9.0, 0.35888116185547475)	('>10', 3.1579485231378284)	('>50', 0.9730474069035107)	('>100', 2.7260438605917416)	('>500', 1.5816463574844235)	('>1k', 3.4540422553977748)	('>5k', 1.306241925840385)	('>10k+', 1.7801041028379327)
SRR26260950_2	(1.0, 64.4882209027368)	(2.0, 14.474694502235364)	(3.0, 4.114913877076218)	(4.0, 1.5087251655392953)	(5.0, 0.7368482205848524)	(6.0, 0.46023526933154185)	(7.0, 0.33721526408419494)	(8.0, 0.26505287032320246)	(9.0, 0.19532347529912522)	('>10', 2.329544641324501)	('>50', 0.9154035699773442)	('>100', 2.8932401605029403)	('>500', 1.7550023526329788)	('>1k', 3.984719479762437)	('>5k', 0.8559511907167519)	('>10k+', 0.6849090578724351)
SRR26260951_1	(1.0, 52.51866673057714)	(2.0, 16.740992355120905)	(3.0, 6.2944998547143225)	(4.0, 3.0875481966678806)	(5.0, 1.9452152840797137)	(6.0, 1.2779592531959063)	(7.0, 0.9559454799666454)	(8.0, 0.7333004252081564)	(9.0, 0.601692231928422)	('>10', 5.27363744333614)	('>50', 1.353591248013957)	('>100', 3.082450617978325)	('>500', 1.4743878102105783)	('>1k', 3.18120065278071)	('>5k', 0.6142422470053973)	('>10k+', 0.8646701692157813)
SRR26260951_2	(1.0, 58.12734092299646)	(2.0, 16.34629223693431)	(3.0, 5.609604061759111)	(4.0, 2.478748089269726)	(5.0, 1.4570729884367124)	(6.0, 0.9314105853746767)	(7.0, 0.6650210367458622)	(8.0, 0.4834311168389133)	(9.0, 0.4019418764188612)	('>10', 3.9160408391374255)	('>50', 1.1889774067664174)	('>100', 3.352646581836)	('>500', 1.5794633661262967)	('>1k', 2.5134173607664603)	('>5k', 0.45495978628603717)	('>10k+', 0.49363174430671236)
