Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR26260924_2	SRR26260924_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17414466.0	2.2 Gbp	0.0	35-148	51.0	39.538255332468765	129.96139169584643	142	pass	fail	pass	pass	warn	pass	pass	warn	fail	warn	pass
SRR26260925_1	SRR26260925_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16053397.0	2.1 Gbp	0.0	35-148	50.0	36.328179910155825	131.0680287169127	147	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
SRR26260925_2	SRR26260925_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16053397.0	2.1 Gbp	0.0	35-148	51.0	41.47578323365248	131.47058744015362	147	pass	fail	pass	pass	warn	pass	pass	warn	fail	warn	pass
SRR26260926_1	SRR26260926_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16394391.0	2.1 Gbp	0.0	35-148	50.0	37.32161833248595	129.9919251041408	142	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SRR26260926_2	SRR26260926_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16394391.0	2.1 Gbp	0.0	35-148	51.0	40.97832767563954	130.43694620922486	142	pass	fail	pass	pass	warn	warn	pass	warn	fail	warn	pass
SRR26260927_1	SRR26260927_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16700219.0	2.1 Gbp	0.0	35-148	50.0	35.628037390697926	129.5861487205647	142	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
SRR26260927_2	SRR26260927_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16700219.0	2.1 Gbp	0.0	35-148	50.0	39.335991457768486	129.9772262267938	142	pass	fail	pass	pass	warn	pass	pass	warn	fail	pass	pass
SRR26260934_1	SRR26260934_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22885097.0	3.1 Gbp	0.0	35-150	48.0	69.458390373831	135.8425468111409	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260934_2	SRR26260934_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22885097.0	3.1 Gbp	0.0	35-150	48.0	72.92593886432518	135.9077695410249	147	pass	pass	warn	pass	fail	fail	pass	warn	pass	warn	pass
SRR26260935_1	SRR26260935_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25635647.0	3.4 Gbp	0.0	35-150	45.0	70.91073012161009	135.60380169066926	147	pass	pass	warn	pass	fail	fail	pass	warn	pass	warn	pass
SRR26260935_2	SRR26260935_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25635647.0	3.4 Gbp	0.0	35-150	45.0	75.94945303296699	135.57598413646434	147	pass	pass	warn	pass	fail	fail	pass	warn	pass	warn	pass
SRR26260936_1	SRR26260936_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24771532.0	3.4 Gbp	0.0	35-150	48.0	66.98662173637786	139.51954124193853	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260936_2	SRR26260936_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24771532.0	3.4 Gbp	0.0	35-150	48.0	72.32410255160248	139.5418756498387	147	pass	pass	warn	pass	fail	fail	pass	warn	pass	warn	pass
SRR26260937_1	SRR26260937_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25736268.0	3.5 Gbp	0.0	35-150	47.0	67.2444591450971	138.86853121050805	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260937_2	SRR26260937_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25736268.0	3.5 Gbp	0.0	35-150	48.0	72.22652780539839	138.91149120766073	147	pass	pass	warn	pass	fail	fail	pass	warn	pass	warn	pass
SRR26260938_1	SRR26260938_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24866660.0	3.3 Gbp	0.0	35-150	44.0	69.7306204785802	135.92089389970346	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260938_2	SRR26260938_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24866660.0	3.3 Gbp	0.0	35-150	45.0	76.07682398858734	135.94630350437092	147	pass	pass	warn	pass	fail	fail	pass	warn	pass	warn	pass
SRR26260939_1	SRR26260939_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22633856.0	3 Gbp	0.0	35-150	45.0	62.362209721298434	136.25103161829782	147	pass	pass	warn	pass	fail	warn	pass	warn	warn	warn	pass
SRR26260939_2	SRR26260939_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22633856.0	3 Gbp	0.0	35-150	45.0	69.11756797375843	136.27112019710648	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260940_1	SRR26260940_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20026712.0	2.7 Gbp	0.0	35-150	51.0	57.814428869690126	137.39091716603303	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
SRR26260940_2	SRR26260940_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20026712.0	2.7 Gbp	0.0	35-150	51.0	62.12660085819213	137.48632988280852	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
SRR26260941_1	SRR26260941_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21955878.0	2.9 Gbp	0.0	35-150	47.0	62.22234781937432	135.13262972220923	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
SRR26260941_2	SRR26260941_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21955878.0	2.9 Gbp	0.0	35-150	47.0	67.87696647699929	135.1685612618179	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
SRR26260942_1	SRR26260942_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25640277.0	3.5 Gbp	0.0	35-150	47.0	61.44997783357614	138.28665025732755	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260942_2	SRR26260942_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25640277.0	3.5 Gbp	0.0	35-150	47.0	68.1398488224915	138.3251895640597	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260943_1	SRR26260943_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25554677.0	3.5 Gbp	0.0	35-150	49.0	61.02913669263974	139.1018578321299	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260943_2	SRR26260943_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25554677.0	3.5 Gbp	0.0	35-150	49.0	66.3333523274304	139.15250053835547	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260944_1	SRR26260944_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29257285.0	4 Gbp	0.0	35-150	45.0	62.519643876809916	137.03317343013885	147	pass	pass	warn	pass	fail	warn	pass	warn	warn	warn	pass
SRR26260944_2	SRR26260944_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29257285.0	4 Gbp	0.0	35-150	46.0	69.13179628416752	137.0096650458168	147	pass	pass	warn	pass	fail	warn	pass	warn	warn	warn	pass
SRR26260945_1	SRR26260945_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18041935.0	2.4 Gbp	0.0	35-150	45.0	61.646469743052236	133.77178074303006	147	pass	pass	warn	pass	fail	warn	pass	warn	warn	warn	pass
SRR26260945_2	SRR26260945_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18041935.0	2.4 Gbp	0.0	35-150	45.0	67.72128284438553	133.80250557936276	147	pass	pass	warn	pass	fail	warn	pass	warn	warn	warn	pass
SRR26260946_1	SRR26260946_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14081752.0	1.9 Gbp	0.0	35-150	48.0	64.72463240707829	138.85287292376688	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260946_2	SRR26260946_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14081752.0	1.9 Gbp	0.0	35-150	48.0	69.61381389238045	138.90917170675922	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260947_1	SRR26260947_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18836077.0	2.6 Gbp	0.0	35-150	48.0	61.86202694678757	138.89677577236492	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260947_2	SRR26260947_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18836077.0	2.6 Gbp	0.0	35-150	48.0	67.03442500384597	138.94356107166053	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260948_1	SRR26260948_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23662504.0	3.2 Gbp	0.0	35-150	46.0	60.198991828418514	135.21944706274536	147	pass	pass	warn	pass	fail	warn	pass	warn	warn	fail	pass
SRR26260948_2	SRR26260948_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23662504.0	3.2 Gbp	0.0	35-150	46.0	66.39345806487016	135.23280152430192	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
SRR26260949_1	SRR26260949_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13420671.0	1.8 Gbp	0.0	35-150	47.0	65.52533336727008	135.87327105328788	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260949_2	SRR26260949_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13420671.0	1.8 Gbp	0.0	35-150	48.0	70.96864443654691	135.9627967558403	147	pass	pass	warn	pass	fail	fail	pass	warn	pass	warn	pass
SRR26260950_1	SRR26260950_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21875217.0	3 Gbp	0.0	35-150	48.0	68.97022673804076	138.50600574613728	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260950_2	SRR26260950_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21875217.0	3 Gbp	0.0	35-150	48.0	73.95570551012847	138.58935838213628	147	pass	pass	warn	pass	fail	fail	pass	warn	pass	warn	pass
SRR26260951_1	SRR26260951_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15558200.0	2.1 Gbp	0.0	35-150	48.0	64.99701668449464	138.71670482446555	147	pass	pass	warn	pass	fail	warn	pass	warn	warn	warn	pass
SRR26260951_2	SRR26260951_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15558200.0	2.1 Gbp	0.0	35-150	48.0	69.69041691650855	138.755676556414	147	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260989_1	SRR26260989_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54741059.0	7.4 Gbp	0.0	35-148	40.0	18.886029688919763	136.01767601901892	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26260989_2	SRR26260989_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54741059.0	7.4 Gbp	0.0	35-148	40.0	21.14200604920235	136.07929082994175	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26260990_1	SRR26260990_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58376721.0	7.9 Gbp	0.0	35-148	40.0	18.40479633585138	136.17362025181237	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26260990_2	SRR26260990_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58376721.0	7.9 Gbp	0.0	35-148	40.0	20.7353488246967	136.24654546801284	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26260991_1	SRR26260991_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56667660.0	7.7 Gbp	0.0	35-148	39.0	16.71025075462225	137.05447745680692	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26260991_2	SRR26260991_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56667660.0	7.7 Gbp	0.0	35-148	39.0	18.913104116726036	137.10990501460623	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26260992_1	SRR26260992_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53127685.0	7.2 Gbp	0.0	35-148	40.0	17.741630502757914	136.4007571570265	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26260992_2	SRR26260992_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53127685.0	7.2 Gbp	0.0	35-148	40.0	19.831244401483623	136.46033880452347	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26260993_1	SRR26260993_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54259239.0	7.3 Gbp	0.0	35-148	39.0	16.631226654000937	135.9349687525105	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26260993_2	SRR26260993_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54259239.0	7.4 Gbp	0.0	35-148	39.0	19.01900524166922	135.99778118893263	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26260994_1	SRR26260994_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43146448.0	5.8 Gbp	0.0	35-148	45.0	58.547470489584505	135.60132159662368	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260994_2	SRR26260994_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43146448.0	5.8 Gbp	0.0	35-148	45.0	65.73552442667446	135.7677232434058	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
SRR26260995_1	SRR26260995_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30013273.0	4 Gbp	0.0	35-148	46.0	61.94820932889928	135.289184255246	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260995_2	SRR26260995_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30013273.0	4 Gbp	0.0	35-148	47.0	67.85081186936988	135.49934360707678	147	pass	pass	pass	pass	warn	fail	pass	warn	warn	pass	pass
SRR26260996_1	SRR26260996_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56850554.0	7.6 Gbp	0.0	35-148	46.0	55.60992226760623	134.66818543228268	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260996_2	SRR26260996_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56850554.0	7.6 Gbp	0.0	35-148	46.0	62.537014127715615	134.8475881695014	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
SRR26260997_1	SRR26260997_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40706416.0	5.5 Gbp	0.0	35-148	45.0	59.35251354750169	136.50806477288495	147	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
SRR26260997_2	SRR26260997_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40706416.0	5.5 Gbp	0.0	35-148	46.0	65.61584450674202	136.63965606797709	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
SRR26260998_1	SRR26260998_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38448799.0	5.2 Gbp	0.0	35-148	46.0	60.31841358067857	135.14080577653414	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
SRR26260998_2	SRR26260998_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38448799.0	5.2 Gbp	0.0	35-148	46.0	66.71156108984626	135.3647502227573	147	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
SRR26260999_1	SRR26260999_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50364751.0	6.8 Gbp	0.0	35-148	46.0	58.06915861868978	134.76247975493814	147	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
SRR26260999_2	SRR26260999_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50364751.0	6.8 Gbp	0.0	35-148	46.0	64.58383064649865	134.9770703125287	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
SRR26261000_1	SRR26261000_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38905248.0	5.2 Gbp	0.0	35-148	46.0	60.79088117073063	135.27579379522268	147	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
SRR26261000_2	SRR26261000_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38905248.0	5.2 Gbp	0.0	35-148	46.0	67.15845441401025	135.47779302165097	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
SRR26261001_1	SRR26261001_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40312823.0	5.4 Gbp	0.0	35-148	46.0	58.33268836175348	135.4288001859855	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
SRR26261001_2	SRR26261001_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40312823.0	5.4 Gbp	0.0	35-148	47.0	65.31473058682114	135.64894862361785	147	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
SRR26261002_1	SRR26261002_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29500868.0	3.9 Gbp	0.0	35-148	47.0	61.29601599274528	134.87153872896215	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
SRR26261002_2	SRR26261002_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29500868.0	3.9 Gbp	0.0	35-148	47.0	67.79278713110898	135.08667307687352	147	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
SRR26261003_1	SRR26261003_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39667293.0	5.3 Gbp	0.0	35-148	46.0	60.11930742505069	135.23085961525027	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
SRR26261003_2	SRR26261003_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39667293.0	5.3 Gbp	0.0	35-148	46.0	67.47539423296178	135.44241274543236	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
SRR26261004_1	SRR26261004_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29836986.0	4 Gbp	0.0	35-148	46.0	63.90257344507925	135.71604105723011	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
SRR26261004_2	SRR26261004_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29836986.0	4 Gbp	0.0	35-148	47.0	70.1673670235522	135.88574335222734	147	pass	pass	pass	pass	fail	fail	pass	warn	pass	pass	pass
SRR26261005_1	SRR26261005_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35011013.0	4.7 Gbp	0.0	35-148	46.0	62.50035883249239	135.4769390991343	147	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
SRR26261005_2	SRR26261005_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35011013.0	4.7 Gbp	0.0	35-148	47.0	68.57945303776619	135.67156600124653	147	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
SRR26261006_1	SRR26261006_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57735386.0	7.9 Gbp	0.0	35-148	39.0	19.414893460637373	136.89742581785111	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26261006_2	SRR26261006_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57735386.0	7.9 Gbp	0.0	35-148	40.0	21.682920778597964	136.95613296843638	147	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR26261235_1	SRR26261235_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33146823.0	3.3 Gbp	0.0	101.0	41.0	71.7997408298253	101.0	101	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
SRR26261235_2	SRR26261235_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33146823.0	3.3 Gbp	0.0	101.0	41.0	72.48516465907716	101.0	101	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
SRR26261236_1	SRR26261236_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27049342.0	2.7 Gbp	0.0	101.0	40.0	73.657948612144	101.0	101	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
SRR26261236_2	SRR26261236_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27049342.0	2.7 Gbp	0.0	101.0	40.0	73.83579399261971	101.0	101	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
