Symbol,n_studies,pooled_log2FC,pooled_lfcSE,rem_pvalue,I2,rem_padj,multi_study,is_robust,Confidence_Level
OR1F1,3,-0.138394071,0.632831528,0.826891361,0,0.999859363,TRUE,TRUE,NS
OR2M7,1,-0.814435979,3.724505981,0.826907485,NA,0.999859363,FALSE,FALSE,NS
OR6C68,1,-0.814435979,3.724505981,0.826907485,NA,0.999859363,FALSE,FALSE,NS
TPSAB1,1,-0.814435979,3.724505981,0.826907485,NA,0.999859363,FALSE,FALSE,NS
TEX37,5,-0.298636337,1.366185947,0.826968445,0,0.999859363,TRUE,TRUE,NS
NLE1,8,-0.018697925,0.085545174,0.826982143,57.99941654,0.999859363,TRUE,TRUE,NS
ZNF705A,7,0.208104851,0.952157013,0.826991658,0,0.999859363,TRUE,TRUE,NS
CCDC61,8,-0.022070668,0.100992952,0.827010958,0,0.999859363,TRUE,TRUE,NS
RNF166,8,-0.024479248,0.112038431,0.827047551,65.01045292,0.999859363,TRUE,TRUE,NS
RASSF1,8,-0.016877891,0.077271761,0.827099935,66.80929831,0.999859363,TRUE,TRUE,NS
VWA1,8,0.030940536,0.141707423,0.827163459,27.96298316,0.999859363,TRUE,TRUE,NS
PIGZ,8,-0.058217535,0.266698588,0.827203455,51.14509901,0.999859363,TRUE,TRUE,NS
SLC38A6,8,0.02164017,0.099167059,0.827258221,43.42502077,0.999859363,TRUE,TRUE,NS
PAGE4,2,0.240287835,1.101596221,0.827330192,0,0.999859363,TRUE,FALSE,NS
RP11-33O4.2,8,0.098519973,0.451671173,0.827333101,0,0.999859363,TRUE,TRUE,NS
PAPSS2,8,-0.013436645,0.061613613,0.827367437,25.56173986,0.999859363,TRUE,TRUE,NS
AGFG1,8,-0.022598029,0.103692005,0.827480418,81.5083798,0.999859363,TRUE,TRUE,NS
SLC24A3,5,0.097054494,0.445423092,0.827512621,0,0.999859363,TRUE,TRUE,NS
FAM114A2,8,-0.023237731,0.106654365,0.827523502,52.2867154,0.999859363,TRUE,TRUE,NS
NTSR1,8,-0.059826044,0.274599119,0.82753286,28.97977843,0.999859363,TRUE,TRUE,NS
AKAP12,8,0.057043548,0.262102225,0.827710748,95.37612718,0.999859363,TRUE,TRUE,NS
HMGB1P1,8,-0.061772511,0.283905987,0.827755693,0,0.999859363,TRUE,TRUE,NS
RP11-432M8.9,3,0.473307594,2.175408775,0.827762762,0,0.999859363,TRUE,TRUE,NS
TMEM256-PLSCR3,8,-0.018198864,0.083659497,0.827791479,7.463950845,0.999859363,TRUE,TRUE,NS
COX6A2,1,-0.809761264,3.722668986,0.827801802,NA,0.999859363,FALSE,FALSE,NS
SLC16A9,6,0.036858907,0.169473933,0.827826399,0,0.999859363,TRUE,TRUE,NS
LA16c-431H6.6,8,-0.058090302,0.267128025,0.827848004,38.81920677,0.999859363,TRUE,TRUE,NS
PCK1,3,-0.460080253,2.116346926,0.827901627,0,0.999859363,TRUE,TRUE,NS
TRRAP,8,-0.016204839,0.074543776,0.82790685,64.17550034,0.999859363,TRUE,TRUE,NS
PLEKHM3,8,0.01448459,0.066630619,0.827907228,34.04967688,0.999859363,TRUE,TRUE,NS
SH3BP5,8,-0.027935445,0.128506812,0.827908372,0,0.999859363,TRUE,TRUE,NS
NAT1,8,0.025538513,0.117515644,0.827958881,0,0.999859363,TRUE,TRUE,NS
RP11-58C22.1,1,-0.809092407,3.724883751,0.828042515,NA,0.999859363,FALSE,FALSE,NS
ERFE,8,-0.032050858,0.147575437,0.828065828,23.54746593,0.999859363,TRUE,TRUE,NS
EIF3H,8,0.034684139,0.15970926,0.828075476,50.85354473,0.999859363,TRUE,TRUE,NS
RHOXF2B,2,-0.491193165,2.264346092,0.828266832,0,0.999859363,TRUE,FALSE,NS
CTAGE5,8,0.016607617,0.076587501,0.828329139,61.05939494,0.999859363,TRUE,TRUE,NS
RAD51L3-RFFL,8,-0.096632807,0.44572796,0.828365987,0,0.999859363,TRUE,TRUE,NS
KRTAP13-2,4,0.38930269,1.796123578,0.828406259,0,0.999859363,TRUE,TRUE,NS
PTMS,8,0.00769236,0.035491354,0.828411764,4.682414858,0.999859363,TRUE,TRUE,NS
HIST1H1A,6,0.246894757,1.139383469,0.828448743,0,0.999859363,TRUE,TRUE,NS
MC2R,1,-0.806953115,3.724914359,0.828491491,NA,0.999859363,FALSE,FALSE,NS
FEM1A,8,0.012236879,0.056492734,0.828512459,60.80092013,0.999859363,TRUE,TRUE,NS
TRAPPC5,8,0.022528993,0.10405786,0.82859453,68.35991047,0.999859363,TRUE,TRUE,NS
AMY1B,2,0.563163742,2.601645388,0.828625732,0,0.999859363,TRUE,FALSE,NS
NPY4R,3,0.385660606,1.781686174,0.828630594,0,0.999859363,TRUE,TRUE,NS
ANGPTL2,6,0.06198941,0.286538275,0.828723494,0,0.999859363,TRUE,TRUE,NS
RAB41,6,-0.105583552,0.488772595,0.828973918,0,0.999859363,TRUE,TRUE,NS
C16orf90,3,-0.458056568,2.120514379,0.828978388,0,0.999859363,TRUE,TRUE,NS
PPP1R9B,8,0.010779151,0.049907507,0.829001352,23.27749701,0.999859363,TRUE,TRUE,NS
NIPAL1,8,0.020537044,0.09509719,0.829020119,54.13185594,0.999859363,TRUE,TRUE,NS
AMIGO1,8,-0.040797369,0.188920914,0.829027144,0,0.999859363,TRUE,TRUE,NS
CD163,6,0.042238057,0.195593006,0.829027729,0,0.999859363,TRUE,TRUE,NS
ANXA6,8,0.042426787,0.196481824,0.829040461,61.94628565,0.999859363,TRUE,TRUE,NS
ANXA10,6,0.04740222,0.2195557,0.829065184,44.0898578,0.999859363,TRUE,TRUE,NS
RPS9,8,0.023919336,0.110822807,0.829117104,29.87889347,0.999859363,TRUE,TRUE,NS
GMPS,8,0.031662883,0.146704954,0.829122641,66.37425258,0.999859363,TRUE,TRUE,NS
KCTD21,8,0.020292069,0.09406642,0.82920551,23.65300538,0.999859363,TRUE,TRUE,NS
RPS5,8,-0.019202608,0.089125121,0.829411232,81.89873461,0.999859363,TRUE,TRUE,NS
RP11-618P17.4,7,0.280600948,1.302532437,0.829434246,0,0.999859363,TRUE,TRUE,NS
GPR158,2,0.191163009,0.887481546,0.829455924,0,0.999859363,TRUE,FALSE,NS
OR1B1,1,-0.782867884,3.637401474,0.829590153,NA,0.999859363,FALSE,FALSE,NS
TCP11X2,1,0.353816,1.644386739,0.829637954,NA,0.999859363,FALSE,FALSE,NS
OR4F21,6,0.312389562,1.451947518,0.829648733,0,0.999859363,TRUE,TRUE,NS
AMELX,4,-0.307349711,1.428682496,0.829667468,0,0.999859363,TRUE,TRUE,NS
EMCN,3,-0.14384892,0.668736832,0.829685125,0,0.999859363,TRUE,TRUE,NS
ZNF570,8,-0.015832592,0.073617097,0.82971525,0,0.999859363,TRUE,TRUE,NS
LMOD3,7,0.078128206,0.363465569,0.829803551,0,0.999859363,TRUE,TRUE,NS
SMCO1,5,0.347786171,1.618023994,0.829810198,0,0.999859363,TRUE,TRUE,NS
MUC7,4,-0.210253728,0.978473449,0.829861394,0,0.999859363,TRUE,TRUE,NS
RDH16,5,-0.26133328,1.217378984,0.830025553,0,0.999859363,TRUE,TRUE,NS
PLA2G4B,8,-0.041238615,0.192161591,0.830076203,17.96082062,0.999859363,TRUE,TRUE,NS
KIF9,8,0.03271757,0.152496525,0.830121041,59.04575536,0.999859363,TRUE,TRUE,NS
POLD2,8,0.019225247,0.089626667,0.830154323,71.39696937,0.999859363,TRUE,TRUE,NS
GPS1,8,-0.008689563,0.040529325,0.83023368,30.40625834,0.999859363,TRUE,TRUE,NS
CYP4F12,6,-0.091913469,0.428818925,0.830281162,0,0.999859363,TRUE,TRUE,NS
LLNLF-187D8.1,6,0.113015566,0.527508857,0.830356847,0,0.999859363,TRUE,TRUE,NS
SNN,8,-0.021104103,0.09850645,0.830359265,63.9879876,0.999859363,TRUE,TRUE,NS
ATXN1L,8,0.010853875,0.050677757,0.830411113,23.1080639,0.999859363,TRUE,TRUE,NS
H2AFJ,8,0.026916732,0.125781582,0.830550323,80.08793677,0.999859363,TRUE,TRUE,NS
EFNA4,8,0.014084311,0.065820867,0.83056311,0,0.999859363,TRUE,TRUE,NS
AC007325.4,8,0.038880543,0.181712317,0.830572347,49.94498443,0.999859363,TRUE,TRUE,NS
TXNDC8,3,0.460273458,2.151571012,0.830606041,0,0.999859363,TRUE,TRUE,NS
TMEM160,8,-0.021157727,0.098935068,0.830660388,52.28263973,0.999859363,TRUE,TRUE,NS
GFRAL,3,0.460762226,2.155323565,0.830719652,0,0.999859363,TRUE,TRUE,NS
TEX2,8,-0.017181751,0.080387031,0.830751492,0,0.999859363,TRUE,TRUE,NS
EPHA2,7,-0.027912481,0.130594399,0.830754389,45.68901756,0.999859363,TRUE,TRUE,NS
GAL3ST3,5,-0.284908938,1.33334393,0.830796605,0,0.999859363,TRUE,TRUE,NS
CTD-2583A14.9,8,-0.133742459,0.626056771,0.830838155,0,0.999859363,TRUE,TRUE,NS
HDAC2,8,0.026739006,0.125199346,0.830881262,59.87794079,0.999859363,TRUE,TRUE,NS
ZNF98,5,0.291835633,1.366687708,0.830909708,0,0.999859363,TRUE,TRUE,NS
PLK3,8,-0.035476192,0.166268289,0.831040596,0,0.999859363,TRUE,TRUE,NS
DESI2,8,-0.009944874,0.046611916,0.831050267,17.42610551,0.999859363,TRUE,TRUE,NS
MTCH2,8,-0.017407488,0.081594238,0.831060122,0,0.999859363,TRUE,TRUE,NS
OR51A7,1,-0.793742403,3.721054004,0.831084258,NA,0.999859363,FALSE,FALSE,NS
TANK,8,-0.025303835,0.118632911,0.83109669,58.44524328,0.999859363,TRUE,TRUE,NS
TACSTD2,6,0.070862726,0.332397772,0.831181478,95.09611139,0.999859363,TRUE,TRUE,NS
MAP1LC3A,7,-0.031957976,0.149916358,0.831192776,46.29343229,0.999859363,TRUE,TRUE,NS
ZWILCH,8,0.018502276,0.086821573,0.831243588,0,0.999859363,TRUE,TRUE,NS
RP1-172N19.1,1,0.7804061,3.662339012,0.831257131,NA,0.999859363,FALSE,FALSE,NS
PAQR4,8,0.014601168,0.068525647,0.831267717,23.53321632,0.999859363,TRUE,TRUE,NS
PABPC1L2B,3,0.363771948,1.707812725,0.831323383,0,0.999859363,TRUE,TRUE,NS
TRIM39,8,-0.033916172,0.159259451,0.831356793,63.91361729,0.999859363,TRUE,TRUE,NS
8-Mar,6,-0.044848041,0.210754554,0.831484917,0,0.999859363,TRUE,TRUE,NS
IL33,2,0.57719238,2.712432814,0.831486795,0,0.999859363,TRUE,FALSE,NS
HSD17B6,7,0.055852594,0.262532264,0.831525367,0,0.999859363,TRUE,TRUE,NS
AMOTL1,8,0.015554564,0.073115386,0.831529801,75.30090175,0.999859363,TRUE,TRUE,NS
NSMF,7,0.012864969,0.060548687,0.831737939,6.644922269,0.999859363,TRUE,TRUE,NS
OR51T1,1,0.709228825,3.338389175,0.831758775,NA,0.999859363,FALSE,FALSE,NS
C1QTNF6,8,-0.052306244,0.246300064,0.831819974,86.12568724,0.999859363,TRUE,TRUE,NS
ABCA4,7,-0.057257743,0.269684362,0.831862141,0,0.999859363,TRUE,TRUE,NS
VPS16,7,0.012998306,0.061236962,0.831902309,0,0.999859363,TRUE,TRUE,NS
FGA,4,0.151419424,0.71361723,0.831962106,62.34693768,0.999859363,TRUE,TRUE,NS
RASL12,6,-0.093742555,0.441831732,0.83197597,23.42988895,0.999859363,TRUE,TRUE,NS
PLEKHH2,6,0.019837503,0.093510042,0.831995453,0,0.999859363,TRUE,TRUE,NS
WAC,8,-0.029052607,0.136980942,0.832035003,61.41358583,0.999859363,TRUE,TRUE,NS
PRELP,6,-0.21636076,1.020324536,0.832067306,0,0.999859363,TRUE,TRUE,NS
FAM129B,8,-0.009303296,0.043879659,0.832092663,28.98988333,0.999859363,TRUE,TRUE,NS
ARID3C,5,-0.186000088,0.87741052,0.832116764,0,0.999859363,TRUE,TRUE,NS
SHISA8,6,0.041924977,0.197896384,0.832221585,0,0.999859363,TRUE,TRUE,NS
MOB1B,8,0.013525119,0.063856551,0.832259381,55.8926153,0.999859363,TRUE,TRUE,NS
BSPRY,6,-0.021205751,0.100121348,0.832262686,22.24622587,0.999859363,TRUE,TRUE,NS
POU2F1,8,0.01091155,0.05153011,0.832301335,9.961605325,0.999859363,TRUE,TRUE,NS
BRD9,8,0.021171572,0.100041212,0.832396868,64.60664741,0.999859363,TRUE,TRUE,NS
FSHB,1,-0.786205867,3.72330621,0.832763988,NA,0.999859363,FALSE,FALSE,NS
PRR23C,1,0.773315318,3.662339012,0.832767576,NA,0.999859363,FALSE,FALSE,NS
LIPN,3,-0.116913904,0.553819704,0.832805627,60.69240135,0.999859363,TRUE,TRUE,NS
HABP2,3,0.13046355,0.618014802,0.832808451,79.90372207,0.999859363,TRUE,TRUE,NS
ZACN,8,0.08193848,0.388217604,0.832837895,0,0.999859363,TRUE,TRUE,NS
CYP2E1,8,0.085222593,0.403881052,0.83288014,0,0.999859363,TRUE,TRUE,NS
ATCAY,6,0.134951898,0.639626912,0.832898715,0,0.999859363,TRUE,TRUE,NS
C12orf42,4,-0.103879529,0.492426863,0.832922988,0,0.999859363,TRUE,TRUE,NS
GSPT2,8,0.012954263,0.06141215,0.832934292,25.36601229,0.999859363,TRUE,TRUE,NS
MFRP,1,-0.672358574,3.188329231,0.832980004,NA,0.999859363,FALSE,FALSE,NS
PDZD9,5,0.351612966,1.668356469,0.833079157,0,0.999859363,TRUE,TRUE,NS
FRMPD1,8,-0.063183087,0.299825656,0.833095811,0,0.999859363,TRUE,TRUE,NS
CTSV,8,0.090909684,0.431421151,0.833104647,0,0.999859363,TRUE,TRUE,NS
PRSS51,3,0.458557798,2.176585244,0.83313884,0,0.999859363,TRUE,TRUE,NS
PAGE2,4,-0.404279826,1.919318426,0.833170396,0,0.999859363,TRUE,TRUE,NS
LRRC55,3,-0.442017105,2.098499003,0.833172185,0,0.999859363,TRUE,TRUE,NS
ATXN2L,8,-0.010264362,0.048751935,0.833244156,48.03558096,0.999859363,TRUE,TRUE,NS
PRSS33,4,-0.087849629,0.41743023,0.833313786,0,0.999859363,TRUE,TRUE,NS
PNMAL1,8,-0.021738149,0.103351386,0.83340822,0,0.999859363,TRUE,TRUE,NS
ZNF771,8,0.026857524,0.127698264,0.833417772,28.67207049,0.999859363,TRUE,TRUE,NS
VAV1,7,-0.018629528,0.088596024,0.833453052,0,0.999859363,TRUE,TRUE,NS
TMEM35A,6,-0.081635358,0.388352127,0.833504062,0,0.999859363,TRUE,TRUE,NS
PCSK7,8,0.063925911,0.30414456,0.833525116,0,0.999859363,TRUE,TRUE,NS
PKDREJ,7,-0.036553232,0.173924461,0.833537112,0,0.999859363,TRUE,TRUE,NS
KRT222,5,0.061257161,0.291604406,0.833613512,0,0.999859363,TRUE,TRUE,NS
RP11-49K24.6,8,0.032709095,0.155738154,0.833647212,35.56767066,0.999859363,TRUE,TRUE,NS
GAGE12B,1,0.768968982,3.662339012,0.833693717,NA,0.999859363,FALSE,FALSE,NS
OR5W2,1,0.768968982,3.662339012,0.833693717,NA,0.999859363,FALSE,FALSE,NS
OR9G4,1,0.768968982,3.662339012,0.833693717,NA,0.999859363,FALSE,FALSE,NS
RP11-736N17.11,1,0.768968982,3.662339012,0.833693717,NA,0.999859363,FALSE,FALSE,NS
FEM1C,7,0.016474451,0.078478432,0.833727537,17.02174929,0.999859363,TRUE,TRUE,NS
ECSCR,6,0.204361427,0.974131521,0.83383288,0,0.999859363,TRUE,TRUE,NS
RIMKLB,8,0.027002898,0.128720081,0.833839385,69.32395521,0.999859363,TRUE,TRUE,NS
GSTTP1,3,-0.409681691,1.953065094,0.833852294,0,0.999859363,TRUE,TRUE,NS
ARMC2,8,0.025002612,0.119303394,0.834001992,0,0.999859363,TRUE,TRUE,NS
PRMT1,8,-0.009694802,0.046299191,0.834140179,33.8751197,0.999859363,TRUE,TRUE,NS
SPDYE8P,5,-0.244838904,1.16943765,0.834163587,0,0.999859363,TRUE,TRUE,NS
TROVE2,8,0.009594809,0.04585209,0.834248662,32.36392593,0.999859363,TRUE,TRUE,NS
SSU72P2,2,0.575137969,2.750079701,0.834342838,0,0.999859363,TRUE,FALSE,NS
EIF1AX,8,0.009941939,0.047551185,0.834386826,22.36762786,0.999859363,TRUE,TRUE,NS
H1F0,8,0.017357886,0.083028051,0.834401009,83.17409206,0.999859363,TRUE,TRUE,NS
GRHPR,8,-0.012613751,0.06038969,0.834547697,55.78221742,0.999859363,TRUE,TRUE,NS
OR4A47,1,0.851867417,4.080455872,0.834629582,NA,0.999859363,FALSE,FALSE,NS
RP3-422G23.4,1,-0.668104447,3.201160859,0.834677032,NA,0.999859363,FALSE,FALSE,NS
GTPBP4,8,0.036319525,0.174163838,0.834810053,37.15002582,0.999859363,TRUE,TRUE,NS
BCL2L14,6,0.081026053,0.388635781,0.834847638,0,0.999859363,TRUE,TRUE,NS
YME1L1,8,-0.017552157,0.08420438,0.834879901,38.8177816,0.999859363,TRUE,TRUE,NS
GCLM,8,0.016113966,0.077355547,0.834986597,40.70676498,0.999859363,TRUE,TRUE,NS
ZNF587B,8,0.011470725,0.05509656,0.835078178,0,0.999859363,TRUE,TRUE,NS
RNF114,8,-0.015692389,0.075403185,0.83514067,52.34062771,0.999859363,TRUE,TRUE,NS
MRM1,8,-0.021321286,0.102519566,0.835250171,69.82716575,0.999859363,TRUE,TRUE,NS
PPP1R13L,8,-0.025597432,0.12309427,0.835268146,60.90935388,0.999859363,TRUE,TRUE,NS
ASCL3,6,-0.309505844,1.488424467,0.835274316,0,0.999859363,TRUE,TRUE,NS
PAX8,8,0.04089543,0.19666888,0.835275408,0,0.999859363,TRUE,TRUE,NS
UBE2D1,8,0.024277497,0.116775515,0.835307938,82.25366531,0.999859363,TRUE,TRUE,NS
RP11-350O14.18,5,0.225776741,1.086034227,0.835314077,0,0.999859363,TRUE,TRUE,NS
TMEM138,8,-0.01860227,0.089497892,0.835344929,25.72127432,0.999859363,TRUE,TRUE,NS
SV2A,8,-0.050755966,0.244408292,0.835487616,0,0.999859363,TRUE,TRUE,NS
RP4-614O4.11,8,-0.052215987,0.251501247,0.835527865,13.9808855,0.999859363,TRUE,TRUE,NS
TENM2,7,-0.146209802,0.704302893,0.835545161,51.99663127,0.999859363,TRUE,TRUE,NS
TAC4,5,-0.103304568,0.497716431,0.835574822,0,0.999859363,TRUE,TRUE,NS
RSPH10B2,8,0.115481953,0.556406652,0.835580696,0,0.999859363,TRUE,TRUE,NS
NUTM1,2,-0.567675366,2.736622943,0.835669014,0,0.999859363,TRUE,FALSE,NS
RBM12,8,-0.008106951,0.039091526,0.835710096,3.763972629,0.999859363,TRUE,TRUE,NS
OR51M1,2,0.540213029,2.605382673,0.835740445,0,0.999859363,TRUE,FALSE,NS
RP11-635O16.1,3,-0.315270044,1.520804396,0.835771829,0,0.999859363,TRUE,TRUE,NS
ADAM10,8,0.017129083,0.082631593,0.835779787,30.31563084,0.999859363,TRUE,TRUE,NS
KLHL38,5,0.291454787,1.40611151,0.835793418,0,0.999859363,TRUE,TRUE,NS
TTC29,4,0.141770835,0.684039739,0.835810511,0,0.999859363,TRUE,TRUE,NS
ITIH5,6,0.21736067,1.050151102,0.836025184,0,0.999859363,TRUE,TRUE,NS
ABHD14B,8,0.017250888,0.083370215,0.836073059,33.2184753,0.999859363,TRUE,TRUE,NS
C15orf48,8,0.09043254,0.437054847,0.836077427,91.88865026,0.999859363,TRUE,TRUE,NS
PALLD,8,-0.022864245,0.110527815,0.836115939,48.18531118,0.999859363,TRUE,TRUE,NS
LIPI,2,0.539823765,2.611517958,0.836237278,0,0.999859363,TRUE,FALSE,NS
OR10J5,2,0.539823765,2.611517958,0.836237278,0,0.999859363,TRUE,FALSE,NS
GJD2,4,0.135541618,0.655972747,0.836301247,0,0.999859363,TRUE,TRUE,NS
NEIL3,8,-0.01981165,0.095919473,0.836365522,0,0.999859363,TRUE,TRUE,NS
CUTA,8,-0.013170766,0.063771167,0.836375629,76.60916957,0.999859363,TRUE,TRUE,NS
TGM2,7,-0.072206315,0.349614903,0.836376153,76.98830072,0.999859363,TRUE,TRUE,NS
SLC25A52,2,0.537100385,2.600967202,0.836400167,0,0.999859363,TRUE,FALSE,NS
OR1K1,2,0.539244543,2.611517958,0.836410508,0,0.999859363,TRUE,FALSE,NS
LAMA3,8,-0.012129382,0.058753784,0.836443894,30.31294048,0.999859363,TRUE,TRUE,NS
SLX1B,8,-0.014606535,0.070819251,0.836594925,20.55062062,0.999859363,TRUE,TRUE,NS
SPACA5,3,0.421193328,2.042461927,0.836620278,0,0.999859363,TRUE,TRUE,NS
TBX20,6,0.042381408,0.205568023,0.836660215,0,0.999859363,TRUE,TRUE,NS
ASGR2,2,-0.258487472,1.254699292,0.836778823,0,0.999859363,TRUE,FALSE,NS
OR1J2,2,0.563475236,2.735367915,0.836793925,0,0.999859363,TRUE,FALSE,NS
ASB5,5,0.278483918,1.352379943,0.836852339,0,0.999859363,TRUE,TRUE,NS
CA14,6,0.102257698,0.496723599,0.836896847,0,0.999859363,TRUE,TRUE,NS
TMEM202,1,0.76039945,3.694657269,0.836938899,NA,0.999859363,FALSE,FALSE,NS
C20orf85,2,-0.125875318,0.611730713,0.836971228,0,0.999859363,TRUE,FALSE,NS
COG7,8,-0.015491826,0.075337251,0.837077586,0,0.999859363,TRUE,TRUE,NS
HOMEZ,8,0.011345451,0.055177378,0.837089475,0,0.999859363,TRUE,TRUE,NS
HECTD1,8,0.01258863,0.061229829,0.837106221,0,0.999859363,TRUE,TRUE,NS
ZNF681,6,-0.017979976,0.087509637,0.837210551,0,0.999859363,TRUE,TRUE,NS
SERPINA3,7,-0.050652936,0.246614403,0.837264885,80.16830853,0.999859363,TRUE,TRUE,NS
HBA2,7,0.188987519,0.920233333,0.837283737,59.24394409,0.999859363,TRUE,TRUE,NS
ASPN,5,0.170772379,0.831834219,0.837340736,0,0.999859363,TRUE,TRUE,NS
HADHB,8,0.015793659,0.076952036,0.837384385,64.51839977,0.999859363,TRUE,TRUE,NS
MAST1,8,0.031535057,0.153651674,0.837386719,0,0.999859363,TRUE,TRUE,NS
FGFR4,7,-0.0465772,0.227305968,0.837642669,61.26123745,0.999859363,TRUE,TRUE,NS
HNRNPUL2-BSCL2,8,-0.010721172,0.052349821,0.83772945,0,0.999859363,TRUE,TRUE,NS
MYF6,3,0.282481264,1.379341313,0.837732826,0,0.999859363,TRUE,TRUE,NS
UNC13A,8,0.041100203,0.200782609,0.837806507,0,0.999859363,TRUE,TRUE,NS
FHL3,5,-0.042870371,0.209488547,0.837851035,0,0.999859363,TRUE,TRUE,NS
OR2T5,3,0.449322854,2.19578666,0.83786156,0,0.999859363,TRUE,TRUE,NS
MT3,5,-0.201847305,0.987140486,0.837980938,0,0.999859363,TRUE,TRUE,NS
GPRASP1,4,-0.285720659,1.397439294,0.837993923,0,0.999859363,TRUE,TRUE,NS
WDSUB1,8,-0.016435235,0.080521051,0.838266735,0,0.999859363,TRUE,TRUE,NS
GEMIN7,8,0.013251874,0.064930109,0.838279705,0,0.999859363,TRUE,TRUE,NS
SIPA1,7,-0.01771957,0.086821078,0.838280861,0,0.999859363,TRUE,TRUE,NS
PRAMEF27,2,0.561242657,2.750902537,0.838336869,0,0.999859363,TRUE,FALSE,NS
CMTM6,8,-0.013230185,0.064857022,0.838361304,80.30356222,0.999859363,TRUE,TRUE,NS
RP11-434D12.1,7,-0.098858959,0.485027588,0.838493139,0,0.999859363,TRUE,TRUE,NS
RP11-473M10.3,2,0.543258137,2.665863474,0.838522937,0,0.999859363,TRUE,FALSE,NS
ZCRB1,8,-0.020857566,0.102352842,0.838524627,71.56399354,0.999859363,TRUE,TRUE,NS
PRAMEF5,2,0.543227127,2.665863474,0.838532028,0,0.999859363,TRUE,FALSE,NS
IGKV3-7,2,0.543178511,2.665863474,0.838546279,0,0.999859363,TRUE,FALSE,NS
OR2AK2,2,0.543178511,2.665863474,0.838546279,0,0.999859363,TRUE,FALSE,NS
OR5B2,2,0.543178511,2.665863474,0.838546279,0,0.999859363,TRUE,FALSE,NS
APLP2,8,0.01351644,0.066367195,0.83861806,47.19436828,0.999859363,TRUE,TRUE,NS
PGGT1B,8,-0.012002976,0.058941269,0.838632497,46.83058043,0.999859363,TRUE,TRUE,NS
TBC1D3,2,0.071989701,0.353530562,0.838642044,0,0.999859363,TRUE,FALSE,NS
YPEL4,8,-0.063814925,0.313402623,0.838650754,0,0.999859363,TRUE,TRUE,NS
TMEM189,8,0.016354722,0.080320737,0.838652274,18.70989729,0.999859363,TRUE,TRUE,NS
PRKD2,8,-0.018126028,0.089052523,0.838710548,52.12852941,0.999859363,TRUE,TRUE,NS
MOCS1,8,0.026141415,0.128433756,0.838712936,0,0.999859363,TRUE,TRUE,NS
PRKG1,7,0.029139944,0.143231564,0.838786146,0,0.999859363,TRUE,TRUE,NS
OR2AT4,2,0.52768709,2.59403624,0.838804287,0,0.999859363,TRUE,FALSE,NS
DPT,2,0.168390084,0.828174323,0.838879563,0,0.999859363,TRUE,FALSE,NS
CTC-479C5.6,3,-0.427688915,2.104821696,0.838982743,0,0.999859363,TRUE,TRUE,NS
TMEM244,3,-0.436612632,2.148754002,0.838983871,0,0.999859363,TRUE,TRUE,NS
MGME1,8,0.011444712,0.05635393,0.839067572,0,0.999859363,TRUE,TRUE,NS
AWAT2,5,0.332691298,1.638403139,0.839089492,0,0.999859363,TRUE,TRUE,NS
C4orf17,2,-0.287038284,1.413862214,0.839121624,0,0.999859363,TRUE,FALSE,NS
KIF21B,8,0.030302506,0.149269261,0.839130604,60.45813677,0.999859363,TRUE,TRUE,NS
CATSPERB,7,0.029890086,0.147316715,0.839215716,0,0.999859363,TRUE,TRUE,NS
STAM,8,0.03677124,0.181233517,0.839217683,61.80621533,0.999859363,TRUE,TRUE,NS
TRBV5-5,2,0.442862347,2.18272956,0.839218022,0,0.999859363,TRUE,FALSE,NS
CABP2,2,-0.524004665,2.582732505,0.839222806,0,0.999859363,TRUE,FALSE,NS
SKP2,8,-0.021563097,0.106284055,0.839227443,56.25894215,0.999859363,TRUE,TRUE,NS
KIAA0141,8,-0.016097782,0.079373309,0.839282745,36.05299261,0.999859363,TRUE,TRUE,NS
ID2,8,0.036885886,0.182060314,0.839445689,90.61604627,0.999859363,TRUE,TRUE,NS
CACNA2D2,8,0.071448941,0.352748192,0.839487229,47.53635132,0.999859363,TRUE,TRUE,NS
ZNF330,8,-0.021741634,0.107343428,0.839492432,58.0078317,0.999859363,TRUE,TRUE,NS
DMRTB1,1,0.752422594,3.715022981,0.839498412,NA,0.999859363,FALSE,FALSE,NS
TMEM14A,8,-0.01064032,0.052564657,0.839585684,0,0.999859363,TRUE,TRUE,NS
RPS16,8,0.013775044,0.068060353,0.83960829,73.76158041,0.999859363,TRUE,TRUE,NS
TPD52L3,3,0.41415491,2.046713397,0.839642177,0,0.999859363,TRUE,TRUE,NS
ZNF71,8,-0.028868845,0.142679624,0.839656134,0,0.999859363,TRUE,TRUE,NS
NPY2R,5,0.12794196,0.632595662,0.83972192,0,0.999859363,TRUE,TRUE,NS
FAM3A,8,-0.017165597,0.084877532,0.839729427,47.37139194,0.999859363,TRUE,TRUE,NS
FPGT,8,0.015798163,0.078137092,0.839771949,25.11301677,0.999859363,TRUE,TRUE,NS
MYCBPAP,7,0.080267767,0.397044047,0.839789,0,0.999859363,TRUE,TRUE,NS
IFNA5,3,0.433792283,2.14608027,0.839813246,0,0.999859363,TRUE,TRUE,NS
FAM63A,8,-0.045357613,0.224435482,0.839841327,21.12662463,0.999859363,TRUE,TRUE,NS
UBE2V1,8,0.007591147,0.037577174,0.839905117,63.40705283,0.999859363,TRUE,TRUE,NS
