"SRR18889440","SRR18889441","SRR18889442","SRR18889443","SRR18889444","SRR18889445"
13.736128,13.328153,12.094319,15.745767,13.54802,12.594996
0,1.021173,0.278651,0.301191,0.266902,0.388812
0,0,0,0,0,0
7.163432,8.029892,8.777575,7.194588,8.639506,8.320058
1703.641386,1183.23769,1756.462702,1436.020292,1764.813978,1700.209816
0,0.086406,0.071949,0.04651,0.049965,0.115945
0,0,0,0,0,0
2279.096896,2079.763214,2327.072808,2274.218988,2168.741366,2098.197862
0,0,0,0,0,0
52.745362,49.070027,53.541202,57.273176,55.916059,57.815778
0,0,0,0,0,0
0,0,0,0,0,0
0,0.037394,0,0,0,0
0.027129,0.030499,0.050823,0,0.058799,0
0,0,0,0,0,0
481.727759,470.012209,508.413218,438.777021,457.213817,459.443112
0,0,0,0,0,0
0,0,0,0,0,0
68.221095,67.296892,85.750362,73.588873,72.20744,73.992932
29.005976,37.202829,22.874386,28.415292,32.442933,37.357199
53.04221,49.80276,53.465362,53.732239,50.615311,50.596409
26.166064,22.211651,24.759229,27.01089,26.251644,25.450774
420.185247,428.180157,425.117917,422.17314,397.417207,387.2495
39.525364,32.971541,33.684799,30.78563,34.038934,25.934925
2.574854,3.243019,1.675408,2.300158,1.378911,2.199559
0,0,0,0,0,0
1.06887,1.241507,0.986158,1.079643,1.04747,1.263262
32.288261,26.661087,26.17461,26.383914,26.414247,24.621727
11.243395,8.323598,8.897949,11.647955,8.524502,7.10542
0,0,0,0,0,0
0,0,0,0,0,0
0.135551,0.213345,0.203152,0.099873,0.235038,0.29225
7.889018,8.400262,7.488349,5.934746,8.045002,7.809112
5.073305,3.544433,3.844847,3.812426,4.174628,4.631608
0.122805,0.186397,0.098694,0.023216,0.012004,0.14276
1.782438,2.620903,1.315352,0.786218,2.029241,0.303361
1.561208,1.679544,1.594121,1.567782,1.435624,1.661006
0,0,0,0,0.0661,0
12.299318,14.28568,12.877791,11.994608,15.659389,12.10932
0,0,0,0.103199,0.059003,0.058722
25.522781,19.218477,26.242968,20.633179,21.454198,25.027837
6.161652,5.767517,5.751422,4.873697,5.352041,4.809087
0.212467,0.837649,0.500094,0.484991,0.449414,0.351208
15.452995,13.856785,14.00573,14.939652,13.034954,13.620788
0,0,0,0,0,0
0,0,0,0,0,0
8.050408,9.406708,7.268129,5.649012,5.65909,2.454974
77.020885,84.575303,72.972326,84.181134,78.704093,81.318279
1.462799,1.487551,1.746116,0.462379,1.295712,0.602332
0,0.0144,0,0.005192,0,0
32.10439,23.814297,27.832481,27.159653,27.193692,26.825323
0.804595,0.420644,0.621391,0.597986,0.847897,0.591089
0,0,0.072173,0,0,0
4.760322,3.752818,2.860564,5.436985,3.572203,4.566577
0,0,0,0,0,0
0.04622,0.069392,0.028891,0,0.066878,0.016628
0,0.018319,0.032332,0,0,0.017559
1.674251,1.432849,0.687328,1.178668,0.894363,0.512998
1.706409,0.427707,2.177611,0.883891,1.087214,0.901078
0,0.023782,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.954146,1.534686,2.445674,1.808661,1.40711,1.519771
0,0,0,0,0,0
0,0,0,0,0,0
0.186218,0.366346,0.415969,0,0.217741,0
190.691567,196.599598,201.922753,183.200393,171.245261,192.362693
0,0,0,0,0,0
6.486809,5.443949,5.554235,4.567146,7.34754,5.189324
1.236331,0.923802,1.424212,1.393871,1.299798,1.505793
0.049828,0.183597,0.097959,0,0.152514,0.11829
1.635815,2.180562,1.912412,2.060742,1.935766,1.776287
0.019751,0.125509,0.058883,0.063426,0,0.084732
0,0,0,0,0,0
0.546038,0.902477,0.478559,0.633137,0.558816,0.720068
0.012557,0,0,0,0,0.028029
0.014117,0.023872,0,0.007134,0,0.007625
0,0,0,0,0,0
0,0,0,0,0.009454,0
0,0,0,0,0.009744,0.016654
0.006578,0.007416,0.006172,0.039891,0.021439,0.028424
0,0,0,0,0,0.004484
0,0.016075,0.014225,0.018134,0.010274,0.016445
44.394338,47.067279,45.841005,44.936672,44.993804,46.103473
0.824956,0.296276,0.798658,0.446629,0,0
0,0,0,0,0,0
0.060884,0.019602,0.043064,0.029287,0.016175,0.012521
0.01402,0.021136,0,0.024186,0,0.015878
0,0,0,0,0,0
0,0.020151,0,0,0,0
0.507163,0.316382,0.545563,0.272861,0.149336,0
9.083553,7.562226,7.670256,6.318141,9.245693,6.150317
0.174469,0,0,0,0.170697,0.114312
0,0,0.21146,0.051513,0.013837,0.153882
44.98419,42.949304,44.852247,45.888095,37.65235,50.253391
9.331066,9.192489,10.288795,9.25478,9.058462,11.066795
0,0,0,0,0,0
24.524716,30.914491,23.518423,20.493234,24.704294,28.545854
1.835089,1.865606,1.620504,1.778128,1.839248,1.541598
0,0,0.37985,0.293146,0.115953,0.134053
1.467317,0.134663,0.321619,0.043411,0.97043,0.779424
4.724583,5.221243,4.254345,5.604657,3.09869,5.09481
1.883626,0.669173,1.75675,1.066084,0.874869,2.070389
0.180039,0.199275,0.0629,0.308972,0.293971,0.414838
0.096787,0.009405,0.023486,0.017093,0.036252,0.103337
0,0,0,0,0,0
29.96095,27.09926,35.817324,28.970127,36.078955,34.084879
0,0,0,0,0,0
0.016355,0.101841,0.070667,0.045681,0.016358,0.043436
1.703892,1.721781,3.105579,1.544265,2.281863,1.602359
0.093113,0.338326,0.131605,0.17595,0.317579,0.268454
0,0,0,0,0,0
4.791855,4.318837,2.914429,4.429265,4.810633,4.93269
0,0,0,0,0,0
0,0,0,0,0,0
64.979144,62.45476,68.182531,67.361238,78.549762,73.016978
4.327006,6.489703,5.069034,4.551601,5.635854,3.528272
2.496308,1.613284,2.42943,2.394127,0.856463,2.264772
0,0,0,0,0,0
0,0,0,0,0,0
0.034071,0.351638,0.361833,0,0,0
2.854465,3.84112,4.210016,0.387813,3.104916,2.02786
0.150297,0.157191,0.166664,0.151901,0.081635,0
2.200301,2.068336,2.747668,2.721835,2.908059,2.281444
0.029194,0,0.042701,0,0.019773,0
0,0,0.041596,0,0,0
0,0,0,0,0,0
6.614274,6.635257,7.189118,7.957374,7.810752,6.402506
0.329041,0,0.166635,0.506891,0.414957,0.136743
0,0,0,0,0,0
12.270571,17.046935,21.805272,9.922915,10.076005,15.042321
0,0,0,0,0,0
0.013091,0.040837,0.040386,0.024418,0.037893,0
0.47575,0.322442,0.188566,0.285297,0.398367,0.295301
0,0,0,0,0,0
1.474064,2.523264,3.54065,4.664502,0.563149,2.528816
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.688268,1.27924,1.261886,1.280307,1.364169,1.603309
75.370189,80.39278,68.250355,73.836008,77.662077,72.750021
0,0,0,0,0,0
2.393572,1.911719,3.085607,4.157176,3.517058,2.350903
1.469664,0.431662,0,0,1.923725,1.786485
0,0,0.009137,0,0,0
0,0,0,0,0,0
0.10553,0,0.004698,0.0083,0,0.004436
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
125.985359,108.835715,114.615245,130.30377,116.445156,104.119211
0,0,0,0,0,0
0,0,0,0,0,0
0,0.142363,0.16793,0.139192,0.152836,0.260791
8.583514,7.109804,7.455829,7.876491,6.843449,8.151639
0,0,0,0,0,0
0,0,0,0,0,0
52.543189,52.700278,52.12252,49.889438,57.544976,61.445046
17.331212,25.687133,20.706998,23.712873,17.56477,19.275578
0.064761,0.072435,0.120942,0,0,0
49.473848,50.31638,50.848042,45.271959,43.563111,43.807242
2.260172,0.680461,0.816231,1.991383,1.22371,1.462361
2.428241,2.452369,2.462578,2.223642,2.262824,2.039203
0.686966,0.533783,0.427255,0.960144,1.327218,0.633181
2.687751,1.270592,2.463692,2.768591,2.886944,3.979644
3.609649,4.247078,4.478008,3.729605,4.398803,5.234835
3.245803,3.651487,3.847039,3.613514,3.688789,4.090601
0,0.072189,0.151909,0,0,0.257031
0,0.125269,0,0,0.017457,0
11.468111,10.886404,8.16757,11.788008,7.781162,7.675573
0,0,0,0,0,0
17.610675,21.020585,20.398134,22.999684,18.631119,19.943479
0.051045,0,0,0.051457,0,0
14.798218,15.688684,14.702742,15.520233,15.616659,16.267822
2.088884,1.5758,1.621909,1.581484,2.025381,2.014727
3.623173,4.603552,4.874389,4.190483,3.617128,4.335189
0,0,0,0,0,0
1.346366,1.379625,1.129556,1.220435,1.498232,1.192054
0.072584,0,0.095287,0.014665,0,0.094014
0,0,0,0,0,0
0,0,0,0,0,0
1.066788,1.223467,1.222818,0.870141,1.268246,1.333284
0.126179,0.094737,0.157762,0.226618,0.091302,0.151332
1.692428,1.236359,1.153438,1.442651,1.263206,0.995663
0,0,0,0,0,0
75.17949,51.904605,72.840179,79.095315,78.771382,74.936768
40.650281,43.295959,37.546049,41.838818,38.180271,25.192766
47.250422,56.953362,47.518428,49.614461,47.70827,49.310249
1.542173,1.773642,1.882995,1.151173,2.609486,1.729405
11.107572,12.419219,8.367225,11.900424,9.682137,10.209063
0,0,0,0.290544,0,0
31.304696,32.889283,33.874004,30.621729,28.669548,34.256929
4.750911,3.844711,3.36565,4.060711,4.330225,5.248091
127.982089,108.535273,124.860798,119.098591,126.69636,142.75534
0.600564,0.568599,0.741512,0.520247,0.720205,0.294889
15.240057,14.81315,14.844584,14.823713,15.116858,15.204354
0.165239,0,0.978432,1.736798,1.930427,1.093731
0.402801,0.345438,0.202116,0,0.580981,0.581072
8.102323,10.590021,8.696264,9.45518,8.769721,7.769767
11.177786,13.18465,14.794061,11.706186,12.512622,11.511066
0,0.007421,0,0,0,0
13.629053,22.047543,17.912713,16.047543,15.23663,15.354408
46.256082,51.240446,39.472421,41.51865,41.429168,43.502218
5.659072,6.099911,6.826154,5.575692,8.302725,7.603813
0,0,0,0,0,0
9.783189,8.387202,8.72254,9.90324,10.223736,7.55691
0.143127,0.181504,0.201256,0.359759,0.135868,0.23165
5.412408,6.360078,8.302147,6.185217,5.804346,9.583877
15.495954,17.364755,14.667363,16.230199,17.653737,14.381438
10.555713,11.51742,10.938984,9.1132,10.835234,9.996316
0.114211,0.077006,0.146337,0.069717,0.083256,0.024637
8.622225,8.426667,8.244541,7.025582,8.126146,7.97083
2.741784,2.494437,3.382583,2.761108,3.279744,2.64578
1.427893,2.373566,2.368123,2.286201,1.98643,2.131672
2.145676,1.952289,2.238188,1.421066,0.965246,1.934852
3.860131,3.787876,4.14343,2.89544,4.456585,4.545986
0,0,0,0,0,0
1.869718,1.229269,1.992423,1.658601,1.561055,3.003766
0.220835,0.117198,0.113866,0.227839,0.112955,0.584452
0,0,0,0,0,0
29.491782,25.803685,33.278729,29.441793,30.327154,29.406658
1.232247,1.199928,2.528975,2.263038,2.298569,1.53387
29.893988,24.791253,31.314055,25.416435,30.35633,36.910951
0.888574,0.13207,0.607838,0.541153,0.245639,0.241271
7.544566,14.073674,9.399927,13.653583,9.119668,8.09761
3.152633,1.905365,3.754661,2.078789,4.352493,3.18048
4.151389,5.04354,5.272253,4.649772,4.857939,4.853248
0.735772,0.743236,0.731492,0.896363,0.792304,0.611281
0,0,0,0,0,0
1.354775,1.143119,1.667207,1.124591,0.894635,2.245519
16.467364,13.627924,12.735795,17.012157,14.853478,14.753923
8.80873,7.956133,10.39162,7.964737,8.097918,8.758557
4.624361,4.143111,3.634433,3.824942,3.979332,3.579057
50.393867,44.526724,52.469608,48.558889,55.449864,55.272949
28.222949,22.9036,27.339179,26.135217,30.574287,27.837186
41.562646,42.227692,42.975127,42.173058,45.55392,44.93751
0.321036,0.338644,0.416254,0.47741,1.109297,0.596741
16.350519,18.361157,16.248935,19.008757,14.562561,15.372987
6.275373,6.575281,7.42973,5.586578,9.405117,8.370675
0,0,0,0,0,0
0,0,0,0,0,0
30.575726,25.678184,29.110349,27.621176,24.54393,32.428206
0,0,0,0,0,0
0,0,0,0,0,0
0.128127,1.737171,0,0,3.923764,1.964406
1.69387,2.251987,1.247527,2.750797,1.162682,1.448312
0,0,0,0,0,0
18.319821,16.765525,16.897693,15.705594,19.299588,18.16376
0,0,0,0,0,0
0,0,0,0,0,0
4.454011,5.649946,4.036946,4.879248,5.205733,5.815153
262.836293,255.794721,265.340659,258.321165,274.653835,270.727719
76.277982,82.555054,76.843309,79.559841,76.252706,77.488366
9.602444,9.117002,8.449543,8.300703,7.884215,12.195583
0,0.106397,0,0.157632,0.126993,0.418305
8.018813,7.357376,8.499343,6.535727,5.725149,6.628411
133.67056,118.841933,120.285378,121.426448,117.958361,133.213377
70.000518,69.100646,53.113279,63.55148,47.217762,56.361452
34.196621,38.666668,31.619542,32.332541,31.945592,32.657653
0.166681,0,0.300724,1.049566,0,1.339531
66.331446,64.176702,70.547402,65.137425,68.802583,69.537077
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
41.709646,29.829401,30.699889,36.900902,32.328062,29.61517
0,0,0,0,0,0
0.038712,0.05814,0.060508,0.065186,0.052125,0.02786
33.747,33.719184,33.553005,31.311287,28.155077,30.874222
0.102147,0.7001,0.44622,0.491799,0.52582,0.471557
0,0,0,0,0,0
28.683737,31.908809,34.983282,36.086944,38.923136,30.631763
0.436259,0.419107,0.341199,0.293992,0.364332,0.418996
0.015784,0.008895,0.007404,0,0.063052,0.131118
0,0.227643,0,0,0,0
5.577897,10.067605,5.946747,6.310603,6.616647,5.836069
13.737725,14.10985,12.590273,14.553947,11.931634,12.483876
