Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
DRR456179_2	(0.0, 5460.0)	(1.0, 4860.0)	(2.0, 6011.5)	(3.0, 10193.5)	(4.0, 14467.5)	(5.0, 17777.5)	(6.0, 20339.5)	(7.0, 22439.5)	(8.0, 24452.0)	(9.0, 26361.0)	(10.0, 28383.0)	(11.0, 30636.0)	(12.0, 32998.0)	(13.0, 35296.0)	(14.0, 37708.5)	(15.0, 40443.0)	(16.0, 43432.5)	(17.0, 46736.0)	(18.0, 50765.0)	(19.0, 55574.0)	(20.0, 61549.0)	(21.0, 69630.5)	(22.0, 80631.5)	(23.0, 96197.5)	(24.0, 116286.5)	(25.0, 141035.5)	(26.0, 171639.5)	(27.0, 207760.5)	(28.0, 248822.0)	(29.0, 294415.0)	(30.0, 343331.5)	(31.0, 393178.0)	(32.0, 442123.5)	(33.0, 493696.5)	(34.0, 546581.5)	(35.0, 602509.5)	(36.0, 657966.5)	(37.0, 714464.5)	(38.0, 770809.5)	(39.0, 820169.5)	(40.0, 864655.5)	(41.0, 987669.5)	(42.0, 1014359.0)	(43.0, 953791.0)	(44.0, 989272.0)	(45.0, 1053023.5)	(46.0, 1120111.0)	(47.0, 1164353.5)	(48.0, 1096345.0)	(49.0, 1093818.0)	(50.0, 1100358.0)	(51.0, 1049310.5)	(52.0, 1055384.5)	(53.0, 1068145.5)	(54.0, 1040709.0)	(55.0, 997622.0)	(56.0, 951941.0)	(57.0, 876064.0)	(58.0, 857970.0)	(59.0, 867294.5)	(60.0, 888235.0)	(61.0, 940825.5)	(62.0, 968791.0)	(63.0, 944987.5)	(64.0, 935652.0)	(65.0, 825271.0)	(66.0, 635067.0)	(67.0, 497295.0)	(68.0, 414804.5)	(69.0, 343477.0)	(70.0, 270780.5)	(71.0, 217821.0)	(72.0, 183050.5)	(73.0, 157003.5)	(74.0, 128236.0)	(75.0, 102128.0)	(76.0, 85463.5)	(77.0, 76087.0)	(78.0, 71954.0)	(79.0, 63611.0)	(80.0, 58835.0)	(81.0, 58497.0)	(82.0, 74190.0)	(83.0, 68242.0)	(84.0, 36331.5)	(85.0, 24703.0)	(86.0, 19568.5)	(87.0, 14337.5)	(88.0, 10651.0)	(89.0, 9814.5)	(90.0, 9328.0)	(91.0, 9054.5)	(92.0, 9059.5)	(93.0, 9108.0)	(94.0, 9548.5)	(95.0, 10214.0)	(96.0, 11092.0)	(97.0, 12759.5)	(98.0, 15988.0)	(99.0, 24288.0)	(100.0, 137903.5)
DRR456180_1	(0.0, 22330.0)	(1.0, 14500.0)	(2.0, 6383.0)	(3.0, 6134.5)	(4.0, 6235.5)	(5.0, 5786.5)	(6.0, 4802.0)	(7.0, 4142.0)	(8.0, 3685.0)	(9.0, 3209.0)	(10.0, 2829.5)	(11.0, 2568.5)	(12.0, 2417.5)	(13.0, 2372.5)	(14.0, 2452.5)	(15.0, 2627.5)	(16.0, 3073.5)	(17.0, 3859.5)	(18.0, 5228.0)	(19.0, 7545.5)	(20.0, 11455.0)	(21.0, 17982.5)	(22.0, 28116.5)	(23.0, 42420.0)	(24.0, 65167.5)	(25.0, 92948.0)	(26.0, 126080.0)	(27.0, 170661.5)	(28.0, 224694.5)	(29.0, 285096.5)	(30.0, 351191.0)	(31.0, 421293.5)	(32.0, 492582.5)	(33.0, 558278.0)	(34.0, 629144.5)	(35.0, 700893.5)	(36.0, 768907.0)	(37.0, 845455.5)	(38.0, 912097.0)	(39.0, 968105.0)	(40.0, 1029274.0)	(41.0, 1172620.0)	(42.0, 1207809.5)	(43.0, 1156095.0)	(44.0, 1180321.5)	(45.0, 1233647.5)	(46.0, 1323983.5)	(47.0, 1364121.5)	(48.0, 1255992.0)	(49.0, 1252237.5)	(50.0, 1274958.0)	(51.0, 1251468.0)	(52.0, 1257288.5)	(53.0, 1196562.0)	(54.0, 1118055.5)	(55.0, 1066185.5)	(56.0, 1002059.5)	(57.0, 932668.0)	(58.0, 926947.0)	(59.0, 901793.0)	(60.0, 897175.5)	(61.0, 923726.5)	(62.0, 898717.0)	(63.0, 859133.0)	(64.0, 775146.5)	(65.0, 612695.5)	(66.0, 499951.0)	(67.0, 431601.0)	(68.0, 395717.0)	(69.0, 318188.5)	(70.0, 223054.5)	(71.0, 170378.0)	(72.0, 143872.0)	(73.0, 113559.0)	(74.0, 81186.5)	(75.0, 78503.5)	(76.0, 70060.0)	(77.0, 52314.5)	(78.0, 46966.0)	(79.0, 41344.0)	(80.0, 37581.5)	(81.0, 40441.0)	(82.0, 61999.5)	(83.0, 57797.5)	(84.0, 31720.5)	(85.0, 19539.5)	(86.0, 9071.0)	(87.0, 5254.0)	(88.0, 1409.0)	(89.0, 430.5)	(90.0, 222.5)	(91.0, 92.5)	(92.0, 59.5)	(93.0, 47.0)	(94.0, 36.0)	(95.0, 35.5)	(96.0, 32.0)	(97.0, 39.0)	(98.0, 64.5)	(99.0, 64.5)	(100.0, 34.5)
DRR456180_2	(0.0, 6430.0)	(1.0, 5887.5)	(2.0, 7768.5)	(3.0, 12808.0)	(4.0, 17786.0)	(5.0, 21491.5)	(6.0, 23826.5)	(7.0, 25945.0)	(8.0, 28041.0)	(9.0, 30210.5)	(10.0, 32685.0)	(11.0, 35422.0)	(12.0, 38325.0)	(13.0, 40949.5)	(14.0, 43842.0)	(15.0, 47513.0)	(16.0, 51134.0)	(17.0, 55152.5)	(18.0, 60341.0)	(19.0, 66337.0)	(20.0, 73456.0)	(21.0, 83281.5)	(22.0, 97242.0)	(23.0, 116558.5)	(24.0, 140959.5)	(25.0, 170189.0)	(26.0, 205125.5)	(27.0, 247332.0)	(28.0, 296792.5)	(29.0, 351686.0)	(30.0, 409530.5)	(31.0, 467021.0)	(32.0, 522541.5)	(33.0, 581149.0)	(34.0, 641200.0)	(35.0, 704562.0)	(36.0, 767154.0)	(37.0, 825227.5)	(38.0, 882413.0)	(39.0, 933360.5)	(40.0, 977429.0)	(41.0, 1101233.0)	(42.0, 1124675.0)	(43.0, 1059405.0)	(44.0, 1088989.5)	(45.0, 1142238.5)	(46.0, 1204092.0)	(47.0, 1234689.0)	(48.0, 1151063.5)	(49.0, 1143853.5)	(50.0, 1139979.0)	(51.0, 1080420.0)	(52.0, 1075063.5)	(53.0, 1079236.0)	(54.0, 1046193.5)	(55.0, 994296.0)	(56.0, 940255.0)	(57.0, 853403.0)	(58.0, 823564.0)	(59.0, 819574.0)	(60.0, 826786.0)	(61.0, 858320.0)	(62.0, 875126.5)	(63.0, 851685.5)	(64.0, 832955.0)	(65.0, 730998.0)	(66.0, 574982.0)	(67.0, 457800.0)	(68.0, 381892.5)	(69.0, 314120.0)	(70.0, 243588.5)	(71.0, 194819.0)	(72.0, 161769.5)	(73.0, 137748.5)	(74.0, 112524.0)	(75.0, 88505.5)	(76.0, 73735.5)	(77.0, 65812.0)	(78.0, 62652.5)	(79.0, 56143.5)	(80.0, 53199.0)	(81.0, 54090.0)	(82.0, 69991.5)	(83.0, 63342.5)	(84.0, 31130.5)	(85.0, 19598.5)	(86.0, 15140.0)	(87.0, 10815.0)	(88.0, 7659.0)	(89.0, 7075.0)	(90.0, 7039.5)	(91.0, 6979.0)	(92.0, 7020.5)	(93.0, 7341.0)	(94.0, 7804.0)	(95.0, 8456.5)	(96.0, 9518.5)	(97.0, 11099.0)	(98.0, 14165.0)	(99.0, 21881.0)	(100.0, 125110.5)
DRR456181_1	(0.0, 10725.0)	(1.0, 7533.0)	(2.0, 3997.5)	(3.0, 3732.5)	(4.0, 3797.0)	(5.0, 3473.5)	(6.0, 2734.0)	(7.0, 2219.0)	(8.0, 1970.5)	(9.0, 1686.5)	(10.0, 1529.0)	(11.0, 1496.0)	(12.0, 1484.0)	(13.0, 1533.5)	(14.0, 1735.0)	(15.0, 2046.5)	(16.0, 2675.0)	(17.0, 3647.0)	(18.0, 5220.0)	(19.0, 7789.5)	(20.0, 11960.5)	(21.0, 18690.0)	(22.0, 29834.5)	(23.0, 46122.5)	(24.0, 70222.5)	(25.0, 100232.0)	(26.0, 138053.5)	(27.0, 186145.5)	(28.0, 244541.5)	(29.0, 312293.5)	(30.0, 387027.5)	(31.0, 465192.0)	(32.0, 540593.0)	(33.0, 613026.5)	(34.0, 691692.0)	(35.0, 772872.5)	(36.0, 856420.0)	(37.0, 942390.0)	(38.0, 1015553.0)	(39.0, 1080673.5)	(40.0, 1148422.5)	(41.0, 1273266.5)	(42.0, 1317906.0)	(43.0, 1290492.0)	(44.0, 1311020.0)	(45.0, 1365661.5)	(46.0, 1446715.5)	(47.0, 1470701.0)	(48.0, 1380759.0)	(49.0, 1400178.5)	(50.0, 1451320.0)	(51.0, 1486542.5)	(52.0, 1524369.0)	(53.0, 1425713.0)	(54.0, 1296941.5)	(55.0, 1248954.0)	(56.0, 1190570.0)	(57.0, 1149977.0)	(58.0, 1164569.5)	(59.0, 1137038.0)	(60.0, 1147979.5)	(61.0, 1220211.0)	(62.0, 1211484.5)	(63.0, 1184602.0)	(64.0, 1061277.5)	(65.0, 802046.5)	(66.0, 638763.0)	(67.0, 545665.5)	(68.0, 514974.5)	(69.0, 405764.0)	(70.0, 278568.0)	(71.0, 218380.5)	(72.0, 184163.0)	(73.0, 145819.0)	(74.0, 106549.0)	(75.0, 104487.5)	(76.0, 94255.0)	(77.0, 74246.5)	(78.0, 69924.5)	(79.0, 64957.5)	(80.0, 64526.0)	(81.0, 74097.0)	(82.0, 107179.0)	(83.0, 100143.5)	(84.0, 66399.5)	(85.0, 43982.5)	(86.0, 17301.0)	(87.0, 8922.0)	(88.0, 2865.0)	(89.0, 909.5)	(90.0, 466.5)	(91.0, 180.0)	(92.0, 105.5)	(93.0, 73.0)	(94.0, 51.5)	(95.0, 35.0)	(96.0, 31.0)	(97.0, 39.5)	(98.0, 52.5)	(99.0, 50.0)	(100.0, 26.5)
DRR456181_2	(0.0, 3220.0)	(1.0, 3118.0)	(2.0, 4458.0)	(3.0, 7320.5)	(4.0, 10101.5)	(5.0, 12295.5)	(6.0, 13435.0)	(7.0, 14203.5)	(8.0, 15052.0)	(9.0, 15973.0)	(10.0, 17184.0)	(11.0, 18560.0)	(12.0, 19898.0)	(13.0, 21413.5)	(14.0, 23112.0)	(15.0, 25018.5)	(16.0, 27309.5)	(17.0, 30035.0)	(18.0, 33683.5)	(19.0, 38010.5)	(20.0, 44084.5)	(21.0, 53468.5)	(22.0, 66591.0)	(23.0, 85720.5)	(24.0, 111642.0)	(25.0, 145269.5)	(26.0, 188041.5)	(27.0, 238943.0)	(28.0, 297354.0)	(29.0, 362540.0)	(30.0, 431167.5)	(31.0, 499669.5)	(32.0, 569162.0)	(33.0, 641195.5)	(34.0, 710574.5)	(35.0, 786701.0)	(36.0, 867758.5)	(37.0, 942550.0)	(38.0, 1012734.5)	(39.0, 1074435.5)	(40.0, 1129235.0)	(41.0, 1241235.0)	(42.0, 1273724.5)	(43.0, 1232945.5)	(44.0, 1258906.0)	(45.0, 1312051.5)	(46.0, 1365643.5)	(47.0, 1379265.0)	(48.0, 1312825.5)	(49.0, 1324913.5)	(50.0, 1322729.5)	(51.0, 1279182.0)	(52.0, 1271681.0)	(53.0, 1271896.5)	(54.0, 1253544.5)	(55.0, 1209651.5)	(56.0, 1155651.5)	(57.0, 1067737.5)	(58.0, 1036887.0)	(59.0, 1051066.5)	(60.0, 1085108.0)	(61.0, 1155309.5)	(62.0, 1207990.5)	(63.0, 1216513.5)	(64.0, 1216357.5)	(65.0, 1035035.0)	(66.0, 776543.5)	(67.0, 605534.0)	(68.0, 498899.0)	(69.0, 397018.5)	(70.0, 299043.5)	(71.0, 244335.5)	(72.0, 204753.0)	(73.0, 175456.0)	(74.0, 144561.5)	(75.0, 116802.0)	(76.0, 98813.5)	(77.0, 90507.5)	(78.0, 88119.0)	(79.0, 80187.5)	(80.0, 81664.0)	(81.0, 91046.5)	(82.0, 119577.5)	(83.0, 108733.0)	(84.0, 56958.0)	(85.0, 37542.0)	(86.0, 26280.5)	(87.0, 13284.5)	(88.0, 5419.0)	(89.0, 4137.0)	(90.0, 3760.5)	(91.0, 3486.5)	(92.0, 3368.5)	(93.0, 3396.0)	(94.0, 3484.0)	(95.0, 3625.0)	(96.0, 3891.5)	(97.0, 4389.5)	(98.0, 5294.0)	(99.0, 7788.0)	(100.0, 40270.0)
DRR456182_1	(0.0, 17529.0)	(1.0, 11299.5)	(2.0, 4944.5)	(3.0, 4819.5)	(4.0, 4812.0)	(5.0, 4456.0)	(6.0, 3739.5)	(7.0, 3192.5)	(8.0, 2840.5)	(9.0, 2476.0)	(10.0, 2198.0)	(11.0, 2053.5)	(12.0, 1977.0)	(13.0, 1962.5)	(14.0, 1990.5)	(15.0, 2128.0)	(16.0, 2500.5)	(17.0, 3198.5)	(18.0, 4359.0)	(19.0, 6196.0)	(20.0, 9483.5)	(21.0, 14723.0)	(22.0, 22977.0)	(23.0, 35325.5)	(24.0, 54645.5)	(25.0, 78097.0)	(26.0, 106933.5)	(27.0, 145006.5)	(28.0, 190660.0)	(29.0, 241647.0)	(30.0, 297932.0)	(31.0, 358753.0)	(32.0, 418280.0)	(33.0, 474367.0)	(34.0, 536192.0)	(35.0, 600562.0)	(36.0, 666509.5)	(37.0, 738552.0)	(38.0, 802511.5)	(39.0, 855989.0)	(40.0, 913560.5)	(41.0, 1054971.0)	(42.0, 1097704.0)	(43.0, 1056517.5)	(44.0, 1089420.0)	(45.0, 1151587.0)	(46.0, 1243840.5)	(47.0, 1292090.5)	(48.0, 1211431.5)	(49.0, 1231764.5)	(50.0, 1268336.0)	(51.0, 1256465.0)	(52.0, 1272506.5)	(53.0, 1225644.5)	(54.0, 1161199.5)	(55.0, 1118904.5)	(56.0, 1064516.0)	(57.0, 1016241.0)	(58.0, 1025460.5)	(59.0, 1009905.5)	(60.0, 1028403.5)	(61.0, 1086838.5)	(62.0, 1063502.5)	(63.0, 1014834.5)	(64.0, 913135.5)	(65.0, 712435.5)	(66.0, 574797.5)	(67.0, 489237.5)	(68.0, 443347.5)	(69.0, 356887.0)	(70.0, 253904.0)	(71.0, 196252.5)	(72.0, 167854.5)	(73.0, 131410.0)	(74.0, 90520.5)	(75.0, 86404.5)	(76.0, 75879.0)	(77.0, 56575.0)	(78.0, 50825.5)	(79.0, 44774.0)	(80.0, 40327.0)	(81.0, 42869.0)	(82.0, 66745.0)	(83.0, 63200.5)	(84.0, 36430.0)	(85.0, 23015.5)	(86.0, 9517.0)	(87.0, 4997.0)	(88.0, 1480.0)	(89.0, 446.0)	(90.0, 245.5)	(91.0, 98.0)	(92.0, 56.0)	(93.0, 47.0)	(94.0, 37.5)	(95.0, 31.0)	(96.0, 24.5)	(97.0, 27.0)	(98.0, 48.5)	(99.0, 41.5)	(100.0, 16.0)
DRR456182_2	(0.0, 4895.0)	(1.0, 4298.5)	(2.0, 5217.5)	(3.0, 8667.5)	(4.0, 12237.0)	(5.0, 15204.0)	(6.0, 17224.0)	(7.0, 18824.0)	(8.0, 20417.0)	(9.0, 21792.5)	(10.0, 23143.5)	(11.0, 24531.0)	(12.0, 26199.5)	(13.0, 28127.5)	(14.0, 30073.5)	(15.0, 32073.5)	(16.0, 34123.5)	(17.0, 36596.5)	(18.0, 40134.0)	(19.0, 44296.0)	(20.0, 49624.5)	(21.0, 57081.5)	(22.0, 67013.0)	(23.0, 82074.0)	(24.0, 102718.5)	(25.0, 128746.5)	(26.0, 160947.5)	(27.0, 199486.5)	(28.0, 243202.5)	(29.0, 290860.0)	(30.0, 341103.5)	(31.0, 392592.5)	(32.0, 444916.5)	(33.0, 498442.5)	(34.0, 552502.5)	(35.0, 612298.0)	(36.0, 673821.0)	(37.0, 733027.0)	(38.0, 790244.0)	(39.0, 842808.0)	(40.0, 891600.0)	(41.0, 1016943.0)	(42.0, 1048527.0)	(43.0, 993173.5)	(44.0, 1028932.5)	(45.0, 1091163.5)	(46.0, 1158602.5)	(47.0, 1197886.0)	(48.0, 1134953.5)	(49.0, 1143539.5)	(50.0, 1150414.0)	(51.0, 1106169.5)	(52.0, 1111304.0)	(53.0, 1116556.0)	(54.0, 1090682.0)	(55.0, 1052157.5)	(56.0, 1003391.5)	(57.0, 924809.5)	(58.0, 907141.5)	(59.0, 914594.5)	(60.0, 935859.0)	(61.0, 991216.0)	(62.0, 1014865.0)	(63.0, 985319.5)	(64.0, 976204.0)	(65.0, 848827.0)	(66.0, 646795.0)	(67.0, 508633.0)	(68.0, 421016.0)	(69.0, 347132.5)	(70.0, 273151.0)	(71.0, 221178.5)	(72.0, 186752.0)	(73.0, 160329.5)	(74.0, 131516.5)	(75.0, 105633.5)	(76.0, 87799.0)	(77.0, 77897.0)	(78.0, 74594.5)	(79.0, 67674.0)	(80.0, 63243.0)	(81.0, 62906.0)	(82.0, 81334.5)	(83.0, 76088.5)	(84.0, 41137.0)	(85.0, 27596.0)	(86.0, 21674.5)	(87.0, 15768.5)	(88.0, 11774.5)	(89.0, 10791.5)	(90.0, 10176.5)	(91.0, 9744.0)	(92.0, 9393.5)	(93.0, 9180.5)	(94.0, 9201.5)	(95.0, 9457.5)	(96.0, 10101.0)	(97.0, 11197.0)	(98.0, 13539.5)	(99.0, 19904.5)	(100.0, 126336.0)
DRR456183_1	(0.0, 20229.0)	(1.0, 13245.5)	(2.0, 6190.0)	(3.0, 6266.0)	(4.0, 6479.5)	(5.0, 6141.5)	(6.0, 5173.0)	(7.0, 4482.5)	(8.0, 4096.0)	(9.0, 3552.5)	(10.0, 3177.0)	(11.0, 2934.0)	(12.0, 2713.5)	(13.0, 2621.0)	(14.0, 2648.0)	(15.0, 2758.0)	(16.0, 3062.5)	(17.0, 3710.0)	(18.0, 4781.0)	(19.0, 6611.0)	(20.0, 9735.0)	(21.0, 14904.0)	(22.0, 22816.5)	(23.0, 34263.5)	(24.0, 51683.5)	(25.0, 74086.0)	(26.0, 101939.5)	(27.0, 137779.5)	(28.0, 181525.5)	(29.0, 230687.5)	(30.0, 284848.5)	(31.0, 343243.5)	(32.0, 401046.5)	(33.0, 456602.5)	(34.0, 517525.0)	(35.0, 579026.0)	(36.0, 640567.0)	(37.0, 706951.0)	(38.0, 766740.5)	(39.0, 818931.0)	(40.0, 872609.0)	(41.0, 1004682.0)	(42.0, 1040054.0)	(43.0, 992874.5)	(44.0, 1019744.0)	(45.0, 1081408.5)	(46.0, 1163515.0)	(47.0, 1205627.0)	(48.0, 1128343.5)	(49.0, 1164880.5)	(50.0, 1200943.0)	(51.0, 1169480.0)	(52.0, 1174092.5)	(53.0, 1118444.0)	(54.0, 1055044.5)	(55.0, 1015285.5)	(56.0, 965563.5)	(57.0, 917721.0)	(58.0, 933413.0)	(59.0, 931609.0)	(60.0, 960202.5)	(61.0, 1031601.0)	(62.0, 1015718.5)	(63.0, 974131.0)	(64.0, 872211.0)	(65.0, 649237.0)	(66.0, 503580.5)	(67.0, 425347.5)	(68.0, 380715.0)	(69.0, 306863.0)	(70.0, 223324.5)	(71.0, 176023.5)	(72.0, 152650.0)	(73.0, 119140.5)	(74.0, 81924.0)	(75.0, 81071.5)	(76.0, 72095.5)	(77.0, 53294.5)	(78.0, 49391.0)	(79.0, 44897.5)	(80.0, 41869.0)	(81.0, 46280.0)	(82.0, 72826.5)	(83.0, 69393.0)	(84.0, 39812.0)	(85.0, 24550.5)	(86.0, 10392.0)	(87.0, 5615.0)	(88.0, 1688.0)	(89.0, 511.5)	(90.0, 251.0)	(91.0, 116.5)	(92.0, 69.0)	(93.0, 41.5)	(94.0, 34.5)	(95.0, 30.5)	(96.0, 29.5)	(97.0, 26.0)	(98.0, 34.0)	(99.0, 38.5)	(100.0, 24.5)
DRR456183_2	(0.0, 5121.0)	(1.0, 4863.5)	(2.0, 6644.5)	(3.0, 11465.0)	(4.0, 16866.0)	(5.0, 21600.0)	(6.0, 25162.0)	(7.0, 27870.0)	(8.0, 30276.0)	(9.0, 32512.5)	(10.0, 34988.0)	(11.0, 37594.5)	(12.0, 40074.0)	(13.0, 42579.0)	(14.0, 45368.5)	(15.0, 48263.0)	(16.0, 51262.0)	(17.0, 54883.5)	(18.0, 59113.5)	(19.0, 63975.0)	(20.0, 69915.0)	(21.0, 78139.5)	(22.0, 89793.0)	(23.0, 105767.5)	(24.0, 125945.5)	(25.0, 150109.0)	(26.0, 179042.5)	(27.0, 213915.5)	(28.0, 254373.5)	(29.0, 298627.5)	(30.0, 345079.5)	(31.0, 392780.0)	(32.0, 439996.0)	(33.0, 487960.5)	(34.0, 537060.0)	(35.0, 590129.0)	(36.0, 644848.0)	(37.0, 698060.0)	(38.0, 748574.5)	(39.0, 794193.5)	(40.0, 836247.0)	(41.0, 948898.5)	(42.0, 970274.5)	(43.0, 911981.5)	(44.0, 941301.0)	(45.0, 999298.0)	(46.0, 1059831.0)	(47.0, 1089148.5)	(48.0, 1025554.0)	(49.0, 1050183.0)	(50.0, 1061743.0)	(51.0, 1007672.5)	(52.0, 1004479.5)	(53.0, 998494.0)	(54.0, 969163.0)	(55.0, 929954.5)	(56.0, 882672.5)	(57.0, 803334.0)	(58.0, 786880.0)	(59.0, 802997.5)	(60.0, 830191.0)	(61.0, 891050.0)	(62.0, 910714.0)	(63.0, 872785.0)	(64.0, 870979.0)	(65.0, 763627.5)	(66.0, 571212.5)	(67.0, 437942.5)	(68.0, 362865.5)	(69.0, 303067.0)	(70.0, 242488.5)	(71.0, 198984.5)	(72.0, 170230.5)	(73.0, 147888.0)	(74.0, 122885.0)	(75.0, 100663.0)	(76.0, 86217.5)	(77.0, 78181.0)	(78.0, 76365.5)	(79.0, 71640.5)	(80.0, 69072.0)	(81.0, 69765.0)	(82.0, 88679.5)	(83.0, 83231.0)	(84.0, 47997.5)	(85.0, 34006.0)	(86.0, 27403.5)	(87.0, 21306.0)	(88.0, 17167.5)	(89.0, 15701.0)	(90.0, 14927.0)	(91.0, 14376.5)	(92.0, 13962.5)	(93.0, 13986.0)	(94.0, 14136.0)	(95.0, 14710.5)	(96.0, 15773.0)	(97.0, 17592.0)	(98.0, 21519.0)	(99.0, 31741.5)	(100.0, 199152.5)
DRR456184_1	(0.0, 20265.0)	(1.0, 13365.0)	(2.0, 6415.0)	(3.0, 6409.0)	(4.0, 6454.0)	(5.0, 6118.5)	(6.0, 5322.5)	(7.0, 4598.5)	(8.0, 4080.5)	(9.0, 3591.0)	(10.0, 3222.5)	(11.0, 3013.0)	(12.0, 2833.5)	(13.0, 2709.5)	(14.0, 2737.0)	(15.0, 2838.0)	(16.0, 3190.5)	(17.0, 3808.0)	(18.0, 4834.5)	(19.0, 6687.5)	(20.0, 9766.0)	(21.0, 14752.5)	(22.0, 22688.5)	(23.0, 33964.5)	(24.0, 51895.5)	(25.0, 74398.0)	(26.0, 101596.5)	(27.0, 137300.0)	(28.0, 180757.5)	(29.0, 229853.5)	(30.0, 283466.0)	(31.0, 341676.5)	(32.0, 400348.5)	(33.0, 455392.0)	(34.0, 516427.5)	(35.0, 578010.5)	(36.0, 639235.0)	(37.0, 707689.0)	(38.0, 769108.5)	(39.0, 820795.5)	(40.0, 874521.0)	(41.0, 1012782.5)	(42.0, 1051825.5)	(43.0, 1002473.5)	(44.0, 1028792.5)	(45.0, 1077238.5)	(46.0, 1161587.0)	(47.0, 1199641.0)	(48.0, 1110286.0)	(49.0, 1087425.5)	(50.0, 1101787.5)	(51.0, 1102418.0)	(52.0, 1116860.5)	(53.0, 1073634.0)	(54.0, 1009464.0)	(55.0, 962809.5)	(56.0, 911834.5)	(57.0, 880714.0)	(58.0, 889633.5)	(59.0, 873396.5)	(60.0, 894965.0)	(61.0, 955790.5)	(62.0, 936787.5)	(63.0, 893443.0)	(64.0, 795121.5)	(65.0, 595126.0)	(66.0, 468146.5)	(67.0, 401527.5)	(68.0, 364472.5)	(69.0, 292408.0)	(70.0, 207715.0)	(71.0, 161466.5)	(72.0, 141092.0)	(73.0, 110690.0)	(74.0, 74067.0)	(75.0, 72493.0)	(76.0, 64588.5)	(77.0, 48016.5)	(78.0, 44524.5)	(79.0, 40881.5)	(80.0, 37871.0)	(81.0, 40913.5)	(82.0, 65354.0)	(83.0, 61826.0)	(84.0, 34066.5)	(85.0, 20829.5)	(86.0, 8747.0)	(87.0, 4897.0)	(88.0, 1465.5)	(89.0, 424.5)	(90.0, 226.0)	(91.0, 119.5)	(92.0, 60.5)	(93.0, 40.0)	(94.0, 34.0)	(95.0, 32.0)	(96.0, 32.0)	(97.0, 35.0)	(98.0, 54.0)	(99.0, 50.0)	(100.0, 28.0)
DRR456184_2	(0.0, 4901.0)	(1.0, 4799.5)	(2.0, 7005.5)	(3.0, 12269.5)	(4.0, 17831.0)	(5.0, 22568.5)	(6.0, 26211.0)	(7.0, 29359.5)	(8.0, 32793.0)	(9.0, 36191.0)	(10.0, 39197.0)	(11.0, 42416.0)	(12.0, 45938.5)	(13.0, 49506.0)	(14.0, 53388.0)	(15.0, 57461.0)	(16.0, 61660.0)	(17.0, 66329.5)	(18.0, 71601.0)	(19.0, 77613.5)	(20.0, 84786.0)	(21.0, 93684.0)	(22.0, 105069.5)	(23.0, 121078.0)	(24.0, 140827.0)	(25.0, 163578.5)	(26.0, 191872.0)	(27.0, 225083.5)	(28.0, 263995.5)	(29.0, 307092.5)	(30.0, 351271.0)	(31.0, 397622.0)	(32.0, 443284.5)	(33.0, 491070.5)	(34.0, 540851.0)	(35.0, 593600.0)	(36.0, 646373.5)	(37.0, 698320.0)	(38.0, 748547.5)	(39.0, 792099.5)	(40.0, 834204.0)	(41.0, 952168.5)	(42.0, 977970.5)	(43.0, 917320.5)	(44.0, 944401.0)	(45.0, 985126.0)	(46.0, 1045155.0)	(47.0, 1076464.0)	(48.0, 1004448.5)	(49.0, 962752.5)	(50.0, 950779.5)	(51.0, 921712.5)	(52.0, 923114.0)	(53.0, 939372.5)	(54.0, 914120.5)	(55.0, 867070.0)	(56.0, 823957.5)	(57.0, 767603.5)	(58.0, 747670.5)	(59.0, 755047.0)	(60.0, 774220.5)	(61.0, 822298.0)	(62.0, 843390.5)	(63.0, 818229.5)	(64.0, 811840.0)	(65.0, 702556.0)	(66.0, 528153.0)	(67.0, 412304.0)	(68.0, 341442.5)	(69.0, 281557.5)	(70.0, 221019.5)	(71.0, 179273.0)	(72.0, 152635.0)	(73.0, 131946.5)	(74.0, 107804.0)	(75.0, 86430.5)	(76.0, 72879.0)	(77.0, 65147.5)	(78.0, 64076.0)	(79.0, 60858.5)	(80.0, 58009.0)	(81.0, 57453.0)	(82.0, 74615.5)	(83.0, 69679.0)	(84.0, 37833.0)	(85.0, 25810.5)	(86.0, 20509.5)	(87.0, 15882.5)	(88.0, 12744.0)	(89.0, 12094.5)	(90.0, 11912.5)	(91.0, 11830.5)	(92.0, 11923.5)	(93.0, 12416.0)	(94.0, 13043.0)	(95.0, 13993.5)	(96.0, 15670.5)	(97.0, 18637.5)	(98.0, 23793.5)	(99.0, 36620.0)	(100.0, 182234.5)
